District,Rooms,Price
Talas,3+1,28000.0
Kocasinan / Sanayi,2+1,24995.0
Talas,5+1,30000.0
Talas,2+1,31000.0
Talas,3+1,22000.0
Talas,3+1,21000.0
Melikgazi / Hürriyet,3+1,22500.0
Melikgazi / Kılıçaslan,4+2,20000.0
Melikgazi / Kılıçaslan,3+1,20000.0
Melikgazi / Çiftlik,4+1,24500.0
Talas,1+1,24995.0
Kocasinan / Yenişehir,3+1,25000.0
Melikgazi / Kılıçaslan,4+1,23250.0
Kocasinan / Merkez,2.5+1,21000.0
Talas,2+1,28000.0
Talas,3+1,23000.0
Kocasinan / Fevziçakmak,3+1,28500.0
Kocasinan / Yenimahalle,3+1,25000.0
Talas,4+1,28000.0
Talas,3+1,25000.0
Kocasinan / Yenimahalle,3+1,26000.0
Melikgazi / Kılıçaslan,3+1,23000.0
Kocasinan / Yenişehir,4+1,35000.0
Melikgazi / Hürriyet,3+1,20000.0
Talas,3.5+1,27500.0
Talas,3+1,24000.0
Kocasinan / Merkez,2+1,22000.0
Kocasinan / Fevziçakmak,1+1,21750.0
Kocasinan / Erkilet,4+1,25000.0
Melikgazi / Kılıçaslan,3+1,24000.0
Melikgazi / Gesi,4+1,20000.0
Talas,4+1,35000.0
Kocasinan / Sanayi,2+1,20000.0
Kocasinan / Merkez,4+1,20000.0
Kocasinan / Merkez,2+1,26000.0
Kocasinan / Erkilet,3+1,25000.0
Melikgazi / Kılıçaslan,3+1,23000.0
Kocasinan / Merkez,3+1,20000.0
Melikgazi / Kılıçaslan,3+1,22000.0
Melikgazi / Merkez,1+1,21995.0
Kocasinan / Yenişehir,3+1,21500.0
Melikgazi / Hürriyet,1+1,22750.0
Melikgazi / Kılıçaslan,4+1,35000.0
Kocasinan / Merkez,2+1,20000.0
Melikgazi / Hürriyet,3+1,21000.0
Kocasinan / Sanayi,2+1,23500.0
Talas,3+1,24750.0
Kocasinan / Erkilet,2+1,30000.0
İncesu / Süksün,3+2,22000.0
Melikgazi / Kılıçaslan,3+1,32000.0
Kocasinan / Fevziçakmak,3+1,20000.0
Kocasinan / Fevziçakmak,3+1,20000.0
Talas,3+1,20000.0
Talas,4+1,32000.0
Kocasinan / Sanayi,4+1,26000.0
Melikgazi / Mimarsinan,3+1,21000.0
Kocasinan / Sanayi,2+1,20000.0
Talas,2+1,21000.0
Kocasinan / Yenimahalle,3+1,25000.0
Kocasinan / Yenişehir,3+1,20000.0
Kocasinan / Yenimahalle,3+1,21500.0
Melikgazi / Kılıçaslan,3+1,22000.0
Kocasinan / Yenişehir,3+1,21000.0
Melikgazi / Şeker/Keykubat,3+1,25000.0
Talas,2+1,29000.0
Melikgazi / Kılıçaslan,3+1,24000.0
Kocasinan / Erkilet,3+1,20000.0
Kocasinan / Merkez,3+1,20000.0
Talas,3+1,22000.0
Talas,3+1,35000.0
Talas,3+1,21000.0
Talas,2+1,20000.0
Kocasinan / Fevziçakmak,1+1,23495.0
Kocasinan / Fevziçakmak,4+1,23000.0
Talas,2.5+1,21000.0
Talas,5+1,25000.0
Melikgazi / Kılıçaslan,4+1,33000.0
Melikgazi / Hürriyet,3+1,23000.0
Melikgazi / Şeker/Keykubat,3+1,27500.0
Talas,1+1,22000.0
Talas,2+1,20000.0
Melikgazi / Şeker/Keykubat,3+1,28000.0
Melikgazi / Kılıçaslan,4+1,37000.0
Talas,4+1,36000.0
Talas,3+1,23000.0
Kocasinan / Yenimahalle,3+1,24000.0
Melikgazi / Merkez,3+1,20000.0
Melikgazi / Kılıçaslan,2.5+1,23000.0
Kocasinan / Fevziçakmak,3+1,21000.0
Melikgazi / Kılıçaslan,3+1,21000.0
Talas,3+1,25000.0
Kocasinan / Fevziçakmak,4+1,27000.0
Melikgazi / Kılıçaslan,3+1,25000.0
Talas,2+1,21000.0
Melikgazi / Becen,4+0,37000.0
Kocasinan / Argıncık,4+1,35000.0
Talas,2+1,23500.0
Talas,2.5+1,32000.0
Talas,2+1,27000.0
Talas,4+1,35000.0
