code,turkish_name,english_name,weight
01,Gıda ve alkolsüz içecekler,Food and non-alcoholic beverages,"24,4444"
011,Gıda,Food,"22,1040"
0111,Tahıllar ve tahıl ürünleri,Cereals and cereal products,"4,4505"
01111,Tahıllar,Cereals,"0,4673"
0111121,Pirinç,Rice,
0111192,Bulgur,Bulgur (cracked wheat),
01112,Tahıl unları,Flour of cereals,"0,3604"
0111211,Buğday unu,Wheat flour,
01113,Ekmek ve unlu mamuller,Bread and bakery products,"3,3873"
0111311,Ekmek,Bread,
0111392,Diğer pastane ürünleri,Other bakery and patisserie products,
0111393,Bisküvi,Biscuits,
0111394,Kraker,Crackers,
0111396,Gofret,Wafer,
0111398,Baklava,Baklava,
0111399,"Simit, poğaça vb. (fırın, market vb. yerlerde satılan)","Simit, poğaça etc. (offered in bakeries, supermarkets, etc.)",
01114,Kahvaltılık tahıl ürünleri,Breakfast cereals,"0,0284"
0111401,Kahvaltılık tahıl gevreği,Breakfast cereal,
01115,"Makarna, erişte, kuskus ve benzeri makarna ürünleri","Macaroni, noodles, couscous and similar pasta products","0,2070"
0111501,Makarna,Pasta (dried),
0111502,Şehriye,Vermicelli and soup pasta,
0112,"Canlı hayvanlar, kesilen kara hayvanlarının etleri ve diğer kısımları","Live animals, and meat and other parts of slaughtered land animals","4,6082"
01122,"Et, taze, soğutulmuş veya dondurulmuş","Meat, fresh, chilled or frozen","3,6716"
0112214,Dana eti,Beef (veal) meat,
0112230,Kuzu eti,Lamb meat,
0112246,Tavuk eti,Chicken meat,
01123,"Et, kurutulmuş, tuzlanmış, salamura edilmiş veya tütsülenmiş","Meat, dried, salted, in brine or smoked","0,6113"
0112311,"Sucuk (kangal, dana etinden)",Fermented sausage (sucuk),
0112312,Dana salam,Beef salami,
0112392,Beyaz et salam,Poultry salami,
01124,"Kesilmiş hayvanların sakatat ve diğer parçaları (taze, soğutulmuş veya dondurulmuş, kurutulmuş, tuzlanmış, salamura edilmiş veya tütsülenmiş)","Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked","0,0832"
0112401,Sakatat,Offal (organ meats),
01125,"Kesilmiş hayvanların et, sakatat ve diğer parçalarından yemeye hazır hale getirilmiş ürünler","Preparations of meat, offal, blood and other parts of slaughtered animals","0,2422"
0112511,Sosis,Sausage,
0112590,Hazır tavuk yemekleri,Prepared poultry dishes,
0112593,Hazır et yemekleri,Prepared meat dishes,
0113,Balıklar ve diğer su ürünleri,Fish and other seafood,"0,3777"
01131,"Balıklar, canlı, taze, soğutulmuş veya dondurulmuş","Fish, live, fresh, chilled or frozen","0,3408"
0113121,Somon balığı (ithal),Salmon (imported),
0113151,Palamut balığı (yerli),Bonito (domestic),
0113191,Diğer balıklar,Other fishes,
01133,Konserve edilmiş veya işlenmiş balık ürünleri,Fish preparations,"0,0369"
0113315,Konserve balık,Canned fish,
0114,"Süt, diğer süt ürünleri ve yumurtalar","Milk, other dairy products and eggs","3,2758"
01141,Çiğ ve tam yağlı süt,Raw and whole milk,"0,5202"
0114111,Tam yağlı süt (günlük ve uzun ömürlü),Whole milk (fresh and uht),
01142,Yağı alınmış süt,Skimmed milk,"0,0557"
0114201,Yarım yağlı süt (uzun ömürlü),Semi-skimmed milk (uht),
01143,Diğer sütler ve krema,Other milk and cream,"0,0531"
0114331,"Krema, kaymak ve benzeri süt ürünleri","Cream, clotted cream and similar dairy products",
01145,Peynir,Cheese,"1,4972"
0114501,Beyaz peynir,White brined cheese (feta-type),
0114502,Kaşar peyniri,Kashar cheese (semi-hard yellow),
0114503,Tulum peyniri,Tulum cheese,
0114504,Sürülebilir peynirler,Spreadable cheeses,
0114505,Yöresel peynirler,Local cheeses,
01146,Yoğurt ve benzeri ürünler,Yoghurt and similar products,"0,4911"
0114601,Yoğurt,Yoghurt,
0114605,Ayran,Ayran (yoghurt-based drink),
01147,Süt bazlı tatlı ve içecekler,Milk-based dessert and beverages,"0,0579"
0114701,Hazır sütlü tatlılar,Ready-to-eat milk desserts,
0114703,Aromalı sütler,Flavoured milk drinks,
01148,Yumurtalar,Eggs,"0,6006"
0114811,Yumurta,Eggs,
0115,Sıvı ve katı yağlar,Oils and fats,"1,4020"
01151,Bitkisel sıvı yağlar,Vegetable oils,"0,9962"
0115112,Ayçiçek yağı,Sunflower oil,
0115131,Zeytinyağı,Olive oil,
01152,Tereyağı ve sütten elde edilen diğer yağlar,Butter and other oils and fats derived from milk,"0,3332"
0115211,Tereyağı,Butter,
01153,Margarin,Margarine and similar preparations,"0,0726"
0115301,Margarin,Margarine,
0116,Meyveler ve sert kabuklu meyveler,Fruits and nuts,"2,2924"
01161,"Hurma, incir ve tropikal meyveler, taze","Dates, figs and tropical fruits, fresh","0,2413"
0116121,Muz,Bananas,
01162,"Turunçgiller, taze","Citrus fruits, fresh","0,2696"
0116221,Limon,Lemon,
0116231,Portakal,Orange,
0116241,Mandalina,Mandarin (tangerine),
01163,"Sert çekirdekli ve yumuşak çekirdekli meyveler, taze","Stone fruits and pome fruits, fresh","0,5059"
0116311,Elma,Apple,
0116321,"Armut, ayva","Pears, quinces",
0116351,Şeftali,Peach,
01164,"Üzümsü meyveler, taze","Berries, fresh","0,0561"
0116451,Çilek,Strawberries,
01165,"Diğer meyveler, taze","Other fruits, fresh","0,3618"
0116511,Üzüm,Grapes (fresh),
0116521,Kivi,Kiwi fruit,
0116531,Kavun,Melon,
0116541,Karpuz,Watermelon,
0116591,Nar,Pomegranate,
01167,Kurutulmuş ve dehidre meyveler,"Fruits, dried and dehydrated","0,1112"
0116711,Kuru üzüm,Raisins (dried grapes),
0116791,Kuru hurma,Dried dates,
0116793,Kuru kayısı,Dried apricots,
01168,"Sert kabuklu meyveler, kabuklu veya kabuksuz","Nuts, in shell or shelled","0,7465"
0116811,Badem içi,Almond kernels,
0116843,Fındık içi,Hazelnut kernels,
0116854,Antep fıstığı,Pistachios,
0116862,Ceviz içi,Walnut kernels,
0116886,Yer fıstığı,Peanuts,
0116891,Kabak çekirdeği,Pumpkin seeds,
0116897,Leblebi,Roasted chickpeas (leblebi),
0116898,Ay çekirdeği,Sunflower seeds,
0117,"Sebzeler, yumrulu sebzeler, plantainler, yemeklik muzlar ve bakliyat","Vegetables, tubers, plantains, cooking bananas and pulses","3,4432"
01171,"Yeşil yapraklı veya saplı sebzeler, taze veya soğutulmuş","Leafy or stem vegetables, fresh or chilled","0,2157"
0117123,Lahana,Cabbage,
0117131,Karnabahar,Cauliflower,
0117141,Marul çeşitleri,Leaf lettuce (curly),
0117151,Ispanak,Spinach,
01172,"Meyvesi yenen sebzeler, taze veya soğutulmuş (domates, biber, salatalık, kabak vb.)","Fruit-bearing vegetables, fresh or chilled","1,3306"
0117211,Çarliston biber,Long green pepper (çarliston),
0117215,Diğer taze biber çeşitleri,Other peppers,
0117222,Salatalık,Cucumber,
0117234,Patlıcan,Eggplant (aubergine),
0117241,Domates,Tomatoes,
0117253,Kabak,Zucchini (courgette),
01173,"Yeşil baklagil sebzeleri, taze veya soğutulmuş","Green leguminous vegetables, fresh or chilled","0,1487"
0117312,Taze fasulye,Fresh green beans,
01174,"Diğer sebzeler, taze veya soğutulmuş (soğan, sarımsak, havuç, mantar, zeytin vb.)","Other vegetables, fresh or chilled","0,7404"
0117410,Havuç,Carrots,
0117416,Turp,Radish,
0117421,Kuru sarımsak,Dried garlic (bulb),
0117431,Kuru soğan,Onions (dry),
0117445,Pırasa,Leek,
0117452,Kültür mantarı,Cultivated mushrooms,
0117476,Zeytin (sofralık),Table olives,
01175,Yumrulu sebzeler,"Tubers, plantains and cooking bananas, fresh or chilled","0,3519"
0117511,Patates,Potatoes,
01176,Kuru baklagiller,Pulses,"0,2172"
0117611,Kuru fasulye,Dried beans,
0117632,Nohut,Chickpeas,
0117643,Mercimek,Lentils,
01179,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb.)","Vegetables, tubers, plantains, cooking bananas and pulses, ground, and in other preparations","0,4388"
0117923,Sebze konserveleri,Canned vegetables,
0117992,Turşu,Pickles,
0117995,Salça,Tomato paste,
0117998,Cipsler,Chips (crisps),
0118,"Şeker, şekerlemeler ve tatlılar","Sugar, confectionery and desserts","1,5254"
01181,Şeker,Cane sugar and beet sugar,"0,3545"
0118121,Toz şeker,Granulated sugar,
0118122,Kesme şeker,Sugar cubes,
01183,"Reçel, meyve jöleleri, marmelat, meyve püreleri ve ezmeleri, bal","Jams, marmalades, fruit jellies, purées and pastes, and honey","0,2877"
0118313,Bal,Honey,
0118391,Reçel,Jam,
0118397,Pekmez,Molasses (grape molasses),
01184,"Sert kabuklu meyve püresi, meyve ezmesi ve macunu","Nut purées, nut butters and nut pastes","0,0642"
0118401,Fındık ezmesi,Hazelnut paste,
0118408,Tahin,Tahini (sesame paste),
01185,"Çikolata, kakao, kakao bazlı gıda ürünleri","Chocolate, cocoa and cocoa-based food products","0,3508"
0118512,Çikolata,Chocolate,
0118593,Sürülebilir krem çikolata,Chocolate spread,
01186,"Buz, dondurma ve buzlu şerbet (sorbe)","Ice, ice cream and sorbets","0,2133"
0118601,Dondurma,Ice cream,
01189,Başka yerde sınıflandırılmamış tatlılar ve diğer şekerlemeler,Other sugar confectionery and desserts n.e.c.,"0,2549"
0118916,Tahin helvası,Halva (tahini halva),
0118991,Lokum,Turkish delight,
0118994,Sakız,Chewing gum,
0118995,Ambalajlı şeker,Wrapped candy,
0119,Yemeye hazır gıdalar ve başka yerde sınıflandırılmamış diğer gıda ürünleri,Ready-made food and other food products,"0,7287"
01191,"Yemeye hazır gıdalar (hazır pizza, börek, çorba vb.)",Ready-made food,"0,2643"
0119145,Hazır pizzalar,Frozen and ready pizzas,
0119161,Hazır çorbalar,Instant soups,
0119192,Hazır börekler,Ready meals (su böreği),
0119195,Diğer hazır yemekler,Other ready meals,
01192,Bebek mamaları,Baby food,"0,0877"
0119212,Bebek sütü (toz karışım),Infant formula (powdered mix),
01193,"Tuz, çeşniler ve soslar","Salt, condiments and sauces","0,1317"
0119311,Tuz,Salt,
0119393,Sirke,Vinegar,
0119396,Ketçap,Ketchup,
0119397,Mayonez,Mayonnaise,
01194,"Baharatlar, yemeklerde kullanılan otlar ve tohumlar","Spices, culinary herbs and seeds","0,1755"
0119401,Taze aromatik otlar,Fresh herbs,
0119402,Baharatlar,Spices,
01199,Başka yerde sınıflandırılmamış diğer gıda ürünleri,Other food products n.e.c.,"0,0694"
0119902,Kabartma maddeleri,Raising agents,
0119904,Hazır toz tatlı karışımları,Instant dessert powders,
012,Alkolsüz içecekler,Non-alcoholic beverages,"2,3404"
0121,Meyve ve sebze suları,Fruit and vegetable juices,"0,1832"
01210,Meyve ve sebze suları,Fruit and vegetable juices,"0,1832"
0121001,Meyve suyu,Fruit juice,
0122,Kahve ve kahve ikameleri,Coffee and coffee substitutes,"0,3373"
01220,Kahve,Coffee and coffee substitutes,"0,3373"
0122011,Kahve,Coffee,
0122012,Hazır kahve,Instant coffee,
0123,"Çay, mate çayı ve demlenerek hazırlanan diğer bitkisel ürünler","Tea, maté and other plant-derived products for infusion","0,7050"
01230,Çay ve demlenerek hazırlanan diğer bitkisel ürünler,"Tea, maté and other plant-derived products for infusion","0,7050"
0123021,Çay,Tea,
0123034,Soğuk çay,Iced tea,
0125,Maden suları ve kaynak suları,Water,"0,5954"
01250,Maden suları ve kaynak suları,Water,"0,5954"
0125001,Su,Bottled water,
0125002,Maden suyu ve sodası,Mineral water and soda,
0126,Meşrubatlar,Soft drinks,"0,5195"
01260,Meşrubatlar,Soft drinks,"0,5195"
0126002,Gazoz,Soft drinks,
0126003,Kola,Cola drinks,
02,"Alkollü içecekler, tütün ve tütün ürünleri","Alcoholic beverages, tobacco","2,7549"
021,Alkollü içecekler,Alcoholic beverages,"0,5977"
0211,İçkiler ve likörler,Spirits and liquors,"0,2781"
02110,İçkiler ve likörler,Spirits and liquors,"0,2781"
0211001,Rakı,Raki,
0211002,Votka,Vodka,
0211006,Viski,Whisky,
0212,Şaraplar,Wine,"0,0478"
02121,"Şarap, üzümden",Wine from grapes,"0,0478"
0212101,Şarap,Wine,
0213,Biralar,Beer,"0,2718"
02130,Biralar,Beer,"0,2718"
0213001,Bira,Beer,
023,Tütün ve tütün ürünleri,Tobacco,"2,1572"
0230,Tütün ve tütün ürünleri,Tobacco,"2,1572"
02301,Sigaralar,Cigarettes,"2,1572"
0230101,Sigaralar,Cigarettes,
03,Giyim ve ayakkabı,Clothing and footwear,"7,9038"
031,Giyim,Clothing,"6,7958"
0312,Giysiler,Garments,"6,5103"
03121,Erkek ve erkek çocuk giysileri,Garments for men or boys,"3,0621"
0312104,Erkek kaban,Men’s overcoat,
0312105,Erkek mont,Men’s jacket,
0312108,Erkek takım elbise,Men’s suit,
0312109,Erkek ceket,Men’s blazer and jacket,
0312110,Erkek pantolon,Men’s trousers,
0312112,Erkek kazak,Men’s sweater,
0312115,Erkek gömlek,Men’s shirt,
0312116,Erkek sweatshirt,Men’s sweatshirt,
0312117,Erkek tişört,Men’s t-shirt,
0312120,Erkek eşofman altı,Men’s sweatpants,
0312122,Erkek pijama takımı,Men’s pyjamas,
0312126,Erkek iç çamaşırı,Men’s underwear,
0312131,Erkek çorap,Men’s socks,
0312143,Erkek çocuk mont,Boys’ jacket,
0312152,Erkek çocuk pantolon,Boys’ trousers,
0312158,Erkek çocuk sweatshirt,Boys’ sweatshirt,
0312159,Erkek çocuk tişört,Boys’ t-shirt,
0312164,Erkek çocuk eşofman altı,Boys’ sweatpants,
0312165,Erkek çocuk pijama takımı,Boys’ pyjamas,
0312168,Erkek çocuk iç çamaşırı,Boys’ underwear,
0312172,Erkek çocuk çorap,Boys’ socks,
03122,Kadın ve kız çocuk giysileri,Garments for women or girls,"3,1893"
0312204,Kadın kaban,Women’s overcoat,
0312205,Kadın mont,Women’s jacket,
0312213,Kadın elbise,Women’s dress,
0312214,Kadın ceket,Women’s blazer and jacket,
0312215,Kadın etek,Women’s skirt,
0312216,Kadın pantolon,Women’s trousers,
0312217,Kadın hırka,Women’s cardigan,
0312219,Kadın kazak,Women’s sweater,
0312222,Kadın gömlek,Women’s shirt,
0312223,Kadın sweatshirt,Women’s sweatshirt,
0312224,Kadın tişört,Women’s t-shirt,
0312230,Kadın eşofman altı,Women’s sweatpants,
0312235,Kadın pijama takımı,Women’s pyjamas,
0312238,Kadın iç çamaşırı,Women’s underwear,
0312243,Kadın çorap,Women’s socks,
0312252,Kız çocuk mont,Girls’ jacket,
0312262,Kız çocuk pantolon,Girls’ trousers,
0312269,Kız çocuk sweatshirt,Girls’ sweatshirt,
0312270,Kız çocuk tişört,Girls’ t-shirt,
0312273,Kız çocuk tayt,Girls’ leggings,
0312275,Kız çocuk eşofman altı,Girls’ sweatpants,
0312276,Kız çocuk pijama takımı,Girls’ pyjamas,
0312284,Kız çocuk çorap,Girls’ socks,
03123,Bebek giysileri (0-2 yaş),Garments for infants (under 2 years of age),"0,1409"
0312304,Bebek tulumu,Baby overall,
0312309,Bebek pijama takımı,Baby pyjamas,
0312310,Bebek iç çamaşırı,Baby underwear,
0312316,Bebek elbise,Baby dress,
03124,Okul üniformaları,School uniforms,"0,1181"
0312401,Okul forması,School uniform,
0313,Diğer giyim eşyaları ve giyim aksesuarları,Other articles of clothing and clothing accessories,"0,1945"
03131,Diğer giyim eşyaları,Other articles of clothing,"0,1945"
0313108,Erkek kemer,Men's belt,
0313110,Kadın eşarp,Women's scarf,
0314,"Giyim eşyalarının temizlenmesi, onarımı, tadilatı, dikimi ve kiralanması","Cleaning, repair, tailoring and hire of clothing","0,0909"
03141,Giyim eşyalarının temizlenmesi,Cleaning of clothing,"0,0154"
0314101,Kuru temizleme ücreti,Dry cleaning fee,
03142,"Giyim eşyalarının onarımı, tadilatı, dikimi ve kiralanması","Repair, tailoring and hire of clothing","0,0755"
0314205,Giysi tamir ücreti,Clothing repair fee,
032,Ayakkabılar,Footwear,"1,1080"
0321,Ayakkabılar,Shoes and other footwear,"1,1080"
03211,Erkek ayakkabıları,Footwear for men,"0,5265"
0321101,Erkek ayakkabı,Men’s shoes,
0321102,Erkek bot,Men’s boots,
0321104,Erkek spor ayakkabısı,Men’s sneakers,
03212,Kadın ayakkabıları,Footwear for women,"0,4054"
0321201,Kadın ayakkabı,Women’s shoes,
0321202,Kadın bot,Women’s boots,
0321204,Kadın spor ayakkabısı,Women’s sneakers,
0321206,Kadın terlik,Women’s slippers,
03213,Bebek ve çocuk ayakkabıları,Footwear for infants and children,"0,1761"
0321302,Çocuk bot,Children’s boots,
0321304,Çocuk spor ayakkabısı,Children’s sneakers,
04,"Konut, su, elektrik, gaz ve diğer yakıtlar","Housing, water, electricity, gas and other fuels","11,4020"
041,Konut için yapılan gerçek kira ödemeleri,Actual rental payments made for housing,"6,7638"
0411,Ana ikametgah için kiracılar tarafından ödenen gerçek kiralar,Actual rental payments made by tenants for main residence,"6,7638"
04110,Kiracılar tarafından ödenen gerçek kira,Actual rental payments made by tenants for main residence,"6,7638"
0411001,Kiracılar tarafından ödenen gerçek kira,Actual rentals paid by tenants,
043,"Konutun bakımı, onarımı ve güvenliği","Maintenance, repair and security of the dwelling","0,7980"
0431,Konutun bakım ve onarımı için malzemeler ve güvenlik ekipmanları,Security equipment and materials for dwelling maintenance and repair,"0,3482"
04311,Konutun bakım ve onarımı için malzemeler,Materials for the maintenance and repair of the dwelling,"0,3482"
0431101,Badana ve boya malzemeleri,Paint and coating materials,
0431102,Yer ve duvar döşeme malzemeleri,Floor and wall covering materials,
0431106,Pvc kapı ve pencere malzemeleri,PVC door and window materials,
0431108,Sıhhi tesisat malzemeleri,Plumbing materials,
0431109,Konutun bakım ve onarımına yönelik diğer malzemeler,Other materials for maintenance and repair of household,
0432,"Konutun bakım, onarım ve güvenlik hizmetleri","Services for the maintenance, repair and security of the dwelling","0,4497"
04320,"Konutun bakım, onarım ve güvenlik hizmetleri","Services for the maintenance, repair and security of the dwelling","0,4497"
0432015,Konutun bakım ve onarımına yönelik işçilik ücretleri,Labour fee for maintenance and repair of household,
044,Konutla ilgili su temini ve çeşitli hizmetler,Water supply and miscellaneous services relating to the dwelling,"0,6621"
0441,Su temini,Water supply,"0,6621"
04411,Su (şebeke suyu),Water supply delivered through network systems,"0,6621"
0441101,Su (belediye şebeke suyu),Water supply (municipal),
045,"Elektrik, gaz ve diğer yakıtlar","Electricity, gas and other fuels","3,1781"
0451,Elektrik,Electricity,"1,2737"
04510,Elektrik,Electricity,"1,2737"
0451001,Elektrik,Electricity,
0452,Gaz,Gas,"1,4045"
04521,Doğalgaz ve ilgili abonelik ücretleri,Natural gas through networks,"1,0818"
0452101,Doğalgaz,Natural gas (pipeline),
0452102,Doğalgaz abonelik ücreti,Natural gas connection fee,
04522,Tüpgaz (ev tüpü),Liquefied hydrocarbons,"0,3227"
0452201,Tüpgaz (ev tüpü),LPG cylinders,
0454,Katı yakıtlar,Solid fuels,"0,4999"
04541,"Kömür, kömür briketi ve turba","Coal, coal briquettes, peat and peat briquettes","0,3455"
0454101,Kömür,Coal,
04542,"Yakacak odun, peletler ve briketler dahil","Wood fuel, including pellets and briquettes","0,1545"
0454201,Odun,Firewood,
05,"Mobilya, mefruşat ve evde kullanılan ekipmanlar ile rutin ev bakım ve onarımı","Furnishings, household equipment and routine household maintenance","7,9201"
051,"Mobilya, mefruşat ve halılar","Furniture, furnishings, and loose carpets","2,9962"
0511,"Mobilya, mefruşat ve halılar","Furniture, furnishings and loose carpets","2,9962"
05111,Ev mobilyaları,Household furniture,"2,6236"
0511102,Mutfak masası,Kitchen table,
0511105,Mutfak sandalyesi,Kitchen chair,
0511108,Yatak odası takımı,Bedroom set,
0511111,Yatak,Bed,
0511114,Yatak bazası,Bed base,
0511115,Genç odası takımı,Youth room set,
0511116,Oturma odası takımı,Living room set,
0511117,Yemek odası takımı,Dining room set,
05114,"Mefruşat, halılar ve kilimler","Furnishings, loose carpets and rugs","0,3726"
0511401,Halı,Carpet (rug),
052,Ev tekstilleri,Household textiles,"0,6850"
0521,Ev tekstilleri,Household textiles,"0,6850"
05211,Döşemelik kumaşlar ve perdeler,Furnishing fabrics and curtains,"0,2310"
0521101,Perde,Curtains,
0521102,Stor perde,Roller blinds,
0521103,Tül perde,Sheer curtains,
05212,Yatak takımları ve yatak olarak kullanılan eşyalar,Bed linen and bedding,"0,2841"
0521201,Yatak örtüsü,Bedspread,
0521204,Yorgan,Duvet,
0521206,Battaniye,Blanket,
0521207,Pike takımı,Pique set,
0521208,Nevresim takımı,Duvet cover set,
0521209,Yastık,Pillow,
05213,Masa ve banyo tekstili,Table linen and bathroom linen,"0,0539"
0521307,Havlu,Towel,
05219,Diğer ev tekstilleri,Other household textiles,"0,1160"
0521904,Banyo paspası,Bath mat,
0521905,Diğer ev tekstili,Other home textiles,
053,Ev aletleri,Household appliances,"1,9417"
0531,Elektrikli veya elektriksiz büyük ev aletleri,Major electric and other household appliances,"1,5981"
05311,Elektrikli büyük mutfak eşyaları,Major kitchen appliances,"0,6798"
0531101,Buzdolabı,Refrigerator,
0531103,Derin dondurucu,Deep freezer,
0531106,Bulaşık makinesi,Dishwasher,
0531108,Fırın ve ocaklar,Ovens and cookers,
05312,Çamaşır makineleri ve kurutma makineleri,Major laundry appliances,"0,3793"
0531201,Çamaşır makinesi,Washing machine,
0531202,Çamaşır kurutma makinesi,Dryer,
05313,"Isıtıcılar, klimalar",Heaters and air conditioners,"0,3188"
0531301,Klima,Air conditioner,
0531303,Soba,Stove heater,
