product_id,price,category,tuik_code
10887,4590.0,Somun sıkmalar,05
15004,85.0,Tesisat malzemeleri,05
15005,100.0,Tesisat malzemeleri,05
15001,27.5,Tesisat malzemeleri,05
3783,25.0,Tesisat malzemeleri,05
3780,15.0,Tesisat malzemeleri,05
15002,30.0,Tesisat malzemeleri,05
3781,20.0,Tesisat malzemeleri,05
15003,55.0,Tesisat malzemeleri,05
12434,762.0,Fayans seramik granit taş,05
12483,600.0,Silikon tabancaları,05
5982,550.0,Silikon tabancaları,05
8808,425.0,Silikon tabancaları,05
767,35.0,Yük kaldırma ekipmanları,05
766,27.5,Yük kaldırma ekipmanları,05
12912,169.0,Yük kaldırma ekipmanları,05
13776,249.0,Yük kaldırma ekipmanları,05
13775,,Yük kaldırma ekipmanları,05
10012,300.0,Yük kaldırma ekipmanları,05
14262,115.0,Spatulalar,05
14261,50.0,Fırça ve saplar,05
14286,325.0,Boyacı sıvacı aletleri,05
2098,300.0,Spatulalar,05
14632,299.0,Boyacı sıvacı aletleri,05
2090,500.0,Spatulalar,05
2091,575.0,Spatulalar,05
11661,132.0,Spatulalar,05
11665,132.0,Spatulalar,05
11656,200.0,Boyacı sıvacı aletleri,05
11660,137.5,Spatulalar,05
13622,79.0,Spatulalar,05
8407,125.0,Spatulalar,05
14635,80.0,Spatulalar,05
2604,119.0,Spatulalar,05
8406,72.5,Spatulalar,05
14636,75.0,Spatulalar,05
8432,100.0,Spatulalar,05
11657,125.0,Spatulalar,05
11658,130.0,Spatulalar,05
8433,85.0,Spatulalar,05
13760,446.0,Fayans seramik granit taş,05
13937,185.0,Kompresörler,05
13936,899.0,Sulama ekipmanları,05
636,175.5,Spotlar,05
635,201.5,Spotlar,05
634,63.7,Spotlar,05
8986,97.5,Spotlar,05
1762,59.0,Spotlar,05
1761,89.0,Spotlar,05
1755,69.0,Spotlar,05
14619,120.0,Sprey boyalar,05
12345,59.0,Sprey boyalar,05
10028,130.0,Sprey boyalar,05
11057,120.0,Sprey boyalar,05
13871,120.0,Bilinmeyen,05
14146,120.0,Bilinmeyen,05
10025,125.0,Sprey boyalar,05
8915,59.0,Sprey boyalar,05
10026,115.0,Sprey boyalar,05
12417,115.0,Sprey boyalar,05
13868,120.0,Sprey boyalar,05
13869,120.0,Sprey boyalar,05
12348,199.0,Sprey boyalar,05
3626,199.0,Sprey boyalar,05
14620,120.0,Sprey boyalar,05
14621,120.0,Sprey boyalar,05
3728,249.0,Temizlik kimyasalları,05
13872,139.0,Sprey boyalar,05
13887,125.0,Sulama ekipmanları,05
11870,225.0,Sulama ekipmanları,05
13505,162.0,Sulama ekipmanları,05
13499,238.8,Sulama ekipmanları,05
13695,300.0,Sulama ekipmanları,05
13494,252.0,Sulama ekipmanları,05
13696,300.0,Sulama ekipmanları,05
13693,720.0,Sulama ekipmanları,05
13493,192.0,Bilinmeyen,05
13697,525.0,Bilinmeyen,05
13694,160.0,Sulama ekipmanları,05
13501,838.8,Sulama ekipmanları,05
5210,30.0,Kiremit,05
5212,200.0,Kiremit,05
5213,275.0,Kiremit,05
5460,6300.0,Banyo dolapları,05
9854,1798.8,Sıva ve harç makineleri,05
13759,319.0,Fayans seramik granit taş,05
7046,45.0,Stoper Tampon,05
10979,10.0,"Tül, perde ve aksesuarları",05
10978,10.0,"Tül, perde ve aksesuarları",05
10977,10.0,"Tül, perde ve aksesuarları",05
12891,160.0,Streç film,05
14774,200.0,Streç film,05
8129,175.0,Streç film,05
8130,325.0,Streç film,05
14775,325.0,Streç film,05
3289,50.0,Çöp poşeti ve mutfak gereçleri,05
11118,75.0,Streç film,05
13404,7400.0,Banyo dolapları,05
9323,40.0,Kartonpiyer stropiyer strafor,05
9334,46.0,OSMANLI BÜYÜK,05
9335,46.0,OSMANLI KÜÇÜK,05
9328,42.0,Kartonpiyer stropiyer strafor,05
9333,46.0,Kartonpiyer stropiyer strafor,05
9331,42.0,Kartonpiyer stropiyer strafor,05
9332,46.0,Kartonpiyer stropiyer strafor,05
9330,42.0,Kartonpiyer stropiyer strafor,05
14162,35.5,Kartonpiyer stropiyer strafor,05
9326,40.0,Kartonpiyer stropiyer strafor,05
9324,36.0,Kartonpiyer stropiyer strafor,05
6078,40.0,Kartonpiyer stropiyer strafor,05
