product_id,price,category,tuik_code,change_1d,change_7d,change_15d
12128,835.0,Parke,05,0.0,0.0,0.0
12127,835.0,Parke,05,0.0,0.0,0.0
520,835.0,Parke,05,0.0,0.0,0.0
531,675.0,Parke,05,0.0,0.0,0.0
386,675.0,Parke,05,0.0,0.0,0.0
387,675.0,Parke,05,0.0,0.0,0.0
533,800.0,Parke,05,0.0,0.0,0.0
409,715.0,Parke,05,0.0,0.0,0.0
402,715.0,Parke,05,0.0,0.0,0.0
408,715.0,Parke,05,0.0,0.0,0.0
403,715.0,Parke,05,0.0,0.0,0.0
479,715.0,Parke,05,0.0,0.0,0.0
406,715.0,Parke,05,0.0,0.0,0.0
405,715.0,Parke,05,0.0,0.0,0.0
527,775.0,Parke,05,0.0,0.0,0.0
14890,275.0,Süpürgelik,05,0.0,0.0,0.0
14656,250.0,Süpürgelik,05,0.0,0.0,0.0
11374,90.0,Süpürgelik,05,0.0,0.0,0.0
12130,90.0,Süpürgelik,05,0.0,,
11373,90.0,Süpürgelik,05,0.0,0.0,0.0
13750,125.0,Süpürgelik,05,0.0,0.0,0.0
441,90.0,Süpürgelik,05,0.0,0.0,0.0
494,125.0,Süpürgelik,05,0.0,0.0,0.0
440,90.0,Süpürgelik,05,0.0,0.0,0.0
14357,90.0,Süpürgelik,05,0.0,0.0,0.0
437,90.0,Süpürgelik,05,0.0,0.0,0.0
506,90.0,Süpürgelik,05,0.0,0.0,0.0
11372,90.0,Süpürgelik,05,0.0,0.0,0.0
14358,90.0,Süpürgelik,05,0.0,0.0,0.0
445,90.0,Süpürgelik,05,0.0,0.0,0.0
13715,90.0,Bilinmeyen Kategori,05,0.0,0.0,0.0
513,90.0,Süpürgelik,05,0.0,0.0,0.0
11371,90.0,Süpürgelik,05,0.0,0.0,0.0
14359,90.0,Süpürgelik,05,0.0,0.0,0.0
14658,90.0,Süpürgelik,05,0.0,0.0,0.0
14361,90.0,Süpürgelik,05,0.0,0.0,0.0
14362,90.0,Süpürgelik,05,0.0,0.0,0.0
12807,90.0,Süpürgelik,05,0.0,0.0,0.0
14657,90.0,Süpürgelik,05,0.0,,
500,90.0,Süpürgelik,05,0.0,0.0,0.0
431,90.0,Süpürgelik,05,0.0,0.0,0.0
12129,90.0,Süpürgelik,05,0.0,0.0,0.0
12809,90.0,Süpürgelik,05,0.0,0.0,0.0
438,90.0,Süpürgelik,05,0.0,0.0,0.0
436,90.0,Süpürgelik,05,0.0,0.0,0.0
499,90.0,Süpürgelik,05,0.0,0.0,0.0
505,90.0,Süpürgelik,05,0.0,0.0,0.0
14360,90.0,Süpürgelik,05,0.0,0.0,0.0
493,125.0,Süpürgelik,05,0.0,0.0,0.0
12131,125.0,Süpürgelik,05,0.0,0.0,0.0
13708,125.0,Süpürgelik,05,0.0,0.0,0.0
450,125.0,Süpürgelik,05,0.0,0.0,0.0
13749,175.0,Süpürgelik,05,0.0,0.0,0.0
451,125.0,Süpürgelik,05,0.0,0.0,0.0
516,125.0,Süpürgelik,05,0.0,0.0,0.0
14655,259.0,Süpürgelik,05,0.0,0.0,0.0
13709,125.0,Süpürgelik,05,0.0,0.0,0.0
14363,125.0,Süpürgelik,05,0.0,0.0,0.0
11497,125.0,Süpürgelik,05,0.0,0.0,0.0
14662,125.0,Süpürgelik,05,0.0,0.0,0.0
473,215.0,Süpürgelik,05,0.0,0.0,0.0
522,229.0,Süpürgelik,05,0.0,0.0,0.0
417,259.0,Süpürgelik,05,0.0,0.0,0.0
457,125.0,Süpürgelik,05,0.0,0.0,0.0
518,125.0,Süpürgelik,05,0.0,0.0,0.0
12804,125.0,Süpürgelik,05,0.0,0.0,0.0
515,175.0,Süpürgelik,05,0.0,0.0,0.0
13712,200.0,Süpürgelik,05,0.0,0.0,0.0
453,125.0,Süpürgelik,05,0.0,0.0,0.0
14661,125.0,Süpürgelik,05,0.0,0.0,0.0
14660,125.0,Süpürgelik,05,0.0,0.0,0.0
12391,125.0,Süpürgelik,05,0.0,0.0,0.0
459,125.0,Süpürgelik,05,0.0,0.0,0.0
14364,125.0,Süpürgelik,05,0.0,0.0,0.0
13710,125.0,Süpürgelik,05,0.0,0.0,0.0
14365,125.0,Süpürgelik,05,0.0,0.0,0.0
460,125.0,Süpürgelik,05,0.0,0.0,0.0
