2026-09-22 07:20:38 [INFO] ==================================================
2026-09-22 07:20:38 [INFO] Yapimaks Scraper basliyor (async)
2026-09-22 07:20:38 [INFO] ==================================================
2026-09-22 07:20:38 [INFO] Parametreler: workers=8, rate=0.8/sn, max_duration=300 dk
2026-09-22 07:20:38 [INFO] Ana sayfa ziyaret ediliyor, cookie aliniyor...
2026-09-22 07:20:40 [INFO] Cookie basariyla alindi.
2026-09-22 07:20:40 [INFO] Sitemap indiriliyor: https://yapimaks.com/sitemap/products1.xml
2026-09-22 07:20:41 [INFO] Sitemap'ten toplam 8386 urun URL'si bulundu.
2026-09-22 07:20:41 [INFO] Dunun dosyasi: 2026-09-21.csv
2026-09-22 07:20:41 [INFO] Dunun dosyasinda 8594 urun var.
2026-09-22 07:20:41 [INFO] GUNLUK BUTCE: 203 urun aday — hepsi bu koşuda tazelenir.
2026-09-22 07:20:41 [INFO] Tasinacak (degismeyen) urun: 8594 | Yeniden cekilecek: 203
2026-09-22 07:20:41 [INFO] [12537] 'İŞ MONT' | 1900.00 TL | SKU: İŞGÜVENLİĞİ.01
2026-09-22 07:20:42 [INFO] [15899] 'MIKNATISLI CONTA 35X5 MCE 190 CM 1 ADET ' | 200.00 TL | SKU: CABINART.MCE35X5
2026-09-22 07:20:42 [INFO] [15914] 'METAL KESİCİ PRO İNOX 115X1,0X22,23 EGES' | 30.00 TL | SKU: EGESAN.272581
2026-09-22 07:20:42 [INFO] [15806] 'SUNTA VİDASI 3,5x45 MERİDYEN (500)' | 240.00 TL | SKU: MERİDYEN.VSUN3545
2026-09-22 07:20:44 [INFO] [784] 'ASMA TAVAN METAL CLİP-İN 60*60 BORDURLÜ ' | 225.00 TL | SKU: ASMAT.026
2026-09-22 07:20:45 [INFO] [12430] 'ÇATI PANELİ PU 50*EKO*6000(9002)' | 3600.00 TL | SKU: PANEL.0062
2026-09-22 07:20:46 [INFO] [15813] 'BATARYA SIRMA MİX TEK GİRİŞ MERMER ÜSTÜ ' | 1165.00 TL | SKU: GMS.SR241
2026-09-22 07:20:48 [INFO] [7431] 'TAYROT BORU BAŞLIGI-22 MM' | 2.00 TL | SKU: PASPAYI.06022
2026-09-22 07:20:49 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Urun parse hatasi (deneme 1/3): API yanitinda fiyat bulunamadi
2026-09-22 07:20:50 [WARNING] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Urun parse hatasi (deneme 1/3): API yanitinda fiyat bulunamadi
2026-09-22 07:20:51 [INFO] [15913] 'PÜRMÜZ POŞETLİ (ORGAZ)' | 400.00 TL | SKU: ORGAZ.YAK400
2026-09-22 07:20:53 [INFO] [7425] 'NORM TİPİ 25MM (1000 AD)' | 1.45 TL | SKU: PASPAYI.03025
2026-09-22 07:20:54 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Urun parse hatasi (deneme 2/3): API yanitinda fiyat bulunamadi
2026-09-22 07:20:55 [INFO] [14961] 'ONDULİN ÇİVİSİ METAL BAŞLI GLV BEYAZ 10 ' | 185.00 TL | SKU: NALBUR.010.04
2026-09-22 07:20:56 [INFO] [15912] 'PANEL ARMATÜR 60x60 40W LED 6500 K' | 400.00 TL | SKU: VOLTEK.VPSAKB04065
2026-09-22 07:20:57 [INFO] [14960] 'ONDULİN ÇİVİSİ METAL BAŞLI GLV BEYAZ 8 C' | 185.00 TL | SKU: NALBUR.008.04
