2026-09-23 07:22:13 [INFO] ==================================================
2026-09-23 07:22:13 [INFO] Yapimaks Scraper basliyor (async)
2026-09-23 07:22:13 [INFO] ==================================================
2026-09-23 07:22:13 [INFO] Parametreler: workers=8, rate=0.8/sn, max_duration=300 dk
2026-09-23 07:22:13 [INFO] Ana sayfa ziyaret ediliyor, cookie aliniyor...
2026-09-23 07:22:13 [INFO] Cookie basariyla alindi.
2026-09-23 07:22:13 [INFO] Sitemap indiriliyor: https://yapimaks.com/sitemap/products1.xml
2026-09-23 07:22:14 [INFO] Sitemap'ten toplam 8378 urun URL'si bulundu.
2026-09-23 07:22:14 [INFO] Dunun dosyasi: 2026-09-22.csv
2026-09-23 07:22:14 [INFO] Dunun dosyasinda 8599 urun var.
2026-09-23 07:22:14 [INFO] GUNLUK BUTCE: 395 urun aday — hepsi bu koşuda tazelenir.
2026-09-23 07:22:14 [INFO] Tasinacak (degismeyen) urun: 8599 | Yeniden cekilecek: 395
2026-09-23 07:22:14 [INFO] [5821] 'DELİNATÖR DUBA 30CM ESNEK TRAFİK ŞERİT A' | 200.00 TL | SKU: MAXSAFETY.MS1-2518
2026-09-23 07:22:14 [INFO] [14968] 'KABLO 2X0.75 MM KODLU KORDON REÇBER 1 M' | 25.00 TL | SKU: REÇBER.901067
2026-09-23 07:22:14 [WARNING] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Urun parse hatasi (deneme 1/3): API yanitinda fiyat bulunamadi
2026-09-23 07:22:15 [INFO] [356] 'AMPUL LEDBULB 9W 6500 K A60 ACK BEYAZ' | 37.50 TL | SKU: ACK.AA13.00923
2026-09-23 07:22:16 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Urun parse hatasi (deneme 1/3): API yanitinda fiyat bulunamadi
2026-09-23 07:22:18 [INFO] [7420] 'PERDE VE KOLON 30MM (1000AD' | 1.25 TL | SKU: PASPAYI.01030
2026-09-23 07:22:19 [INFO] [3949] 'AGRAF 30 1 ADET (500)' | 15.00 TL | SKU: FOUR.HNK0007
2026-09-23 07:22:20 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Urun parse hatasi (deneme 2/3): API yanitinda fiyat bulunamadi
2026-09-23 07:22:21 [INFO] [789] 'ASMA TAVAN KAROPAN T24 L KÖŞE 3M 1 1AD (' | 67.50 TL | SKU: ASMAT.041
2026-09-23 07:22:23 [INFO] [1652] 'PVC LAMBİRİ AKSESUAR ÇAVUŞ BEYAZ KÖŞEBEN' | 225.00 TL | SKU: DARKSS.PVC.ACK1
2026-09-23 07:22:24 [INFO] [14042] 'ELDİVEN LATEKS GRİ CAMCI NO:10 1/2 CMC17' | 65.00 TL | SKU: CMC.1729
2026-09-23 07:22:25 [INFO] [7139] 'KABLO NYA 1.5 MM2 KIRMIZI ÖZNUR 1M (100)' | 13.00 TL | SKU: ÖZNUR.KAB048
2026-09-23 07:22:26 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Urun parse hatasi (deneme 3/3): API yanitinda fiyat bulunamadi
2026-09-23 07:22:26 [ERROR] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Tum denemeler basarisiz: API yanitinda fiyat bulunamadi
2026-09-23 07:22:26 [WARNING] [https://yapimaks.com/insaat-demiri-nervullu-kalin-12-14-16-20-p4683] Eski satir korundu, yarin tekrar denenir.
2026-09-23 07:22:28 [INFO] [5328] 'MENTEŞE YAPRAK 1840x2,5 NO:2.5' | 11.00 TL | SKU: ERSA.291
2026-09-23 07:22:29 [INFO] [15861] 'MENTEŞE YAPRAK 1840x2 NO:2' | 10.00 TL | SKU: ERSA.290
2026-09-23 07:22:30 [INFO] [12643] 'AMPUL LEDBULB 9W 4000K A60 ACK' | 35.00 TL | SKU: ACK.AA13.00921
2026-09-23 07:22:31 [INFO] [4475] 'KABLO NYA 2.5 MM2 KIRMIZI HASÇELİK 1M (1' | 30.00 TL | SKU: HASÇELİK.KAB.080
2026-09-23 07:22:33 [INFO] [4884] '100/250 PİS SU BORUSU KALDE' | 102.00 TL | SKU: KALDE.5203TBEXM0250
2026-09-23 07:22:34 [INFO] [8390] 'PLASTİK TOKMAK PVC SAPLI NO:50 DESA' | 255.00 TL | SKU: SD.DLT0050
