District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Akıncılar,3+1,15000.0,04,,0.0,0.0,
Divriği,2+1,18500.0,04,,-14.942528735632186,-26.0,
Divriği,3+1,15000.0,04,,0.0,0.0,
Gemerek,3+1,12000.0,04,0.0,,,
Gemerek / Yeniçubuk,1+1,15000.0,04,,0.0,0.0,
Gemerek / Yeniçubuk,2+1,12250.0,04,2.083333333333333,-2.0,,
Gemerek / Yeniçubuk,3+1,17000.0,04,,15.254237288135593,0.0,
Gürün,2+1,16500.0,04,10.0,-23.25581395348837,0.0,
Gürün,3+1,17000.0,04,47.82608695652174,6.25,23.636363636363637,
Hafik,1+1,19000.0,04,0.0,,,
Kangal,3+1,30500.0,04,,22.0,39.42857142857143,
Merkez,1+1,22000.0,04,69.23076923076923,4.761904761904762,2.3255813953488373,
Merkez,1.5+1,32000.0,04,,,8.47457627118644,
Merkez,2+0,22000.0,04,,0.0,0.0,
Merkez,2+1,19999.0,04,52.373333333333335,-0.005,11.105555555555556,
Merkez,2.5+1,27500.0,04,,5.769230769230769,5.769230769230769,
Merkez,3+1,28500.0,04,83.87096774193549,0.0,8.056872037914692,
Merkez,3.5+1,32000.0,04,,-8.571428571428571,-8.571428571428571,
Merkez,4+1,37250.0,04,,-6.289308176100629,-6.875000000000001,
Merkez,4.5+1,42500.0,04,,8.974358974358974,8.974358974358974,
Merkez / Aydoğan,1+1,19500.0,04,,16.417910447761194,8.333333333333332,
Merkez / Aydoğan,2+0,13000.0,04,0.0,0.0,0.0,
Merkez / Aydoğan,2+1,16250.0,04,18.181818181818183,8.333333333333332,8.333333333333332,
Merkez / Aydoğan,3+1,18750.0,04,13.293051359516618,-0.6622516556291391,5.633802816901409,
Merkez / Aydoğan,3.5+1,22000.0,04,,15.789473684210526,14.285714285714285,
Merkez / Aydoğan,4+1,24000.0,04,,2.127659574468085,0.0,
Merkez / Ferhatbostan,1+1,22500.0,04,25.0,18.421052631578945,12.5,
Merkez / Ferhatbostan,2+0,22500.0,04,,0.0,32.35294117647059,
Merkez / Ferhatbostan,2+1,15500.0,04,10.714285714285714,-3.125,3.3333333333333335,
Merkez / Ferhatbostan,3+1,20500.0,04,20.588235294117645,0.0,1.2345679012345678,
Merkez / Ferhatbostan,3.5+1,25000.0,04,,0.0,0.0,
Merkez / Ferhatbostan,4+1,28000.0,04,,16.666666666666664,24.444444444444443,
Merkez / Ferhatbostan,4.5+1,35500.0,04,,,2.898550724637681,
Merkez / Ferhatbostan,5+1,32500.0,04,,4.838709677419355,4.838709677419355,
Merkez / Ferhatbostan,Stüdyo (1+0),17000.0,04,,,,
Merkez / Gökçebostan,1+1,15750.0,04,0.0,-10.0,-5.263157894736842,
Merkez / Gökçebostan,2+1,16000.0,04,-3.0303030303030303,0.0,3.225806451612903,
Merkez / Gökçebostan,3+1,18750.0,04,15.384615384615385,-2.5974025974025974,-1.3157894736842104,
Merkez / Gökçebostan,3.5+1,25000.0,04,,0.0,35.13513513513514,
Merkez / Gökçebostan,4+1,18750.0,04,38.88888888888889,0.0,0.0,
Merkez / Gökçebostan,Stüdyo (1+0),12250.0,04,,4.25531914893617,4.25531914893617,
Merkez / Kale,1+1,24500.0,04,58.06451612903226,2.083333333333333,3.1578947368421053,
Merkez / Kale,2+0,24500.0,04,,0.0,0.0,
Merkez / Kale,2+1,20500.0,04,28.325508607198746,-6.8181818181818175,-12.76595744680851,
Merkez / Kale,2.5+1,21000.0,04,,0.0,-16.0,
Merkez / Kale,3+1,22500.0,04,34.32835820895522,-1.098901098901099,-1.098901098901099,
Merkez / Kale,4+1,39375.0,04,,2.272727272727273,10.915492957746478,
Merkez / Kale,4.5+1,41000.0,04,,2.5,3.79746835443038,
Merkez / Kale,5+1,29500.0,04,,0.0,,
Merkez / Kale,Stüdyo (1+0),17500.0,04,,0.0,0.0,
Merkez / Kümbet,1+1,9000.0,04,,0.0,-25.0,
Merkez / Kümbet,2+1,13000.0,04,18.181818181818183,-3.7037037037037033,-13.333333333333334,
Merkez / Kümbet,3+1,16500.0,04,6.451612903225806,-0.7518796992481203,-2.941176470588235,
Merkez / Kümbet,4+1,22375.0,04,,19.333333333333332,19.333333333333332,
Merkez / Kümbet,5+1,19000.0,04,,0.0,,
Merkez / Mimarsinan,1+1,22000.0,04,,0.0,12.82051282051282,
Merkez / Mimarsinan,2+1,14750.0,04,-7.8125,1.7241379310344827,0.0,
Merkez / Mimarsinan,3+1,17750.0,04,10.9375,12.698412698412698,9.230769230769232,
Merkez / Mimarsinan,3.5+1,21000.0,04,,0.0,10.526315789473683,
Merkez / Mimarsinan,4+1,15250.0,04,0.0,-1.6129032258064515,-7.575757575757576,
Merkez / Mimarsinan,4+2,24000.0,04,,-4.0,-4.0,
Merkez / Mimarsinan,5+1,25000.0,04,,0.0,0.0,
Merkez / Toptancılar Sitesi,1+1,25000.0,04,,0.0,,
Merkez / Toptancılar Sitesi,2+1,27000.0,04,,63.63636363636363,,
Merkez / Toptancılar Sitesi,3+1,40500.0,04,,-2.4096385542168677,-3.571428571428571,
Merkez / Toptancılar Sitesi,4+1,44500.0,04,,-11.0,-11.0,
Merkez / Toptancılar Sitesi,5+1,75000.0,04,,4.895104895104895,4.895104895104895,
Merkez / Toptancılar Sitesi,6+1,70000.0,04,,0.0,,
Merkez / Toptancılar Sitesi,8+3,85000.0,04,,,,
Merkez / Çarşı,1+1,19500.0,04,,-2.5,-7.142857142857142,
Merkez / Çarşı,2+1,15500.0,04,-6.0606060606060606,-11.428571428571429,0.0,
Merkez / Çarşı,2.5+1,17500.0,04,,0.0,0.0,
Merkez / Çarşı,3+1,19750.0,04,25.396825396825395,2.5974025974025974,-5.952380952380952,
