TTB İçerik Listesi,,
Katalog Adı,(*) Birim,Katalog Kodu
DNA eldesi (amniyon sıvısı)  - DİĞER,"20,00",TIBBİ GENETİK
DNA eldesi (koryon villüs örneği)  - DİĞER,"20,00",TIBBİ GENETİK
DNA eldesi (kan)  - DİĞER,"20,00",TIBBİ GENETİK
İn situ hibridizasyon için doku hazırlanması - DİĞER,"20,00",TIBBİ GENETİK
Yalnız hazır lam incelemesi - DİĞER,"20,00",TIBBİ GENETİK
Boyasız direkt mikroskopik inceleme - DİĞER,"5,00",TIBBİ GENETİK
Seks kromatin belirlenmesi - DİĞER,"5,00",TIBBİ GENETİK
"Otopsi, adli ve/veya tıbbi amaçlı (fetus dışında)  - OTOPSİ","400,00",TIBBİ PATOLOJİ
Tahnit - OTOPSİ,"400,00",TIBBİ PATOLOJİ
Frozen section (ameliyat sırasında patoloji konsültasyonu) [48] - FROZEN SECTION (AMELİYAT SIRASINDA PATOLOJİ KONSÜLTASYONU) ,"110,00",TIBBİ PATOLOJİ
Adli ölü muayenesi - OTOPSİ,"100,00",TIBBİ PATOLOJİ
"Otopsi, fetus - OTOPSİ","100,00",TIBBİ PATOLOJİ
İnce iğne aspirasyonu (İİAB) ; laboratuar dışında patoloğun hasta başında değerlendirmesi ve olağan rapor verilmesi - SİTOLOJİK İNCELEMELER[50],"80,00",TIBBİ PATOLOJİ
Dördüncü Düzey Histopatolojik İncelemeler - HİSTOPATOLOJİK İNCELEMELER[49],"60,00",TIBBİ PATOLOJİ
"Akciğer, total/lob/segment rezeksiyonu - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
Dil/tonsil-tümör içeren rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49],"60,00",TIBBİ PATOLOJİ
"Ekstremite, disartikülasyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Fetus, diseksiyonla inceleme - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Kemik, rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Kolon, total rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Kolon, tümör için segmental rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Larinks, parsiyel/total + boyun lenf nodları - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Meme, mastektomi + aksilla lenf nodları - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Mesane, parsiyel/total rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Mide, tümör için subtotal/total rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Özofagus, parsiyel/total rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Pankreas, total/subtotal rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Prostat, radikal rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Testis, tümör - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Uterus, neoplastik (+ /-tubalar ve overler)  - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Vulva, total/subtotal rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
"Yumuşak doku tümörü, geniş rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","60,00",TIBBİ PATOLOJİ
Kemik iliği biyopsisi - HEMATOLOJİK İNCELEMELER,"50,00",TIBBİ PATOLOJİ
İnce iğne aspirasyonu (İİAB) ; işlemin laboratuarda patolog tarafından yapılması ve olağan rapor verilmesi - SİTOLOJİK İNCELEMELER[50],"50,00",TIBBİ PATOLOJİ
Üçüncü Düzey Histopatolojik İncelemeler - HİSTOPATOLOJİK İNCELEMELER[49],"45,00",TIBBİ PATOLOJİ
"Adrenal (sürrenal) , rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Akciğer, kama biyopsisi - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Beyin/meninksler, tümör rezeksiyonu - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Beyin, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Böbrek, parsiyel/total nefrektomi - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
Dalak - HİSTOPATOLOJİK İNCELEMELER[49],"45,00",TIBBİ PATOLOJİ
"Göz, enükleasyon - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"İnce barsak, rezeksiyon, tümör dışında - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Karaciğer, kısmi rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
Kemik-biyopsi/ küretaj materyali - HİSTOPATOLOJİK İNCELEMELER[49],"45,00",TIBBİ PATOLOJİ
"Kemik fragmanları, patolojik kırık - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Kolon, segmental rezeksiyon, tümör dışı nedenle - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Larinks, parsiyel/total rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Lenf düğümleri, regional rezeksiyon (diseksiyon)  - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Mediasten, kitle - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Meme, mastektomi-parsiyel/basit - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Mesane, TUR - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Mide, subtotal/total rezeksiyon, tümör dışı nedenle - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Myokard, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
Odontojenik tümör - HİSTOPATOLOJİK İNCELEMELER[49],"45,00",TIBBİ PATOLOJİ
"Over, (+ /-tuba) , neoplastik - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Plasenta, üçüncü trimester - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Prostat, radikal rezeksiyon dışında - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Serviks, konizasyon - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Timus, tümör - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
"Tiroid, total/lobektomi - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
Tükrük bezi (tümör dahil)  - HİSTOPATOLOJİK İNCELEMELER[49],"45,00",TIBBİ PATOLOJİ
"Uterus, (+ /-adneksler) , tm ve prolapus hariç - HİSTOPATOLOJİK İNCELEMELER[49]","45,00",TIBBİ PATOLOJİ
Kemik iliği aspirasyonu (yayma preperatlar)  - HEMATOLOJİK İNCELEMELER,"35,00",TIBBİ PATOLOJİ
İkinci Düzey Histopatolojik İncelemeler - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
Ağız mukozası/gingiva biyopsi - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Apendiks, insidental dışında - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Arter, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Beyin meninksler, tümör rezeksiyonu dışında - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Böbrek, biyopsi iğne - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Deri, kist/uzantı/debridman/plast. onarım dışı - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Dil, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Diş / odontojenik kist - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Dudak, biyopsi/wedge (kama) rezeksiyonu - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Eklem, rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Ekstremite, amputasyon, travmatik - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Femur başı, kırık - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Hipofiz tümörü - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
Kalp kapakçığı - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Karaciğer, biyopsi iğne / Wedge (kama)  - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Kas, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Kemik, ekzositoz - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Lenf düğümü, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Meme, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Meme/reduksiyon mammoplasti - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Myom (lar) , myomektomi, uterus hariç - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Omentum, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Over, biyopsi/wedge (kama) rezeksiyonu - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Over (+ /-tuba) , neoplastik değil - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Pankreas, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Paratiroid bezi - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Parmak el / ayak, amputasyon, travma dışı - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Periton, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Prostat, TUR - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Serviks, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Sinir, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Synovium - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Testis, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Testis, tümör /biyopsi/kastrasyon dışında - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Tiroglossal kanal/brankial yarık kisti - HİSTOPATOLOJİK İNCELEMELER[49],"30,00",TIBBİ PATOLOJİ
"Tuba uterina, ektopik gebelik - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Tükrük bezi, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Uterus, prolapsus için (+ /-tuba ve overler)  - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Üreter, rezeksiyon - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Vulva/ labia, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
"Yumuşak doku bx/basit eksz., lipom hariç - HİSTOPATOLOJİK İNCELEMELER[49]","30,00",TIBBİ PATOLOJİ
Serotonin - ÖZEL İNCELEMELER,"30,00",TIBBİ PATOLOJİ
Sıvı bazlı ince tabaka teknolojisi (Thin-Prep vb.) servikal veya vajinal sitoloji dışında - SİTOLOJİK İNCELEMELER[50],"30,00",TIBBİ PATOLOJİ
Birinci Düzey Histopatolojik İncelemeler   - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Abortus, indüklenmiş (tıbbi tahliye)  - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Abortus-spontan /missed - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Apse - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Akciğer, transbronşial biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Anevrizma, arteryal/ventriküler - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Anüs, polipoid gelişme (tag)  - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Apendiks, insidental (asıl ameliyata ek)  - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Arter, aterom plağı - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Bartholin bezi kisti - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Bronkus, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Bursa synovial kist - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Burun mukozası, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Burun, sinüs polipleri inflammatuar - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Deri, kist/ uzantı (tag) /debrid. /plastik onarım - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Divertikul-özefagus/ince barsak - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Duodenum, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Dupuytren kontraktürü dokusu - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Eklem, gevşek cisim - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Endometrium, küretaj/biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Endoserviks, küretaj/biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Femur başı, kırık dışında - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Fissür/fistül - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Ganglion kisti - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Hematom - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Hemoroidler - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Herni kesesi, herhangi bir bölgede - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Hidrosel kesesi - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"İnce barsak, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
İntervertebral disk - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Karpal tünel dokusu - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Kemik fragmentleri, patolojik kırık dışında - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Kıkırdak, shaving - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Kolesteatoma - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Kolon, kolostomi stoması - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Kolon, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Konjonktiva, biyopsi/pterygium - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Kornea - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Larinks, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Menisküs - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Mesane, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Mide, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Mukosel, tükrük - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Nazofarinks/orofarinks, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Nöroma-morton/travmatik - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Özofagus, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Paratubal kistler (morgagni hidati)  - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Parmaklar, el / ayak, amputasyon, travmatik - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Pilonidal kist/sinüs - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Plasenta, üçüncü trimester dışında - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Plevra/perikard-biyopsi - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Polip, kolorektal - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Polip, mide/ince barsak - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Polip, servikal/endometrial - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Prostat, iğne biyopsisi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Safra kesesi - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
Sempatik ganglion - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Sinir, vagotomi ve benzeri girişim - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Sinüs, paranasal biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Spermatosel - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Sünnet derisi, yeni doğan dışında - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Sünnet derisi, yeni doğan - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Tendon/ tendon kılıfı, tümör dışı - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Testiküler apendiks - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Testis, kastrasyon - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Tonsil ve/veya adenoidler - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Tonsil, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Trakea, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Trombüs veya embolus - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Tuba uterina, biyopsi ve sterilizasyon - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Üreter, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Üretra biyopsi - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Vajina, biyopsi - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Vajinal mukoza, insidental - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Varikosel - HİSTOPATOLOJİK İNCELEMELER[49],"25,00",TIBBİ PATOLOJİ
"Vas deferens, sterilizasyon - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Vas deferens, sterilizasyon dışında - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Ven, varis - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Yumuşak doku, debridman - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
"Yumuşak doku, lipom - HİSTOPATOLOJİK İNCELEMELER[49]","25,00",TIBBİ PATOLOJİ
Balgam; direkt yayma - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
"Beyin omurilik sıvısı, direkt yayma ve/veya rutin santrifüj veya sitosantrifüj ile değerlendirme - SİTOLOJİK İNCELEMELER[50]","25,00",TIBBİ PATOLOJİ
"Bronş aspirasyonu, direkt yayma ve/veya rutin santrifüj veya sitosantrifüj ile değerlendirme - SİTOLOJİK İNCELEMELER[50]","25,00",TIBBİ PATOLOJİ
İdrar; direkt yayma ve/veya rutin santrifüj veya sitosantrifüj ile değerlendirme - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
İnce iğne aspirasyonu (İİAB) ; sadece gönderilen yayma preparatların değerlendirilmesi - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
Periton sıvısı; direkt yayma ve/veya rutin santrifüj veya sitosantrifüj ile değerlendirme - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
Periton sıvısı; direkt yayma ve/veya rutin santrifüj veya sitosantrifüj ile değerlendirme - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
"Servikal veya vajinal sitoloji, sıvı bazlı ince tabaka teknolojisi (Thin-Prep) tekniği ile - SİTOLOJİK İNCELEMELER[50]","25,00",TIBBİ PATOLOJİ
"Vücut sıvıları, listedekiler dışında - SİTOLOJİK İNCELEMELER[50]","25,00",TIBBİ PATOLOJİ
Yıkamalar (lavaj) ve fırça preparatları - SİTOLOJİK İNCELEMELER[50],"25,00",TIBBİ PATOLOJİ
Hazır boyalı preparat (lar) ve/veya parafin blok (lar)  - KONSÜLTASYON[51],"25,00",TIBBİ PATOLOJİ
Aynı hastanın lezyonundan istenecek her bir ek parçanın Frozen Section incelemesi - FROZEN SECTION (AMELİYAT SIRASINDA PATOLOJİ KONSÜLTASYONU) ,"20,00",TIBBİ PATOLOJİ
Periferik kan yayması - HEMATOLOJİK İNCELEMELER,"20,00",TIBBİ PATOLOJİ
"İmmunhisto (SİTO) kimya grup 3 antikorlar, her bir antikor - ÖZEL İNCELEMELER","20,00",TIBBİ PATOLOJİ
CD 14 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 3 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 34  - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 43 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 5 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 68 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
CD 99 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
ER (östrojen reseptörü)  - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
Ki 67 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
Neurofilament - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
P 53 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
PR (progesteron reseptörü)  - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
TDT 88 - ÖZEL İNCELEMELER,"20,00",TIBBİ PATOLOJİ
Meme başı yayması - SİTOLOJİK İNCELEMELER[50],"20,00",TIBBİ PATOLOJİ
"Servikal veya vajinal sitoloji, yayma preparatlar (PAP smear) ile - SİTOLOJİK İNCELEMELER[50]","20,00",TIBBİ PATOLOJİ
"Yaymalar, listedekiler dışında - SİTOLOJİK İNCELEMELER[50]","20,00",TIBBİ PATOLOJİ
"İmmunhisto (SİTO) kimya grup 2 antikorlar, her bir antikor - ÖZEL İNCELEMELER","15,00",TIBBİ PATOLOJİ
Actin - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
B72. 3 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
BCl 2 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
Calcitonin - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 10 (Calla)  - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 15 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 23 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 25 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 30 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 4 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CD 8 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
CK (pan)  - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
Desmin  - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
HMB 45 - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
HMW CK  - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
HMW CK (AE3)  - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
LMW CK - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
NSE - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
Thyroglobulin - ÖZEL İNCELEMELER,"15,00",TIBBİ PATOLOJİ
