District,Rooms,Price,ilanId,ListingURL,Province,Neighborhood,PropertyType,AreaM2,Currency,ListingDate,CollectedAt
Gültepe Mahallesi,1+1,19.000 TL,19619153,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mahallesi-nde-esyali-11-daire-19619153,Sarıçam,,Konut,55,TRY,2026-07-18,2026-08-17T10:24:26+00:00
Çarkıpare Mahallesi,2+1,21.500 TL,19616964,https://www.emlakjet.com/ilan/stad-karsisi-kombili-kiralik-21-daire-19616964,Sarıçam,,Konut,100,TRY,2026-07-17,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,2+1,13.500 TL,19616770,https://www.emlakjet.com/ilan/kardes-emlak-tan-kiralik-21-daire-19616770,Sarıçam,,Konut,60,TRY,2026-07-17,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,2+1,15.500 TL,19616762,https://www.emlakjet.com/ilan/kardes-emlaktan-kiralik-esyali-21-daire-19616762,Sarıçam,,Konut,65,TRY,2026-07-17,2026-08-17T10:24:26+00:00
Gültepe Mahallesi,1+1,18.000 TL,19611935,https://www.emlakjet.com/ilan/cadde-uzeri-11-full-luxx-sifir-esyali-atu-yakini-kacmaz-daire-19611935,Sarıçam,,Konut,50,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,3+1,14.900 TL,19610977,https://www.emlakjet.com/ilan/osmangazide-31-temiz-site-icinde-kiralik-daire-cazipppp-19610977,Sarıçam,,Konut,135,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,1+1,14.000 TL,19610043,https://www.emlakjet.com/ilan/zorlu-dan-saricam-osmangazi-mah-11-esyali-kiralik-daire-19610043,Sarıçam,,Konut,55,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Yeşiltepe Mahallesi,2+1,15.000 TL,19609841,https://www.emlakjet.com/ilan/yesiltepe-mh-21-k-mutfak-dairemiz-kiralik-19609841,Sarıçam,,Konut,85,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,2+1,15.000 TL,19609757,https://www.emlakjet.com/ilan/kardes-emlak-dan-dogalgazli-iskanli-21-kiralik-daire-19609757,Sarıçam,,Konut,90,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Osmangazi Mahallesi,2+1,14.000 TL,19609753,https://www.emlakjet.com/ilan/kardes-emlak-dan-dogalgazli-iskanli-21-kiralik-daire-19609753,Sarıçam,,Konut,90,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Elif Su Uludağ Mahallesi,2+1,16.000 TL,19609682,https://www.emlakjet.com/ilan/kardes-emlak-tan-19609682,Sarıçam,,Konut,85,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Gültepe Mahallesi,2+1,16.000 TL,19609675,https://www.emlakjet.com/ilan/kardes-emlak-tan-19609675,Sarıçam,,Konut,70,TRY,2026-07-16,2026-08-17T10:24:26+00:00
Çarkıpare Mahallesi,2+1,18.000 TL,19609666,https://www.emlakjet.com/ilan/stadyuma-yakin-19609666,Sarıçam,,Konut,85,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,10.750 TL,19609596,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mh-de-petrol-ofisi-arkasi-bos-11-daire-19609596,Sarıçam,,Konut,43,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,18.500 TL,19609595,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mah-11-full-ve-sifir-esyali-daire-19609595,Sarıçam,,Konut,46,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,3+1,220.000 TL,19609592,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mahallesi-nde-31-acik-mutfak-19609592,Sarıçam,,Konut,110,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Ertuğrulgazi Mahallesi,2+1,14.000 TL,19609583,https://www.emlakjet.com/ilan/kardes-emlak-tan-osmangazi-mahallesinde-21-daire-19609583,Sarıçam,,Konut,70,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,13.500 TL,19609576,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mh-de-migros-civarinda-11-esyali-daire-19609576,Sarıçam,,Konut,44,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Yıldırım Beyazıt Mahallesi,2+1,13.500 TL,19609571,https://www.emlakjet.com/ilan/kardes-emlak-tan-yildirim-beyazit-mahallesinde-21-mustakil-ev-19609571,Sarıçam,,Konut,120,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,15.500 TL,19609569,https://www.emlakjet.com/ilan/kardes-emlak-tan-gultepe-mahallesi-nde-11-esyali-daire-19609569,Sarıçam,,Konut,55,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,2+1,14.000 TL,19609544,https://www.emlakjet.com/ilan/kardes-emlak-tan-cift-terasli-21-acik-mutfak-giyinme-odali-19609544,Sarıçam,,Konut,90,TRY,2026-07-16,2026-08-17T10:24:31+00:00
Ertuğrulgazi Mahallesi,1+1,12.500 TL,19609540,https://www.emlakjet.com/ilan/otel-konseptli-11-kiralik-butik-daire-guvenli-ve-konforlu-yasam-19609540,Sarıçam,,Konut,40,TRY,2026-07-16,2026-08-17T10:24:31+00:00
İstiklal Mahallesi,1+1,16.500 TL,19607176,https://www.emlakjet.com/ilan/adana-saricam-catalan-yolunda-bulvara-yakin-konumda-full-ekstrali-esyali-firsat-daire-19607176,Sarıçam,,Konut,75,TRY,2026-07-15,2026-08-17T10:24:31+00:00
Elif Su Uludağ Mahallesi,2+1,17.500 TL,19606544,https://www.emlakjet.com/ilan/adana-saricam-elifsu-mahallesinde-saricam-belediye-emniyete-yakin-konumda-21-kombili-kiralik-19606544,Sarıçam,,Konut,110,TRY,2026-07-15,2026-08-17T10:24:31+00:00
Osmangazi Mahallesi,1+1,14.500 TL,19606406,https://www.emlakjet.com/ilan/adana-saricamda-osmangazi-tokilere-yakin-esyalari-sifir-11-esyali-kiralik-firsat-daire-19606406,Sarıçam,,Konut,70,TRY,2026-07-15,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,13.500 TL,19606351,https://www.emlakjet.com/ilan/adana-saricamda-gultepede-caddeye-yakin-canli-lokasyonda-esyali-11-kiralik-firsat-daire-19606351,Sarıçam,,Konut,60,TRY,2026-07-15,2026-08-17T10:24:31+00:00
Çarkıpare Mahallesi,1+1,15.800 TL,19605544,https://www.emlakjet.com/ilan/carkiparede-cilgin-avm-yani-11-ful-esyali-caddeye-yakin-kiralik-daire-19605544,Sarıçam,,Konut,45,TRY,2026-07-15,2026-08-17T10:24:31+00:00
Yeşiltepe Mahallesi,2+1,13.000 TL,19604198,https://www.emlakjet.com/ilan/21-kiralik-ankestre-seti-giyinme-odali-19604198,Sarıçam,,Konut,90,TRY,2026-07-14,2026-08-17T10:24:31+00:00
İstiklal Mahallesi,2+1,10.000 TL,19603070,https://www.emlakjet.com/ilan/buruk-toki-de-5-etapta-sifir-21-kiralik-daire-19603070,Sarıçam,,Konut,75,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Yavuz Sultan Selim Mahallesi,3+1,23.750 TL,19602380,https://www.emlakjet.com/ilan/kozan-yolu-uzeri-kiralik-31-k-m-genis-daire-19602380,Sarıçam,,Konut,135,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,2+1,17.000 TL,19602055,https://www.emlakjet.com/ilan/adana-saricamda-esyalari-mukemmel-esyali-aile-icin-uygun-21-kiralik-firsat-daire-19602055,Sarıçam,,Konut,120,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Çarkıpare Mahallesi,1+1,17.800 TL,19601870,https://www.emlakjet.com/ilan/carkiparede-11-ful-esyali-dogalgazli-cift-klimali-az-katli-kiralik-daire-19601870,Sarıçam,,Konut,45,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Çarkıpare Mahallesi,2+1,17.000 TL,19601762,https://www.emlakjet.com/ilan/carkipare-de-havuzlu-sitede-okul-yani-d-gazli-ankastreli-21-19601762,Sarıçam,,Konut,110,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Beyceli Mahallesi,3+1,17.000 TL,19600575,https://www.emlakjet.com/ilan/demirhan-emlak-tan-uygun-fiyata-kiralik-mustakil-ev-19600575,Sarıçam,,Konut,130,TRY,2026-07-14,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,2+1,18.500 TL,19599319,https://www.emlakjet.com/ilan/kulepark-farkiyla-cok-genis-teras-balkonlu-21-kapali-mutfak-19599319,Sarıçam,,Konut,160,TRY,2026-07-13,2026-08-17T10:24:31+00:00
Elif Su Uludağ Mahallesi,2+1,15.000 TL,19599233,https://www.emlakjet.com/ilan/ahmet-zenbilci-blv-21-ankastreli-sifir-az-katli-cazip-daire-19599233,Sarıçam,,Konut,100,TRY,2026-07-13,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,14.500 TL,19598512,https://www.emlakjet.com/ilan/cadde-ustu-11-guvenlikli-sitede-full-esyali-merkezi-konum-19598512,Sarıçam,,Konut,50,TRY,2026-07-13,2026-08-17T10:24:31+00:00
Çarkıpare Mahallesi,2+1,18.500 TL,19598352,https://www.emlakjet.com/ilan/saricam-carkipare-iskanli-dogalgazli-21-kiralik-daire-19598352,Sarıçam,,Konut,90,TRY,2026-07-13,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,20.500 TL,19597553,https://www.emlakjet.com/ilan/soulmate-yani-bulvar-uzeri-guvenlikli-sitede-d-gazli-lux-esyali-19597553,Sarıçam,,Konut,55,TRY,2026-07-13,2026-08-17T10:24:31+00:00
Yeşiltepe Mahallesi,2+1,13.500 TL,19586608,https://www.emlakjet.com/ilan/21-yesilyurtta-kat-1-sifir-hazir-mutfak-klima-13500tl-19586608,Sarıçam,,Konut,100,TRY,2026-07-10,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,1+1,15.000 TL,19585165,https://www.emlakjet.com/ilan/imar-dan-11-esyali-kiralik-daire-19585165,Sarıçam,,Konut,70,TRY,2026-07-10,2026-08-17T10:24:31+00:00
Gültepe Mahallesi,3+1,17.000 TL,19584890,https://www.emlakjet.com/ilan/gultepe-iskanli-dogalgazli-genis-oturumlu-31-daire-19584890,Sarıçam,,Konut,150,TRY,2026-07-10,2026-08-17T10:24:31+00:00
Çınarlı Mahallesi,1+1,10.000 TL,19584821,https://www.emlakjet.com/ilan/birlik-gayrimenkul-den-cinarli-bulvar-uzeri-11-ulasim-sikintisi-olmayan-genis-oturumlu-firsat-daire-19584821,Sarıçam,,Konut,60,TRY,2026-07-10,2026-08-17T10:24:36+00:00
Elif Su Uludağ Mahallesi,3+1,22.000 TL,19581590,https://www.emlakjet.com/ilan/adana-saricam-elif-su-uludag-mahallesi-kiralik-31-daire-19581590,Sarıçam,,Konut,130,TRY,2026-07-09,2026-08-17T10:24:36+00:00
Elif Su Uludağ Mahallesi,2+1,200.000 TL,19580867,https://www.emlakjet.com/ilan/saricam-elif-su-uludag-mahallesi-21-bakimli-kiralik-daire-19580867,Sarıçam,,Konut,125,TRY,2026-07-09,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,2+1,23.500 TL,19574312,https://www.emlakjet.com/ilan/saricam-gultepe-21-esyali-kiralik-daire-19574312,Sarıçam,,Konut,120,TRY,2026-07-08,2026-08-17T10:24:36+00:00
Elif Su Uludağ Mahallesi,2+1,18.000 TL,19574227,https://www.emlakjet.com/ilan/saricam-belediye-yakini-a-zenbilci-bulvar-uzeri-21-d-gazli-cb-19574227,Sarıçam,,Konut,110,TRY,2026-07-08,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,10.000 TL,19574194,https://www.emlakjet.com/ilan/saricam-gultepe-merkezi-konumda-11-esyasiz-kiralik-daire-19574194,Sarıçam,,Konut,60,TRY,2026-07-08,2026-08-17T10:24:36+00:00
Osmangazi Mahallesi,1+1,8.500 TL,19573073,https://www.emlakjet.com/ilan/osmangazi-mh-cinarli-bulvar-yol-uzerinde-11-kiralik-daire-19573073,Sarıçam,,Konut,50,TRY,2026-07-07,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,8.500 TL,19572132,https://www.emlakjet.com/ilan/saricam-da-11-kiralik-daire-19572132,Sarıçam,,Konut,50,TRY,2026-07-07,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,2+1,19.500 TL,19571958,https://www.emlakjet.com/ilan/elif-su-uludag-cad-21-dogalgaz-kombili-bakimli-daire-kiralik-19571958,Sarıçam,,Konut,110,TRY,2026-07-07,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,15.500 TL,19566924,https://www.emlakjet.com/ilan/saricam-gultepe-erguvan-caddesi-11-full-esyali-kiralik-daire-19566924,Sarıçam,,Konut,60,TRY,2026-07-06,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,18.000 TL,19565694,https://www.emlakjet.com/ilan/cukurova-firin-arkasi-sifir-lux-esyali-ilk-sizin-oturacaginiz11-19565694,Sarıçam,,Konut,60,TRY,2026-07-06,2026-08-17T10:24:36+00:00
Çarkıpare Mahallesi,1+1,17.000 TL,19564326,https://www.emlakjet.com/ilan/kulepark-ayricaligi-ile-carkipare-de-11-8-katli-sifir-esyali-19564326,Sarıçam,,Konut,50,TRY,2026-07-05,2026-08-17T10:24:36+00:00
Çarkıpare Mahallesi,1+1,16.000 TL,19556745,https://www.emlakjet.com/ilan/birlik-gayrimenkul-den-carkipare-de-11-full-sifir-esyali-iskanli-kacmaz-19556745,Sarıçam,,Konut,60,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,18.500 TL,19556673,https://www.emlakjet.com/ilan/cadde-uzeri-11-full-esyali-ilk-oturan-siz-olun-kiralik-daire-19556673,Sarıçam,,Konut,55,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Yeşiltepe Mahallesi,2+1,13.000 TL,19556540,https://www.emlakjet.com/ilan/yesiltepe-mahallesi-kiralik-21-bakimli-daire-19556540,Sarıçam,,Konut,110,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,18.500 TL,19556435,https://www.emlakjet.com/ilan/soulmate-cafe-karsisi-bulvar-uzeri-full-sifir-esyali-lux-11-19556435,Sarıçam,,Konut,60,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Osmangazi Mahallesi,2+1,17.500 TL,19556323,https://www.emlakjet.com/ilan/adana-saricam-da-kiralik-esyali-21-aydinlik-daire-19556323,Sarıçam,,Konut,110,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Boynuyoğun Mahallesi,4+1,12.500 TL,19556195,https://www.emlakjet.com/ilan/saricam-boynuyogun-da-41-genis-balkonlu-kiralik-daire-19556195,Sarıçam,,Konut,175,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Çarkıpare Mahallesi,1+1,12.500 TL,19554924,https://www.emlakjet.com/ilan/carkipare-de-mustakil-kiralik-11-19554924,Sarıçam,,Konut,45,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Çarkıpare Mahallesi,1+1,15.000 TL,19554604,https://www.emlakjet.com/ilan/carkipare-de-11-full-esyali-stad-yakini-genis-oturumlu-kiralik-19554604,Sarıçam,,Konut,60,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,2+1,18.000 TL,19554412,https://www.emlakjet.com/ilan/gultepe-de-catalan-bulvarina-yakin-havuzlu-sitede-d-gazli-21-19554412,Sarıçam,,Konut,110,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,10.000 TL,19554215,https://www.emlakjet.com/ilan/saricam-gultepe-bulvar-uzerinde-kiralik-11-daire-19554215,Sarıçam,,Konut,60,TRY,2026-07-03,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,14.000 TL,19551992,https://www.emlakjet.com/ilan/gultepe-de-11-esyali-az-katli-balkonlu-caddeye-yakin-kiralik-19551992,Sarıçam,,Konut,55,TRY,2026-07-02,2026-08-17T10:24:36+00:00
Ertuğrulgazi Mahallesi,1+1,19.000 TL,19551896,https://www.emlakjet.com/ilan/cadde-uzeri-11-full-esyali-dogalgazli-ekstrali-kiralik-daire-19551896,Sarıçam,,Konut,55,TRY,2026-07-02,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,17.500 TL,19551334,https://www.emlakjet.com/ilan/bulvar-uzeri-ultra-lux-11-cam-balkonlu-esyali-az-katli-kacmaz-19551334,Sarıçam,,Konut,55,TRY,2026-07-02,2026-08-17T10:24:36+00:00
Boynuyoğun Mahallesi,2+1,12.000 TL,19548187,https://www.emlakjet.com/ilan/sahibinden-kiralik-daire-21-19548187,Sarıçam,,Konut,65,TRY,2026-07-01,2026-08-17T10:24:36+00:00
Osmangazi Mahallesi,2+1,12.000 TL,19544637,https://www.emlakjet.com/ilan/osmangazi-de-21-cadde-ye-yakin-az-katli-luxx-iscilik-19544637,Sarıçam,,Konut,100,TRY,2026-07-01,2026-08-17T10:24:36+00:00
Gültepe Mahallesi,1+1,15.500 TL,19544555,https://www.emlakjet.com/ilan/gultepe-bulvar-uzerinde-full-esyali-kiralik-11-daire-19544555,Sarıçam,,Konut,60,TRY,2026-07-01,2026-08-17T10:24:36+00:00
Elif Su Uludağ Mahallesi,2+1,18.500 TL,19544352,https://www.emlakjet.com/ilan/ozcelik-den-saricamda-kiralik-21-daire-19544352,Sarıçam,,Konut,90,TRY,2026-07-01,2026-08-17T10:24:36+00:00
Çarkıpare Mahallesi,1+1,16.500 TL,19542595,https://www.emlakjet.com/ilan/carkipare-de-stadyuma-yakin-macera-park-yakini-11-az-katli-lux-19542595,Sarıçam,,Konut,50,TRY,2026-06-30,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,13.000 TL,19542522,https://www.emlakjet.com/ilan/kulepark-gayrimenkul-farkiyla-11-esyali-caddeye-yakin-lux-19542522,Sarıçam,,Konut,55,TRY,2026-06-30,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,12.000 TL,19539272,https://www.emlakjet.com/ilan/ilim-bulvarinda-kiralik-11-daire-19539272,Sarıçam,,Konut,45,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,1+1,15.000 TL,19537966,https://www.emlakjet.com/ilan/carkipare-de-bulvar-yani-lux-sitede-dogalgazli-balkonlu-genis11-19537966,Sarıçam,,Konut,60,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Boynuyoğun Mahallesi,2+1,17.000 TL,19537538,https://www.emlakjet.com/ilan/aydun-gruptan-21-esyali-daire-19537538,Sarıçam,,Konut,70,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Elif Su Uludağ Mahallesi,2+1,18.000 TL,19537193,https://www.emlakjet.com/ilan/saricam-belediye-civ-21-k-mutfak-dogalgazli-evbeyn-banyolu-19537193,Sarıçam,,Konut,120,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,16.500 TL,19536986,https://www.emlakjet.com/ilan/cadde-uzeri-site-icerisinde-unuversite-yakini-balkonlu-11-lux-19536986,Sarıçam,,Konut,55,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,1+1,10.000 TL,19536967,https://www.emlakjet.com/ilan/stadyum-civari-11-caddeye-2-dk-lux-iscilik-cazip-daire-19536967,Sarıçam,,Konut,50,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Osmangazi Mahallesi,1+1,14.000 TL,19536215,https://www.emlakjet.com/ilan/cinarli-da-11-bulvar-uzeri-esyali-iskanli-kiralik-daire-19536215,Sarıçam,,Konut,50,TRY,2026-06-29,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,2+1,11.000 TL,19534940,https://www.emlakjet.com/ilan/saricam-carkipare-de-kiralik-esyali-21-daire-19534940,Sarıçam,,Konut,75,TRY,2026-06-28,2026-08-17T10:24:41+00:00
Yıldırım Beyazıt Mahallesi,2+1,23.000 TL,19529889,https://www.emlakjet.com/ilan/demirhan-emlak-tan-mukemmel-konumda-21-acik-mutfak-daire-19529889,Sarıçam,,Konut,90,TRY,2026-06-27,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,14.500 TL,19529859,https://www.emlakjet.com/ilan/gultepe-de-11-full-esyali-merkezi-konum-balkonlu-kiralik-daire-19529859,Sarıçam,,Konut,55,TRY,2026-06-27,2026-08-17T10:24:41+00:00
Osmangazi Mahallesi,2+1,10.000 TL,19528484,https://www.emlakjet.com/ilan/adana-saricam-osmangazi-tokilerde-kiralik-firsat-daire-21-cazip-fiyat-ile-19528484,Sarıçam,,Konut,100,TRY,2026-06-26,2026-08-17T10:24:41+00:00
Çınarlı Mahallesi,2+1,12.500 TL,19528454,https://www.emlakjet.com/ilan/adana-saricamda-cinarli-mahallesinde-dogalgazli-firsat-21-kiralik-daire-19528454,Sarıçam,,Konut,85,TRY,2026-06-26,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,3+1,210.000 TL,19527970,https://www.emlakjet.com/ilan/catalan-bulvari-uzeri-azkatli-dogalgazli-31-kapali-mutfak-19527970,Sarıçam,,Konut,130,TRY,2026-06-26,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,1+1,15.000 TL,19527557,https://www.emlakjet.com/ilan/carkipare-de-stat-yakini-migros-arkasi-balkonlu-genis-esyali-11-19527557,Sarıçam,,Konut,50,TRY,2026-06-26,2026-08-17T10:24:41+00:00
Elif Su Uludağ Mahallesi,3+1,20.500 TL,19523125,https://www.emlakjet.com/ilan/a-zenbilci-blv-31-k-mutfak-dogalgazli-sifir-oturuma-hazir-19523125,Sarıçam,,Konut,120,TRY,2026-06-25,2026-08-17T10:24:41+00:00
Balcalı Mahallesi,1+1,16.500 TL,19522796,https://www.emlakjet.com/ilan/kuleparktan-stadyum-karsisi-11-super-luks-balkonlu-sifir-esyali-19522796,Sarıçam,,Konut,50,TRY,2026-06-25,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,20.000 TL,19519362,https://www.emlakjet.com/ilan/sifir-bulvar-uzeri-ultra-luks-site-ozel-guvenlikli-11-esyali-19519362,Sarıçam,,Konut,55,TRY,2026-06-24,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,2+1,145.000 TL,19516852,https://www.emlakjet.com/ilan/gultepede-catalan-bulvar-yani-genis-oturumlu-21-k-mutfak-kacmaz-19516852,Sarıçam,,Konut,140,TRY,2026-06-24,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,1+1,15.500 TL,19515486,https://www.emlakjet.com/ilan/bulvar-uzeri-stada-3-dk-kiralik-esyali-19515486,Sarıçam,,Konut,50,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,3+1,14.000 TL,19515404,https://www.emlakjet.com/ilan/gultepede-31-dogalgazli-mustakil-19515404,Sarıçam,,Konut,130,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Hürriyet Mahallesi,2+1,21.000 TL,19513583,https://www.emlakjet.com/ilan/incirlik-yeni-mahalle-kacmaz-daire-19513583,Sarıçam,,Konut,100,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Beyceli Mahallesi,2+1,15.000 TL,19513496,https://www.emlakjet.com/ilan/adana-saricam-beyceli-mahallesi-21-kiralik-daire-kapali-mutfak-dogalgazli-temiz-daire-masrafsiz-19513496,Sarıçam,,Konut,100,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Yeşiltepe Mahallesi,2+1,15.000 TL,19512651,https://www.emlakjet.com/ilan/yesiltepe-de-21-k-mutfak-dogalgaz-sobali-genis-oturum-mustakil-19512651,Sarıçam,,Konut,140,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,20.000 TL,19512289,https://www.emlakjet.com/ilan/stadyum-bulvari-uzeri-soulmate-cafe-yani-sifir-esyali-lux-11-19512289,Sarıçam,,Konut,55,TRY,2026-06-23,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,14.500 TL,19510373,https://www.emlakjet.com/ilan/kulepark-farkiyla-caddeye-yurume-mesafesi-11-lux-sifir-esyali-19510373,Sarıçam,,Konut,60,TRY,2026-06-22,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,1+1,18.000 TL,19510020,https://www.emlakjet.com/ilan/stadyum-bulvari-yani-migros-karsisi-lux-ve-eksiksiz-esyali-11-19510020,Sarıçam,,Konut,50,TRY,2026-06-22,2026-08-17T10:24:41+00:00
Çarkıpare Mahallesi,3+1,22.000 TL,19509122,https://www.emlakjet.com/ilan/carkipare-okul-civari-kombili-kiralik-31-daire-19509122,Sarıçam,,Konut,130,TRY,2026-06-22,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,2+1,14.500 TL,19506282,https://www.emlakjet.com/ilan/gultepe-mh-21-k-mutfak-1-kat-kiralik-19506282,Sarıçam,,Konut,90,TRY,2026-06-21,2026-08-17T10:24:41+00:00
Gültepe Mahallesi,1+1,13.500 TL,19502949,https://www.emlakjet.com/ilan/3ev-emlak-tan-saricam-gultepe-mahallesi-nde-11-kiralik-daire-19502949,Sarıçam,,Konut,44,TRY,2026-06-20,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,1+1,20.000 TL,19502630,https://www.emlakjet.com/ilan/cadde-uzeri-7-24-guvenlikli-sitede-full-luxx-sifir-esyali-daire-19502630,Sarıçam,,Konut,50,TRY,2026-06-20,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,1+1,18.500 TL,19502183,https://www.emlakjet.com/ilan/stadyum-bulvari-uzeri-guvenlikli-lux-sitede-esyali-balkonlu-11-19502183,Sarıçam,,Konut,50,TRY,2026-06-20,2026-08-17T10:24:46+00:00
Elif Su Uludağ Mahallesi,2+1,15.000 TL,19501684,https://www.emlakjet.com/ilan/ahmet-zenbilci-blv-21-ve-31-dogalgaz-kombi-kiralik-daireler-19501684,Sarıçam,,Konut,75,TRY,2026-06-20,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,1+1,20.000 TL,19501296,https://www.emlakjet.com/ilan/kulepark-farkiyla-soulmate-yani-ozel-guvenlikli-11-sifir-esyali-19501296,Sarıçam,,Konut,55,TRY,2026-06-20,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,1+1,11.000 TL,19495756,https://www.emlakjet.com/ilan/demirhan-emlak-tan-uygun-fiyata-kiralik-11-genis-oturum-19495756,Sarıçam,,Konut,60,TRY,2026-06-18,2026-08-17T10:24:46+00:00
Mehmet Akif Ersoy Mahallesi,3+1,26.000 TL,19487819,https://www.emlakjet.com/ilan/demirhan-dan-saricam-mehmet-akif-te-belediye-civari-kiralik-daire-19487819,Sarıçam,,Konut,130,TRY,2026-06-16,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,1+1,14.500 TL,19487220,https://www.emlakjet.com/ilan/cadde-uzeri-11-full-esyali-balkonlu-genis-oturumlu-kiralik-daire-19487220,Sarıçam,,Konut,55,TRY,2026-06-16,2026-08-17T10:24:46+00:00
Yavuz Sultan Selim Mahallesi,3+1,19.500 TL,19487126,https://www.emlakjet.com/ilan/kozan-yolu-uzerinde-kiralik-mustakil-ev-170-m-31-19487126,Sarıçam,,Konut,170,TRY,2026-06-16,2026-08-17T10:24:46+00:00
Gültepe Mahallesi,2+1,18.000 TL,19480861,https://www.emlakjet.com/ilan/full-esyali-dubleks-21-daire-19480861,Sarıçam,,Konut,90,TRY,2026-06-15,2026-08-17T10:24:46+00:00
