District,Rooms,Price
Merkez / Çarşı,3+1,18.000 TL
Merkez / Aydoğan,3+1,16.000 TL
Merkez / Çarşı,Stüdyo (1+0),15.000 TL
Merkez / Ferhatbostan,3+1,17.000 TL
Merkez / Kümbet,2+1,10.500 TL
Merkez / Kale,2+1,16.500 TL
Merkez / Aydoğan,3+1,15.500 TL
Merkez / Aydoğan,3+1,17.500 TL
Merkez / Aydoğan,2+1,11.000 TL
Merkez / Mimarsinan,3+1,18.500 TL
Merkez / Çarşı,3+1,18.000 TL
Merkez / Gökçebostan,Stüdyo (1+0),13.500 TL
Merkez / Kümbet,3+1,16.000 TL
Merkez / Kale,3+1,17.000 TL
Merkez / Kale,3+1,16.000 TL
Merkez / Kümbet,3+1,17.000 TL
Merkez,2+1,13.000 TL
Merkez / Ferhatbostan,4+1,16.000 TL
Merkez / Aydoğan,3+1,16.000 TL
Suşehri,3+1,16.000 TL
Merkez / Ferhatbostan,3+1,19.000 TL
Merkez / Çarşı,2+1,13.000 TL
Merkez / Mimarsinan,3+1,15.000 TL
Merkez / Ferhatbostan,1+1,18.000 TL
Merkez / Aydoğan,3+1,15.500 TL
Merkez / Mimarsinan,3+1,16.000 TL
Merkez / Çarşı,2+1,19.000 TL
Merkez / Ferhatbostan,3+1,17.500 TL
Gürün,3+1,16.000 TL
Merkez,2+1,16.000 TL
Merkez / Çarşı,2+1,18.000 TL
Merkez / Ferhatbostan,2+1,13.500 TL
Merkez / Ferhatbostan,3+1,19.500 TL
Yıldızeli,2+1,12.000 TL
Merkez / Çarşı,1+1,18.000 TL
Merkez / Mimarsinan,3+1,14.950 TL
Merkez / Mimarsinan,4+1,16.500 TL
Merkez / Aydoğan,4+1,15.500 TL
Merkez / Aydoğan,1+1,15.500 TL
Merkez / Kale,2+1,10.000 TL
Merkez / Mimarsinan,3+1,14.000 TL
Merkez / Kale,3+1,17.000 TL
Merkez / Kale,1+1,19.000 TL
Merkez / Ferhatbostan,1+1,16.750 TL
