District,Rooms,Price
Merkez / Kale,3+1,18000.0
Merkez / Çarşı,3+1,15000.0
Merkez / Çarşı,2+1,18500.0
Merkez / Çarşı,3+1,18000.0
Merkez / Aydoğan,3+1,16000.0
Merkez / Mimarsinan,2+1,12000.0
Merkez / Aydoğan,1+1,15000.0
Merkez / Kale,3+1,17500.0
Merkez / Ferhatbostan,3+1,18000.0
Merkez / Aydoğan,3+1,16100.0
Merkez / Mimarsinan,3+1,16000.0
Merkez / Kümbet,2+1,10000.0
Merkez / Gökçebostan,1+1,15750.0
Merkez / Ferhatbostan,3+1,19500.0
Şarkışla,2+1,15000.0
Merkez / Ferhatbostan,3+1,18000.0
Merkez / Gökçebostan,3+1,17500.0
Merkez / Çarşı,2+1,15000.0
Merkez / Kümbet,2+1,16500.0
Merkez / Ferhatbostan,2+1,15000.0
Merkez / Kale,1+1,14000.0
Merkez / Çarşı,3+1,18000.0
Merkez / Kale,3+1,17000.0
Merkez / Çarşı,3+1,18500.0
Merkez / Kale,3+1,18000.0
Merkez,3+1,19500.0
Merkez / Mimarsinan,3+1,18500.0
Merkez / Kale,2+1,16500.0
Merkez / Mimarsinan,2+1,12500.0
Merkez / Kümbet,2+1,10000.0
Merkez / Ferhatbostan,4+1,15000.0
Merkez / Ferhatbostan,2+1,12000.0
Merkez / Aydoğan,2+1,2000.0
Merkez / Kale,3+1,14000.0
Merkez / Kümbet,3+1,15000.0
Merkez / Aydoğan,2+1,18000.0
Merkez / Ferhatbostan,3+1,17000.0
Merkez / Gökçebostan,3+1,17500.0
Merkez / Kale,3+1,16000.0
Merkez / Aydoğan,1+1,19000.0
Merkez / Çarşı,2.5+1,16500.0
Merkez / Aydoğan,2+1,15000.0
Merkez / Aydoğan,3+1,16000.0
Merkez / Aydoğan,3+1,17500.0
Merkez / Kümbet,3+1,16000.0
Merkez / Ferhatbostan,1+1,16750.0
Merkez / Kale,Stüdyo (1+0),17500.0
Merkez / Kale,2+1,15000.0
Merkez / Mimarsinan,3+1,15500.0
Merkez,2+1,14250.0
Merkez / Gökçebostan,3+1,18500.0
