date,compare_date,n_stores,n_products_raw,n_products_deduped,basket_coverage_pct,basket_coverage_full_pct,n_stores_03,n_stores_05,n_stores_06,n_stores_08,n_stores_09,n_stores_13,n_products_03,n_products_05,n_products_06,n_products_08,n_products_09,n_products_13,avg_inflation_15d,median_inflation_15d,median_inflation_nonzero_15d,pct_increased_15d,pct_decreased_15d,pct_unchanged_15d,basic_index_15d,tuik_weighted_products_15d,n_products_matched_15d,tuik_weighted_full_15d,avg_inflation_03_15d,median_inflation_03_15d,median_inflation_nonzero_03_15d,basic_index_03_15d,avg_inflation_05_15d,median_inflation_05_15d,median_inflation_nonzero_05_15d,basic_index_05_15d,avg_inflation_06_15d,median_inflation_06_15d,median_inflation_nonzero_06_15d,basic_index_06_15d,avg_inflation_08_15d,median_inflation_08_15d,median_inflation_nonzero_08_15d,basic_index_08_15d,avg_inflation_09_15d,median_inflation_09_15d,median_inflation_nonzero_09_15d,basic_index_09_15d,avg_inflation_13_15d,median_inflation_13_15d,median_inflation_nonzero_13_15d,basic_index_13_15d,avg_inflation_30d,median_inflation_30d,median_inflation_nonzero_30d,pct_increased_30d,pct_decreased_30d,pct_unchanged_30d,basic_index_30d,tuik_weighted_products_30d,n_products_matched_30d,tuik_weighted_full_30d,avg_inflation_03_30d,median_inflation_03_30d,median_inflation_nonzero_03_30d,basic_index_03_30d,avg_inflation_05_30d,median_inflation_05_30d,median_inflation_nonzero_05_30d,basic_index_05_30d,avg_inflation_06_30d,median_inflation_06_30d,median_inflation_nonzero_06_30d,basic_index_06_30d,avg_inflation_08_30d,median_inflation_08_30d,median_inflation_nonzero_08_30d,basic_index_08_30d,avg_inflation_09_30d,median_inflation_09_30d,median_inflation_nonzero_09_30d,basic_index_09_30d,avg_inflation_13_30d,median_inflation_13_30d,median_inflation_nonzero_13_30d,basic_index_13_30d
2026-09-06,2026-08-07,1,973,973,30.55,30.55,1,1,1,1,1,1,24,338,108,284,71,148,1.0744975615507513,0.0,0.09817938570236828,30.836047774158526,29.75027144408252,39.413680781758956,0.058708560305209545,0.9550327873660869,921,0.9550327873660869,1.5934023114490083,0.0,0.6955215735625186,-1.5496675381007075,0.38992340297691586,0.0,-1.0061072895142964,-0.419239238957414,0.46083590864745494,0.0,0.4447836521493498,0.9620270132202569,2.0733108172267274,0.0,0.9464680860821639,0.7434810820502236,-0.8346804514353707,0.0,-0.7099519818087985,-0.690167081999149,2.09082489645613,0.0,0.7952286282306265,1.4213276952391052,1.6760913711941048,0.0,1.1019002179219917,39.53488372093023,33.33333333333333,27.131782945736433,1.0895136829273122,1.3165481580017633,903,1.3165481580017633,0.6046452549507918,0.0,-0.1812831957708927,-1.2507243833877357,0.9307732982669183,0.0,-0.08110009364595827,0.8377752947193784,1.6888505867039554,0.0,2.168632459369446,3.7325374341762307,2.0212358844363254,0.0,1.2411779021659797,1.1636099660051746,0.15127787381460853,0.0,0.5459459581077852,0.3554996032316904,3.6556403462572735,0.0,2.2727272727272707,2.711096095308241
