District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Bünyan / Gölova (Palas),3+1,15000.0,04,0.0,0.0,0.0,
Bünyan / Çiftlik,3+1,12000.0,04,0.0,,,
Develi,1+1,17000.0,04,0.0,,,
Develi,2+1,13500.0,04,0.0,-1.8181818181818181,0.0,
Develi,3+1,13000.0,04,0.0,0.9708737864077669,0.0,
Hacılar,2.5+1,350000.0,04,0.0,,,
Hacılar,3+1,39000.0,04,0.0,0.0,41.81818181818181,
Hacılar,4+1,9000.0,04,0.0,,0.0,
Kocasinan / Argıncık,2+1,8000.0,04,8.47457627118644,0.0,8.47457627118644,
Kocasinan / Argıncık,3+1,14500.0,04,-1.694915254237288,9.433962264150944,7.4074074074074066,
Kocasinan / Argıncık,4+1,32000.0,04,0.0,-2.2900763358778624,1.9920318725099602,
Kocasinan / Argıncık,4.5+1,43000.0,04,0.0,0.0,,
Kocasinan / Erkilet,2+1,14750.0,04,0.1697792869269949,5.357142857142857,11.320754716981133,
Kocasinan / Erkilet,2.5+1,15750.0,04,0.0,-10.0,-10.0,
Kocasinan / Erkilet,3+0,19000.0,04,0.0,,,
Kocasinan / Erkilet,3+1,18375.0,04,3.5211267605633805,-4.545454545454546,2.083333333333333,
Kocasinan / Erkilet,4+0,23000.0,04,0.0,,43.75,
Kocasinan / Erkilet,4+1,19000.0,04,2.7027027027027026,-5.0,-5.0,
Kocasinan / Erkilet,5+1,64000.0,04,0.0,0.0,-0.7751937984496124,
Kocasinan / Fevziçakmak,1+1,21125.0,04,-0.5882352941176471,1.1976047904191618,2.4242424242424243,
Kocasinan / Fevziçakmak,2+1,12000.0,04,0.0,-5.88235294117647,-2.0408163265306123,
Kocasinan / Fevziçakmak,3+1,15000.0,04,0.0,1.694915254237288,-3.225806451612903,
Kocasinan / Fevziçakmak,4+1,26500.0,04,0.0,0.0,-8.620689655172415,
Kocasinan / Fevziçakmak,4.5+1,26000.0,04,0.0,,,
Kocasinan / Fevziçakmak,5+1,47500.0,04,0.0,0.0,0.0,
Kocasinan / Merkez,1+1,16729.0,04,0.0,4.5562499999999995,-0.6001188354129531,
Kocasinan / Merkez,1.5+1,20000.0,04,0.0,,,
Kocasinan / Merkez,2+1,16000.0,04,-1.5384615384615385,-2.2900763358778624,-14.360648718085962,
Kocasinan / Merkez,2.5+1,17000.0,04,-29.166666666666668,-29.166666666666668,6.25,
Kocasinan / Merkez,3+0,18500.0,04,8.823529411764707,8.823529411764707,18.022328548644335,
Kocasinan / Merkez,3+1,19000.0,04,5.555555555555555,-13.636363636363635,-11.627906976744185,
Kocasinan / Merkez,3.5+1,26250.0,04,5.0,5.0,-31.818181818181817,
Kocasinan / Merkez,4+0,15500.0,04,-1.5873015873015872,0.0,1.639344262295082,
Kocasinan / Merkez,4+1,32000.0,04,0.0,-3.0303030303030303,-3.0303030303030303,
Kocasinan / Sanayi,1+1,21495.0,04,0.0,-2.2732439190725167,-1.1496895838123706,
Kocasinan / Sanayi,2+1,15000.0,04,-6.25,-20.0,-17.80821917808219,
Kocasinan / Sanayi,2.5+1,20000.0,04,0.0,0.0,0.0,
Kocasinan / Sanayi,3+1,12750.0,04,2.0,2.0,11.353711790393014,
Kocasinan / Sanayi,4+1,21000.0,04,2.4390243902439024,-17.647058823529413,-25.0,
Kocasinan / Sanayi,4+2,19500.0,04,0.0,,,
Kocasinan / Sanayi,5+1,75000.0,04,0.0,3.4482758620689653,3.4482758620689653,
Kocasinan / Sanayi,Stüdyo (1+0),19995.0,04,0.0,0.0,0.0,
Kocasinan / Yenimahalle,2+1,11000.0,04,0.0,12.82051282051282,4.761904761904762,
Kocasinan / Yenimahalle,2.5+1,23500.0,04,0.0,4.444444444444445,27.027027027027028,
Kocasinan / Yenimahalle,3+0,21000.0,04,0.0,0.0,-10.638297872340425,
Kocasinan / Yenimahalle,3+1,17000.0,04,0.0,3.0303030303030303,3.0303030303030303,
Kocasinan / Yenimahalle,3.5+1,30000.0,04,0.0,9.090909090909092,9.090909090909092,
Kocasinan / Yenimahalle,4+1,24499.5,04,-2.002,-9.261111111111111,-3.9197615592768345,
Kocasinan / Yenimahalle,5+1,22000.0,04,0.0,0.0,0.0,
Kocasinan / Yenişehir,2+1,12250.0,04,2.083333333333333,2.083333333333333,5.376344086021505,
Kocasinan / Yenişehir,2.5+1,16000.0,04,0.0,-4.477611940298507,-11.11111111111111,
Kocasinan / Yenişehir,3+0,11000.0,04,0.0,0.0,,
Kocasinan / Yenişehir,3+1,16500.0,04,0.7633587786259541,1.5384615384615385,1.5384615384615385,
Kocasinan / Yenişehir,4+1,31500.0,04,5.0,-7.352941176470589,6.779661016949152,
Kocasinan / İldem/Beyazşehir,2+1,10250.0,04,-6.8181818181818175,-8.88888888888889,-8.88888888888889,
Kocasinan / İldem/Beyazşehir,2.5+1,17500.0,04,4.477611940298507,0.0,0.0,
Kocasinan / İldem/Beyazşehir,3+0,17500.0,04,0.0,1.4492753623188406,,
Kocasinan / İldem/Beyazşehir,3+1,13825.0,04,0.0,2.4074074074074074,-0.8960573476702508,
Kocasinan / İldem/Beyazşehir,3.5+1,12000.0,04,0.0,,,
Kocasinan / İldem/Beyazşehir,4+1,26000.0,04,0.0,,,
Melikgazi / Becen,10 Üzeri,155000.0,04,0.0,0.0,0.0,
Melikgazi / Becen,2+1,12350.0,04,2.9166666666666665,2.959566486035848,7.391304347826087,
Melikgazi / Becen,3+1,15500.0,04,0.0,3.3333333333333335,0.0,
Melikgazi / Becen,3.5+1,51500.0,04,0.0,-4.62962962962963,-4.62962962962963,
Melikgazi / Becen,4+0,37000.0,04,0.0,0.0,,
Melikgazi / Becen,4+1,47500.0,04,-9.523809523809524,28.37837837837838,28.37837837837838,
Melikgazi / Becen,4.5+1,110000.0,04,0.0,-8.333333333333332,4.761904761904762,
Melikgazi / Becen,5+1,77000.0,04,0.0,5.47945205479452,-1.282051282051282,
Melikgazi / Becen,5+2,85000.0,04,0.0,0.0,0.0,
Melikgazi / Becen,6+1,110000.0,04,0.0,0.0,,
Melikgazi / Becen,6+2,82500.0,04,-17.5,-17.5,-5.714285714285714,
Melikgazi / Becen,8+1,132500.0,04,0.0,1.9230769230769231,20.454545454545457,
Melikgazi / Gesi,2+1,17000.0,04,0.0,21.428571428571427,21.428571428571427,
Melikgazi / Gesi,2.5+1,15000.0,04,0.0,0.0,-0.6622516556291391,
Melikgazi / Gesi,3+1,15750.0,04,-1.5625,1.6129032258064515,-4.545454545454546,
Melikgazi / Gesi,3.5+1,17250.0,04,0.0,4.545454545454546,,
Melikgazi / Gesi,4+1,17250.0,04,0.0,-1.4285714285714286,-2.8169014084507045,
Melikgazi / Gesi,4+2,70000.0,04,0.0,0.0,0.0,
Melikgazi / Gesi,5+1,70000.0,04,16.666666666666664,,40.0,
Melikgazi / Hisarcık,5+2,37000.0,04,0.0,0.0,0.0,
Melikgazi / Hürriyet,1+1,17995.0,04,-0.013890818169190166,-2.7165833220705498,-10.002500625156289,
Melikgazi / Hürriyet,2+1,12000.0,04,2.127659574468085,6.666666666666667,4.3478260869565215,
Melikgazi / Hürriyet,2.5+1,9500.0,04,-22.448979591836736,0.0,-36.666666666666664,
Melikgazi / Hürriyet,3+0,11000.0,04,0.0,2.3255813953488373,12.82051282051282,
Melikgazi / Hürriyet,3+1,15500.0,04,0.0,-6.0606060606060606,-3.125,
Melikgazi / Hürriyet,3+2,36750.0,04,0.0,100.0,-38.75,
Melikgazi / Hürriyet,3.5+1,15000.0,04,0.0,-51.61290322580645,-51.61290322580645,
Melikgazi / Hürriyet,4+1,26500.0,04,-3.6363636363636362,-7.017543859649122,-7.017543859649122,
Melikgazi / Hürriyet,4.5+1,32500.0,04,0.0,0.0,,
Melikgazi / Hürriyet,5+1,24750.0,04,0.0,0.0,-1.0,
Melikgazi / Hürriyet,6+2,21000.0,04,0.0,0.0,0.0,
