District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Develi,2+1,12250.0,04,4.25531914893617,,,
Develi,3+1,12750.0,04,0.0,,,
Hacılar,3+1,14500.0,04,-9.375,,,
Hacılar,4+1,9000.0,04,0.0,,,
Kocasinan / Argıncık,2+1,7375.0,04,-10.606060606060606,,,
Kocasinan / Argıncık,3+0,6000.0,04,0.0,,,
Kocasinan / Argıncık,3+1,14000.0,04,-5.084745762711865,,,
Kocasinan / Erkilet,2+1,13750.0,04,1.8518518518518516,,,
Kocasinan / Erkilet,2.5+1,17500.0,04,0.0,,,
Kocasinan / Erkilet,3+1,17000.0,04,-6.8493150684931505,,,
Kocasinan / Erkilet,4+1,16000.0,04,-20.0,,,
Kocasinan / Fevziçakmak,1+1,14000.0,04,-33.72781065088758,,,
Kocasinan / Fevziçakmak,2+1,10750.0,04,-10.416666666666668,,,
Kocasinan / Fevziçakmak,2.5+1,10000.0,04,0.0,,,
Kocasinan / Fevziçakmak,3+1,12750.0,04,-10.526315789473683,,,
Kocasinan / Merkez,1+1,16500.0,04,-2.941176470588235,,,
Kocasinan / Merkez,2+1,16000.0,04,-11.724137931034482,,,
Kocasinan / Merkez,2.5+1,14250.0,04,-12.307692307692308,,,
Kocasinan / Merkez,3+0,15675.0,04,-2.03125,,,
Kocasinan / Merkez,3+1,17700.0,04,-11.5,,,
Kocasinan / Merkez,4+0,14500.0,04,-6.451612903225806,,,
Kocasinan / Sanayi,2+1,17750.0,04,-4.054054054054054,,,
Kocasinan / Sanayi,3+1,12500.0,04,-5.660377358490567,,,
Kocasinan / Sanayi,3.5+1,14000.0,04,0.0,,,
Kocasinan / Sanayi,4+1,17000.0,04,-11.688311688311687,,,
Kocasinan / Yenimahalle,2+1,9500.0,04,-5.0,,,
Kocasinan / Yenimahalle,2.5+1,11000.0,04,0.0,,,
Kocasinan / Yenimahalle,3+1,12250.0,04,-18.333333333333332,,,
Kocasinan / Yenişehir,2+1,12000.0,04,0.0,,,
Kocasinan / Yenişehir,3+1,14750.0,04,-9.230769230769232,,,
Kocasinan / Yenişehir,4+1,14500.0,04,-45.28301886792453,,,
Kocasinan / İldem/Beyazşehir,2+1,10500.0,04,0.0,,,
Kocasinan / İldem/Beyazşehir,2.5+1,16750.0,04,-2.898550724637681,,,
Kocasinan / İldem/Beyazşehir,3+1,13250.0,04,0.0,,,
Kocasinan / İldem/Beyazşehir,4+0,17000.0,04,0.0,,,
Melikgazi / Becen,2+1,12050.0,04,5.470459518599562,,,
Melikgazi / Becen,2.5+1,11000.0,04,0.0,,,
Melikgazi / Becen,3+1,14500.0,04,-6.451612903225806,,,
Melikgazi / Gesi,2+1,13000.0,04,-10.344827586206897,,,
Melikgazi / Gesi,2.5+1,15050.0,04,0.33333333333333337,,,
Melikgazi / Gesi,3+1,14500.0,04,-12.121212121212121,,,
Melikgazi / Gesi,4+1,17000.0,04,-5.555555555555555,,,
Melikgazi / Hürriyet,1+1,15000.0,04,-21.031850486970256,,,
Melikgazi / Hürriyet,2+1,9750.0,04,-7.142857142857142,,,
Melikgazi / Hürriyet,2.5+1,17000.0,04,0.0,,,
Melikgazi / Hürriyet,3+1,14000.0,04,-12.5,,,
Melikgazi / Hürriyet,3.5+1,17000.0,04,-46.875,,,
Melikgazi / Hürriyet,Stüdyo (1+0),12995.0,04,-25.625983688653598,,,
Melikgazi / Kazımkarabekir,2+1,18000.0,04,5.88235294117647,,,
Melikgazi / Kazımkarabekir,3+1,14750.0,04,-18.055555555555554,,,
Melikgazi / Kılıçaslan,1+1,12500.0,04,-27.536231884057973,,,
Melikgazi / Kılıçaslan,2+1,10000.0,04,-42.028985507246375,,,
Melikgazi / Kılıçaslan,2.5+1,8250.0,04,-65.625,,,
Melikgazi / Kılıçaslan,3+1,14750.0,04,-25.31645569620253,,,
Melikgazi / Kılıçaslan,4+1,16500.0,04,-49.23076923076923,,,
Melikgazi / Merkez,3+1,15500.0,04,-13.88888888888889,,,
Melikgazi / Mimarsinan,2+1,14000.0,04,3.7037037037037033,,,
Melikgazi / Mimarsinan,2.5+1,15000.0,04,3.4482758620689653,,,
Melikgazi / Mimarsinan,3+1,14000.0,04,-12.5,,,
Melikgazi / Mimarsinan,4+1,18000.0,04,-8.860759493670885,,,
Melikgazi / Çiftlik,3+1,12500.0,04,-13.793103448275861,,,
Melikgazi / Şeker/Keykubat,2+1,15250.0,04,-4.6875,,,
Melikgazi / Şeker/Keykubat,2.5+1,16250.0,04,0.0,,,
Melikgazi / Şeker/Keykubat,3+1,13250.0,04,-5.357142857142857,,,
Pınarbaşı,2+1,15000.0,04,0.0,,,
Pınarbaşı,3+1,15000.0,04,0.0,,,
Talas,1+1,16500.0,04,0.0,,,
Talas,2+1,16625.0,04,-25.280898876404496,,,
Talas,2.5+1,17250.0,04,-21.59090909090909,,,
Talas,3+1,15750.0,04,-18.70967741935484,,,
Talas,Stüdyo (1+0),15000.0,04,30.434782608695656,,,
Yahyalı,1+1,15250.0,04,0.0,,,
Yahyalı,2+1,14500.0,04,-3.3333333333333335,,,
Yahyalı,2.5+1,15000.0,04,0.0,,,
Yeşilhisar,2+1,11000.0,04,-4.3478260869565215,,,
İncesu,2+1,10500.0,04,-4.545454545454546,,,
İncesu / Köyler,2+1,10000.0,04,0.0,,,
