District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Bünyan / Gölova (Palas),3+1,15000.0,04,0.0,,,
Develi,2+1,13500.0,04,3.8461538461538463,14.893617021276595,,
Develi,3+1,13000.0,04,0.0,1.9607843137254901,,
Hacılar,3+1,27500.0,04,0.0,71.875,,
Hacılar,4+1,9000.0,04,0.0,0.0,,
Kocasinan / Argıncık,2+1,7375.0,04,0.0,-10.606060606060606,,
Kocasinan / Argıncık,3+0,6000.0,04,0.0,0.0,,
Kocasinan / Argıncık,3+1,13500.0,04,0.0,-8.47457627118644,,
Kocasinan / Argıncık,4+1,31375.0,04,0.0,0.0,,
Kocasinan / Erkilet,2+1,13250.0,04,-2.7522935779816518,-1.8518518518518516,,
Kocasinan / Erkilet,2.5+1,17500.0,04,,0.0,,
Kocasinan / Erkilet,3+1,18000.0,04,-2.0408163265306123,-1.36986301369863,,
Kocasinan / Erkilet,3.5+1,22000.0,04,0.0,-4.3478260869565215,,
Kocasinan / Erkilet,4+0,16000.0,04,0.0,,,
Kocasinan / Erkilet,4+1,20000.0,04,0.0,0.0,,
Kocasinan / Erkilet,5+1,64500.0,04,0.0,0.0,,
Kocasinan / Fevziçakmak,1+1,20625.0,04,0.0,-2.366863905325444,,
Kocasinan / Fevziçakmak,2+1,12250.0,04,0.0,2.083333333333333,,
Kocasinan / Fevziçakmak,2.5+1,10000.0,04,0.0,0.0,,
Kocasinan / Fevziçakmak,3+1,15500.0,04,0.0,8.771929824561402,,
Kocasinan / Fevziçakmak,4+1,29000.0,04,0.0,7.4074074074074066,,
Kocasinan / Fevziçakmak,5+1,47500.0,04,0.0,0.0,,
Kocasinan / Merkez,1+1,16830.0,04,-0.38472920982539216,-1.0,,
Kocasinan / Merkez,2+1,18683.0,04,0.0,3.0786206896551724,,
Kocasinan / Merkez,2.5+1,16000.0,04,0.0,-1.5384615384615385,,
Kocasinan / Merkez,3+0,15675.0,04,0.0,-2.03125,,
Kocasinan / Merkez,3+1,21500.0,04,0.0,7.5,,
Kocasinan / Merkez,3.5+1,38500.0,04,0.0,-1.910828025477707,,
Kocasinan / Merkez,4+0,15250.0,04,-1.6129032258064515,-1.6129032258064515,,
Kocasinan / Merkez,4+1,33000.0,04,0.0,1.5384615384615385,,
Kocasinan / Sanayi,1+1,21745.0,04,0.0,0.0,,
Kocasinan / Sanayi,2+1,18250.0,04,0.0,-1.3513513513513513,,
Kocasinan / Sanayi,2.5+1,20000.0,04,0.0,,,
Kocasinan / Sanayi,3+1,11450.0,04,-4.583333333333333,-13.584905660377359,,
Kocasinan / Sanayi,4+1,28000.0,04,33.33333333333333,45.45454545454545,,
Kocasinan / Sanayi,5+1,72500.0,04,0.0,0.0,,
Kocasinan / Sanayi,Stüdyo (1+0),19995.0,04,0.0,,,
Kocasinan / Yenimahalle,2+1,10500.0,04,0.0,5.0,,
Kocasinan / Yenimahalle,2.5+1,18500.0,04,0.0,68.18181818181817,,
