District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Develi,1+1,13000.0,04,0.0,13.043478260869565,,
Develi,2+1,11000.0,04,-6.382978723404255,-12.0,,
Develi,3+1,13250.0,04,-7.017543859649122,0.9523809523809524,,
Hacılar,3+1,16000.0,04,-38.46153846153847,23.076923076923077,,
Hacılar,3.5+1,40000.0,04,0.0,0.0,,
Hacılar,4+1,9000.0,04,0.0,,,
Kocasinan / Argıncık,2+1,8250.0,04,-2.941176470588235,-31.25,,
Kocasinan / Argıncık,3+0,6000.0,04,-7.6923076923076925,,,
Kocasinan / Argıncık,3+1,14500.0,04,3.571428571428571,3.571428571428571,,
Kocasinan / Argıncık,4+1,31375.0,04,-4.198473282442748,-0.3968253968253968,,
Kocasinan / Erkilet,2+1,14250.0,04,0.0,1.7857142857142856,,
Kocasinan / Erkilet,2.5+1,17500.0,04,2.941176470588235,6.0606060606060606,,
Kocasinan / Erkilet,3+1,18000.0,04,1.4084507042253522,7.142857142857142,,
Kocasinan / Erkilet,3.5+1,24000.0,04,4.3478260869565215,15.66265060240964,,
Kocasinan / Erkilet,4+1,20100.0,04,0.0,0.5,,
Kocasinan / Erkilet,4.5+1,20000.0,04,0.0,0.0,,
Kocasinan / Erkilet,5+1,64500.0,04,0.78125,-0.7692307692307693,,
Kocasinan / Fevziçakmak,1+1,20875.0,04,-0.5952380952380952,-1.183431952662722,,
Kocasinan / Fevziçakmak,2+1,10250.0,04,0.0,0.0,,
Kocasinan / Fevziçakmak,2.5+1,10000.0,04,0.0,,,
Kocasinan / Fevziçakmak,3+1,15000.0,04,-1.639344262295082,9.090909090909092,,
Kocasinan / Fevziçakmak,4+1,28000.0,04,6.666666666666667,9.803921568627452,,
Kocasinan / Fevziçakmak,5+1,47500.0,04,0.0,0.0,,
Kocasinan / Merkez,1+1,17500.0,04,1.4492753623188406,3.5809411068363417,,
Kocasinan / Merkez,2+1,18250.0,04,-2.139524907501743,10.606060606060606,,
Kocasinan / Merkez,2.5+1,28000.0,04,75.0,75.0,,
Kocasinan / Merkez,3+0,16000.0,04,0.0,-0.7751937984496124,,
Kocasinan / Merkez,3+1,20000.0,04,-6.976744186046512,-0.6211180124223602,,
Kocasinan / Merkez,3.5+1,39250.0,04,1.948051948051948,27.64227642276423,,
Kocasinan / Merkez,4+0,15250.0,04,7.017543859649122,-1.6129032258064515,,
Kocasinan / Merkez,4+1,32500.0,04,0.0,2.3622047244094486,,
Kocasinan / Sanayi,1+1,21745.0,04,0.0,0.0,,
Kocasinan / Sanayi,2+1,18500.0,04,-1.3333333333333335,10.44776119402985,,
Kocasinan / Sanayi,3+1,13750.0,04,3.7735849056603774,-1.7857142857142856,,
Kocasinan / Sanayi,4+1,19250.0,04,0.0,4.054054054054054,,
Kocasinan / Sanayi,5+1,72500.0,04,0.0,0.0,,
Kocasinan / Sanayi,Stüdyo (1+0),19995.0,04,0.0,0.0,,
Kocasinan / Yenimahalle,2+1,9500.0,04,-5.0,-6.172839506172839,,
Kocasinan / Yenimahalle,2.5+1,10500.0,04,-4.545454545454546,-4.545454545454546,,
Kocasinan / Yenimahalle,3+0,23500.0,04,0.0,,,
Kocasinan / Yenimahalle,3+1,15000.0,04,-3.225806451612903,-3.225806451612903,,
Kocasinan / Yenimahalle,3.5+1,30000.0,04,0.0,13.20754716981132,,
Kocasinan / Yenimahalle,4+1,28000.0,04,0.0,0.0,,
