product-name,product-price,Ana Kategori,Kategori ID,Stok Kodu,Fiyat,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d
JEAN PANTOLON,₺16.450,Kadin,30701,M405510977-0096,16450.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺22.450,Kadin,30701,M405740036-0042-0090,22450.0,03,0.0,0.0,0.0
LE CAMBON 25 ÇANTA,₺31.250,Kadin,30701,M402739792-0002,31250.0,03,0.0,0.0,0.0
MAVİ BORU PAÇA PANTOLON,₺18.950,Kadin,30701,M403767635-0038,18950.0,03,0.0,0.0,0.0
HAKİ DANTELLİ KÜLOT,₺1.463,Kadin,30701,M403928770-0031,1463.0,03,0.0,0.0,0.0
MAVİ BASKILI SPOR AYAKKABI,₺12.950,Kadin,30701,M404376198-0038,12950.0,03,0.0,0.0,0.0
İNDİGO ELBİSE,₺15.015,Kadin,30701,M404555955-0099,15015.0,03,0.0,-30.0,-30.0
MAVİ GÖMLEK,₺9.428,Kadin,30701,M404575309-0038,9428.0,03,0.0,0.0,0.0
KAHVE BORU PAÇA PANTOLON,₺10.475,Kadin,30701,M404575313-0031,10475.0,03,0.0,0.0,0.0
PİRİNÇ KÜPE,₺8.950,Kadin,30701,M404818843-0009-0012,8950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺15.950,Kadin,30701,M405347748-0027,15950.0,03,0.0,0.0,0.0
SARI BİSİKLET YAKA BASKILI T-SHIRT,₺6.950,Kadin,30701,M405347750-0072-0085,6950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺19.950,Kadin,30701,M405347755-0012,19950.0,03,0.0,0.0,0.0
ÇOK RENKLİ BİKİNİ,₺14.750,Kadin,30701,M405348720-0085,14750.0,03,0.0,0.0,0.0
MAVİ MAYO,₺19.250,Kadin,30701,M405348725-0038-0085,19250.0,03,0.0,0.0,0.0
BEYAZ BİSİKLET YAKA BASKILI T-SHIRT,₺8.750,Kadin,30701,M405740052-0012-0063,8750.0,03,0.0,0.0,0.0
LE CAMBON 25 ÇANTA,₺31.250,Kadin,30701,M405774756-0106,31250.0,03,0.0,0.0,0.0
XX MINI CYLINDER,₺25.750,Kadin,30701,M405774760-0025,25750.0,03,0.0,0.0,0.0
KAHVE PANTOLON,₺11.200,Kadin,30701,M405900631-0014-0020,11200.0,03,0.0,0.0,0.0
LACİVERT ELBİSE,₺24.200,Kadin,30701,M405900639-0041,24200.0,03,0.0,0.0,0.0
HAKİ DANTELLİ SÜTYEN,₺2.453,Kadin,30701,M403928768-0031,2453.0,03,0.0,0.0,0.0
KAHVE DESENLİ ASKILI BLUZ,₺4.703,Kadin,30701,M403928775-0014-0002,4703.0,03,0.0,0.0,0.0
KAHVE DESENLİ İPEK ŞORT,₺4.975,Kadin,30701,M403928776-0014-0002,4975.0,03,0.0,0.0,0.0
KOYU KAHVE DANTELLİ SÜTYEN,₺2.588,Kadin,30701,M403928777-0015,2588.0,03,0.0,0.0,0.0
CAMEL SÜET ÇANTA,₺34.650,Kadin,30701,M404272833-0088,34650.0,03,0.0,0.0,0.0
KİREMİT DESENLİ MAYO,₺20.250,Kadin,30701,M404614478-0080,20250.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺15.950,Kadin,30701,M404970871-0038,15950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺16.950,Kadin,30701,M405347746-0025,16950.0,03,0.0,0.0,0.0
KREM ELBİSE,₺85.950,Kadin,30701,M405348659-0025-0069,85950.0,03,0.0,0.0,0.0
BEYAZ BLUZ,₺9.250,Kadin,30701,M405408654-0012,9250.0,03,0.0,0.0,0.0
YEŞİL BLUZ,₺10.450,Kadin,30701,M405409122-0029-0012,10450.0,03,0.0,0.0,0.0
BEYAZ T-SHİRT,₺8.250,Kadin,30701,M405409124-0012,8250.0,03,0.0,0.0,0.0
BEYAZ GÖMLEK,₺16.950,Kadin,30701,M405431544-0012-0055,16950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺20.450,Kadin,30701,M405510978-0042,20450.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺16.950,Kadin,30701,M405510980-0038,16950.0,03,0.0,0.0,0.0
BRONZ DESENLİ ÇANTA,₺27.250,Kadin,30701,M405740031-0019-0002,27250.0,03,0.0,0.0,0.0
SİYAH ÇANTA,₺29.250,Kadin,30701,M405740043-0002,29250.0,03,0.0,0.0,0.0
TOTE DU JOUR ÇANTA,₺35.200,Kadin,30701,M405774747-0002,35200.0,03,0.0,0.0,0.0
LE CAMBON 25 ÇANTA,₺31.250,Kadin,30701,M405774750-0025,31250.0,03,0.0,0.0,0.0
LE CAMBON 20 ÇANTA,₺34.650,Kadin,30701,M405774752-0106,34650.0,03,0.0,0.0,0.0
LE CAMBON 35 ÇANTA,₺38.600,Kadin,30701,M405774759-0056,38600.0,03,0.0,0.0,0.0
EKRU ELBİSE,₺25.200,Kadin,30701,M405900634-0027,25200.0,03,0.0,0.0,0.0
LACİVERT BLUZ,₺13.600,Kadin,30701,M405900638-0041,13600.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺10.815,Kadin,30701,M405981372-0105,10815.0,03,0.0,-30.0,-30.0
JEAN PANTOLON,₺13.950,Kadin,30701,M406139535-0002,13950.0,03,0.0,0.0,0.0
MAVİ BİKİNİ,₺21.450,Kadin,30701,M406353165-0038-0021,21450.0,03,0.0,0.0,0.0
EKRU TRİKO,₺36.450,Kadin,30701,M406871955-0027,36450.0,03,0.0,0.0,0.0
SIYAH KAPUŞONLU SWEATSHIRT,₺9.375,Kadin,30701,M403234775-0002,9375.0,03,0.0,,0.0
KREM BASKILI SPOR AYAKKABI,₺12.950,Kadin,30701,M404376196-0025,12950.0,03,0.0,0.0,0.0
SİYAH ETEK,₺24.450,Kadin,30701,M404701771-0002,24450.0,03,0.0,0.0,0.0
BEYAZ BOL PAÇA PANTOLON,₺14.950,Kadin,30701,M404970869-0012,14950.0,03,0.0,0.0,0.0
SERA CHARM,₺9.750,Kadin,30701,M404979206-0069-0037,9750.0,03,0.0,9.550561797752808,9.550561797752808
MINI SERA TOTE ÇANTA,₺25.500,Kadin,30701,M404979208-0041,25500.0,03,0.0,10.869565217391305,10.869565217391305
FLEX MINI ÇANTA,₺25.000,Kadin,30701,M404979224-0014,25000.0,03,0.0,11.11111111111111,11.11111111111111
FLEX BAG ÇANTA,₺28.500,Kadin,30701,M404979228-0041,28500.0,03,0.0,9.615384615384617,9.615384615384617
BEYAZ GÖMLEK,₺56.250,Kadin,30701,M405346744-0027-0038,56250.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺19.950,Kadin,30701,M405347752-0042,19950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺20.950,Kadin,30701,M405347753-0038,20950.0,03,0.0,0.0,0.0
MAVİ GÖMLEK,₺48.950,Kadin,30701,M405348647-0038-0014,48950.0,03,0.0,0.0,0.0
MAVİ TULUM,₺47.950,Kadin,30701,M405348688-0038-0085,47950.0,03,0.0,0.0,0.0
AÇIK TURUNCU BLUZ,₺67.950,Kadin,30701,M405348712-0082,67950.0,03,0.0,0.0,0.0
ÇOK RENKLİ ŞAPKA,₺13.950,Kadin,30701,M405348730-0085,13950.0,03,0.0,0.0,0.0
KAHVE KEMER,₺26.950,Kadin,30701,M405348734-0014-0025,26950.0,03,0.0,0.0,0.0
SİYAH UZUN KOLLU BLUZ,₺6.580,Kadin,30701,M405485421-0002,6580.0,03,0.0,,
JEAN PANTOLON,₺14.950,Kadin,30701,M405509989-0012,14950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺12.215,Kadin,30701,M405510981-0027,12215.0,03,0.0,-30.0,-30.0
JEAN PANTOLON,₺13.950,Kadin,30701,M405653248-0012,13950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺17.000,Kadin,30701,M405653250-0038,17000.0,03,0.0,0.0,0.0
AÇIK MAVİ MİDİ ELBİSE,₺21.950,Kadin,30701,M405664416-0047-0085,21950.0,03,0.0,0.0,0.0
SİYAH DESENLİ UZUN KOLLU BLUZ,₺27.950,Kadin,30701,M405693603-0002-0055,27950.0,03,0.0,0.0,0.0
SİYAH PUANTİYE ÇANTA,₺27.250,Kadin,30701,M405740034-0002-0012,27250.0,03,0.0,0.0,0.0
AÇIK PEMBE ÇİZGİLİ ŞAPKA,₺7.950,Kadin,30701,M405740040-0069-0004,7950.0,03,0.0,0.0,0.0
LE CAMBON 20 ÇANTA,₺32.550,Kadin,30701,M405774754-0002-0012,32550.0,03,0.0,0.0,0.0
LE CAMBON 20 ÇANTA,₺27.600,Kadin,30701,M405774755-0002,27600.0,03,0.0,0.0,0.0
KAHVE ÇANTA,₺43.950,Kadin,30701,M405821703-0014,43950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺43.250,Kadin,30701,M405889216-0038,43250.0,03,0.0,0.0,0.0
MERCAN PANTOLON,₺19.300,Kadin,30701,M405900112-0062-0020,19300.0,03,0.0,0.0,0.0
KAHVE BLUZ,₺9.700,Kadin,30701,M405900635-0014,9700.0,03,0.0,0.0,0.0
KOYU KAHVE PANTOLON,₺16.300,Kadin,30701,M405900648-0015-0014,16300.0,03,0.0,0.0,0.0
EKRU BİSİKLET YAKA BASKILI T-SHİRT,₺6.995,Kadin,30701,M405968844-0027-0029,6995.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺15.450,Kadin,30701,M405981371-0014,15450.0,03,0.0,0.0,0.0
YEŞİL DESENLİ ÇANTA,₺46.950,Kadin,30701,M406045803-0029-0025,46950.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺16.950,Kadin,30701,M406106076-0041,16950.0,03,0.0,0.0,0.0
LACİVERT DERİ ÇANTA,₺18.965,Kadin,30701,M406261551-0041,18965.0,03,0.0,0.0,0.0
AÇIK MAVİ BİKİNİ,₺21.450,Kadin,30701,M406353166-0047-0025,21450.0,03,0.0,0.0,0.0
SİYAH KEMER,₺24.250,Kadin,30701,M406513950-0002-0074,24250.0,03,0.0,0.0,0.0
LE CAMBON 20 ÇANTA,₺27.600,Kadin,30701,M402512228-0029,27600.0,03,0.0,0.0,0.0
MINI SERA TOTE ÇANTA,₺25.500,Kadin,30701,M403891609-0041,25500.0,03,0.0,10.869565217391305,10.869565217391305
MİNİ BEGÜM X KASPIA KOLYE,₺18.400,Kadin,30701,M404366298-0046-0074,18400.0,03,0.0,0.0,0.0
BEGÜM X KASPIA TEKLİ PİERCİNG,₺18.400,Kadin,30701,M404366300-0074-0085,18400.0,03,0.0,0.0,0.0
SİYAH DANTELLİ ETEK,₺59.450,Kadin,30701,M404477901-0002,59450.0,03,0.0,0.0,0.0
SİYAH DANTELLİ UZUN KOLLU BLUZ,₺61.950,Kadin,30701,M404477903-0002,61950.0,03,0.0,0.0,0.0
SİYAH ELBİSE,₺28.950,Kadin,30701,M404555948-0002,28950.0,03,0.0,0.0,0.0
KREM DEGRADE DESENLİ MİNİ ELBİSE,₺111.950,Kadin,30701,M404556344-0025-0078,111950.0,03,0.0,0.0,0.0
İNDİGO ELBİSE,₺16.065,Kadin,30701,M404556356-0099,16065.0,03,0.0,-30.0,-30.0
KAHVE MAXİ ELBİSE,₺51.950,Kadin,30701,M404556366-0014,51950.0,03,0.0,0.0,0.0
PRINCE FROG KÜPE,₺55.200,Kadin,30701,M404575293-0074-0029,55200.0,03,0.0,0.0,0.0
KIRMIZI EKOSE GÖMLEK,₺31.250,Kadin,30701,M404603778-0055-0054,31250.0,03,0.0,0.0,0.0
BEYAZ GÖMLEK,₺18.950,Kadin,30701,M404603780-0012,18950.0,03,0.0,0.0,0.0
SİYAH DÜĞMELİ CEKET,₺68.950,Kadin,30701,M404603781-0002,68950.0,03,0.0,0.0,
LİLA DESENLİ ÇANTA,₺24.950,Kadin,30701,M404614494-0054-0046,24950.0,03,0.0,0.0,0.0
KREM BİSİKLET YAKA T-SHİRT,₺25.950,Kadin,30701,M404701768-0025,25950.0,03,0.0,,0.0
KAHVE MAYO,₺38.950,Kadin,30701,M404701778-0014,38950.0,03,0.0,0.0,0.0
MAVİ SÜVETER,₺35.950,Kadin,30701,M404701789-0041-0002,35950.0,03,0.0,0.0,0.0
GRİ ÇİÇEK DESENLİ KISA KOLLU BLUZ,₺26.950,Kadin,30701,M404818851-0004-0002,26950.0,03,0.0,0.0,
BEYAZ BOL PAÇA PANTOLON,₺26.250,Kadin,30701,M404901943-0012,26250.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺15.950,Kadin,30701,M404970870-0042,15950.0,03,0.0,0.0,0.0
SERA CHARM,₺9.750,Kadin,30701,M404979210-0037,9750.0,03,0.0,9.550561797752808,9.550561797752808
ROTATE KARTLIK,₺6.000,Kadin,30701,M404979211-0004-0017,6000.0,03,0.0,20.0,20.0
PANDORA MINI ÇANTA,₺22.500,Kadin,30701,M404979212-0069,22500.0,03,0.0,0.0,0.0
SERA MIA ÇANTA,₺30.000,Kadin,30701,M404979213-0020-0025,30000.0,03,0.0,11.11111111111111,11.11111111111111
GRID ÇANTA,₺26.500,Kadin,30701,M404979215-0021-0027,26500.0,03,0.0,0.0,0.0
PANDORA MINI ÇANTA,₺25.000,Kadin,30701,M404979226-0027,25000.0,03,0.0,11.11111111111111,11.11111111111111
SERA TOTE ÇANTA,₺33.000,Kadin,30701,M404979227-0038-0047,33000.0,03,0.0,11.864406779661017,11.864406779661017
SARI ELBİSE,₺48.950,Kadin,30701,M405042717-0072,48950.0,03,0.0,0.0,0.0
KIZIL KAHVE DERİ AYAKKABI,₺47.950,Kadin,30701,M405337019-0016,47950.0,03,0.0,0.0,0.0
KREM TOPUKLU SANDALET,₺49.950,Kadin,30701,M405346727-0025-0002,49950.0,03,0.0,0.0,0.0
BEYAZ PANTOLON,₺57.950,Kadin,30701,M405346745-0027-0038,57950.0,03,0.0,0.0,0.0
KIRMIZI BİSİKLET YAKA BASKILI T-SHIRT,₺8.950,Kadin,30701,M405347758-0055-0085,8950.0,03,0.0,0.0,
MAVİ PANTOLON,₺43.950,Kadin,30701,M405348648-0038-0014,43950.0,03,0.0,0.0,0.0
KREM ELBİSE,₺65.950,Kadin,30701,M405348650-0025-0021,65950.0,03,0.0,0.0,0.0
EKRU ELBİSE,₺81.950,Kadin,30701,M405348656-0027-0062,81950.0,03,0.0,0.0,0.0
SİYAH ÇEŞİTLİ AKSESUAR,₺9.950,Kadin,30701,M405348667-0002-0025,9950.0,03,0.0,0.0,0.0
AÇIK MAVİ ELBİSE,₺85.950,Kadin,30701,M405348669-0047-0025,85950.0,03,0.0,0.0,0.0
KOYU LACİVERT CEKET,₺76.950,Kadin,30701,M405348683-0096,76950.0,03,0.0,0.0,0.0
SARI ELBİSE,₺97.965,Kadin,30701,M405348705-0075-0085,97965.0,03,0.0,-30.0,-30.0
AÇIK MAVİ MAYO,₺24.950,Kadin,30701,M405348710-0047-0025,24950.0,03,0.0,0.0,0.0
AÇIK TURUNCU ETEK,₺228.950,Kadin,30701,M405348713-0082,228950.0,03,0.0,0.0,0.0
KARAMEL BİKİNİ,₺28.450,Kadin,30701,M405348719-0091,28450.0,03,0.0,0.0,0.0
EKRU BİKİNİ,₺24.950,Kadin,30701,M405348723-0027,24950.0,03,0.0,0.0,0.0
AÇIK KAHVE MAYO,₺19.250,Kadin,30701,M405348726-0020-0085,19250.0,03,0.0,0.0,0.0
KREM ÇİÇEK DESENLİ MİDİ ELBİSE,₺68.450,Kadin,30701,M405355741-0025-0078,68450.0,03,0.0,0.0,0.0
SİYAH ÇİÇEK DESENLİ MİDİ ELBİSE,₺65.950,Kadin,30701,M405356186-0002-0021,65950.0,03,0.0,0.0,0.0
BEYAZ T-SHİRT,₺7.950,Kadin,30701,M405408655-0012,7950.0,03,0.0,0.0,0.0
LACİVERT BLUZ,₺9.950,Kadin,30701,M405409116-0041-0012,9950.0,03,0.0,0.0,0.0
SİYAH T-SHIRT,₺6.750,Kadin,30701,M405409119-0002,6750.0,03,0.0,0.0,
SİYAH ELBİSE,₺41.950,Kadin,30701,M405650308-0002-0027,41950.0,03,0.0,0.0,0.0
İNDİGO DÜĞMELİ CEKET,₺19.500,Kadin,30701,M405653246-0099,19500.0,03,0.0,0.0,0.0
"TALIA SHIRT IN EPISODE, KOYU MAVİ, L",₺15.000,Kadin,30701,M405653247-0042,15000.0,03,0.0,0.0,0.0
KIRMIZI ÇANTA,₺28.950,Kadin,30701,M405662989-0055-0025,28950.0,03,0.0,0.0,0.0
TAŞ MİNİ ELBİSE,₺14.950,Kadin,30701,M405662993-0031-0002,14950.0,03,0.0,0.0,0.0
EKRU KISA KOLLU BLUZ,₺29.950,Kadin,30701,M405664417-0027,29950.0,03,0.0,0.0,0.0
LIGHT WEİGHT DENİM BAGGY JEANS,₺20.450,Kadin,30701,M405739064-0038,20450.0,03,0.0,0.0,0.0
AÇIK KAHVE CEKET,₺34.250,Kadin,30701,M405740018-0020-0014,34250.0,03,0.0,0.0,0.0
ANTRASİT BASKILI ÇANTA,₺12.450,Kadin,30701,M405740029-0005-0057,12450.0,03,0.0,0.0,0.0
GRİ ÇANTA,₺27.250,Kadin,30701,M405740033-0004,27250.0,03,0.0,0.0,0.0
SİYAH KOLSUZ BLUZ,₺13.950,Kadin,30701,M405740037-0002-0012,13950.0,03,0.0,0.0,0.0
AÇIK KAHVE DESENLİ ŞAPKA,₺7.950,Kadin,30701,M405740040-0020-0002,7950.0,03,0.0,0.0,0.0
MAVİ DESENLİ ÇANTA,₺27.250,Kadin,30701,M405740045-0038,27250.0,03,0.0,0.0,0.0
LE CAMBON 35 ÇANTA,₺38.600,Kadin,30701,M405774284-0106,38600.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺37.750,Kadin,30701,M405889218-0025,37750.0,03,0.0,0.0,0.0
AÇIK KAHVE BLUZ,₺21.000,Kadin,30701,M405900111-0020-0014,21000.0,03,0.0,0.0,0.0
BORDO BLUZ,₺12.300,Kadin,30701,M405900629-0056,12300.0,03,0.0,0.0,0.0
KAHVE ETEK,₺19.100,Kadin,30701,M405900641-0014-0020,19100.0,03,0.0,0.0,0.0
SİYAH BLUZ,₺21.000,Kadin,30701,M405900642-0002-0009,21000.0,03,0.0,0.0,0.0
KAHVE BLUZ,₺11.900,Kadin,30701,M405900645-0014-0031,11900.0,03,0.0,0.0,0.0
EKRU BLUZ,₺16.100,Kadin,30701,M405900649-0027,16100.0,03,0.0,0.0,0.0
KREM DÜĞMELİ ORGANİK PAMUK CEKET,₺26.250,Kadin,30701,M405968840-0025-0055,26250.0,03,0.0,0.0,0.0
VİZON YÜN HIRKA,₺23.950,Kadin,30701,M405968842-0022-0025,23950.0,03,0.0,0.0,0.0
SİYAH KOLSUZ BLUZ,₺25.950,Kadin,30701,M405976955-0002,25950.0,03,0.0,0.0,0.0
AÇIK MAVİ FERMUARLI BERMUDA,₺23.250,Kadin,30701,M405980885-0047,23250.0,03,0.0,0.0,0.0
KİREMİT ETEK,₺18.750,Kadin,30701,M405981368-0056,18750.0,03,0.0,0.0,0.0
KREM AYAKKABI,₺47.950,Kadin,30701,M406045807-0025,47950.0,03,0.0,0.0,0.0
KOYU SARI AYAKKABI,₺47.950,Kadin,30701,M406045808-0073,47950.0,03,0.0,0.0,0.0
SİYAH AYAKKABI,₺65.950,Kadin,30701,M406130731-0002,65950.0,03,0.0,0.0,0.0
SİYAH PİLELİ ETEK,₺36.950,Kadin,30701,M406201359-0002,36950.0,03,0.0,0.0,0.0
BORDO DERİ ÇANTA,₺23.965,Kadin,30701,M406261553-0056,23965.0,03,0.0,0.0,0.0
MAVİ DERİ ÇANTA,₺14.965,Kadin,30701,M406261555-0038,14965.0,03,0.0,0.0,0.0
KAHVE DERİ ÇANTA,₺14.965,Kadin,30701,M406261556-0014,14965.0,03,0.0,0.0,0.0
ÇOK RENKLİ BİKİNİ,₺20.500,Kadin,30701,M406353164-0085-0025,20500.0,03,0.0,0.0,0.0
YEŞİL DESENLİ BİKİNİ,₺18.950,Kadin,30701,M406426340-0046-0085,18950.0,03,0.0,0.0,0.0
KAHVE KEMER,₺24.250,Kadin,30701,M406513951-0014-0009,24250.0,03,0.0,0.0,0.0
KAHVE KEMER,₺24.250,Kadin,30701,M406513953-0014-0074,24250.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺17.250,Kadin,30701,M406676838-0006,17250.0,03,0.0,0.0,0.0
JEAN PANTOLON,₺20.250,Kadin,30701,M406676841-0042,20250.0,03,0.0,0.0,0.0
LE CAMBON EAST WEST KAHVE,₺34.650,Kadin,30701,M407023852-0014,34650.0,03,0.0,0.0,0.0
ELBİSE,₺7.990,Kadin,30701,M400251501-0002,7990.0,03,0.0,0.0,0.0
BORDO FERMUARLI TULUM,₺93.950,Kadin,30701,M403917415-0056-0041,93950.0,03,0.0,0.0,0.0
BORDO DERİ ÇEŞİTLİ AKSESUAR,₺9.750,Kadin,30701,M404111174-0056,9750.0,03,0.0,9.550561797752808,9.550561797752808
KUM KABAN,₺96.950,Kadin,30701,M404363862-0026,96950.0,03,0.0,0.0,0.0
AÇIK MAVİ DÜĞMELİ CEKET,₺63.950,Kadin,30701,M404363863-0047,63950.0,03,0.0,0.0,
AÇIK GRİ YELEK,₺31.950,Kadin,30701,M404363865-0010-0027,31950.0,03,0.0,0.0,0.0
BEGÜM X KASPIA KÜPE,₺64.400,Kadin,30701,M404366277-0074-0085,64400.0,03,0.0,0.0,0.0
GUİLLAUME KOLYE,₺11.500,Kadin,30701,M404366295-0009,11500.0,03,0.0,0.0,0.0
GUİLLAUME KOLYE,₺11.500,Kadin,30701,M404366295-0074,11500.0,03,0.0,0.0,0.0
BEGÜM X KASPIA BEYAZ İNCİ KOLYE,₺110.400,Kadin,30701,M404366297-0074-0085,110400.0,03,0.0,0.0,0.0
MİNİ BEGÜM X KASPIA KOLYE,₺18.400,Kadin,30701,M404366298-0074-0085,18400.0,03,0.0,0.0,0.0
BEGÜM X KASPIA TEKLİ PİERCİNG,₺18.400,Kadin,30701,M404366300-0046-0009,18400.0,03,0.0,0.0,0.0
MİNİ BEGÜM X KASPIA KOL DÜĞMELERİ,₺25.300,Kadin,30701,M404366302-0074-0085,25300.0,03,0.0,0.0,0.0
MİNİ BEGÜM X KASPIA KOL DÜĞMELERİ,₺25.300,Kadin,30701,M404366303-0041,25300.0,03,0.0,0.0,0.0
RAMONOV BROŞ,₺27.600,Kadin,30701,M404366304-0074-0085,27600.0,03,0.0,0.0,0.0
MEGA BEGÜM X KASPIA KOLYE,₺92.000,Kadin,30701,M404366305-0046-0074,92000.0,03,0.0,0.0,0.0
KASPIA BODRUM BİLEZİK,₺69.000,Kadin,30701,M404366306-0074-0085,69000.0,03,0.0,0.0,0.0
KASPIA BODRUM KÜPE,₺69.000,Kadin,30701,M404366307-0074-0085,69000.0,03,0.0,0.0,0.0
BARDAK,₺18.920,Kadin,30701,M404366308-0074-0085,18920.0,03,0.0,0.0,0.0
BEGÜM X KASPIA TURKUAZ KOLYE,₺88.320,Kadin,30701,M404366309-0074-0046,88320.0,03,0.0,0.0,0.0
RAMONOV BOND KOLYE,₺34.500,Kadin,30701,M404366310-0041,34500.0,03,0.0,0.0,0.0
RAMONOV BOND KOLYE,₺34.500,Kadin,30701,M404366310-0046-0009,34500.0,03,0.0,0.0,0.0
SİYAH DÜĞMELİ CEKET,₺73.950,Kadin,30701,M404373798-0002,73950.0,03,0.0,0.0,
JEAN PANTOLON,₺31.950,Kadin,30701,M404373799-0026,31950.0,03,0.0,0.0,0.0
RELAX KALIP EKRU GÖMLEK,₺31.950,Kadin,30701,M404373800-0027,31950.0,03,0.0,0.0,0.0
SİYAH ÇANTA,₺32.250,Kadin,30701,M404373801-0002,32250.0,03,0.0,0.0,0.0
SİYAH ÇANTA,₺49.250,Kadin,30701,M404373802-0002,49250.0,03,0.0,0.0,0.0
SİYAH BABET,₺28.875,Kadin,30701,M404373804-0002,28875.0,03,0.0,-30.0,-30.0
JEAN PANTOLON,₺29.950,Kadin,30701,M404373806-0047,29950.0,03,0.0,0.0,0.0
AÇIK MAVİ ETEK,₺25.950,Kadin,30701,M404373807-0047-0006,25950.0,03,0.0,0.0,0.0
SİYAH DESENLİ MİNİ ELBİSE,₺99.950,Kadin,30701,M404441725-0002-0054,99950.0,03,0.0,0.0,
SİYAH ASİMETRİK ELBİSE,₺98.950,Kadin,30701,M404442516-0002,98950.0,03,0.0,0.0,
SİYAH DANTELLİ MİNİ ELBİSE,₺102.950,Kadin,30701,M404442518-0002,102950.0,03,0.0,0.0,
GÜMÜŞ ÇANTA,₺68.950,Kadin,30701,M404473970-0009-0074,68950.0,03,0.0,0.0,0.0
BAKIR ÇANTA,₺64.450,Kadin,30701,M404473971-0086,64450.0,03,0.0,0.0,0.0
GÜMÜŞ ÇANTA,₺68.950,Kadin,30701,M404473973-0009-0021,68950.0,03,0.0,0.0,0.0
SOMON KISA KOLLU BLUZ,₺39.950,Kadin,30701,M404477896-0068,39950.0,03,0.0,0.0,
KOYU LACİVERT UZUN KOLLU BLUZ,₺51.950,Kadin,30701,M404477899-0096,51950.0,03,0.0,0.0,
SİYAH PANTOLON,₺32.865,Kadin,30701,M404477904-0002,32865.0,03,0.0,-30.0,-30.0
KÜPE,₺42.950,Kadin,30701,M404477905-0002-0074,42950.0,03,0.0,0.0,0.0
SİYAH BİLEKLİK,₺46.950,Kadin,30701,M404477906-0002-0074,46950.0,03,0.0,0.0,0.0
GÜMÜŞ KOLYE,₺42.950,Kadin,30701,M404477907-0009-0021,42950.0,03,0.0,0.0,0.0
KÜPE,₺35.450,Kadin,30701,M404477908-0009-0021,35450.0,03,0.0,0.0,0.0
SOMON MİDİ ELBİSE,₺77.950,Kadin,30701,M404477910-0068,77950.0,03,0.0,0.0,
SİYAH KISA KOLLU BLUZ,₺52.450,Kadin,30701,M404477912-0002,52450.0,03,0.0,0.0,
SİYAH DANTELLİ MİDİ ELBİSE,₺77.950,Kadin,30701,M404477915-0002,77950.0,03,0.0,0.0,0.0
KAHVE MİDİ ELBİSE,₺115.950,Kadin,30701,M404498362-0014-0012,115950.0,03,0.0,0.0,0.0
SİYAH MİDİ ELBİSE,₺105.950,Kadin,30701,M404498365-0002,105950.0,03,0.0,0.0,0.0
SİYAH MİNİ ELBİSE,₺122.950,Kadin,30701,M404498366-0002,122950.0,03,0.0,0.0,0.0
KREM MİNİ ELBİSE,₺95.950,Kadin,30701,M404498368-0025,95950.0,03,0.0,0.0,0.0
KAHVE MİNİ ELBİSE,₺95.950,Kadin,30701,M404498370-0014-0012,95950.0,03,0.0,0.0,0.0
SİYAH ELBİSE,₺37.950,Kadin,30701,M404555947-0002-0012,37950.0,03,0.0,0.0,
SİYAH ELBİSE,₺32.950,Kadin,30701,M404555949-0002,32950.0,03,0.0,0.0,
SİYAH BLUZ,₺24.950,Kadin,30701,M404555951-0002,24950.0,03,0.0,0.0,0.0
KREM BLUZ,₺26.950,Kadin,30701,M404555952-0025,26950.0,03,0.0,0.0,0.0
SİYAH CEKET,₺43.950,Kadin,30701,M404556357-0002,43950.0,03,0.0,0.0,
KREM ELBİSE,₺36.950,Kadin,30701,M404556359-0025,36950.0,03,0.0,0.0,0.0
SİYAH ELBİSE,₺36.950,Kadin,30701,M404556360-0002,36950.0,03,0.0,0.0,0.0
MAVİ ETEK,₺19.950,Kadin,30701,M404556361-0038,19950.0,03,0.0,0.0,0.0
SİYAH ASKILI BLUZ,₺33.450,Kadin,30701,M404556363-0002,33450.0,03,0.0,0.0,0.0
GRİ VİSKOZ ETEK,₺60.450,Kadin,30701,M404556364-0004,60450.0,03,0.0,0.0,0.0
GRİ BLUZ,₺45.250,Kadin,30701,M404556365-0004,45250.0,03,0.0,0.0,0.0
SİYAH ETEK,₺28.875,Kadin,30701,M404556370-0002,28875.0,03,0.0,-30.0,-30.0
