product-name,product-price,Ana Kategori,Kategori ID,Stok Kodu,Fiyat,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d
FUŞYA ŞAL DESENLİ TWILL İPEK FULAR,₺7.950,Kadin,301,M301621429-0066-0069,7950.0,03,0.0,0.0,0.0
EKRU ÇİÇEK DESENLİ TWILL İPEK FULAR,₺7.950,Kadin,301,M301621432-0027-0035,7950.0,03,0.0,0.0,0.0
AÇIK GRİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301621434-0010-0078,12500.0,03,0.0,0.0,0.0
EKRU SİYAH TRUVAKAR ELBİSE,₺25.950,Kadin,301,M301721580-0027-0002,25950.0,03,0.0,0.0,
AÇIK MAVİ ŞAL DESENLİ KAŞMİR/İPEK GAVROŞ,₺9.950,Kadin,301,M301734723-0047,9950.0,03,0.0,0.0,
DÜZ MODAL YÜN İPEK ŞAL,₺7.250,Kadin,301,M400186576-0002,7250.0,03,0.0,0.0,0.0
DÜZ MODAL YÜN İPEK ŞAL,₺7.250,Kadin,301,M400186576-0027,7250.0,03,0.0,0.0,0.0
ŞAL,₺24.500,Kadin,301,M400253013-0002,24500.0,03,0.0,0.0,0.0
ŞAL,₺24.500,Kadin,301,M400253013-0004,24500.0,03,0.0,0.0,0.0
SİYAH DAR PAÇA PANTOLON,₺17.950,Kadin,301,M400261538-0002,17950.0,03,0.0,0.0,0.0
BEYAZ DAR PAÇA PANTOLON,₺17.950,Kadin,301,M400261538-0012,17950.0,03,0.0,0.0,0.0
ŞAL,₺7.250,Kadin,301,M400272873-0010,7250.0,03,0.0,0.0,0.0
ŞAL,₺7.250,Kadin,301,M400272873-0038,7250.0,03,0.0,0.0,0.0
ŞAPKA,₺7.095,Kadin,301,M400274603-0089-0027,7095.0,03,0.0,,
NATÜREL VİZÖR ŞAPKA,₺10.095,Kadin,301,M400279345-0089-0027,10095.0,03,0.0,0.0,0.0
ŞAPKA,₺8.795,Kadin,301,M400280518-0089,8795.0,03,0.0,0.0,99.97726239199636
ŞAPKA,₺4.595,Kadin,301,M400301953-0063-0012,4595.0,03,0.0,0.0,99.95648389904265
ŞAL,₺7.250,Kadin,301,M400323822-0005,7250.0,03,0.0,0.0,0.0
İPEK ŞAL,₺7.250,Kadin,301,M400324348-0097,7250.0,03,0.0,0.0,0.0
KREM DAR PAÇA PANTOLON,₺20.950,Kadin,301,M400368705-0025,20950.0,03,0.0,0.0,0.0
GÜMÜŞ KOLYE,₺4.267,Kadin,301,M400375097-0009-0021,4267.0,03,0.0,-29.991796554552913,-29.991796554552913
EL BOYAMA LACİVERT ŞAPKA,₺9.595,Kadin,301,M400482000-0041-0038,9595.0,03,0.0,0.0,0.0
NATÜREL RAFYA ŞAPKA,₺7.595,Kadin,301,M400492161-0089-0002,7595.0,03,0.0,0.0,0.0
TURUNCU DÜZ MODAL YÜN İPEK ŞAL,₺9.950,Kadin,301,M400682199-0078,9950.0,03,0.0,0.0,0.0
SİYAH DERİ KEMER,₺21.795,Kadin,301,M401122770-0002-0009,21795.0,03,0.0,0.0,0.0
SİYAH DERİ KEMER,₺28.795,Kadin,301,M401122785-0002-0009,28795.0,03,0.0,0.0,0.0
GRİ DERİ KEMER,₺28.795,Kadin,301,M401122796-0004-0009,28795.0,03,0.0,0.0,0.0
KÜPE,₺6.297,Kadin,301,M401295672-0074-0014,6297.0,03,0.0,-29.99444135630906,-29.99444135630906
KÜPE,₺6.717,Kadin,301,M401295675-0074-0002,6717.0,03,0.0,-29.99478895257947,-29.99478895257947
SİYAH JAKARLI KAŞMİR ŞAL,₺34.500,Kadin,301,M401578429-0002,34500.0,03,0.0,0.0,0.0
LACİVERT JAKARLI KAŞMİR ŞAL,₺24.500,Kadin,301,M401578435-0041,24500.0,03,0.0,0.0,0.0
VİZON JAKARLI MODAL/YÜN/İPEK ŞAL,₺24.500,Kadin,301,M401578899-0022,24500.0,03,0.0,0.0,0.0
BEJ JAKARLI YÜN İPEK ŞAL,₺7.250,Kadin,301,M401578902-0021-0002,7250.0,03,0.0,0.0,0.0
KÜPE,₺4.197,Kadin,301,M401587288-0092,4197.0,03,0.0,-29.99165971643036,-29.99165971643036
BEJ JAKARLI MODAL/YÜN/İPEK ŞAL,₺24.500,Kadin,301,M401649787-0021,24500.0,03,0.0,0.0,0.0
BEJ JAKARLI MODAL/YÜN/İPEK ŞAL,₺19.500,Kadin,301,M401649788-0021,19500.0,03,0.0,0.0,0.0
BEJ KRUVAZE YAKA CEKET,₺39.950,Kadin,301,M401998707-0021-0008,39950.0,03,0.0,0.0,0.0
YEŞİL TAŞ KOLYE,₺7.450,Kadin,301,M402105898-0029-0014,7450.0,03,0.0,0.0,0.0
PUDRA ŞAL,₺29.950,Kadin,301,M402163767-0071,29950.0,03,0.0,0.0,0.0
NATÜREL ŞAPKA,₺14.950,Kadin,301,M402177122-0089-0017,14950.0,03,0.0,0.0,0.0
NATÜREL ŞAPKA,₺12.950,Kadin,301,M402177133-0089,12950.0,03,0.0,0.0,0.0
BEJ ŞAPKA,₺16.950,Kadin,301,M402186649-0021,16950.0,03,0.0,,
NATÜREL DERİ KEMER,₺10.950,Kadin,301,M402203829-0089-0017,10950.0,03,0.0,0.0,0.0
KÜPE,₺10.950,Kadin,301,M402327797-0063-0062,10950.0,03,0.0,0.0,0.0
KÜPE,₺9.450,Kadin,301,M402327809-0002-0092,9450.0,03,0.0,0.0,0.0
KÜPE,₺8.950,Kadin,301,M402328981-0009-0092,8950.0,03,0.0,0.0,0.0
KÜPE,₺7.950,Kadin,301,M402328983-0092,7950.0,03,0.0,0.0,0.0
GÜMÜŞ BİLEZİK,₺6.450,Kadin,301,M402328985-0009,6450.0,03,0.0,0.0,0.0
KOLYE,₺15.950,Kadin,301,M402792264-0009,15950.0,03,0.0,0.0,0.0
KOLYE,₺15.950,Kadin,301,M402792265-0009-0005,15950.0,03,0.0,0.0,0.0
KOLYE,₺15.950,Kadin,301,M402792265-0009-0022,15950.0,03,0.0,0.0,0.0
TABA DERİ KEMER,₺18.950,Kadin,301,M402806631-0017,18950.0,03,0.0,0.0,0.0
KOLYE,₺19.950,Kadin,301,M403056790-0086,19950.0,03,0.0,0.0,0.0
KOLYE,₺23.950,Kadin,301,M403056791-0009,23950.0,03,0.0,0.0,0.0
BİLEZİK,₺14.950,Kadin,301,M403056793-0088,14950.0,03,0.0,0.0,0.0
BİLEZİK,₺14.950,Kadin,301,M403056797-0009,14950.0,03,0.0,0.0,0.0
GRİ V YAKA TRİKO,₺11.165,Kadin,301,M403177404-0004,11165.0,03,0.0,0.0,0.0
KÜPE,₺9.950,Kadin,301,M403597676-0092-0001,9950.0,03,0.0,0.0,0.0
KOLYE,₺22.950,Kadin,301,M403599291-0009-0014,22950.0,03,0.0,0.0,0.0
KOLYE,₺22.950,Kadin,301,M403599291-0009-0027,22950.0,03,0.0,0.0,0.0
KÜPE,₺7.950,Kadin,301,M403599297-0005,7950.0,03,0.0,0.0,0.0
KOLYE,₺20.950,Kadin,301,M403599305-0009-0021,20950.0,03,0.0,0.0,0.0
KÜPE,₺7.950,Kadin,301,M403599310-0009,7950.0,03,0.0,0.0,0.0
KÜPE,₺9.950,Kadin,301,M403719553-0092,9950.0,03,0.0,0.0,0.0
KÜPE,₺9.950,Kadin,301,M403719555-0092-0002,9950.0,03,0.0,0.0,0.0
KÜPE,₺9.950,Kadin,301,M403719563-0009,9950.0,03,0.0,0.0,0.0
KEMER,₺8.950,Kadin,301,M404038829-0006,8950.0,03,0.0,0.0,0.0
ATLET,₺5.950,Kadin,301,M404233225-0021,5950.0,03,0.0,0.0,0.0
MAVİ ÇİÇEK DESENLİ TWILL EŞARP,₺17.500,Kadin,301,M404412146-0038,17500.0,03,0.0,0.0,
MAVİ ÇİZGİLİ KETEN YELEK,₺15.950,Kadin,301,M404443318-0038-0027,15950.0,03,0.0,0.0,0.0
SİYAH DAR PAÇA PANTOLON,₺20.950,Kadin,301,M404480383-0002,20950.0,03,0.0,0.0,0.0
LACİVERT DAR PAÇA PANTOLON,₺20.950,Kadin,301,M404480383-0041,20950.0,03,0.0,0.0,0.0
ELBİSE,₺40.950,Kadin,301,M404497961-0022-0002,40950.0,03,0.0,0.0,
SİYAH DAR PAÇA PANTOLON,₺18.950,Kadin,301,M404556791-0002,18950.0,03,0.0,0.0,0.0
KÜPE,₺13.950,Kadin,301,M404625076-0009,13950.0,03,0.0,0.0,0.0
KEMER,₺20.950,Kadin,301,M404625084-0010,20950.0,03,0.0,0.0,0.0
PUDRA İPEK MİDİ ETEK,₺45.950,Kadin,301,M404634824-0071,45950.0,03,0.0,0.0,0.0
BEYAZ T-SHIRT,₺20.950,Kadin,301,M404644544-0012,20950.0,03,0.0,0.0,0.0
MAVİ DAR PAÇA DENIM PANTOLON,₺25.950,Kadin,301,M404674002-0038,25950.0,03,0.0,0.0,0.0
EKRU TRİKO,₺8.950,Kadin,301,M404690229-0027,8950.0,03,0.0,0.0,0.0
GÖMLEK,₺45.950,Kadin,301,M404694007-0027,45950.0,03,0.0,0.0,0.0
GÖMLEK,₺18.950,Kadin,301,M404700919-0038,18950.0,03,0.0,0.0,
GÖMLEK,₺18.950,Kadin,301,M404700924-0038-0012,18950.0,03,0.0,0.0,
GRİ KOLYE,₺20.950,Kadin,301,M404779771-0004-0021,20950.0,03,0.0,0.0,0.0
KÜPE,₺10.950,Kadin,301,M404779775-0004-0021,10950.0,03,0.0,0.0,0.0
VİZON DESENLİ KETEN ŞAL,₺8.950,Kadin,301,M404969591-0022-0021,8950.0,03,0.0,0.0,0.0
LİLA MODAL ŞAL,₺8.950,Kadin,301,M404969592-0054-0012,8950.0,03,0.0,0.0,0.0
KEMER,₺10.950,Kadin,301,M404980962-0027,10950.0,03,0.0,0.0,0.0
KEMER,₺12.950,Kadin,301,M404980963-0027,12950.0,03,0.0,0.0,0.0
KEMER,₺8.950,Kadin,301,M404980964-0021,8950.0,03,0.0,0.0,0.0
KEMER,₺15.950,Kadin,301,M405092271-0017,15950.0,03,0.0,0.0,0.0
BİLEZİK,₺18.950,Kadin,301,M405092276-0021,18950.0,03,0.0,0.0,0.0
KÜPE,₺20.950,Kadin,301,M405092282-0021,20950.0,03,0.0,0.0,0.0
ÇOK RENKLİ DESENLİ MODAL/İPEK ŞAL,₺19.500,Kadin,301,M405281140-0085,19500.0,03,0.0,0.0,0.0
ŞAL,₺4.950,Kadin,301,M405507144-0063-0027,4950.0,03,0.0,0.0,
ŞAL,₺4.950,Kadin,301,M405507148-0021-0027,4950.0,03,0.0,0.0,
ÇORAP,₺1.950,Kadin,301,M405539365-0012,1950.0,03,0.0,0.0,0.0
ÇORAP,₺2.450,Kadin,301,M405539860-0063,2450.0,03,0.0,0.0,0.0
HAKİ HAKİM YAKA KISA KOLLU BLUZ,₺15.950,Kadin,301,M405930446-0031,15950.0,03,0.0,0.0,0.0
EKRU HAKİM YAKA KISA KOLLU BLUZ,₺17.950,Kadin,301,M405930457-0027,17950.0,03,0.0,0.0,0.0
TURUNCU DESENLİ BOL PAÇA PANTOLON,₺17.950,Kadin,301,M405941704-0078-0012,17950.0,03,0.0,0.0,0.0
KAHVE FERMUARLI SWEATSHIRT,₺16.950,Kadin,301,M405941715-0014,16950.0,03,0.0,0.0,0.0
EŞARP,₺12.500,Kadin,301,M300119313-0056-0075,12500.0,03,0.0,0.0,0.0
NAR ÇİÇEĞİ EKOSE FASONE ŞAL,₺3.975,Kadin,301,M300487400-0058,3975.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK ŞAL,₺7.250,Kadin,301,M300840488-0080-0041,7250.0,03,0.0,0.0,0.0
KAHVE DÜZ TWILL İPEK ŞAL,₺10.500,Kadin,301,M300902481-0014,10500.0,03,0.0,0.0,0.0
ANİMAL FİGÜRLÜ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M300911776-0005-0038,29500.0,03,0.0,0.0,0.0
ANİMAL FİGÜRLÜ TWILL İPEK ŞAL,₺7.250,Kadin,301,M300946267-0038-0075,7250.0,03,0.0,0.0,0.0
BAŞAK BURCU İPEK TWILL BANDANA,₺12.500,Kadin,301,M300986886-0006,12500.0,03,0.0,0.0,0.0
TERAZİ BURCU İPEK TWILL BANDANA,₺12.500,Kadin,301,M300986886-0007,12500.0,03,0.0,0.0,0.0
OĞLAK BURCU İPEK TWILL BANDANA,₺12.500,Kadin,301,M300986886-0010,12500.0,03,0.0,0.0,0.0
SARI ANİMAL FİGÜRLÜ TWILL ŞAL,₺7.250,Kadin,301,M301013643-0072-0054,7250.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301067272-0079,29500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301067275-0041,29500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301067707-0041,29500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301067707-0055,29500.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - THURSDAY,₺5.450,Kadin,301,M301074940-0078,5450.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - WEDNESDAY,₺5.450,Kadin,301,M301074941-0029,5450.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - SATURDAY,₺5.450,Kadin,301,M301074942-0038,5450.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - FRIDAY,₺5.450,Kadin,301,M301074943-0046,5450.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - SUNDAY,₺5.450,Kadin,301,M301074944-0048,5450.0,03,0.0,0.0,0.0
HAPPY DAYS İPEK TWILL BANDANA - MONDAY,₺5.450,Kadin,301,M301074945-0072,5450.0,03,0.0,0.0,0.0
İSME ÖZEL İPEK TWILL EŞARP,₺19.500,Kadin,301,M301088865-0070-0063,19500.0,03,0.0,0.0,0.0
İSME ÖZEL İPEK TWILL EŞARP,₺19.500,Kadin,301,M301088872-0035-0093,19500.0,03,0.0,0.0,0.0
İSME ÖZEL İPEK TWILL EŞARP,₺19.500,Kadin,301,M301088873-0047-0042,19500.0,03,0.0,0.0,0.0
İSME ÖZEL İPEK TWILL EŞARP,₺19.500,Kadin,301,M301088874-0063-0070,19500.0,03,0.0,0.0,0.0
İSME ÖZEL İPEK TWILL EŞARP,₺19.500,Kadin,301,M301088875-0070-0079,19500.0,03,0.0,0.0,0.0
ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301118025-0022-0038,12500.0,03,0.0,0.0,0.0
ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301118025-0069-0066,12500.0,03,0.0,0.0,0.0
ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301118025-0104-0014,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123671-0069-0066,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123671-0104-0014,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123674-0010-0058,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123674-0022-0056,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123674-0069-0066,12500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301123687-0027-0078,12500.0,03,0.0,0.0,0.0
AÇIK GRİ ÇİÇEK DESENLİ TWILL EŞARP,₺12.500,Kadin,301,M301132027-0010-0047,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ YÜN İPEK ŞAL,₺6.250,Kadin,301,M301142879-0041,6250.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142884-0014-0004,29500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142884-0038-0029,29500.0,03,0.0,0.0,0.0
ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142884-0055-0104,29500.0,03,0.0,0.0,0.0
ANİMAL FİGÜRLÜ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142887-0005,29500.0,03,0.0,0.0,0.0
ŞAL DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142889-0078,29500.0,03,0.0,0.0,0.0
OBJE DESENLİ KAŞMİR İPEK ŞAL,₺29.500,Kadin,301,M301142891-0014,29500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216361-0026-0002,12500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216361-0047-0022,12500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216361-0104-0020,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216365-0002-0004,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216365-0041-0042,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216365-0073-0022,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301216365-0103-0022,12500.0,03,0.0,0.0,0.0
GEOMETRİK DESENLİ TWILL İPEK ŞAL,₺7.250,Kadin,301,M301233950-0014,7250.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301233960-0041-0068,12500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301233960-0047-0062,12500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301233960-0078,12500.0,03,0.0,0.0,0.0
OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301233960-0104-0055,12500.0,03,0.0,0.0,0.0
ŞAL DESENLİ VUAL İPEK EŞARP,₺10.500,Kadin,301,M301233964-0047,10500.0,03,0.0,0.0,
ŞAL DESENLİ VUAL İPEK EŞARP,₺10.500,Kadin,301,M301233964-0055,10500.0,03,0.0,0.0,
ŞAL DESENLİ VUAL İPEK EŞARP,₺10.500,Kadin,301,M301233964-0104,10500.0,03,0.0,0.0,
SİYAH ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294425-0002,12500.0,03,0.0,0.0,0.0
AÇIK GRİ ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294425-0010,12500.0,03,0.0,0.0,0.0
EKRU ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294425-0027,12500.0,03,0.0,0.0,0.0
TURUNCU ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294425-0078,12500.0,03,0.0,0.0,0.0
AÇIK GRİ MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294529-0010-0006,12500.0,03,0.0,0.0,0.0
VİZON MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294529-0022-0079,12500.0,03,0.0,0.0,0.0
MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294529-0038-0036,12500.0,03,0.0,0.0,0.0
AÇIK MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294529-0047-0099,12500.0,03,0.0,0.0,0.0
AÇIK GRİ OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294537-0010-0058,12500.0,03,0.0,0.0,0.0
VİZON OBJE DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294537-0022-0063,12500.0,03,0.0,0.0,0.0
VİZON ANIMAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294539-0022,12500.0,03,0.0,0.0,0.0
MAVİ ANIMAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294539-0038,12500.0,03,0.0,0.0,0.0
SOMON ANIMAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294539-0068,12500.0,03,0.0,0.0,0.0
AÇIK CAMEL ANIMAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294539-0118,12500.0,03,0.0,0.0,0.0
AÇIK GRİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294543-0010-0035,12500.0,03,0.0,0.0,0.0
EKRU GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294543-0027-0107,12500.0,03,0.0,0.0,0.0
TURUNCU GEOMETRİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294543-0078-0107,12500.0,03,0.0,0.0,0.0
GÜL KURUSU ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294546-0070-0029,12500.0,03,0.0,0.0,0.0
KOYU BEJ ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294546-0104-0099,12500.0,03,0.0,0.0,0.0
VİZON ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294549-0022-0070,12500.0,03,0.0,0.0,0.0
SOMON ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294549-0068-0046,12500.0,03,0.0,0.0,0.0
AÇIK PEMBE ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294549-0069-0066,12500.0,03,0.0,0.0,0.0
VİZON ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294552-0022,12500.0,03,0.0,0.0,0.0
AÇIK YEŞİL ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294552-0035,12500.0,03,0.0,0.0,0.0
LACİVERT ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294552-0041,12500.0,03,0.0,0.0,0.0
AÇIK PEMBE ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294552-0069,12500.0,03,0.0,0.0,0.0
MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294557-0038,12500.0,03,0.0,0.0,0.0
AÇIK MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294557-0047,12500.0,03,0.0,0.0,0.0
EKRU ETNİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294561-0027-0037,12500.0,03,0.0,0.0,0.0
AÇIK PEMBE ETNİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294561-0069-0036,12500.0,03,0.0,0.0,0.0
KOYU BEJ ETNİK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301294561-0104-0020,12500.0,03,0.0,0.0,0.0
TURUNCU ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301296470-0078,12500.0,03,0.0,0.0,0.0
BEYAZ BATİK ETAMİN VUAL EŞARP,₺9.500,Kadin,301,M301296474-0012-0055,9500.0,03,0.0,0.0,0.0
AÇIK MAVİ BATİK ETAMİN VUAL EŞARP,₺9.500,Kadin,301,M301296474-0047,9500.0,03,0.0,0.0,
AÇIK PEMBE BATİK ETAMİN VUAL EŞARP,₺9.500,Kadin,301,M301296474-0069,9500.0,03,0.0,0.0,0.0
KOYU BEJ BATİK ETAMİN VUAL EŞARP,₺9.500,Kadin,301,M301296474-0104,9500.0,03,0.0,0.0,
LACİVERT OBJE DESENLİ TWILL İPEK GAVROŞ,₺8.950,Kadin,301,M301297022-0041,8950.0,03,0.0,0.0,0.0
AÇIK PEMBE OBJE DESENLİ TWILL İPEK GAVROŞ,₺8.950,Kadin,301,M301297022-0069,8950.0,03,0.0,0.0,0.0
TURUNCU OBJE DESENLİ TWILL İPEK GAVROŞ,₺8.950,Kadin,301,M301297022-0078,8950.0,03,0.0,0.0,0.0
AÇIK GRİ ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297023-0010,12500.0,03,0.0,0.0,0.0
AÇIK MAVİ ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297023-0047,12500.0,03,0.0,0.0,0.0
NAR ÇİÇEĞİ ŞAL DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297023-0058,12500.0,03,0.0,0.0,0.0
KOYU BEJ ŞAL DESENLİ VUAL ŞAL,₺12.500,Kadin,301,M301297032-0104,12500.0,03,0.0,0.0,
MAVİ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297035-0038,12500.0,03,0.0,0.0,0.0
NAR ÇİÇEĞİ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297035-0058,12500.0,03,0.0,0.0,0.0
KOYU BEJ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301297035-0104,12500.0,03,0.0,0.0,0.0
MAVİ ŞAL DESENLİ VUAL İPEK ŞAL,₺12.500,Kadin,301,M301297039-0038-0021,12500.0,03,0.0,0.0,0.0
TURUNCU ŞAL DESENLİ VUAL İPEK ŞAL,₺12.500,Kadin,301,M301297039-0078-0072,12500.0,03,0.0,0.0,0.0
AÇIK YEŞİL MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301305726-0035-0072,12500.0,03,0.0,0.0,0.0
AÇIK MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301305726-0047-0079,12500.0,03,0.0,0.0,0.0
KOYU BEJ MANZARA DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301305726-0104-0055,12500.0,03,0.0,0.0,0.0
AÇIK YEŞİL MANZARA DESENLİ TWILL İPEK BANDANA,₺7.500,Kadin,301,M301305730-0035,7500.0,03,0.0,0.0,0.0
MAVİ MANZARA DESENLİ TWILL İPEK BANDANA,₺7.500,Kadin,301,M301305730-0038,7500.0,03,0.0,0.0,0.0
TURUNCU MANZARA DESENLİ TWILL İPEK BANDANA,₺7.500,Kadin,301,M301305730-0078,7500.0,03,0.0,0.0,0.0
KOYU BEJ MANZARA DESENLİ TWILL İPEK BANDANA,₺7.500,Kadin,301,M301305730-0104,7500.0,03,0.0,0.0,0.0
EKRU ESMERALDA ŞAL,₺10.500,Kadin,301,M301314381-0027,10500.0,03,0.0,32.075471698113205,32.075471698113205
SİYAH GEOMETRİK DESENLİ ESMERALDA EŞARP,₺9.500,Kadin,301,M301314395-0002,9500.0,03,0.0,0.0,0.0
EKRU GEOMETRİK DESENLİ ESMERALDA EŞARP,₺9.500,Kadin,301,M301314395-0027,9500.0,03,0.0,0.0,0.0
MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,₺12.500,Kadin,301,M301330336-0038-0022,12500.0,03,0.0,0.0,0.0
