date,product_id,product_name,category,tuik_category,price,relative_1d,relative_7d,relative_15d,relative_30d
2026-09-06,956140,lg 25ms550 b,,08,4499.0,0.0,0.0,12.503125781445368,12.503125781445368
2026-09-06,956656,marc jacobs daisy wild edp 100 ml kadin parfumu,,13,4346.32,0.0,13.718472004186278,0.22136545592059687,0.22136545592059687
2026-09-06,956922,arcelik ekolojik 21325 t,,05,40797.6,0.0,0.0,-0.3721611721611784,-4.003388315019185
2026-09-06,957341,grundig gac 09002,,05,24250.0,0.0,-1.0204081632653073,-1.0204081632653073,-1.0204081632653073
2026-09-06,959480,phixi ultimate upd4145,,08,782.8,0.0,29.089709762532976,29.089709762532976,29.089709762532976
2026-09-06,960964,simfer gusto sk 4643,,05,2149.14,0.0,-2.267394270122791,-2.267394270122791,-2.267394270122791
2026-09-06,961603,elba elb25 m3a 1 m,,08,159.57,0.0,0.0,0.0,0.0
2026-09-06,962043,coral high 16545 kabin boy valiz,,03,3399.96,0.0,1.190490362980512,1.190490362980512,1.190490362980512
2026-09-06,962187,smartberry z40,,08,4299.0,0.0,0.0,0.0,0.0
2026-09-06,962620,sage sgr820,,05,54860.7,3.3333333333333215,3.3333333333333215,3.3333333333333215,9.723594471889442
2026-09-06,962712,kress kuy02p,,05,3575.0,0.0,0.0,0.0,0.0
2026-09-06,962892,hoover hre h11a2tbe 17,,05,16449.0,0.0,0.0,-0.10384972762219613,-0.10384972762219613
2026-09-06,962969,newest m19,,08,399.0,0.0,-7.20930232558139,-8.904109589041099,-11.1358574610245
2026-09-06,962982,lexar thor oc,,08,24999.0,0.0,-7.407681765991336,-3.8463017808377242,-3.8463017808377242
2026-09-06,963393,lydsto w2 plus,,05,25999.0,0.0,0.0,0.0,-3.703840882995668
2026-09-06,963580,bucca juliet 180x200 cm,,05,32719.0,0.0,0.0,0.0,0.0
2026-09-06,963602,bucca luna 120x200 cm,,05,29719.0,0.0,0.0,0.0,0.0
2026-09-06,964642,devialet gemini ii,,08,32299.05,0.0,6.250195318603713,6.250195318603713,6.250195318603713
2026-09-06,965515,bood frekans 07,,09,7897.0,0.0,-2.505089562723539,-2.505089562723539,0.856842543528602
2026-09-06,966734,valeo m625,,09,61500.0,0.0,0.0,0.0,-0.8064516129032251
2026-09-06,967101,g skill ripjaws m5,,08,33016.0,0.0,0.0,0.0,0.8122137404580121
2026-09-06,967473,intel core ultra 9 285k,,08,27899.1,0.0,-6.968888592483912,-4.189657025683157,-3.0038486811226894
2026-09-06,967580,redmi pad pro 6gb 126 gb,,08,23801.5,0.0,0.7893254739552269,0.7893254739552269,-1.9953800733752969
2026-09-06,967790,karaca dijital gostergeli,,05,3153.3,0.0,,43.966579920558836,40.816326530612244
2026-09-06,967812,berghoff gem retro,,05,3610.0,0.0,-2.3268398268398216,2.2286410103927734,8.440973265244821
2026-09-06,967814,berghoff gem natural,,05,3600.0,0.0,-5.263157894736848,-2.967574997978484,-5.090822809838913
2026-09-06,968339,avocado siesta 85x180 cm,,05,3938.35,0.0,0.0,0.0,-4.787979885891103
2026-09-06,969445,hadron hdx7831,,08,635.5,0.0,0.0,0.0,5.262286121279369
2026-09-06,970012,lg f4y9ldp2z apbpltk,,05,50099.88,0.0,0.54361917758734,0.17371483414312383,0.13767464172211863
2026-09-06,970510,dahua ddr c300u32g32,,08,13047.0,0.0,0.0,7.018061912495699,1.0001703076375268
2026-09-06,970868,corby cx028 phoenix,,09,2389.0,0.0,0.0,9.336384439359268,8.590909090909093
2026-09-06,971090,senna 50snf9000u,,09,17940.0,0.0,1.098901098901095,0.0,0.0
2026-09-06,972122,panasonic kx tu110,,08,2920.0,0.0,-0.16582046942578144,4.694396339998641,-6.966667303881269
2026-09-06,972629,ninja creami deluxe 11 in 1,,05,24697.0,0.0,-0.012145748987857363,-0.008097493825665047,-6.8037735849056595
2026-09-06,973587,opalin p c misty 150x190 cm,,05,8739.0,0.0,0.0,0.0,1.995798319327724
