date,compare_date,n_products_current,n_matched_1d,avg_inflation_1d,basic_index_1d,median_inflation_1d,median_inflation_nonzero_1d,pct_increased_1d,pct_decreased_1d,pct_unchanged_1d,tuik_weighted_1d,n_matched_03_1d,avg_inflation_03_1d,basic_index_03_1d,median_inflation_03_1d,median_inflation_nonzero_03_1d,n_matched_05_1d,avg_inflation_05_1d,basic_index_05_1d,median_inflation_05_1d,median_inflation_nonzero_05_1d,n_matched_06_1d,avg_inflation_06_1d,basic_index_06_1d,median_inflation_06_1d,median_inflation_nonzero_06_1d,n_matched_08_1d,avg_inflation_08_1d,basic_index_08_1d,median_inflation_08_1d,median_inflation_nonzero_08_1d,n_matched_09_1d,avg_inflation_09_1d,basic_index_09_1d,median_inflation_09_1d,median_inflation_nonzero_09_1d,n_matched_13_1d,avg_inflation_13_1d,basic_index_13_1d,median_inflation_13_1d,median_inflation_nonzero_13_1d,n_matched_7d,avg_inflation_7d,basic_index_7d,median_inflation_7d,median_inflation_nonzero_7d,pct_increased_7d,pct_decreased_7d,pct_unchanged_7d,tuik_weighted_7d,n_matched_03_7d,avg_inflation_03_7d,basic_index_03_7d,median_inflation_03_7d,median_inflation_nonzero_03_7d,n_matched_05_7d,avg_inflation_05_7d,basic_index_05_7d,median_inflation_05_7d,median_inflation_nonzero_05_7d,n_matched_06_7d,avg_inflation_06_7d,basic_index_06_7d,median_inflation_06_7d,median_inflation_nonzero_06_7d,n_matched_08_7d,avg_inflation_08_7d,basic_index_08_7d,median_inflation_08_7d,median_inflation_nonzero_08_7d,n_matched_09_7d,avg_inflation_09_7d,basic_index_09_7d,median_inflation_09_7d,median_inflation_nonzero_09_7d,n_matched_13_7d,avg_inflation_13_7d,basic_index_13_7d,median_inflation_13_7d,median_inflation_nonzero_13_7d,n_matched_15d,avg_inflation_15d,basic_index_15d,median_inflation_15d,median_inflation_nonzero_15d,pct_increased_15d,pct_decreased_15d,pct_unchanged_15d,tuik_weighted_15d,n_matched_03_15d,avg_inflation_03_15d,basic_index_03_15d,median_inflation_03_15d,median_inflation_nonzero_03_15d,n_matched_05_15d,avg_inflation_05_15d,basic_index_05_15d,median_inflation_05_15d,median_inflation_nonzero_05_15d,n_matched_06_15d,avg_inflation_06_15d,basic_index_06_15d,median_inflation_06_15d,median_inflation_nonzero_06_15d,n_matched_08_15d,avg_inflation_08_15d,basic_index_08_15d,median_inflation_08_15d,median_inflation_nonzero_08_15d,n_matched_09_15d,avg_inflation_09_15d,basic_index_09_15d,median_inflation_09_15d,median_inflation_nonzero_09_15d,n_matched_13_15d,avg_inflation_13_15d,basic_index_13_15d,median_inflation_13_15d,median_inflation_nonzero_13_15d,n_matched_30d,avg_inflation_30d,basic_index_30d,median_inflation_30d,median_inflation_nonzero_30d,pct_increased_30d,pct_decreased_30d,pct_unchanged_30d,tuik_weighted_30d,n_matched_03_30d,avg_inflation_03_30d,basic_index_03_30d,median_inflation_03_30d,median_inflation_nonzero_03_30d,n_matched_05_30d,avg_inflation_05_30d,basic_index_05_30d,median_inflation_05_30d,median_inflation_nonzero_05_30d,n_matched_06_30d,avg_inflation_06_30d,basic_index_06_30d,median_inflation_06_30d,median_inflation_nonzero_06_30d,n_matched_08_30d,avg_inflation_08_30d,basic_index_08_30d,median_inflation_08_30d,median_inflation_nonzero_08_30d,n_matched_09_30d,avg_inflation_09_30d,basic_index_09_30d,median_inflation_09_30d,median_inflation_nonzero_09_30d,n_matched_13_30d,avg_inflation_13_30d,basic_index_13_30d,median_inflation_13_30d,median_inflation_nonzero_13_30d,n_matched_07_1d,avg_inflation_07_1d,basic_index_07_1d,median_inflation_07_1d,median_inflation_nonzero_07_1d,n_matched_07_7d,avg_inflation_07_7d,basic_index_07_7d,median_inflation_07_7d,median_inflation_nonzero_07_7d,n_matched_07_15d,avg_inflation_07_15d,basic_index_07_15d,median_inflation_07_15d,median_inflation_nonzero_07_15d,n_matched_07_30d,avg_inflation_07_30d,basic_index_07_30d,median_inflation_07_30d,median_inflation_nonzero_07_30d
2026-09-06,2026-08-07,973,968,0.33068227950125884,0.2947226347233656,0.0,2.040819034518404,5.371900826446281,1.5495867768595042,93.07851239669421,0.3534248974882966,24,0.0,0.0,0.0,,336,0.6065253639487099,0.2663479933172619,0.0,3.3333333333333215,107,-0.11088357593663664,-0.04640787353489273,0.0,-3.551449597085532,284,0.012803558164337793,0.1522065294562447,0.0,1.2632014909919276,70,1.1175846052188763,0.41298336218715814,0.0,6.569287243805444,147,0.3150022721882915,1.4911096663102308,0.0,1.261937244201916,937,0.11578244693013162,-0.054340199415880974,0.0,-0.7837930282514505,24.653148345784416,31.270010672358588,44.07684098185699,0.2877931096614812,23,1.0495756176763227,-1.8568079366649726,0.0,1.1904913753160273,327,-0.259377869631846,-0.034638075405513113,0.0,-1.63612565445026,104,-0.35100278577036764,-0.25498634776386364,0.0,-1.1235955056179692,272,0.4168804532726644,0.0007747110977396332,0.0,0.3315110048995429,71,-0.35171684145020904,-0.5654351535872348,0.0,0.6031416388661892,140,0.8374941364964992,1.2527795422248023,0.0,-2.045255008380553,921,1.0744975615507513,0.058708560305209545,0.0,0.09817938570236828,30.836047774158526,29.75027144408252,39.413680781758956,0.9550327873660871,22,1.5934023114490081,-1.5496675381007186,0.0,0.6955215735625186,323,0.38992340297691586,-0.4192392389574029,0.0,-1.0061072895142964,102,0.46083590864745516,0.9620270132202569,0.0,0.4447836521493498,266,2.0733108172267274,0.7434810820502014,0.0,0.9464680860821639,70,-0.8346804514353703,-0.6901670819991268,0.0,-0.7099519818087985,138,2.09082489645613,1.4213276952391052,0.0,0.7952286282306265,903,1.6760913711941048,1.0895136829273122,0.0,1.1019002179219917,39.53488372093023,33.33333333333333,27.131782945736433,1.3165481580017633,22,0.6046452549507919,-1.2507243833877357,0.0,-0.1812831957708927,316,0.9307732982669183,0.8377752947193562,0.0,-0.08110009364595827,99,1.6888505867039554,3.7325374341762307,0.0,2.168632459369446,263,2.0212358844363254,1.1636099660051524,0.0,1.2411779021659797,67,0.15127787381460836,0.3554996032317348,0.0,0.5459459581077852,136,3.6556403462572726,2.711096095308263,0.0,2.2727272727272707,,,,,,,,,,,,,,,,,,,,
