District,Rooms,Price
Merkez / Köyler,1+1,14500.0
Merkez,2+0,17000.0
Turhal,2+1,10000.0
Merkez / Karşıyaka,2+0,14000.0
Merkez,1+1,14000.0
Merkez,2+1,15500.0
Merkez,3+1,18000.0
Merkez,1+1,16000.0
Merkez,2+1,10500.0
Erbaa,3+1,15000.0
Merkez,2+1,10000.0
Merkez,2+1,16000.0
Merkez,2+1,18000.0
Merkez,2+1,14500.0
Merkez,2+0,18000.0
Merkez,2+1,6500.0
Merkez,1+1,18500.0
Merkez,5+1,16000.0
Merkez,2+1,14000.0
Merkez / Karşıyaka,2+0,16250.0
Merkez,2+1,15000.0
Erbaa,3+1,15500.0
Turhal,2+1,16000.0
Merkez / Köyler,2+1,18000.0
Merkez,2+1,18000.0
Merkez,3+1,18000.0
Merkez,2+0,19000.0
Merkez,1+1,17000.0
Merkez / Karşıyaka,1+1,18000.0
Zile,2+0,15000.0
Merkez,1+1,16500.0
Merkez,2+1,16750.0
Merkez,2+1,14000.0
Merkez,2+0,15000.0
Niksar,2+1,18500.0
Merkez / Karşıyaka,2+1,12500.0
Merkez,3+1,15000.0
Erbaa,2+1,17000.0
Merkez,1+1,15500.0
Merkez,2+1,11000.0
Merkez,2+0,14500.0
Merkez,2+1,13000.0
Merkez,2+1,11500.0
Merkez,1+1,15500.0
Merkez / Karşıyaka,1+1,15100.0
Merkez,3+1,16000.0
Merkez,3+1,19500.0
Merkez,3+1,18500.0
Merkez,1+1,17000.0
Turhal,2.5+1,12000.0
Merkez,3+1,15000.0
Merkez,1+1,16000.0
Niksar,1+1,15000.0
Merkez / Köyler,2+1,15500.0
Merkez,2+1,14000.0
Zile,4+1,18000.0
Merkez,1+1,13000.0
Erbaa,2+1,16000.0
Merkez / Köyler,2+0,11750.0
Merkez,1+1,19000.0
Erbaa,3+1,18000.0
Merkez / Köyler,1+1,12000.0
Merkez,3+1,15500.0
Merkez,2+1,16000.0
Merkez,2+1,11000.0
Merkez,1+1,15000.0
Merkez / Karşıyaka,1+1,18000.0
Merkez,2+1,13500.0
Merkez / Karşıyaka,2+0,18000.0
Merkez,3+1,18500.0
Niksar,1+1,15000.0
Pazar,2.5+1,17000.0
Merkez,2+1,15000.0
Merkez,2+1,15000.0
Niksar,2+1,14500.0
Merkez,1+1,11000.0
Turhal,2.5+1,16000.0
Merkez,3+1,18000.0
Zile,2+1,14000.0
Merkez,2+1,8500.0
Merkez,2+1,15500.0
Erbaa,2+1,15000.0
Niksar,2+0,16000.0
Merkez,2+1,15500.0
Merkez,1+1,14000.0
Merkez,1+1,12500.0
Merkez,3+1,18500.0
Pazar,1+1,11500.0
Merkez,2+1,16500.0
Zile,2+1,15000.0
Erbaa,3+1,18000.0
Zile,2+1,15500.0
Merkez / Köyler,1+1,14000.0
Niksar,1+1,14000.0
Merkez,1+1,15500.0
Zile,2+1,18000.0
Turhal,2+1,16000.0
Merkez / Köyler,2+1,14000.0
Merkez,Stüdyo (1+0),15000.0
Merkez,1+1,18000.0
Merkez / Perakende,2+0,15500.0
Merkez,1+1,13000.0
Merkez,2+1,15000.0
Merkez,2+1,18500.0
Merkez / Karşıyaka,2+1,14000.0
Merkez / Köyler,2+1,14500.0
Merkez,2+0,14500.0
Merkez,2+1,17000.0
Merkez,1+1,16500.0
Merkez,2+1,19000.0
Merkez,1+1,16000.0
Merkez,2+0,15500.0
Merkez,1+1,16500.0
Merkez,1+1,16000.0
Turhal,2+1,18500.0
Turhal,2+1,18000.0
Merkez,1+1,15000.0
Niksar,3+1,16500.0
Merkez,2+1,12500.0
Merkez,2+1,17000.0
Zile,1+1,18000.0
Merkez,1+1,18000.0
Merkez,2+0,18000.0
Merkez,1+1,16000.0
Merkez,2+1,16250.0
Turhal,2.5+1,15000.0
Turhal,2+1,15500.0
Merkez,1+1,15000.0
Merkez,1+1,19000.0
Merkez / Karşıyaka,2+0,14500.0
Merkez,2+1,17500.0
Merkez,1+1,14500.0
Merkez,1+1,17000.0
Merkez / Perakende,1+1,15000.0
Turhal,3+1,15000.0
Zile,3+1,17000.0
Merkez,1+1,16000.0
Merkez,1+1,19000.0
Merkez,1+1,15750.0
Merkez,2+1,10750.0
Merkez,3+1,17000.0
Merkez,2+1,14000.0
Merkez,2+1,13000.0
Merkez / Perakende,2+1,14000.0
Merkez / Karşıyaka,1+1,16500.0
Merkez,2+0,16000.0
Merkez,1+1,15000.0
Merkez,2+1,13000.0
Merkez,2+1,14000.0
Merkez / Karşıyaka,2+1,14500.0
Merkez,2+1,18400.0
Merkez,2+1,15000.0
