District,Rooms,Price
Merkez,2+1,19.000 TL
Merkez / Köyler,2+1,18.500 TL
Merkez / Karşıyaka,2+0,12.500 TL
Merkez,2+1,19.000 TL
Merkez,1+1,16.750 TL
Erbaa,2+1,13.000 TL
Merkez,1+1,15.500 TL
Merkez,3+1,16.000 TL
Merkez,1+1,17.000 TL
Merkez / Karşıyaka,1+1,18.500 TL
Turhal,2+1,12.000 TL
Merkez / Perakende,1+1,15.000 TL
Merkez,3+1,18.000 TL
Merkez,2.5+1,17.500 TL
Merkez,3+1,15.000 TL
Merkez,1+1,18.250 TL
Merkez,1+1,15.000 TL
Merkez,2+1,11.000 TL
Merkez / Karşıyaka,1+1,9.000 TL
Erbaa,1+1,15.000 TL
Merkez,2+1,18.000 TL
Merkez,1+1,15.000 TL
Merkez,1+1,19.000 TL
Merkez,2+1,10.000 TL
Merkez,2+0,12.500 TL
Merkez / Karşıyaka,5+2,16.000 TL
Turhal,2+1,18.250 TL
Zile,3+1,17.000 TL
Merkez,3+1,16.000 TL
Merkez,2+0,14.000 TL
Merkez,1+1,19.500 TL
Merkez,1+1,18.500 TL
Merkez,3+1,17.000 TL
Merkez,1+1,18.500 TL
Turhal,3+1,15.500 TL
Merkez,1+1,18.000 TL
Merkez,2+1,15.250 TL
Merkez,Stüdyo (1+0),12.500 TL
Merkez / Karşıyaka,3+1,10.000 TL
Merkez,2+1,13.500 TL
Merkez,2+0,11.000 TL
Niksar,1+1,8.000 TL
Merkez,1+1,16.500 TL
Turhal,3+1,13.500 TL
Merkez,Stüdyo (1+0),14.000 TL
Merkez,1+1,15.000 TL
Merkez,3+1,15.000 TL
Merkez,2+1,15.000 TL
Merkez,2+1,19.000 TL
Merkez,1+1,17.000 TL
Merkez,1+1,18.000 TL
Merkez,2+0,16.500 TL
Merkez,1+1,15.000 TL
Merkez,1+1,15.000 TL
Merkez / Köyler,3+1,12.000 TL
Merkez / Köyler,2.5+1,17.000 TL
Merkez / Karşıyaka,2+1,14.500 TL
Merkez / Karşıyaka,1+1,15.500 TL
Merkez,2+1,15.500 TL
Merkez,2+0,15.250 TL
Erbaa,3+1,18.000 TL
Merkez / Köyler,3+1,18.500 TL
Merkez,2+0,14.500 TL
Merkez,1+1,17.000 TL
Merkez / Köyler,3+1,17.500 TL
Merkez,2+1,14.500 TL
Merkez,1+1,13.000 TL
Merkez,2+1,16.000 TL
Merkez,1+1,12.500 TL
Merkez,1+1,12.000 TL
Merkez / Karşıyaka,2+0,13.000 TL
Merkez / Köyler,3+1,19.000 TL
Merkez,Stüdyo (1+0),12.000 TL
Erbaa,3+1,17.000 TL
Turhal,3+1,18.500 TL
Merkez,2+1,15.000 TL
Merkez,1+1,18.500 TL
Merkez,1+1,13.000 TL
Merkez,2+1,14.000 TL
Merkez,3+1,18.000 TL
Merkez,1+1,17.500 TL
Merkez,2+1,16.000 TL
Merkez / Köyler,1+1,16.000 TL
Merkez,1+1,16.000 TL
Merkez,2+1,16.500 TL
Merkez,1+1,16.000 TL
Merkez,Stüdyo (1+0),11.000 TL
Merkez,1+1,16.000 TL
Merkez / Karşıyaka,2+1,18.000 TL
Merkez,1+1,18.000 TL
Niksar,3+1,16.500 TL
Merkez,3+1,18.000 TL
Merkez,3+1,19.000 TL
Merkez,2+1,15.000 TL
Merkez,2+1,13.000 TL
Merkez,2+1,17.000 TL
Merkez,1+1,15.000 TL
Merkez,2+0,13.500 TL
Merkez,2+0,13.750 TL
Merkez,2+1,14.999 TL
Merkez,1+1,16.000 TL
Merkez,1+1,16.100 TL
Merkez,1+1,14.000 TL
Merkez / Karşıyaka,2+0,14.000 TL
Reşadiye,3+1,17.000 TL
Merkez / Perakende,3+1,14.000 TL
Niksar,3+1,18.000 TL
Merkez,2+0,16.000 TL
Merkez,1+1,18.000 TL
Merkez / Karşıyaka,2+1,15.000 TL
Merkez,2+0,14.500 TL
Merkez,2.5+1,18.000 TL
Merkez,3+1,19.500 TL
Merkez,3+1,15.500 TL
Merkez,1+1,14.000 TL
Merkez,3+1,12.500 TL
Merkez,2+1,18.000 TL
Erbaa,3+1,16.000 TL
Merkez / Karşıyaka,2+0,18.000 TL
Merkez,1+1,19.000 TL
Merkez,3+1,15.500 TL
Merkez / Karşıyaka,1+1,19.500 TL
Merkez,1+1,12.500 TL
Merkez,1+1,18.500 TL
Merkez / Karşıyaka,2+1,16.000 TL
Merkez,2+1,4.500 TL
Merkez,2+1,15.000 TL
Merkez / Köyler,3+1,18.000 TL
Merkez,2+0,14.000 TL
Zile,2+1,14.000 TL
Merkez,1+1,13.000 TL
Merkez,2+1,18.000 TL
Merkez,1+1,15.250 TL
Merkez,2+1,15.500 TL
Merkez,2+1,13.000 TL
Merkez,1+1,15.500 TL
Merkez,2+1,11.500 TL
Merkez,2+1,16.500 TL
Turhal,2+1,17.000 TL
Merkez / Karşıyaka,1+1,19.000 TL
Niksar / Merkez,2+1,11.000 TL
Turhal,2+1,7.500 TL
Merkez / Köyler,1+1,16.500 TL
Merkez,3+1,15.000 TL
Merkez,3+1,17.500 TL
Merkez,1+1,12.500 TL
Merkez,1+1,10.000 TL
Merkez,1+1,16.000 TL
Merkez,2+1,15.750 TL
Merkez,2+1,16.000 TL
Merkez,2+1,14.000 TL
Merkez,2+1,16.500 TL
Merkez,1+1,16.500 TL
Merkez,3+1,13.000 TL
Niksar,2+1,15.000 TL
Merkez / Karşıyaka,1+1,19.500 TL
Merkez,1+1,18.000 TL
Zile,2+1,14.000 TL
Merkez,1+1,13.000 TL
Merkez,2+1,10.000 TL
Erbaa,2+1,18.000 TL
Turhal,3+1,15.000 TL
Merkez,1+1,17.000 TL
Turhal,3+1,15.000 TL
Turhal,2+1,18.500 TL
Merkez,1+1,13.000 TL
Turhal,2+1,10.000 TL
Merkez,2+1,16.000 TL
Merkez,3+1,15.500 TL
Merkez,2+0,12.000 TL
Merkez,2+1,13.000 TL
Merkez,Stüdyo (1+0),12.500 TL
Erbaa,3+1,15.000 TL
Merkez,3+1,14.000 TL
Merkez,3+1,19.000 TL
Merkez / Köyler,2+1,18.000 TL
Merkez,3+1,11.000 TL
Zile,2+1,6.000 TL
Merkez,3+1,14.000 TL
Merkez,2+0,17.000 TL
Merkez,2.5+1,18.000 TL
Merkez,2+1,15.000 TL
Merkez / Karşıyaka,1+1,13.000 TL
Merkez / Köyler,3+1,12.700 TL
Merkez / Karşıyaka,1+1,16.000 TL
Merkez / Karşıyaka,3+1,15.000 TL
Merkez,2+1,9.000 TL
Merkez,1+1,18.500 TL
Niksar,1+1,15.500 TL
Merkez,1+1,17.500 TL
Merkez / Karşıyaka,2+0,13.500 TL
Merkez,1+1,15.000 TL
Merkez,2+1,16.000 TL
Merkez,3+1,17.000 TL
Merkez,1+1,16.000 TL
Merkez / Perakende,1+1,12.000 TL
Merkez,1+1,15.500 TL
Merkez,2+0,18.000 TL
Merkez,1+1,15.500 TL
Merkez,1+1,17.500 TL
Niksar,2+1,10.000 TL
Merkez,2+1,7.000 TL
Merkez,1+1,19.000 TL
Merkez,3+1,18.500 TL
Merkez,1+1,12.000 TL
Merkez / Köyler,1+1,12.000 TL
Almus / Ormandibi,1+1,12.000 TL
Merkez,3+1,16.250 TL
Merkez,1+1,16.500 TL
Zile,3+1,10.000 TL
Niksar,1+1,12.500 TL
Merkez,2+1,16.000 TL
Merkez,2+1,18.000 TL
Merkez,2+1,18.000 TL
Merkez,2+0,16.000 TL
Merkez / Karşıyaka,1+1,16.500 TL
Merkez,3+1,15.500 TL
Erbaa,3+1,13.000 TL
Merkez,2+1,15.000 TL
Merkez,2+1,15.000 TL
Erbaa,1+1,13.500 TL
Merkez,2+1,18.000 TL
Merkez,2+1,10.000 TL
Merkez,2+1,14.500 TL
Erbaa,3+1,18.000 TL
Merkez / Köyler,1+1,17.000 TL
Merkez,3+1,18.000 TL
Merkez / Karşıyaka,3+1,16.000 TL
Merkez,2+0,9.000 TL
Zile,3+1,15.000 TL
Erbaa,2+1,12.000 TL
Turhal,3+1,15.000 TL
Zile,2+0,8.500 TL
Merkez,2+0,11.750 TL
Merkez,2+0,17.500 TL
Merkez / Köyler,2+1,16.000 TL
Merkez,3+1,13.000 TL
Zile,1+1,13.500 TL
Merkez,1+1,16.000 TL
Merkez,2+1,9.000 TL
Merkez,1+1,11.000 TL
Merkez,3+1,19.000 TL
Merkez,2+1,15.000 TL
Merkez / Köyler,2+0,11.750 TL
Merkez,1+1,13.000 TL
Turhal,2+1,8.000 TL
Merkez,3+1,17.000 TL
Merkez,1+1,17.000 TL
Pazar,1+1,11.500 TL
Merkez,1+1,16.000 TL
Merkez,2+1,13.500 TL
Merkez,2+1,17.000 TL
Merkez,1+1,16.500 TL
Merkez,Stüdyo (1+0),18.000 TL
Merkez,1.5+1,14.500 TL
Merkez,1+1,14.000 TL
Merkez / Karşıyaka,2+1,18.000 TL
Merkez,1+1,15.500 TL
Merkez,2+1,15.000 TL
Merkez,2+1,13.000 TL
Merkez,2+1,14.750 TL
Merkez,3+1,17.000 TL
Merkez,3+1,15.000 TL
Merkez,1+1,12.000 TL
Merkez,2+0,15.000 TL
Merkez,1+1,14.000 TL
Merkez,2+0,17.500 TL
Merkez,1+1,15.500 TL
Merkez / Karşıyaka,1+1,13.500 TL
Merkez,2+0,18.000 TL
Merkez,2+1,16.000 TL
Merkez,1+1,16.500 TL
Turhal,2.5+1,15.000 TL
Merkez,3+1,13.000 TL
Erbaa,3+1,19.000 TL
Merkez,3+1,13.850 TL
Merkez,Stüdyo (1+0),15.000 TL
Zile,3+1,15.000 TL
Merkez / Karşıyaka,1+1,16.500 TL
Merkez,3+1,15.000 TL
Merkez,1+1,15.000 TL
Merkez,2+1,15.250 TL
Merkez,1+1,10.250 TL
Merkez,1+1,13.500 TL
Merkez,2+1,13.500 TL
Merkez,1+1,14.000 TL
Merkez,2+1,18.500 TL
Merkez,3+1,18.750 TL
Merkez,2+1,10.000 TL
Merkez / Köyler,1+1,17.500 TL
Merkez / Perakende,2+0,15.500 TL
Merkez,Stüdyo (1+0),11.500 TL
Merkez,1+1,12.400 TL
Merkez,1+1,15.250 TL
Merkez,1+1,10.000 TL
Merkez,2+1,9.750 TL
Turhal,3+1,19.000 TL
Merkez,1+1,19.000 TL
Merkez / Karşıyaka,1+1,15.500 TL
Merkez,1+1,12.000 TL
Merkez,3+1,15.000 TL
Merkez,2+0,15.000 TL
Merkez,2+1,16.500 TL
Merkez,1+1,10.000 TL
Merkez,1+1,17.500 TL
Merkez / Köyler,3+1,15.000 TL
Merkez / Köyler,Stüdyo (1+0),15.000 TL
Merkez,3+1,19.000 TL
Merkez / Karşıyaka,1+1,15.000 TL
Merkez,1+1,14.000 TL
Merkez,2+0,15.000 TL
Niksar / Merkez,2+1,9.750 TL
Merkez,2+0,15.000 TL
Merkez,2+1,15.500 TL
Merkez,2+1,14.000 TL
Merkez / Perakende,2+1,15.000 TL
Merkez,2+1,14.000 TL
Merkez,2+1,18.000 TL
Merkez,2+1,11.000 TL
Merkez / Karşıyaka,2+0,14.000 TL
Merkez,1+1,16.000 TL
Zile,2+1,15.500 TL
Merkez / Perakende,2+0,14.000 TL
Merkez,1+1,13.000 TL
Merkez,3+1,18.000 TL
Merkez,1+1,15.100 TL
Merkez,1+1,15.000 TL
Merkez,1+1,18.000 TL
Erbaa,2+1,15.000 TL
Merkez,Stüdyo (1+0),12.100 TL
Merkez,1+1,19.000 TL
Merkez / Karşıyaka,3+1,17.000 TL
Merkez,3+1,18.000 TL
Erbaa,2+1,13.500 TL
Merkez / Perakende,2+0,17.000 TL
Turhal,2+1,16.000 TL
Merkez,1+1,16.500 TL
