District,Rooms,Price
Merkez,1+1,16750.0
Merkez,1+1,15100.0
Merkez / Karşıyaka,2+0,14000.0
Merkez,1+1,18100.0
Merkez,1+1,16250.0
Zile,3+1,10000.0
Merkez,2+1,12000.0
Merkez,1+1,16100.0
Merkez,2+1,15000.0
Merkez,3+1,18000.0
Merkez,1+1,14000.0
Merkez,2+1,19000.0
Merkez / Köyler,1+1,16500.0
Merkez,3+1,18500.0
Merkez / Karşıyaka,1+1,19000.0
Zile,3+1,16500.0
Merkez,1+1,12000.0
Merkez,2+1,11000.0
Merkez,2+0,16000.0
Merkez,3+1,14500.0
Merkez,3+1,15500.0
Merkez,1+1,15250.0
Merkez,1+1,13500.0
Merkez,2+0,15000.0
Merkez,1+1,14000.0
Merkez / Köyler,3+1,18000.0
Merkez / Karşıyaka,3+1,14000.0
Merkez,2+0,15000.0
Merkez,2+0,14500.0
Merkez,2.5+1,18000.0
Merkez / Perakende,2+1,18000.0
Merkez,2+1,15000.0
Merkez / Karşıyaka,3+1,13000.0
Merkez,2+1,15000.0
Merkez,2+1,17000.0
Merkez,1+1,18000.0
Erbaa,2+1,15000.0
Merkez,Stüdyo (1+0),15000.0
Merkez,3+1,12500.0
Zile,1+1,18000.0
Merkez,1+1,16250.0
Merkez / Karşıyaka,2+1,11000.0
Merkez / Karşıyaka,3+1,18000.0
Merkez,3+1,13250.0
Merkez,2.5+1,10500.0
Merkez,3+1,18000.0
Merkez,2+1,17500.0
Merkez,1+1,18500.0
Merkez / Karşıyaka,3+1,16500.0
Zile,2+1,14000.0
Merkez,1+1,16750.0
Merkez,1+1,15100.0
Merkez / Karşıyaka,2+0,14000.0
Merkez,1+1,18100.0
Merkez,1+1,16250.0
Zile,3+1,10000.0
Merkez,2+1,12000.0
Merkez,1+1,16100.0
Merkez,2+1,15000.0
Merkez,3+1,18000.0
Merkez,1+1,14000.0
Merkez,2+1,19000.0
Merkez / Köyler,1+1,16500.0
Merkez,3+1,18500.0
Merkez / Karşıyaka,1+1,19000.0
Zile,3+1,16500.0
Merkez,1+1,12000.0
Merkez,2+1,11000.0
Merkez,2+0,16000.0
Merkez,3+1,14500.0
Merkez,3+1,15500.0
Merkez,1+1,15250.0
Merkez,1+1,13500.0
Merkez,2+0,15000.0
Merkez,1+1,14000.0
Merkez / Köyler,3+1,18000.0
Merkez / Karşıyaka,3+1,14000.0
Merkez,2+0,15000.0
Merkez,2+0,14500.0
Merkez,2.5+1,18000.0
Merkez / Perakende,2+1,18000.0
Merkez,2+1,15000.0
Merkez / Karşıyaka,3+1,13000.0
Merkez,2+1,15000.0
Merkez,2+1,17000.0
Merkez,1+1,18000.0
Erbaa,2+1,15000.0
Merkez,Stüdyo (1+0),15000.0
Merkez,3+1,12500.0
Zile,1+1,18000.0
Merkez,1+1,16250.0
Merkez / Karşıyaka,2+1,11000.0
Merkez / Karşıyaka,3+1,18000.0
Merkez,3+1,13250.0
Merkez,2.5+1,10500.0
Merkez,3+1,18000.0
Merkez,2+1,17500.0
Merkez,1+1,18500.0
Merkez / Karşıyaka,3+1,16500.0
Zile,2+1,14000.0
Merkez,1+1,13500.0
Merkez,1+1,15500.0
Merkez,1+1,15000.0
