Ana Kategori,Kategori ID,Stok Kodu,Ürün Adı,Fiyat,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d
Kadin,30701,M405348665-0085-0025,ÇOK RENKLİ ELBİSE,104950.0,03,0.0,0.0,0.0
Kadin,30701,M405348670-0025-0021,KREM ÇANTA,60250.0,03,0.0,0.0,0.0
Kadin,30701,M405348671-0089-0085,NATÜREL ÇANTA,41950.0,03,0.0,0.0,
Kadin,30701,M405348672-0020-0085,AÇIK KAHVE ÇANTA,48950.0,03,0.0,0.0,0.0
Kadin,30701,M405348673-0020,AÇIK KAHVE ÇANTA,41950.0,03,0.0,0.0,0.0
Kadin,30701,M405348681-0021,BEJ ELBİSE,73950.0,03,0.0,0.0,0.0
Kadin,30701,M405348687-0072-0085,SARI ELBİSE,67950.0,03,0.0,0.0,0.0
Kadin,30701,M405348690-0025-0085,KREM BLUZ,57950.0,03,0.0,0.0,0.0
Kadin,30701,M405348696-0025-0085,KREM BLUZ,110950.0,03,0.0,0.0,0.0
Kadin,30701,M405348698-0025-0085,KREM ETEK,144950.0,03,0.0,0.0,0.0
Kadin,30701,M405348699-0025-0085,KREM ELBİSE,223950.0,03,0.0,0.0,0.0
Kadin,30701,M405348700-0047-0025,AÇIK MAVİ ELBİSE,99950.0,03,0.0,0.0,0.0
Kadin,30701,M405348702-0071-0025,PUDRA ELBİSE,67950.0,03,0.0,0.0,0.0
Kadin,30701,M405348704-0069-0064,AÇIK PEMBE ELBİSE,47350.0,03,0.0,0.0,0.0
Kadin,30701,M405348706-0025,KREM ELBİSE,124250.0,03,0.0,0.0,0.0
Kadin,30701,M405348707-0025-0063,KREM GÖMLEK,54250.0,03,0.0,0.0,0.0
Kadin,30701,M405348708-0025-0063,KREM PANTOLON,50950.0,03,0.0,0.0,0.0
Kadin,30701,M405348709-0106-0064,AÇIK KREM ELBİSE,70950.0,03,0.0,0.0,0.0
Kadin,30701,M405348710-0047-0025,AÇIK MAVİ MAYO,24950.0,03,0.0,0.0,0.0
Kadin,30701,M405348714-0025,KREM ELBİSE,182950.0,03,0.0,0.0,0.0
Kadin,30701,M405348715-0025,KREM BLUZ,82450.0,03,0.0,0.0,0.0
Kadin,30701,M405348726-0020-0085,AÇIK KAHVE MAYO,19250.0,03,0.0,0.0,-3.508771929824561
Kadin,30701,M405348727-0018,TARÇIN MAYO,28450.0,03,0.0,0.0,0.0
Kadin,30701,M405348728-0015,KOYU KAHVE MAYO,24450.0,03,0.0,0.0,0.0
Kadin,30701,M405348729-0085-0071,ÇOK RENKLİ ŞAPKA,16950.0,03,0.0,0.0,0.0
Kadin,30701,M405348731-0047,AÇIK MAVİ ŞAPKA,16950.0,03,0.0,0.0,0.0
Kadin,30701,M405348733-0087,KOYU YEŞİL KEMER,21950.0,03,0.0,0.0,0.0
Kadin,30701,M405348735-0038-0025,MAVİ ÇEŞİTLİ AKSESUAR,9950.0,03,0.0,0.0,0.0
Kadin,30701,M405355738-0025-0056,KREM ÇİÇEK DESENLİ MİNİ ELBİSE,57950.0,03,0.0,0.0,
Kadin,30701,M405355741-0025-0078,KREM ÇİÇEK DESENLİ MİDİ ELBİSE,68450.0,03,0.0,0.0,
Kadin,30701,M405355744-0002-0021,SİYAH ÇİÇEK DESENLİ MİDİ ELBİSE,95950.0,03,0.0,0.0,
Kadin,30701,M405409121-0004,GRİ TRİKO,31950.0,03,0.0,0.0,0.0
Kadin,30701,M405509980-0012,BEYAZ BLUZ,13950.0,03,0.0,0.0,
Kadin,30701,M405509981-0012-0002,BEYAZ BLUZ,11950.0,03,0.0,0.0,
Kadin,30701,M405509988-0002,JEAN PANTOLON,23950.0,03,0.0,0.0,
Kadin,30701,M405510979-0014,JEAN PANTOLON,20450.0,03,0.0,0.0,
Kadin,30701,M405572522-0029,YEŞİL DANTELLİ ETEK,23950.0,03,0.0,0.0,
Kadin,30701,M405650307-0025-0014,KREM ELBİSE,87950.0,03,0.0,0.0,0.0
Kadin,30701,M405650308-0002-0027,SİYAH ELBİSE,41950.0,03,0.0,0.0,0.0
Kadin,30701,M405650309-0002-0027,SİYAH BLUZ,23950.0,03,0.0,0.0,0.0
Kadin,30701,M405650311-0025-0014,KREM BLUZ,48250.0,03,0.0,0.0,0.0
Kadin,30701,M405650313-0038,JEAN PANTOLON,47950.0,03,0.0,0.0,
Kadin,30701,M405653249-0047,JEAN PANTOLON,16450.0,03,0.0,0.0,0.0
Kadin,30701,M405653252-0005,JEAN PANTOLON,18950.0,03,0.0,0.0,0.0
Kadin,30701,M405662990-0069-0056,AÇIK PEMBE VİSKOZ ÇANTA,26950.0,03,0.0,0.0,0.0
Kadin,30701,M405664417-0027,EKRU KISA KOLLU BLUZ,29950.0,03,0.0,0.0,0.0
Kadin,30701,M405664421-0002,SİYAH BOL PAÇA KETEN PANTOLON,24250.0,03,0.0,0.0,0.0
Kadin,30701,M405664422-0002,SİYAH ASKILI BLUZ,20950.0,03,0.0,0.0,0.0
Kadin,30701,M405664424-0002-0025,SİYAH VİSKOZ ÇANTA,24250.0,03,0.0,0.0,0.0
Kadin,30701,M405664426-0015,KOYU KAHVE ÇANTA,34950.0,03,0.0,0.0,0.0
Kadin,30701,M405664919-0002,SİYAH ÇANTA,111950.0,03,0.0,0.0,0.0
Kadin,30701,M405664922-0002,SİYAH MİDİ ELBİSE,63250.0,03,0.0,0.0,0.0
Kadin,30701,M405664923-0096,KOYU LACİVERT MİDİ ELBİSE,118450.0,03,0.0,0.0,0.0
Kadin,30701,M405664924-0027,EKRU KOLSUZ BLUZ,29950.0,03,0.0,,
Kadin,30701,M405664925-0087,KOYU YEŞİL ÇANTA,85450.0,03,0.0,0.0,0.0
Kadin,30701,M405664926-0087,KOYU YEŞİL MİDİ ELBİSE,131950.0,03,0.0,0.0,0.0
Kadin,30701,M405664927-0015-0021,KOYU KAHVE ÇANTA,91950.0,03,0.0,0.0,0.0
Kadin,30701,M405693600-0002,SİYAH ŞORT,24950.0,03,0.0,0.0,0.0
Kadin,30701,M405695958-0002-0027,SİYAH ELBİSE,39450.0,03,0.0,0.0,0.0
Kadin,30701,M405707151-0041-0012,LACİVERT DÜĞMELİ CEKET,126950.0,03,0.0,0.0,0.0
Kadin,30701,M405707152-0002,SİYAH ŞORT,39950.0,03,0.0,0.0,0.0
Kadin,30701,M405707154-0002,SİYAH ÇİZGİLİ ELBİSE,92950.0,03,0.0,0.0,0.0
Kadin,30701,M405707155-0027,EKRU DÜĞMELİ CEKET,99950.0,03,0.0,0.0,0.0
Kadin,30701,M405707156-0041-0012,LACİVERT BORU PAÇA PANTOLON,59950.0,03,0.0,0.0,0.0
Kadin,30701,M405739064-0038,LIGHT WEİGHT DENİM BAGGY JEANS,20450.0,03,0.0,0.0,
Kadin,30701,M405739065-0014-0020,KAHVE EKOSE KISA KOLLU BLUZ,15950.0,03,0.0,0.0,0.0
Kadin,30701,M405739537-0002-0038,SİYAH ÇİÇEK DESENLİ KOLSUZ BLUZ,31950.0,03,0.0,0.0,0.0
Kadin,30701,M405739539-0014-0069,KAHVE BORU PAÇA KETEN PANTOLON,40950.0,03,0.0,0.0,0.0
Kadin,30701,M405739540-0041-0025,LACİVERT ÇİÇEK DESENLİ MAXİ ELBİSE,51950.0,03,0.0,0.0,0.0
Kadin,30701,M405739541-0002-0038,SİYAH ÇİÇEK DESENLİ ŞORT,29950.0,03,0.0,0.0,0.0
Kadin,30701,M405739542-0014-0069,KAHVE PUANTİYE KOLSUZ BLUZ,44250.0,03,0.0,0.0,0.0
Kadin,30701,M405739543-0014-0069,KAHVE PUANTİYE ASKILI BLUZ,29950.0,03,0.0,0.0,0.0
Kadin,30701,M405740025-0031-0014,HAKİ DESENLİ MİNİ ELBİSE,23750.0,03,0.0,0.0,
Kadin,30701,M405740029-0005-0057,ANTRASİT BASKILI ÇANTA,12450.0,03,0.0,0.0,
Kadin,30701,M405740030-0042-0055,KOYU MAVİ BASKILI ÇANTA,22450.0,03,0.0,0.0,
Kadin,30701,M405740032-0069,AÇIK PEMBE DESENLİ ÇANTA,27250.0,03,0.0,0.0,
Kadin,30701,M405740033-0004,GRİ ÇANTA,27250.0,03,0.0,0.0,
Kadin,30701,M405740035-0038-0090,MAVİ DÜĞMELİ CEKET,25950.0,03,0.0,0.0,
Kadin,30701,M405740037-0002-0012,SİYAH KOLSUZ BLUZ,13950.0,03,0.0,0.0,0.0
Kadin,30701,M405740038-0069-0004,AÇIK PEMBE ÇİZGİLİ GÖMLEK,22450.0,03,0.0,0.0,0.0
Kadin,30701,M405740040-0002-0012,SİYAH PUANTİYE ŞAPKA,7950.0,03,0.0,0.0,0.0
Kadin,30701,M405740040-0020-0002,AÇIK KAHVE DESENLİ ŞAPKA,7950.0,03,0.0,0.0,0.0
Kadin,30701,M405740046-0002,SİYAH BABET,23950.0,03,0.0,0.0,0.0
Kadin,30701,M405740047-0002,SİYAH BABET,23950.0,03,0.0,0.0,0.0
Kadin,30701,M405774285-0015,LE CAMBON 40 ÇANTA,45700.0,03,0.0,0.0,0.0
Kadin,30701,M405774746-0031,LE CAMBON 40 ÇANTA,45700.0,03,0.0,0.0,0.0
Kadin,30701,M405795028-0041,LACİVERT ELBİSE,106950.0,03,0.0,0.0,0.0
Kadin,30701,M405821704-0002,SİYAH ÇANTA,40950.0,03,0.0,0.0,0.0
Kadin,30701,M405821704-0022,VİZON ÇANTA,40950.0,03,0.0,0.0,0.0
Kadin,30701,M405821726-0027,EKRU ÇANTA,40950.0,03,0.0,0.0,0.0
Kadin,30701,M405821728-0002,SİYAH ÇANTA,42250.0,03,0.0,0.0,0.0
Kadin,30701,M405851885-0016-0027,KIZIL KAHVE MİDİ ELBİSE,52950.0,03,0.0,0.0,0.0
Kadin,30701,M405852346-0113,KOYU HAKİ KOLSUZ BLUZ,21950.0,03,0.0,0.0,
Kadin,30701,M405852347-0113,KOYU HAKİ GÖMLEK,27450.0,03,0.0,0.0,0.0
Kadin,30701,M405852348-0085,ÇOK RENKLİ MİNİ ELBİSE,39450.0,03,0.0,0.0,0.0
Kadin,30701,M405852349-0002,SİYAH BOYUNDAN ASKILI BLUZ,24950.0,03,0.0,0.0,
Kadin,30701,M405852350-0113,KOYU HAKİ ETEK,28950.0,03,0.0,0.0,0.0
Kadin,30701,M405852351-0027,EKRU MİNİ ELBİSE,43250.0,03,0.0,0.0,
Kadin,30701,M405852352-0002,SİYAH ETEK,43250.0,03,0.0,0.0,
Kadin,30701,M405878018-0038-0078,MAVİ ÇİÇEK DESENLİ MİDİ ELBİSE,145450.0,03,0.0,0.0,
Kadin,30701,M405878019-0038-0078,MAVİ ÇİÇEK DESENLİ MİDİ ELBİSE,174000.0,03,0.0,0.0,0.0
Kadin,30701,M405878022-0012,BEYAZ MİDİ ELBİSE,254250.0,03,0.0,0.0,
Kadin,30701,M405885435-0025,KREM GÖMLEK,37750.0,03,0.0,0.0,0.0
Kadin,30701,M405889217-0038,MAVİ DÜĞMELİ CEKET,61000.0,03,0.0,0.0,0.0
Kadin,30701,M405889219-0029-0087,YEŞİL PARKA,107950.0,03,,,
Kadin,30701,M405889220-0031,KAHVE DAR PAÇA PANTOLON,37750.0,03,0.0,0.0,0.0
Kadin,30701,M405900113-0096,JEAN PANTOLON,21000.0,03,0.0,0.0,0.0
Kadin,30701,M405900625-0002-0038,SİYAH ELBİSE,25200.0,03,0.0,0.0,0.0
Kadin,30701,M405900628-0009,GÜMÜŞ ETEK,19300.0,03,0.0,0.0,0.0
Kadin,30701,M405900630-0056,BORDO PANTOLON,16500.0,03,0.0,0.0,0.0
Kadin,30701,M405900632-0048-0027,MOR GÖMLEK,21000.0,03,0.0,0.0,0.0
Kadin,30701,M405900633-0048-0027,MOR ŞORT,12500.0,03,0.0,0.0,0.0
Kadin,30701,M405900637-0055,KIRMIZI ELBİSE,33700.0,03,0.0,0.0,0.0
Kadin,30701,M405900640-0014-0020,KAHVE BLUZ,21000.0,03,0.0,0.0,0.0
Kadin,30701,M405900641-0014-0020,KAHVE ETEK,19100.0,03,0.0,0.0,0.0
Kadin,30701,M405900643-0027-0014,EKRU ELBİSE,33300.0,03,0.0,0.0,0.0
Kadin,30701,M405900644-0014-0020,KAHVE ELBİSE,25200.0,03,0.0,0.0,0.0
Kadin,30701,M405900646-0062-0085,MERCAN ELBİSE,25200.0,03,0.0,0.0,0.0
Kadin,30701,M405900647-0015-0014,KOYU KAHVE GÖMLEK,20600.0,03,0.0,0.0,0.0
Kadin,30701,M405953985-0074-0085,ALTIN KOLYE,34500.0,03,0.0,0.0,0.0
Kadin,30701,M405955618-0029-0074,KÜPE,64400.0,03,0.0,0.0,0.0
Kadin,30701,M405956119-0074-0085,KÜPE,13570.0,03,0.0,0.0,0.0
Kadin,30701,M405956120-0074-0085,YÜZÜK,18400.0,03,0.0,0.0,
Kadin,30701,M405956127-0074-0085,KÜPE,12880.0,03,0.0,0.0,0.0
Kadin,30701,M405968841-0008-0025,GRİ MELANJ MİDİ ELBİSE,23250.0,03,0.0,0.0,0.0
Kadin,30701,M405980866-0107,AÇIK BEJ ASİMETRİK GÖMLEK,29950.0,03,0.0,0.0,
Kadin,30701,M405980867-0006-0002,KOYU GRİ KAPUŞONLU SWEATSHİRT,19450.0,03,0.0,0.0,0.0
Kadin,30701,M405980869-0029,YEŞİL KISA KOLLU BLUZ,16750.0,03,0.0,0.0,
Kadin,30701,M405980870-0042-0069,KOYU MAVİ ÇİZGİLİ TRİKO,29950.0,03,0.0,0.0,0.0
Kadin,30701,M405980871-0002,SİYAH SKİNNY PANTOLON,23250.0,03,0.0,0.0,0.0
Kadin,30701,M405980872-0107,AÇIK BEJ ETEK,39250.0,03,0.0,0.0,
Kadin,30701,M405980873-0002,SİYAH YELEK,30750.0,03,0.0,0.0,
Kadin,30701,M405980874-0029-0002,YEŞİL ELBİSE,49950.0,03,0.0,0.0,
Kadin,30701,M405980876-0107,AÇIK BEJ ELBİSE,52450.0,03,0.0,0.0,
Kadin,30701,M405980877-0031,HAKİ KABAN,57950.0,03,0.0,0.0,
Kadin,30701,M405980878-0002,SİYAH DÜĞMELİ CEKET,59250.0,03,0.0,0.0,
Kadin,30701,M405980879-0031,HAKİ BORU PAÇA PANTOLON,30750.0,03,0.0,0.0,
Kadin,30701,M405980880-0014,KAHVE ÇANTA,39250.0,03,0.0,0.0,
Kadin,30701,M405980881-0015,KOYU KAHVE ÇANTA,43250.0,03,0.0,0.0,
Kadin,30701,M405980882-0107,AÇIK BEJ ÇANTA,32950.0,03,0.0,0.0,0.0
Kadin,30701,M405980883-0047,JEAN PANTOLON,39250.0,03,0.0,0.0,0.0
Kadin,30701,M405980884-0047,AÇIK MAVİ DÜĞMELİ CEKET,45950.0,03,0.0,0.0,
Kadin,30701,M405980888-0002,SİYAH ÇANTA,49950.0,03,0.0,0.0,
Kadin,30701,M405980889-0002-0009,SİYAH PAYETLİ ÇANTA,43250.0,03,0.0,0.0,0.0
Kadin,30701,M405980892-0072-0041,SARI ÇİZGİLİ TRİKO,19450.0,03,0.0,0.0,0.0
Kadin,30701,M405980893-0014,KAHVE ÇANTA,49950.0,03,0.0,0.0,0.0
Kadin,30701,M405980894-0015,KOYU KAHVE ÇANTA,49950.0,03,0.0,0.0,0.0
Kadin,30701,M405980895-0002,SİYAH ÇANTA,45950.0,03,0.0,0.0,0.0
Kadin,30701,M405981367-0025,KREM UZUN KOLLU BLUZ,18950.0,03,0.0,0.0,0.0
Kadin,30701,M405981369-0002,SİYAH DAR PAÇA PANTOLON,21750.0,03,0.0,0.0,0.0
Kadin,30701,M405981370-0056,KİREMİT BİSİKLET YAKA T-SHİRT,13450.0,03,0.0,0.0,0.0
Kadin,30701,M405981374-0014,KAHVE MİDİ ELBİSE,26950.0,03,0.0,0.0,0.0
Kadin,30701,M406027245-0002,JEAN PANTOLON,46950.0,03,0.0,0.0,
Kadin,30701,M406045304-0041,LACİVERT BABET,19950.0,03,0.0,0.0,0.0
Kadin,30701,M406045305-0004,GRİ BABET,19950.0,03,0.0,0.0,0.0
Kadin,30701,M406045796-0041,PANTOLON,40950.0,03,0.0,0.0,0.0
Kadin,30701,M406045798-0012-0038,BEYAZ GÖMLEK,43950.0,03,0.0,0.0,0.0
Kadin,30701,M406045800-0047-0072,AÇIK MAVİ ÇİÇEK DESENLİ ETEK,51950.0,03,0.0,0.0,0.0
Kadin,30701,M406045807-0025,KREM AYAKKABI,47950.0,03,0.0,0.0,0.0
Kadin,30701,M406045808-0073,KOYU SARI AYAKKABI,47950.0,03,0.0,0.0,0.0
Kadin,30701,M406045810-0042-0002,KOYU MAVİ SPOR AYAKKABI KADIN,29950.0,03,0.0,0.0,0.0
Kadin,30701,M406045811-0012-0020,BEYAZ SPOR AYAKKABI KADIN,29950.0,03,0.0,0.0,0.0
Kadin,30701,M406045815-0002-0057,SİYAH ÇANTA,58950.0,03,0.0,0.0,0.0
Kadin,30701,M406045816-0012-0055,BEYAZ O YAKA T-SHİRT,19950.0,03,0.0,0.0,0.0
Kadin,30701,M406045819-0106,AÇIK KREM DÜĞMELİ CEKET,140950.0,03,,,
Kadin,30701,M406046289-0026-0012,KUM ŞAPKA,11950.0,03,0.0,0.0,
Kadin,30701,M406046290-0014-0025,KAHVE ŞAPKA,9950.0,03,0.0,0.0,
Kadin,30701,M406046291-0002-0025,SİYAH ŞAPKA,9950.0,03,0.0,0.0,
Kadin,30701,M406046292-0117-0002,KOYU KUM ŞAPKA,11950.0,03,0.0,0.0,
Kadin,30701,M406046293-0117-0002,KOYU KUM ŞAPKA,11950.0,03,0.0,0.0,
Kadin,30701,M406046294-0014-0026,KAHVE ŞAPKA,9950.0,03,0.0,0.0,
Kadin,30701,M406046295-0026-0002,KUM ŞAPKA,9950.0,03,0.0,0.0,
Kadin,30701,M406046306-0002-0014,SİYAH DESENLİ AYAKKABI,23950.0,03,0.0,0.0,0.0
Kadin,30701,M406046308-0002-0014,SİYAH BABET,22950.0,03,0.0,0.0,0.0
Kadin,30701,M406046309-0106,AÇIK KREM BABET,19950.0,03,0.0,0.0,0.0
Kadin,30701,M406059166-0002,SİYAH BİSİKLET YAKA T-SHİRT,15450.0,03,0.0,0.0,
Kadin,30701,M406059167-0085,ÇOK RENKLİ BİSİKLET YAKA DESENLİ T-SHİRT,15450.0,03,0.0,0.0,
Kadin,30701,M406059168-0002,SİYAH CEKET,57950.0,03,0.0,0.0,0.0
Kadin,30701,M406059170-0002,SİYAH ORGANİK PAMUK ETEK,24950.0,03,0.0,0.0,0.0
Kadin,30701,M406059171-0002,SİYAH KAPUŞONLU SWEATSHİRT,29950.0,03,0.0,0.0,
Kadin,30701,M406119298-0038-0042,MAVİ DESENLİ MİNİ ELBİSE,27950.0,03,0.0,0.0,0.0
Kadin,30701,M406119299-0042-0047,KOYU MAVİ DESENLİ ETEK,24250.0,03,0.0,0.0,0.0
Kadin,30701,M406119301-0021,BEJ TULUM,31950.0,03,0.0,0.0,0.0
Kadin,30701,M406119302-0042-0047,KOYU MAVİ DESENLİ KISA KOLLU BLUZ,20950.0,03,0.0,0.0,0.0
Kadin,30701,M406119304-0106,AÇIK KREM ASKILI BLUZ,20950.0,03,0.0,0.0,0.0
Kadin,30701,M406130139-0012,BEYAZ KOLSUZ BLUZ,12450.0,03,0.0,0.0,0.0
Kadin,30701,M406130140-0012,BEYAZ BLUZ,14950.0,03,0.0,0.0,0.0
Kadin,30701,M406130141-0012,BEYAZ ETEK,16950.0,03,0.0,0.0,0.0
Kadin,30701,M406130142-0090-0042,BUZ MAVİ DESENLİ MİNİ ELBİSE,32950.0,03,0.0,0.0,0.0
Kadin,30701,M406130143-0106-0038,AÇIK KREM DESENLİ MİDİ ELBİSE,35450.0,03,0.0,0.0,0.0
Kadin,30701,M406130144-0012,BEYAZ ETEK,29950.0,03,0.0,0.0,0.0
Kadin,30701,M406130145-0002,SİYAH MİNİ ELBİSE,26950.0,03,0.0,0.0,0.0
Kadin,30701,M406130145-0012,BEYAZ MİNİ ELBİSE,26950.0,03,0.0,0.0,0.0
Kadin,30701,M406130733-0002,SİYAH SANDALET,49950.0,03,0.0,0.0,0.0
Kadin,30701,M406130734-0056,BORDO AYAKKABI,42950.0,03,0.0,0.0,0.0
Kadin,30701,M406130737-0012-0014,BEYAZ DESENLİ AYAKKABI,57950.0,03,0.0,0.0,0.0
Kadin,30701,M406130738-0002,SİYAH AYAKKABI,42950.0,03,0.0,0.0,0.0
Kadin,30701,M406140518-0054-0106,LİLA DESENLİ ETEK,20950.0,03,0.0,0.0,0.0
Kadin,30701,M406140519-0054-0106,LİLA DESENLİ MİNİ ELBİSE,32950.0,03,0.0,0.0,0.0
Kadin,30701,M406140520-0054-0106,LİLA DESENLİ ASKILI BLUZ,20950.0,03,0.0,0.0,0.0
Kadin,30701,M406140527-0002,SİYAH MİNİ ELBİSE,32950.0,03,0.0,0.0,0.0
Kadin,30701,M406201358-0002,SİYAH DÜĞMELİ CEKET,73950.0,03,,,
Kadin,30701,M406201359-0002,SİYAH PİLELİ ETEK,36950.0,03,0.0,0.0,0.0
Kadin,30701,M406201369-0015,KOYU KAHVE ÇANTA,99950.0,03,0.0,0.0,0.0
Kadin,30701,M406201369-0022,VİZON ÇANTA,99950.0,03,0.0,0.0,0.0
Kadin,30701,M406201372-0002,SİYAH ÇANTA,58950.0,03,0.0,0.0,0.0
Kadin,30701,M406201375-0038,JEAN PANTOLON,32950.0,03,0.0,0.0,
Kadin,30701,M406201385-0002,SİYAH ÇANTA,77450.0,03,0.0,0.0,0.0
Kadin,30701,M406201886-0041,JEAN PANTOLON,56250.0,03,0.0,0.0,
Kadin,30701,M406201887-0041,LACİVERT HIRKA,89250.0,03,0.0,0.0,
Kadin,30701,M406201888-0027,EKRU BORU PAÇA PANTOLON,87250.0,03,0.0,0.0,
Kadin,30701,M406201890-0041,LACİVERT GÖMLEK,49950.0,03,0.0,0.0,
Kadin,30701,M406201891-0012-0041,LACİVERT KISA KOLLU BLUZ,62250.0,03,0.0,0.0,
Kadin,30701,M406201892-0021,BEJ DÜĞMELİ CEKET,117950.0,03,0.0,0.0,
Kadin,30701,M406201895-0004,GRİ MİNİ ELBİSE,95950.0,03,0.0,0.0,
Kadin,30701,M406201896-0021,BEJ ETEK,89250.0,03,0.0,0.0,
Kadin,30701,M406201898-0004,GRİ DÜĞMELİ CEKET,154950.0,03,0.0,0.0,
Kadin,30701,M406261550-0014,KAHVE DERİ ÇANTA,22965.0,03,0.0,0.0,0.0
Kadin,30701,M406426339-0025-0014,KREM DESENLİ BİKİNİ,20950.0,03,0.0,0.0,0.0
Kadin,30701,M406426341-0002,SİYAH BİKİNİ,42950.0,03,0.0,0.0,0.0
Kadin,30701,M406513946-0002-0074,SİYAH KEMER,37250.0,03,0.0,0.0,
Kadin,30701,M406513949-0002-0074,SİYAH KEMER,18950.0,03,0.0,0.0,
Kadin,30701,M406513952-0085,ÇOK RENKLİ KEMER,27950.0,03,0.0,0.0,
Kadin,30701,M406513954-0002-0009,SİYAH KEMER,24250.0,03,0.0,0.0,
Kadin,30701,M406559475-0041-0047,LACİVERT DEGRADE DESENLİ MAXİ ELBİSE,101950.0,03,0.0,0.0,
Kadin,30701,M406559479-0012,BEYAZ UZUN KOLLU BLUZ,58950.0,03,0.0,0.0,
Kadin,30701,M406618130-0021,ÇANTA CHARM,10950.0,03,0.0,0.0,0.0
Kadin,30701,M406618131-0002,ÇANTA CHARM,10950.0,03,0.0,0.0,0.0
Kadin,30701,M406629101-0014,AÇIK KAHVE CEKET,108950.0,03,0.0,0.0,
Kadin,30701,M406629105-0113,KOYU HAKİ BORU PAÇA PANTOLON,23950.0,03,0.0,0.0,
Kadin,30701,M406632874-0027-0063,EKRU ÇİÇEK DESENLI MİDİ ELBİSE,169250.0,03,0.0,0.0,
Kadin,30701,M406632875-0014-0012,KAHVE ÇİÇEK DESENLI MİDİ ELBİSE,310950.0,03,0.0,0.0,
Kadin,30701,M406632879-0012-0069,BEYAZ ÇİÇEK DESENLI MİDİ ELBİSE,309950.0,03,0.0,0.0,
Kadin,30701,M406676838-0006,JEAN PANTOLON,17250.0,03,0.0,0.0,
Kadin,30701,M406676839-0038,JEAN PANTOLON,17250.0,03,0.0,0.0,
Kadin,30701,M406676840-0038,JEAN PANTOLON,17950.0,03,0.0,0.0,
Kadin,30701,M406676841-0042,JEAN PANTOLON,20250.0,03,0.0,0.0,
Kadin,30701,M406676842-0027,JEAN PANTOLON,17250.0,03,0.0,0.0,
Kadin,30701,M406713976-0063,LİLA ELBİSE,17950.0,03,0.0,0.0,0.0
Kadin,30701,M406871966-0027,EKRU MİDİ ELBİSE,21950.0,03,0.0,0.0,
Kadin,30701,M406871974-0027-0055,EKRU DESENLİ HIRKA,69950.0,03,0.0,0.0,
Kadin,30701,M406926799-0002,SİYAH ELBİSE,31450.0,03,0.0,0.0,
Kadin,30701,M406926800-0002,SİYAH ELBİSE,44950.0,03,0.0,0.0,
Kadin,30701,M406926801-0012,BEYAZ BLUZ,39250.0,03,0.0,0.0,
Kadin,30701,M406994005-0021-0014,LE CAMBON 40 BEJ KAHVE,39900.0,03,0.0,0.0,
Kadin,30701,M407001446-0021-0002,LE CAMBON EAST WEST BEJ SİYAH,32300.0,03,0.0,0.0,
Kadin,30701,M407001447-0014,CAMBON CABAS KAHVE,47000.0,03,0.0,0.0,
Kadin,30701,M407023853-0027,LE CAMBON 20 EKRU,27600.0,03,0.0,0.0,
Kadin,30701,M407023854-0029,LE CAMBON 40 YEŞİL,38600.0,03,0.0,0.0,
Kadin,30701,M407091592-0014,XX MINI CYLINDER PERFORATED KAHVE,27600.0,03,0.0,0.0,
Kadin,30701,M407091594-0029,LE CAMBON 25 YEŞİL,31250.0,03,0.0,0.0,
Kadin,30701,M407091595-0025,CAMBON CABAS KREM,47000.0,03,0.0,0.0,
Kadin,30701,M405740051-0005-0004,ANTRASİT BİSİKLET YAKA BASKILI T-SHIRT,,03,,,
Kadin,vk18,M400285060-0055,INFINITI FOR HER GLAM 100ML,6250.0,03,0.0,0.0,0.0
Kadin,vk18,M400243830-0055,INFINITI FOR HER GLAM BODY MIST,2400.0,03,0.0,0.0,0.0
Kadin,vk18,M400292250-0001,INFINITI FOR HER GLAM 2'LI SET,8600.0,03,0.0,0.0,0.0
Kadin,vk18,M400285061-0004,INFINITI FOR HER GREY 100ML,6250.0,03,0.0,0.0,0.0
Kadin,vk18,M400243832-0004,INFINITI FOR HER GREY BODY MIST,2400.0,03,0.0,0.0,0.0
Kadin,vk18,M400292251-0001,INFINITI FOR HER GREY 2'LI SET,8600.0,03,0.0,0.0,0.0
Kadin,vk18,M400240902-0001,INFINITI FOR HER NO.1 EDP 100 ML,6250.0,03,0.0,0.0,0.0
Kadin,vk18,M400240903-0001,INFINITI FOR HER NO.1 BODY MIST 100 ML,2400.0,03,0.0,0.0,0.0
Kadin,vk18,M400256587-0001,INFINITI FOR HER 2LI SET NO1(EDP+B.MIST),8600.0,03,0.0,0.0,0.0
Kadin,vk18,M400240906-0001-0002,INFINITI FOR HER NO.2 BODY MIST,2400.0,03,0.0,0.0,0.0
Kadin,vk18,M400256588-0001,INFINITI FOR HER 2LI SET NO2(EDP+B.MIST),8600.0,03,0.0,0.0,0.0
Kadin,vk18,M400240908-0001-0001,INFINITI FOR HER NO.3 EDP 100 ML,6250.0,03,0.0,0.0,0.0
Kadin,vk18,M400240909-0001-0002,INFINITI FOR HER NO.3 BODY MIST 100 ML,2400.0,03,0.0,0.0,0.0
Kadin,vk18,M400256590-0001,INFINITI FOR HER 2LI SET NO3(EDP+B.MIST),8600.0,03,0.0,0.0,0.0
Kadin,vk18,M400240897-0001,INFINITI FOR HER NO.2 EDP 3'LÜ SET,8900.0,03,0.0,0.0,0.0
