Ana Kategori,Kategori ID,Stok Kodu,Ürün Adı,Fiyat,tuik_category,basic_inflation_1d
Kadin,301,M300902481-0014,KAHVE DÜZ TWILL İPEK ŞAL,10500.0,03,0.0
Kadin,301,M300911776-0005-0038,ANİMAL FİGÜRLÜ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M300946267-0038-0075,ANİMAL FİGÜRLÜ TWILL İPEK ŞAL,7250.0,03,0.0
Kadin,301,M300946270-0014,ÇİÇEK DESENLİ TWILL İPEK GAVROŞ,3725.0,03,0.0
Kadin,301,M300986886-0006,BAŞAK BURCU İPEK TWILL BANDANA,12500.0,03,0.0
Kadin,301,M300986886-0007,TERAZİ BURCU İPEK TWILL BANDANA,12500.0,03,0.0
Kadin,301,M300986886-0010,OĞLAK BURCU İPEK TWILL BANDANA,12500.0,03,0.0
Kadin,301,M301013643-0072-0054,SARI ANİMAL FİGÜRLÜ TWILL ŞAL,7250.0,03,0.0
Kadin,301,M301016058-0009-0037,GÜMÜŞ OBJE DESENLİ TWILL GAVROŞ,3725.0,03,0.0
Kadin,301,M301047345-0088-0093,OBJE DESENLİ TWILL İPEK GAVROŞ,3725.0,03,0.0
Kadin,301,M301067272-0079,ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301067275-0041,GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301067707-0041,GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301067707-0055,GEOMETRİK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301071250-0017-0004,OBJE DESENLİ TWILL İPEK EŞARP,4975.0,03,0.0
Kadin,301,M301071250-0056-0030,OBJE DESENLİ TWILL İPEK EŞARP,4975.0,03,0.0
Kadin,301,M301074940-0078,HAPPY DAYS İPEK TWILL BANDANA - THURSDAY,5450.0,03,0.0
Kadin,301,M301074941-0029,HAPPY DAYS İPEK TWILL BANDANA - WEDNESDAY,5450.0,03,0.0
Kadin,301,M301074942-0038,HAPPY DAYS İPEK TWILL BANDANA - SATURDAY,5450.0,03,0.0
Kadin,301,M301074943-0046,HAPPY DAYS İPEK TWILL BANDANA - FRIDAY,5450.0,03,0.0
Kadin,301,M301074944-0048,HAPPY DAYS İPEK TWILL BANDANA - SUNDAY,5450.0,03,0.0
Kadin,301,M301074945-0072,HAPPY DAYS İPEK TWILL BANDANA - MONDAY,5450.0,03,0.0
Kadin,301,M301088865-0070-0063,İSME ÖZEL İPEK TWILL EŞARP,19500.0,03,0.0
Kadin,301,M301088872-0035-0093,İSME ÖZEL İPEK TWILL EŞARP,19500.0,03,0.0
Kadin,301,M301088873-0047-0042,İSME ÖZEL İPEK TWILL EŞARP,19500.0,03,0.0
Kadin,301,M301088874-0063-0070,İSME ÖZEL İPEK TWILL EŞARP,19500.0,03,0.0
Kadin,301,M301088875-0070-0079,İSME ÖZEL İPEK TWILL EŞARP,19500.0,03,0.0
Kadin,301,M301118025-0010-0041,ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301118025-0022-0038,ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301118025-0069-0066,ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301118025-0104-0014,ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123671-0058-0021,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123671-0069-0066,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123671-0104-0014,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123674-0010-0058,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123674-0022-0056,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123674-0069-0066,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301123687-0027-0078,ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301132027-0010-0047,AÇIK GRİ ÇİÇEK DESENLİ TWILL EŞARP,12500.0,03,0.0
Kadin,301,M301142879-0041,GEOMETRİK DESENLİ YÜN İPEK ŞAL,6250.0,03,0.0
Kadin,301,M301142884-0014-0004,ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301142884-0038-0029,ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301142884-0055-0104,ÇİÇEK DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301142887-0005,ANİMAL FİGÜRLÜ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301142889-0078,ŞAL DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301142891-0014,OBJE DESENLİ KAŞMİR İPEK ŞAL,29500.0,03,0.0
Kadin,301,M301190902-0018-0002,ÇİÇEK DESENLİ TWILL İPEK FULAR,3475.0,03,0.0
Kadin,301,M301216361-0026-0002,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216361-0047-0022,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216361-0104-0020,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216365-0002-0004,GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216365-0041-0042,GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216365-0073-0022,GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301216365-0103-0022,GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301233950-0014,GEOMETRİK DESENLİ TWILL İPEK ŞAL,7250.0,03,0.0
Kadin,301,M301233960-0041-0068,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301233960-0047-0062,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301233960-0078,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301233960-0104-0055,OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294425-0002,SİYAH ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294425-0010,AÇIK GRİ ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294425-0027,EKRU ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294425-0078,TURUNCU ÇİZGİLİ DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294529-0010-0006,AÇIK GRİ MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294529-0022-0079,VİZON MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294529-0038-0036,MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294529-0047-0099,AÇIK MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294533-0104-0064,KOYU BEJ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294537-0010-0058,AÇIK GRİ OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294537-0022-0063,VİZON OBJE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294539-0022,VİZON ANIMAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294539-0038,MAVİ ANIMAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294539-0068,SOMON ANIMAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294539-0118,AÇIK CAMEL ANIMAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294543-0010-0035,AÇIK GRİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294543-0027-0107,EKRU GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294543-0078-0107,TURUNCU GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294546-0070-0029,GÜL KURUSU ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294546-0104-0099,KOYU BEJ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294549-0022-0070,VİZON ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294549-0068-0046,SOMON ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294549-0069-0066,AÇIK PEMBE ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294552-0022,VİZON ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294552-0035,AÇIK YEŞİL ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294552-0041,LACİVERT ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294552-0069,AÇIK PEMBE ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294552-0104,KOYU BEJ ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294557-0038,MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294557-0047,AÇIK MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294561-0027-0037,EKRU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294561-0069-0036,AÇIK PEMBE ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294561-0104-0020,KOYU BEJ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301294561-0107-0111,AÇIK BEJ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301296470-0078,TURUNCU ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297022-0041,LACİVERT OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301297022-0069,AÇIK PEMBE OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301297022-0078,TURUNCU OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301297023-0010,AÇIK GRİ ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297023-0047,AÇIK MAVİ ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297023-0058,NAR ÇİÇEĞİ ŞAL DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297035-0038,MAVİ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297035-0058,NAR ÇİÇEĞİ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297035-0104,KOYU BEJ ANIMAL FİGÜRLÜ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301297039-0038-0021,MAVİ ŞAL DESENLİ VUAL İPEK ŞAL,12500.0,03,0.0
Kadin,301,M301297039-0078-0072,TURUNCU ŞAL DESENLİ VUAL İPEK ŞAL,12500.0,03,0.0
Kadin,301,M301305726-0035-0072,AÇIK YEŞİL MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301305726-0047-0079,AÇIK MAVİ MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301305726-0104-0055,KOYU BEJ MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301305730-0035,AÇIK YEŞİL MANZARA DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301305730-0038,MAVİ MANZARA DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301305730-0078,TURUNCU MANZARA DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301305730-0104,KOYU BEJ MANZARA DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301314381-0027,EKRU ESMERALDA ŞAL,7950.0,03,0.0
Kadin,301,M301330336-0038-0022,MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330336-0048-0010,MOR ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330336-0055-0021,KIRMIZI ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330343-0004-0078,GRİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330343-0029-0073,YEŞİL ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330347-0104-0055,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301330367-0068-0041,SOMON OBJE DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301330367-0072-0107,SARI OBJE DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301330367-0078-0010,TURUNCU OBJE DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301341925-0085,İSME ÖZEL İPEK TWILL GAVROŞ,14500.0,03,0.0
Kadin,301,M301341926-0085,İSME ÖZEL İPEK TWILL GAVROŞ,14500.0,03,0.0
Kadin,301,M301341927-0085,İSME ÖZEL İPEK TWILL GAVROŞ,14500.0,03,0.0
Kadin,301,M301342501-0085,İSME ÖZEL İPEK TWILL GAVROŞ,14500.0,03,0.0
Kadin,301,M301407502-0002-0027,SİYAH MONOGRAM LOGOLU TWILL İPEK EŞARP,7950.0,03,0.0
Kadin,301,M301407502-0015-0088,KOYU KAHVE MONOGRAM LOGOLU TWILL İPEK EŞARP,7950.0,03,0.0
Kadin,301,M301407502-0047,AÇIK MAVİ MONOGRAM LOGOLU TWILL İPEK EŞARP,7950.0,03,0.0
Kadin,301,M301410907-0009,GÜMÜŞ PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301410907-0016,KIZIL KAHVE PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301410907-0020,AÇIK KAHVE PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301410907-0027,EKRU PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301410907-0057,KOYU KIRMIZI PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301410907-0107,AÇIK BEJ PAMUK İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301426940-0002-0012,SİYAH BEYAZ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434738-0022,VİZON ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434738-0041,LACİVERT ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434738-0070-0022,GÜL KURUSU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434738-0078,TURUNCU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434742-0002-0027,SİYAH ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434742-0016-0025,KIZIL KAHVE ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434742-0041-0107,LACİVERT ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434742-0056-0027,BORDO ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434746-0022-0004,VİZON ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434746-0027-0035,EKRU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434746-0047-0018,AÇIK MAVİ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434746-0048-0093,MOR ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434750-0041-0047,LACİVERT ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434750-0047-0090,AÇIK MAVİ ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434750-0078-0068,TURUNCU ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434754-0031-0041,HAKİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434754-0038-0035,MAVİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434754-0041-0093,LACİVERT GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434754-0058-0020,NAR ÇİÇEĞİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434758-0002-0046,SİYAH GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434758-0014-0038,KAHVE GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434758-0016-0036,KIZIL KAHVE GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434758-0031-0063,HAKİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434762-0006-0004,KOYU GRİ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434762-0020-0107,AÇIK KAHVE ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434762-0038-0020,MAVİ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434762-0078-0107,TURUNCU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434766-0022-0070,VİZON GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434766-0047-0029,AÇIK MAVİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434766-0078-0073,TURUNCU GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434770-0022-0070,VİZON ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434770-0025-0062,KREM ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434770-0027-0072,EKRU ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434770-0041-0027,LACİVERT ÇİÇEK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434774-0016-0110,KIZIL KAHVE GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434774-0020-0027,AÇIK KAHVE GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434774-0038-0022,MAVİ GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434774-0078-0025,TURUNCU GEOMETRİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434778-0038-0078,MAVİ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434778-0041-0093,LACİVERT ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434778-0057-0093,KOYU KIRMIZI ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301434778-0070-0022,GÜL KURUSU ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301445568-0002,SİYAH ASKILI BLUZ,12950.0,03,0.0
Kadin,301,M301445568-0027,EKRU DANTELLİ ASKILI BLUZ,12950.0,03,0.0
Kadin,301,M301445570-0027,EKRU DANTELLİ ASKILI BLUZ,15950.0,03,0.0
Kadin,301,M301471298-0014,KAHVE MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471298-0041,LACİVERT MANZARA DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471301-0010-0038,AÇIK GRİ PUANTİYE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471301-0035-0020,AÇIK YEŞİL PUANTİYE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471301-0047-0088,AÇIK MAVİ PUANTİYE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471301-0069-0047,AÇIK PEMBE PUANTİYE DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471313-0010-0078,AÇIK GRİ ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471313-0021-0078,BEJ ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471315-0021-0029,BEJ GEOMETRİK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471315-0104-0055,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471319-0041,LACİVERT ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471319-0058,NAR ÇİÇEĞİ ETNİK DESENLİ TWILL İPEK EŞARP,12500.0,03,0.0
Kadin,301,M301471324-0047-0004,AÇIK MAVİ GEOMETRİK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471324-0063-0022,PEMBE GEOMETRİK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471326-0004-0066,GRİ GEOMETRİK DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301471326-0058,NAR ÇİÇEĞİ GEOMETRİK DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301471328-0104-0002,KOYU BEJ MANZARA DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471330-0022,VİZON ÇİÇEK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471330-0069,AÇIK PEMBE ÇİÇEK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471332-0027,EKRU ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301471332-0068,SOMON ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301528669-0022-0042,VİZON ÇİÇEK DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301528673-0010,AÇIK GRİ MONOGRAM DESENLİ TWILL İPEK ŞAL,7950.0,03,0.0
Kadin,301,M301541768-0078-0117,TURUNCU ŞAL DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301541768-0104-0004,KOYU BEJ ŞAL DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301541774-0022-0070,VİZON ÇİÇEK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301541774-0116-0038,AÇIK KUM ÇİÇEK DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301541776-0010-0038,AÇIK GRİ OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301541776-0012-0058,BEYAZ OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301541776-0066-0110,FUŞYA OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301544039-0021,BEJ TRUVAKAR MİDİ ELBİSE,25950.0,03,0.0
Kadin,301,M301578201-0038-0041,MAVİ GEOMETRİK DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301578201-0104-0002,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK BANDANA,7500.0,03,0.0
Kadin,301,M301580748-0048-0055,MOR OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301580748-0055-0077,KIRMIZI OBJE DESENLİ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301580750-0047-0019,AÇIK MAVİ OBJE DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301580752-0070-0038,GÜL KURUSU GEOMETRİK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301580752-0104-0055,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301602014-0069-0066,AÇIK PEMBE ÇİÇEK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301602014-0104-0020,KOYU BEJ ÇİÇEK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301602016-0035-0107,AÇIK YEŞİL GEOMETRİK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301602016-0104-0055,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK FULAR,7950.0,03,0.0
Kadin,301,M301602018-0010-0041,AÇIK GRİ GEOMETRİK DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301602018-0104-0055,KOYU BEJ GEOMETRİK DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301602020-0027-0035,EKRU OBJE DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301602022-0010-0042,AÇIK GRİ ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301602022-0027-0021,EKRU ANIMAL FİGÜRLÜ TWILL İPEK GAVROŞ,8950.0,03,0.0
Kadin,301,M301602025-0038-0012,MAVİ BEYAZ KOLSUZ MİDİ ELBİSE,23950.0,03,0.0
Kadin,301,M301621409-0047-0022,AÇIK MAVİ OBJE DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301621409-0066-0069,FUŞYA OBJE DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301621409-0104-0055,KOYU BEJ OBJE DESENLİ TWILL İPEK FULAR,4950.0,03,0.0
Kadin,301,M301621414-0035-0072,AÇIK YEŞİL ANIMAL FİGÜRLÜ TWILL İPEK BANDANA,7500.0,03,0.0
