id,shown_price,category,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Kent Missbon Tereyağlı Bonbon Şeker 43 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Kent Tipitip Sakız 14'lü,45.9,Atıştırmalıklar,01,0.0,,,
Kent Tofita Çilek Aromalı Toffe Şeker 47 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Kent Topitop,11.5,Atıştırmalıklar,01,0.0,,,
Kinder Bueno Süt ve Fındık Kreması Dolgulu Kakao Parçacıklı Beyaz Çikolata 39 Gr,45.0,Atıştırmalıklar,01,0.0,,,
Kinder Chocolate Sütlü Çikolata 4lü 50 Gr,57.5,Atıştırmalıklar,01,0.0,,,
Kinder Delice Kek 39 Gr,32.5,Atıştırmalıklar,01,0.0,,,
Kinder Joy Erkeklere Özel 20 Gr,37.95,Atıştırmalıklar,01,0.0,,,
Kinder Joy Kızlara Özel 20 Gr,37.95,Atıştırmalıklar,01,0.0,,,
Kinder Pingui Çikolata Kaplı Sütlü Çikolata 4'lü 30 Gr,104.95,Atıştırmalıklar,01,0.0,,,
Kinder Pingui Sütlü&Çikolatalı Çikolata 30 Gr,27.5,Atıştırmalıklar,01,0.0,,,
Kinder Surpıse Maxı 100 GR,275.0,Atıştırmalıklar,01,0.0,,,
Kinder Sürpriz Sütlü&Çikolatalı Yumurta,57.5,Atıştırmalıklar,01,0.0,,,
Kinder Sütlü ve Ballı Süt Dilimi 28 Gr,19.5,Atıştırmalıklar,01,0.0,,,
Kinder Sütlü ve Ballı Süt Dilimi 4'lü 28 Gr,74.95,Atıştırmalıklar,01,0.0,,,
Kitkat Chunky Bol Sütlü Çikolatalı Gofret 38 Gr,29.95,Atıştırmalıklar,01,0.0,,,
Kombo Lokmalık Kremalı,30.0,Atıştırmalıklar,01,0.0,,,
Koska Antep Fıstık Krokan 30 Gr,112.75,Atıştırmalıklar,01,0.0,,,
Koska Bi' Kıtırdat Kornet Dondurma Külahı 8'li,69.95,Atıştırmalıklar,01,0.0,,,
Koska Dondurma Külahı 10 Adet 32 Gr,27.95,Atıştırmalıklar,01,0.0,,,
Koska Fındık Krokan 30 Gr,45.95,Atıştırmalıklar,01,0.0,,,
Koska Koştat Krokan 40 Gr,45.9,Atıştırmalıklar,01,0.0,,,
Koska Susam Krokan 30 Gr,19.95,Atıştırmalıklar,01,0.0,,,
Koska Yer Fıstık Krokan 30 Gr,21.95,Atıştırmalıklar,01,0.0,,,
Laviva Selection Antep Fıstıklı Gofret 45 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Laviva Selection Sütlü Çikolata,30.0,Atıştırmalıklar,01,0.0,,,
Lay's Baharatlı Patates Cipsi Parti Boy 150 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Lay's Baharatlı Patates Cipsi Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Lay's Fırından Yoğurt ve Mevsim Yeşillikleri Çeşnili Patates Cipsi Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Lay's Fırından Yoğurt ve Mevsim Yeşillikleri Patates Cipsi 134 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Lay's Fırından Yoğurt&Mevsim Yeşillikli Süper Boy 96 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Lay's Klasik Patates Cipsi Mega Boy 193 Gr,84.95,Atıştırmalıklar,01,0.0,,,
Lay's Klasik Patates Cipsi Parti Boy 150 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Lay's Klasik Patates Cipsi Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Lays Yoğurt ve Mevsim Yeşillikli Patates Cipsi 150 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Lüks Ceviz İçi - 250 Gr._1kg,,Bilinmiyor,,,,,
Luppo Kakaolu Mini Sandvıc Kek,25.0,Atıştırmalıklar,01,0.0,,,
Luppo Lup Lup Browni Çikolatalı 40 Gr.,12.0,Atıştırmalıklar,01,0.0,,,
Luppo Lup Lup Suffle Çikolata 40 Gr.,20.0,Atıştırmalıklar,01,0.0,,,
Luppo Sade Mini Sandvıc Kek,25.0,Atıştırmalıklar,01,0.0,,,
M&M's Çikolatalı Draje 100 Gr,99.95,Atıştırmalıklar,01,0.0,,,
M&M's Çikolatalı Draje 45 Gr,54.95,Atıştırmalıklar,01,0.0,,,
M&M'S Crispy 36 Gr,54.95,Atıştırmalıklar,01,0.0,,,
M&M's Fıstıklı Draje 45 Gr,54.95,Atıştırmalıklar,01,0.0,,,
M&M's Peanut Draje 100 Gr,89.95,Atıştırmalıklar,01,0.0,,,
Magnum Bademli 100 ML,85.0,Atıştırmalıklar,01,0.0,,,
Magnum Beyaz Büyü Dondurma 100 ML,85.0,Atıştırmalıklar,01,0.0,,,
Magnum Classic 100 ML,85.0,Atıştırmalıklar,01,0.0,,,
Magnum Cookie Dondurma 95 Ml,85.0,Atıştırmalıklar,01,0.0,,,
Magnum Double Çikolatalı Dondurma 95 Ml,85.0,Atıştırmalıklar,01,0.0,,,
Magnum Dubai Antep Fıstığı Ve Çıtır Kadayıf 100 Ml,90.0,Atıştırmalıklar,01,0.0,,,
Magnum Mini Bademli Dondurma 345 ML,325.0,Atıştırmalıklar,01,0.0,,,
Magnum Mini Çikolata&Karadut-Böğürtlen&Karamel Dondurma 360 Ml,325.0,Atıştırmalıklar,01,0.0,,,
"Magnum Mini Classic, Badem, Beyaz 345 Ml 6'lı",325.0,Atıştırmalıklar,01,0.0,,,
Magnum Mini Cookie&Badem 6'lı 345 Ml,325.0,Atıştırmalıklar,01,0.0,,,
Mars Çikolata Kaplamalı Bar 51 Gr,39.95,Atıştırmalıklar,01,0.0,,,
Master Farm Siyah Çekirdekli Üzüm 175 gr,150.0,Atıştırmalıklar,01,0.0,,,
Master Nut Fındık İçi 130 gr,230.0,Atıştırmalıklar,01,0.0,,,
Master Nut Lüx Karışık Kuruyemiş 140 gr,245.0,Atıştırmalıklar,01,0.0,,,
Master Nut Tuzlu Fındık İçi 140 gr,225.0,Atıştırmalıklar,01,0.0,,,
Master Potato Acı Baharatlı Cips 160 gr,99.95,Atıştırmalıklar,01,0.0,,,
Master Potato Acı Sos Sriracha Çeşni Aromalı Patates Cipsi 160 Gr,99.95,Atıştırmalıklar,01,0.0,,,
Master Potato Sebze Çeşni Aromalı Patates Cipsi 160 Gr,99.95,Atıştırmalıklar,01,0.0,,,
Max Twister Ocean Sütlü Dondurma 72 Ml,15.0,Atıştırmalıklar,01,0.0,,,
Mc Vitie's Karamel&Tarçın Kremalı Bisküvi,35.0,Atıştırmalıklar,01,0.0,,,
Mcv Digestive Original Bisküvi 133 Gr,37.5,Atıştırmalıklar,01,0.0,,,
Mcv Digestive Sütlü Çikolata Kaplı Bisküvi 150 Gr,80.0,Atıştırmalıklar,01,0.0,,,
Mcv Digestive Zero Bitter Çikolata Kaplı Bisküvi 150 Gr,97.5,Atıştırmalıklar,01,0.0,,,
Mcv Digestive Zero Sugar Bisküvi 133 Gr,45.0,Atıştırmalıklar,01,0.0,,,
Mentos 2 Hours Clean Breth Pepper Mınt 35 Gr,75.0,Atıştırmalıklar,01,0.0,,,
"Mentos Çilekli Stick Şeker 37,5 Gr",22.5,Atıştırmalıklar,01,0.0,,,
Mentos Clean Breth Limon Aromalı Melisa Özlü Şeker 21 Gr,47.5,Atıştırmalıklar,01,0.0,,,
Mentos Clean Breth Yeşil Nane Aromalı Şeker 21 Gr,47.5,Atıştırmalıklar,01,0.0,,,
Mentos Clean Breth Yoğun Nane Aromalı Şeker 21 Gr,47.5,Atıştırmalıklar,01,0.0,,,
"Mentos Meyveli Stick Şeker 37,5 Gr",22.5,Atıştırmalıklar,01,0.0,,,
"Mentos Naneli Stick Şeker 37,5 Gr",22.5,Atıştırmalıklar,01,0.0,,,
Mentos Pure Fresh Çilek Aromalı Sakız 60 Gr,90.0,Atıştırmalıklar,01,0.0,,,
Mentos Pure Fresh Karpuz Aromalı Sakız 60 Gr,90.0,Atıştırmalıklar,01,0.0,,,
Mentos Pure Fresh Nane Aromalı Sakız 30 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Mentos Pure Fresh Nane Aromalı Sakız 60 Gr,90.0,Atıştırmalıklar,01,0.0,,,
Mentos Pure Fresh Yeşil Nane Aromalı Sakız 30 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Mentos Pure Turunçgil Aromalı Vitaminli Sakız 15 Gr,50.0,Atıştırmalıklar,01,0.0,,,
"Mentos Rainbow(Meyve Aromalı) Şeker 37,5 Gr",22.5,Atıştırmalıklar,01,0.0,,,
Mentos Sour Mint Lemon Şeker 49 Gr,92.5,Atıştırmalıklar,01,0.0,,,
Mentos Sour Mint Strawberry 49 Gr,92.5,Atıştırmalıklar,01,0.0,,,
"Mentos Stıck Fanta Şekerleme 37,5",22.5,Atıştırmalıklar,01,0.0,,,
Metro Çikolata Kaplamalı Karamelli Bar 36 Gr,17.0,Atıştırmalıklar,01,0.0,,,
Milka Beyaz Tablet Çikolata 80 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Bonibon Poşet 36 Gr,55.0,Atıştırmalıklar,01,0.0,,,
"Milka Bonibon Silindir Renkli Draje 24,3 Gr",55.0,Atıştırmalıklar,01,0.0,,,
"Milka Bonibon Silindir Renkli Draje 3'lü 24,3 Gr",159.95,Atıştırmalıklar,01,0.0,,,
Milka Çikolata Rüyası 100 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Çilekli&Yoğurtlu Tablet Çikolata 100 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Fındıklı Çikolata 80 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Lila Pause Çilekli Çikolata 34 Gr,75.0,Atıştırmalıklar,01,0.0,,,
Milka Milkinis Tablet,129.95,Atıştırmalıklar,01,0.0,,,
Milka Oreo Sandwich Kakaolu Bisküvili Çikolata 92 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Oreolu Çikolata 100 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Milka Sütlü Çikolata 80 Gr,129.95,Atıştırmalıklar,01,0.0,,,
Nestle Bitter Kare Çikolata 60 Gr,66.95,Atıştırmalıklar,01,0.0,,,
Nestle Çıtır Gofret 27 Gr,17.5,Atıştırmalıklar,01,0.0,,,
Nestle Damak Antep Fıstıklı Çikolata 30 Gr,47.5,Atıştırmalıklar,01,0.0,,,
Nestle Damak Antep Fıstıklı Draje Çikolata 50 Gr,95.0,Atıştırmalıklar,01,0.0,,,
Nestle Damak Antep Fıstıklı Kare Çikolata 60 Gr,95.0,Atıştırmalıklar,01,0.0,,,
Nestle Damak Gece Antep Fıstıklı Kare Bitter Çikolata 65 Gr,95.0,Atıştırmalıklar,01,0.0,,,
Nestle Damak İlk Hasat Antep Fıstıklı Çikolata 63 Gr,99.5,Atıştırmalıklar,01,0.0,,,
Nestle Damak İnci Antep Fıstıklı Beyaz Çikolata 65 Gr,95.0,Atıştırmalıklar,01,0.0,,,
Nestle Fındık Kremalı Pirinç Patlağı Gofret 27 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Nestle Kare Damak Baklava Çikolata 60 Gr,99.5,Atıştırmalıklar,01,0.0,,,
Nestle KitKat Chunky Duo Çikolatalı Gofret 38 Gr,29.95,Atıştırmalıklar,01,0.0,,,
Nestle Kitkat Cookıe Gofret 38 Gr,32.0,Atıştırmalıklar,01,0.0,,,
Nestle Mini Damak 33 Gr,55.0,Atıştırmalıklar,01,0.0,,,
"Nestle Nesfit Çikolatalı Bar 23,5 Gr",19.95,Atıştırmalıklar,01,0.0,,,
"Nestle Nesfit Çilekli Tam Tahıllı Bar 23,5 Gr",19.95,Atıştırmalıklar,01,0.0,,,
Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,19.95,Atıştırmalıklar,01,0.0,,,
Nestle Nesquik Sütlü Çikolatalı Gofret,18.0,Atıştırmalıklar,01,0.0,,,
Nestle Sütlü Kare Çikolata 60 Gr,66.95,Atıştırmalıklar,01,0.0,,,
"Nestle Tam Tahıllı Beyaz Çikolatalı Bar 22,5 Gr",19.95,Atıştırmalıklar,01,0.0,,,
Nogger Sandwıch Karamel&Kakaolu Dondurma 145 Ml,65.0,Atıştırmalıklar,01,0.0,,,
Nutzz Klasik Popcorn 105 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Nutzz Yer FIstıklı&Bademli Popcorn 85 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Olala Tiramisu 45 Gr.,25.0,Atıştırmalıklar,01,0.0,,,
Olips C Vitaminli Limon&Portakal Aromalı Draje Rulo Şeker 28 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Olips Ice Keskin Mentol Şeker 28 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Olips Mentol Aromalı Şeker 28 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Olips Mentol&Okaliptüs Aromalı Draje Şeker 76 Gr,72.5,Atıştırmalıklar,01,0.0,,,
Olips Mini Mints Nane Okaliptüs Şekerleme,40.0,Atıştırmalıklar,01,0.0,,,
Olips Nane Aromalı Şeker 28 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Olips Soft Mints Nane Aromalı Şeker,28.75,Atıştırmalıklar,01,0.0,,,
Olips Zero Mentol Okaliptus Şekerleme,34.5,Atıştırmalıklar,01,0.0,,,
Oneo Bubble Mini Milkshake Draje Sakız,27.5,Atıştırmalıklar,01,0.0,,,
Oneo Çilek Aromalı Draje Sakız 14 Gr,10.0,Atıştırmalıklar,01,0.0,,,
Oneo Karpuz Aromalı Draje Sakız 14 Gr,10.0,Atıştırmalıklar,01,0.0,,,
Oneo Karpuz Aromalı Draje Sakız Şişe 60 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Oneo Limonata Aromalı Drajed Sakız,10.0,Atıştırmalıklar,01,0.0,,,
Oneo Meyve Aromalı Dolgulu Draje Sakız 76 Gr,16.25,Atıştırmalıklar,01,0.0,,,
Oneo Nane Aromalı Dolgulu Draje Sakız 76 Gr,45.0,Atıştırmalıklar,01,0.0,,,
Oneo Nane Aromalı Draje Sakız Şişe 60 Gr,28.75,Atıştırmalıklar,01,0.0,,,
Oneo Şeftali Aromalı Draje Sakız 14 Gr,10.0,Atıştırmalıklar,01,0.0,,,
Oneo Slims 60 Dk Meyve Aromalı Sakız 14 Gr,10.0,Atıştırmalıklar,01,0.0,,,
Oneo Yeşil Nane Aromalı Sakız 7'li 14 Gr,10.0,Atıştırmalıklar,01,0.0,,,
Oreo Çikolatalı 95 Gr,79.95,Atıştırmalıklar,01,0.0,,,
Oreo Çilekli 95 Gr,79.95,Atıştırmalıklar,01,0.0,,,
Oreo Double Creme Bisküvi 100 Gr,189.95,Atıştırmalıklar,01,0.0,,,
Oreo Vanilya 228 Gr,189.95,Atıştırmalıklar,01,0.0,,,
Oreo Vanilya 95 Gr,79.95,Atıştırmalıklar,01,0.0,,,
Ozmo Çilekli Cornet,15.0,Atıştırmalıklar,01,0.0,,,
Ozmo Cornet 25 Gr,15.0,Atıştırmalıklar,01,0.0,,,
Ozmo Fun Figürlü Çikolata 23 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Ozmo Hoppo Çikolatalı Krema Dolgulu Bisküvi 40 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Ozmo Hoppo Çikolatalı Krema Dolgulu Bisküvi 90 Gr,52.0,Atıştırmalıklar,01,0.0,,,
Ozmo Ogopogo Çikolata Kremalı Kek 30 Gr,12.0,Atıştırmalıklar,01,0.0,,,
Ozmo Sütlü Cornet 25 Gr,15.0,Atıştırmalıklar,01,0.0,,,
Patos Acı Baharat Aromalı Süper Boy Mısır Çerezi 109 Gr,55.0,Atıştırmalıklar,01,0.0,,,
Patos Acı Baharatlı Süper Extra Mısır Cipsi 167 Gr,70.0,Atıştırmalıklar,01,0.0,,,
Patos Rolls Acılı Süper Extra Mısır Cipsi 167 Gr,70.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Antep Fıstıklı Bar 27 Gr,65.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Ara Öğün Çiğ Karışık 140 Gr,135.0,Bilinmiyor,,0.0,,,
Peyman Bahçeden Çiğ İç Fındık 180 Gr,245.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Çiğ Karışık Kuruyemiş Klasik 165 Gr,155.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Fındıklı Bar 30 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Hurma 140 Gr,104.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden İç Ceviz 140 Gr,136.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Kızartılmış Yer Fıstığı 150 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Klasik Karışık Kuruyemiş 180 Gr,130.0,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Kuru Üzüm 200 Gr,62.36,Atıştırmalıklar,01,0.0,,,
Peyman Bahçeden Tuzlu Kavrulmuş Fındık 140 Gr,235.0,Atıştırmalıklar,01,0.0,,,
Peyman Çitliyo Kara Şimşek Bol Tuzlu Ay Çekirdeği 180 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Peyman Çitliyo Kara Şimşek Klasik Ay Çekirdeği 120 Gr,33.0,Atıştırmalıklar,01,0.0,,,
Peyman Çitliyo Kara Şimşek Klasik Ay Çekirdeği 180 Gr,50.0,Atıştırmalıklar,01,0.0,,,
Peyman Dorleo Asorti Mix Karışık Kuruyemiş 140 Gr,260.0,Atıştırmalıklar,01,0.0,,,
Peyman Dorleo İç Fındık 200 Gr,292.0,Atıştırmalıklar,01,0.0,,,
Peyman Dorleo Kaju Fıstığı 138 Gr,133.95,Atıştırmalıklar,01,0.0,,,
Peyman Nuttz Tuzlu Yer Fıstığı 145 Gr,42.5,Atıştırmalıklar,01,0.0,,,
Peyman Nutzz Acılı Soslu Kızartılmış Yer Fıstığı 145 Gr,42.5,Atıştırmalıklar,01,0.0,,,
Peyman Nutzz Tacco Yer Fıstığı 145 Gr,42.5,Atıştırmalıklar,01,0.0,,,
Peyman Soslu Karışık Kuruyemiş 180 Gr,130.0,Atıştırmalıklar,01,0.0,,,
Polo Orijinal Nane Aromalı Delikli Şeker 34 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Polo Yeşil Naneli Şeker 34 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Potibör Çokokrem Sandviç 229 Gr,49.95,Atıştırmalıklar,01,0.0,,,
Rondo Muz Kremalı Bisküvi 61Gr,13.0,Atıştırmalıklar,01,0.0,,,
Ruffles Ketçaplı Parti Boy Patates Cipsi 160 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Ruffles Ketçaplı Patates Cipsi Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Ruffles Originals Parti Boy 150 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Ruffles Originals Patates Cipsi Mega Boy 193 Gr,84.95,Atıştırmalıklar,01,0.0,,,
Ruffles Originals Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Ruffles Peynir ve Soğan Aromalı Süper Boy 107 Gr,61.5,Atıştırmalıklar,01,0.0,,,
Ruflles Peynir ve Soğan Aroma Çeşni Patates Cipsi 150 Gr,76.95,Atıştırmalıklar,01,0.0,,,
Saklıköy Çikolata Kremalı Kakaolu Bisküvi 87 Gr,23.0,Atıştırmalıklar,01,0.0,,,
Sarelle Hindistan Cevizli Gofret 33 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Sepetçioğlu Antep Fıstıklı Çekme Helva 180 Gr,129.9,Atıştırmalıklar,01,0.0,,,
Sepetçioğlu Çikolata Kaplı Çekme Helva 40 Gr,24.9,Atıştırmalıklar,01,0.0,,,
Sepetçioğlu Sade Çekme Helva 180 Gr,99.9,Atıştırmalıklar,01,0.0,,,
Skittles Fruits Meyveli Draje Şeker 38 Gr,39.95,Atıştırmalıklar,01,0.0,,,
Skittles Sour 38 Gr,39.95,Atıştırmalıklar,01,0.0,,,
Şölen Biscolata Hindistan Cevizli Stix,30.0,Atıştırmalıklar,01,0.0,,,
Şölen Biscolata Mood Çikolatalı Krema Dolgulu Bisküvi 125 Gr,65.0,Atıştırmalıklar,01,0.0,,,
Şölen Biscolata Pirinç Par. Stix,30.0,Atıştırmalıklar,01,0.0,,,
Şölen Biscolata Stix Çubuk Bisküvi,30.0,Atıştırmalıklar,01,0.0,,,
Şölen Greta Mevsim Yeşillikli Kraker 4*30 Gr,55.0,Atıştırmalıklar,01,0.0,,,
Şölen Luppo Kakaolu Sandviç Kek 8*23 Gr,79.0,Atıştırmalıklar,01,0.0,,,
Şölen Luppo Sandviç Kek 8*23 Gr,79.0,Atıştırmalıklar,01,0.0,,,
Şölen Nutymax Antep Fıstıklı Kremalı Çikolata 44 Gr,40.0,Atıştırmalıklar,01,0.0,,,
Şölen Nutymax Ekstra Fındıklı Gofret 40 Gr,40.0,Atıştırmalıklar,01,0.0,,,
Şölen Ozmo Burger Bisküvi 36 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Şölen Ozmo Cool Sütlü 30 Gr,19.5,Atıştırmalıklar,01,0.0,,,
Şölen Ozmo Egg Sütlü Çikolatalı Yumurta 20 Gr,40.0,Atıştırmalıklar,01,0.0,,,
Şölen Ozmo Kakaolu Fındık Kreması Tüp 35 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Şölen Ozmo Popsy 24 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Tadelle Beyaz Çikolata Kaplı Fındık Dolgulu Çikolata 30 Gr,37.5,Atıştırmalıklar,01,0.0,,,
Tadelle King Size Fındık Kremalı Çikolata 52 Gr,62.5,Atıştırmalıklar,01,0.0,,,
Toblerone 100 Gr,239.95,Atıştırmalıklar,01,0.0,,,
Toblerone Beyaz Çikolata 100 gr,239.95,Atıştırmalıklar,01,0.0,,,
Toblerone Bitter Çikolata 100 Gr,239.95,Atıştırmalıklar,01,0.0,,,
Toblerone Sütlü Çikolata 35 Gr,84.95,Atıştırmalıklar,01,0.0,,,
"Twix CrispyRolls Gofret 22,5g",17.95,Atıştırmalıklar,01,0.0,,,
Twix Sütlü Çikolata Kaplı Karamelli Bar 50 Gr,39.95,Atıştırmalıklar,01,0.0,,,
Twix White Çikolata 46g,39.95,Atıştırmalıklar,01,0.0,,,
Ülker Antep Fıstıklı Milföy 28 Gr,20.0,Atıştırmalıklar,01,0.0,,,
Ülker Mini All Star Karma Paket 91 Gr,57.5,Atıştırmalıklar,01,0.0,,,
Ülker %80 Kakaolu Bitter Kare Çikolata 60 Gr,49.95,Atıştırmalıklar,01,0.0,,,
Ülker 9 Kat Tat Fındıklı Gofret 114 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Ülker 9 Kat Tat İnce İnce Çilek Kremalı Gofret 114 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Ülker Albeni Bar 4'Lü,76.0,Atıştırmalıklar,01,0.0,,,
Ülker Albeni Karamelli Çikolata Bar 40 Gr,20.0,Atıştırmalıklar,01,0.0,,,
Ülker Albeni Sütlü Çikolata Kaplı Karamelli Bar Çikolata 52 Gr,19.95,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Çörekotlu&Kinoalı Bisküvi 40 Gr,13.5,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Çörekotu&Kinoalı Bisküvi 5'li,64.5,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Labneli Sandviç Bisküvi 69 Gr,20.0,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Tahıl Cipsi Yoğurt Aromalı & Mevsim Yeşillikli 50 gr,22.0,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Yulaflı Bisküvi,13.0,Atıştırmalıklar,01,0.0,,,
Ülker Altınbaşak Yulaflı Bisküvi 5'li,61.5,Atıştırmalıklar,01,0.0,,,
Ülker Antep Fıstıklı Beyaz Kare Çikolata 65 Gr,105.0,Atıştırmalıklar,01,0.0,,,
Ülker Antep Fıstıklı Bitter Kare Çikolata 65 Gr,105.0,Atıştırmalıklar,01,0.0,,,
Ülker Beyaz Pul Çikolata 100 gr,140.0,Atıştırmalıklar,01,0.0,,,
Ülker Biskrem Kakaolu Biküvi 3*100 Gr,73.5,Atıştırmalıklar,01,0.0,,,
Ülker Biskrem Kakaolu Rulo 100 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Ülker Bitter Baton Çikolata 30 Gr,35.0,Atıştırmalıklar,01,0.0,,,
Ülker Bol Sütlü Baton Çikolata 30 GR,35.0,Atıştırmalıklar,01,0.0,,,
Ülker Bol Sütlü Kare Çikolata 60 Gr,49.95,Atıştırmalıklar,01,0.0,,,
Ülker Bubble Mini Draje Sakız,22.5,Atıştırmalıklar,01,0.0,,,
Ülker Bütün Antep Fıstıklı Baton Çikolata 30 Gr,52.5,Atıştırmalıklar,01,0.0,,,
Ülker Bütün Antep Fıstıklı Kare Çikolata 65 Gr,79.95,Atıştırmalıklar,01,0.0,,,
Ülker Bütün Fındıklı Kare Çikolata 65 Gr,72.5,Atıştırmalıklar,01,0.0,,,
"Ülker Bütün Fındıklı ve Fındık Kremalı Çikolata 40,5 Gr",35.0,Atıştırmalıklar,01,0.0,,,
Ülker Caramio Karemel Dolgulu Sütlü Çikolata 32 Gr,27.5,Atıştırmalıklar,01,0.0,,,
Ülker Çifte Kavrulmuş Pötibör 175 Gr,30.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolata & Çilekli Sekiz Kek 55Gr,13.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolata Fındık Rüyası Krema 350Gr,159.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolata Fındık Rüyası Krema 625Gr,274.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolatalı 8 Kek 55 Gr,13.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolatalı Gofret Maxi,20.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolatalı Gofret Tablet 100 Gr,75.0,Atıştırmalıklar,01,0.0,,,
Ülker Çikolatalı Kadayıflı Dubai Lezzeti 93Gr,125.0,Atıştırmalıklar,01,0.0,,,
Ülker Çizi Kraker 4*70 Gr,56.0,Atıştırmalıklar,01,0.0,,,
Ülker Çizi Kraker 70 Gr,15.0,Atıştırmalıklar,01,0.0,,,
Ülker Çiziviç Peynir Kremalı Sandviç Kraker 3'lü 82 Gr,58.0,Atıştırmalıklar,01,0.0,,,
Ülker Çiziviç Peynir Kremalı Sandviç Kraker 82 Gr,20.0,Atıştırmalıklar,01,0.0,,,
Ülker Cocostar 4lü Paket,49.5,Atıştırmalıklar,01,0.0,,,
Ülker Cocostar Sütlü Çikolata Kaplı Hindistan Cevizli Bar 25 Gr,13.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokomel 3lü Marshmallowlu Büsküvi,17.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokomel Dev Muzlu 22Gr,9.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokomel Dev Sade 22Gr,9.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokonat Antep Fıstıklı 30Gr,30.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokonat Gofret 3'Lü,71.5,Atıştırmalıklar,01,0.0,,,
Ülker Çokonat Sütlü Çikolata Kaplamalı Fındıklı Gofret 33 Gr,25.0,Atıştırmalıklar,01,0.0,,,
Ülker Çokoprens Atıştırmalık 81 Gr,20.0,Atıştırmalıklar,01,0.0,,,
