id,shown_price,category,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Kenton Çikolata Aşkı Kakaolu Puding 2'li,74.95,Temel Gıda,01,,,,
Kenton Çikolata&Fındıklı Puding 100 Gr,39.95,Temel Gıda,01,,,,
Kenton Çikolatalı Puding 3'lü,79.9,Temel Gıda,01,,,,
Kenton Çikolatalı Sos 128 Gr,54.95,Temel Gıda,01,,,,
"Kenton Çikolatalı, Bademli ve Karamelli Puding 100 Gr",39.95,Temel Gıda,01,,,,
Kenton Kakao 100 Gr,119.95,Temel Gıda,01,,,,
Kenton Kakao 2*25 Gr,67.5,Temel Gıda,01,,,,
Kenton Kakaolu Puding 120 Gr,39.95,Temel Gıda,01,,,,
Kenton Krem Şanti 150 Gr,69.95,Temel Gıda,01,,,,
Kenton Muzlu Puding 100 Gr,29.95,Temel Gıda,01,,,,
Kenton Pirinç Unu 500 Gr,88.95,Temel Gıda,01,,,,
Kenton Pudra Şekeri 250 Gr,57.75,Temel Gıda,01,,,,
Kenton Sade Krem Şanti 4'lü 300 Gr,139.95,Temel Gıda,01,,,,
Kenton Vitaminli Pirinç Unu 250 Gr,63.95,Temel Gıda,01,,,,
Knor Mac&Cheese Çabuk Makarna,89.95,Temel Gıda,01,,,,
Knorr Acılı Domates Çabuk Çorba 22 Gr,11.86,Temel Gıda,01,,,,
Knorr Acılı&Baharatlı Fırında Tavuk Çeşnisi,36.36,Temel Gıda,01,,,,
Knorr Acisso Acı Biber Sosu 50 Ml,119.9,Temel Gıda,01,,,,
Knorr Acisso Extra Hot Acı Sos 50 Ml,119.9,Temel Gıda,01,,,,
Knorr Baharat Çörekotu 60 gr,35.66,Temel Gıda,01,,,,
Knorr Baharat Karanfil 15 Gr,36.36,Temel Gıda,01,,,,
Knorr Baharat Köri 65 Gr.,46.86,Temel Gıda,01,,,,
Knorr Baharatlı&Sarımsaklı Fırında Tavuk Çeşnisi,36.36,Temel Gıda,01,,,,
Knorr Beşamel Sos 70 Gr,64.95,Temel Gıda,01,,,,
Knorr Bolonez Makarna Sosu 45 Gr,64.95,Temel Gıda,01,,,,
Knorr Bulgurlu Analı Kızlı Çorbası 92 Gr,37.76,Temel Gıda,01,,,,
Knorr Çabuk Çorba Acı Ekşi 19 Gr,11.86,Temel Gıda,01,,,,
Knorr Çabuk Çorba Crazy Corn 18 Gr,10.46,Temel Gıda,01,,,,
Knorr Çıtır Pane Harcı 90 Gr,36.36,Temel Gıda,01,,,,
Knorr Çorba Acılı Cheddarlı 74Gr,37.76,Temel Gıda,01,,,,
Knorr Ekişili Köfteli Çorba,37.76,Temel Gıda,01,,,,
Knorr Et Suyu Bulyon 12'li,49.95,Temel Gıda,01,,,,
Knorr Et Suyu Bulyon 24'lü,86.95,Temel Gıda,01,,,,
Knorr Ezogelin Çabuk Çorba,11.86,Temel Gıda,01,,,,
Knorr Ezogelin Çorbası,29.5,Temel Gıda,01,,,,
Knorr Hindistan Cevizi 40 Gr,39.86,Temel Gıda,01,,,,
Knorr İşkembe Çorbası 63 Gr,29.5,Temel Gıda,01,,,,
Knorr Karabiber 60 Gr,69.96,Temel Gıda,01,,,,
Knorr Kekik 20 Gr,27.26,Temel Gıda,01,,,,
Knorr Kekikli&Fesleğenli&Susamlı Fırında Tavuk Çeşnisi,36.36,Temel Gıda,01,,,,
Knorr Kemik İlik Suyu 480 Ml,99.9,Temel Gıda,01,,,,
Knorr Kimyon 65 Gr,50.36,Temel Gıda,01,,,,
Knorr Kıtır Domates Çabuk Çorba 22 Gr,11.86,Temel Gıda,01,,,,
Knorr Köfte Harcı 82 Gr,36.36,Temel Gıda,01,,,,
Knorr Kore Usulü Çıtır Tavuk 370Gr,99.9,Temel Gıda,01,,,,
Knorr Kremalı Domates Çorbası,29.5,Temel Gıda,01,,,,
Knorr Kremalı Mantar Çabuk Çorba 19 Gr,11.86,Temel Gıda,01,,,,
Knorr Kremalı Mantar Çorbası 63 Gr,29.5,Temel Gıda,01,,,,
Knorr Kremalı Mantarlı Makarna Sosu 52 Gr,64.95,Temel Gıda,01,,,,
Knorr Kremalı Tavuk Çabuk Çorba 18 Gr,11.86,Temel Gıda,01,,,,
Knorr Kremalı Tavuk Çorbası,29.5,Temel Gıda,01,,,,
Knorr Kremalı Trüf Mantarlı Makarna Sosu 52 Gr,64.95,Temel Gıda,01,,,,
Knorr Lazanya Roll 180Gr,99.9,Temel Gıda,01,,,,
Knorr Mac&Cheese Çabuk Bardak Makarna 65 GR,49.95,Temel Gıda,01,,,,
Knorr Mac&Cheese Makarna Sosu 50 Gr,64.95,Temel Gıda,01,,,,
Knorr Mangal Harcı 29 Gr,36.36,Temel Gıda,01,,,,
Knorr Mangal Lezzeti Fırında Tavuk Çeşnisi,36.36,Temel Gıda,01,,,,
Knorr Mercimek Çabuk Çorba 22 Gr,11.86,Temel Gıda,01,,,,
Knorr Mercimek Çorbası 76 Gr,29.5,Temel Gıda,01,,,,
Knorr Nane 25 Gr,27.96,Temel Gıda,01,,,,
Knorr Patates Püresi 60 Gr,36.36,Temel Gıda,01,,,,
Knorr Pesto Fusilli Çabuk Bardak Makarna 65 GR,49.95,Temel Gıda,01,,,,
Knorr Pesto Sos Makarna 50Gr,64.95,Temel Gıda,01,,,,
Knorr Peynirli Makarna Sosu 50 Gr,64.95,Temel Gıda,01,,,,
Knorr Pirpirim Çorba,37.76,Temel Gıda,01,,,,
Knorr Pul Biber 65 Gr,48.96,Temel Gıda,01,,,,
Knorr Ranch Mac&Cheese Çubuk Makarna 212 Gr,89.95,Temel Gıda,01,,,,
Knorr Şehriye Tavuklu Domates Çorbası 67 Gr,29.5,Temel Gıda,01,,,,
Knorr Şehriyeli Tavuk Çorbası,29.5,Temel Gıda,01,,,,
Knorr Şinitzel Pane Harcı 90 Gr,36.36,Temel Gıda,01,,,,
Knorr Sıvı Çorba Beyran 480 Ml,172.9,Temel Gıda,01,,,,
Knorr Sıvı Çorba Ekşili Köfte 480 Ml,192.9,Temel Gıda,01,,,,
Knorr Sıvı Çorba İşkembe 480 Ml,115.9,Temel Gıda,01,,,,
Knorr Sıvı Çorba Kelle Paça 480 Ml,143.9,Temel Gıda,01,,,,
Knorr Sıvı Çorba Yuvalama 480 Ml,192.9,Temel Gıda,01,,,,
Knorr Sumak 70 Gr,50.36,Temel Gıda,01,,,,
Knorr Tarçın 40 Gr,34.93,Temel Gıda,01,,,,
Knorr Tarhana Çorbası 74 Gr,29.5,Temel Gıda,01,,,,
Knorr Tavuk Çeşnili Çabuk Noodle 66 Gr,13.95,Temel Gıda,01,,,,
Knorr Tavuk Suyu 480 Ml,92.9,Temel Gıda,01,,,,
Knorr Tavuk Suyu Bulyon 12'li,49.95,Temel Gıda,01,,,,
Knorr Tavuk Suyu Bulyon 24'lü,86.95,Temel Gıda,01,,,,
Knorr Trüflü Penne Çabuk Bardak Makarna 65 GR,49.95,Temel Gıda,01,,,,
Knorr Yayla Çorbası 72 Gr,29.5,Temel Gıda,01,,,,
Knorr Zencefil 50 Gr,46.86,Temel Gıda,01,,,,
Knorr Zerdeçal 60 Gr,44.06,Temel Gıda,01,,,,
Komili Ayçiçek Yağı 1 Lt,169.9,Temel Gıda,01,,,,
Komili Ayçiçek Yağı 2 Lt,279.9,Temel Gıda,01,,,,
Komili Ayçiçek Yağı 5 Lt,499.9,Temel Gıda,01,,,,
Komili Ayçiçek Yağı Pet 4 Lt,369.9,Temel Gıda,01,,,,
Komili Ege Sızması Zeytinyağı 1 Lt,449.9,Temel Gıda,01,,,,
Komili Ege Sızması Zeytinyağı 2 Lt,869.9,Temel Gıda,01,,,,
Komili Mısır Yağı 1 Lt,129.9,Temel Gıda,01,,,,
Komili Riviera Zeytinyağı 1 Lt,389.9,Temel Gıda,01,,,,
Komili Riviera Zeytinyağı 2 Lt,719.9,Temel Gıda,01,,,,
Komili Riviera Zeytinyağı 3 Lt,999.9,Temel Gıda,01,,,,
Komili Sızma Zeytin Yağı 1/2 Lt,199.9,Temel Gıda,01,,,,
Komili Sızma Zeytinyağı 1 Lt,459.9,Temel Gıda,01,,,,
Komili Sızma Zeytinyağı 2 Lt,899.9,Temel Gıda,01,,,,
Kristal Anadolu Mirası Natural Sızma Zeytinyağı 5 Litre,1599.9,Temel Gıda,01,,,,
Kristal Dolgun Güçlü Naturel Sızma Zeytinyağı Cam Şişe1 Lt,499.9,Temel Gıda,01,,,,
Kristal Dolgun Güçlü Naturel Sızma Zeytinyağı 500 Ml,279.9,Temel Gıda,01,,,,
Kristal Dolgun Güçlü Sızma Zeytinyağı Pet Şişe 1 Lt,499.9,Temel Gıda,01,,,,
Kristal Natural Sızma Yumuşak Zeytinyağı Cam 1 Lt,429.9,Temel Gıda,01,,,,
Kristal Naturel Sızma Ayvalık Zeytinyağı 500 Ml,319.9,Temel Gıda,01,,,,
Kristal Naturel Sızma Sprey Zeytinyağı 150 Ml,99.9,Temel Gıda,01,,,,
Kristal Organik Naturel Sızma Zeytin Yağı 500 Ml,349.9,Temel Gıda,01,,,,
Kristal Riviera Zeytinyağı 1 Lt,399.9,Temel Gıda,01,,,,
Kristal Riviera Zeytinyağı 2 Lt,759.9,Temel Gıda,01,,,,
Kristal Sızma Dolgun Güçlü Zeytinyağı Pet Şişe 2 Lt,939.9,Temel Gıda,01,,,,
Kühne %100 Nar Ekşisi 250 Ml,168.71,Temel Gıda,01,,,,
Kühne Alman Türü Salatalık Turşusu 670 Gr,149.96,Temel Gıda,01,,,,
Kühne American Sezar Salata Sosu 250 Ml,149.96,Temel Gıda,01,,,,
Kühne Az Tuzlu Salatalık Turşusu 670 Gr,164.96,Temel Gıda,01,,,,
Kühne Balsamik Sirkesi 250 Ml,125.21,Temel Gıda,01,,,,
Kühne Beyaz Sirke 1 Lt,56.21,Temel Gıda,01,,,,
Kühne Beyaz Sirke 2 Lt,74.96,Temel Gıda,01,,,,
Kühne Cüccü Kornişon Turşusu 340 Gr,127.46,Temel Gıda,01,,,,
Kühne Eğe Usülü Kornişon Turşusu 720 ML,164.96,Temel Gıda,01,,,,
Kühne Elma Sirkesi 500 Ml,93.71,Temel Gıda,01,,,,
Kühne Hardal 255 Gr,80.21,Temel Gıda,01,,,,
Kühne Jalapeno Biber Turşusu Dilimli Gr,149.96,Temel Gıda,01,,,,
Kühne Kırmızı Jalepeno Acı Sosu 100 Ml,99.71,Temel Gıda,01,,,,
Kühne Közlenmiş Kırmızı Biber 530 Gr,164.96,Temel Gıda,01,,,,
Kühne Közlenmiş Patlıcan 640 Gr,89.92,Bilinmiyor,,,,,
Kühne Kurutulmuş Domates Konservesi 200 Gr,134.92,Temel Gıda,01,,,,
Kühne Mayhoş Sos 250 Ml,119.62,Temel Gıda,01,,,,
Kühne Organik Elma Sirkesi 500 Ml,149.95,Temel Gıda,01,,,,
Kühne Soya Sosu 250 Ml,138.71,Temel Gıda,01,,,,
Kühne Türk Tipi Kornişon 670 Gr,149.96,Temel Gıda,01,,,,
Kühne Tuzu Azaltılmış Light Soya Sosu 250 Ml,138.71,Temel Gıda,01,,,,
Kula Ekşi Maya Ekmek 800 Gr,60.0,Temel Gıda,01,,,,
La Lorraine Balkan Çöreği,43.95,Temel Gıda,01,,,,
La Lorraine Çikolata Dolgulu Kruvasan,50.0,Temel Gıda,01,,,,
La Lorraine Domates Fesleğenli Baget Ekmek,49.95,Temel Gıda,01,,,,
La Lorraine Ispanaklı -Peynirli Rulo Börek,30.0,Temel Gıda,01,,,,
La Lorraine Kare Ekmek Çok Tahıllı,75.0,Temel Gıda,01,,,,
La Lorraine Kare Ekmek Rustik,75.0,Temel Gıda,01,,,,
La Lorraine Kepekli Baget Ekmek 1/3,16.5,Temel Gıda,01,,,,
La Lorraine Patatesli Rulo Börek,30.0,Temel Gıda,01,,,,
La Lorraine Peynirli Rulo Börek,30.0,Temel Gıda,01,,,,
La Lorraine Pizza Çörek,60.0,Temel Gıda,01,,,,
La Lorraine Rustik Köy Ekmeği,26.5,Temel Gıda,01,,,,
La Lorraine Sade Baget 1/1,35.0,Temel Gıda,01,,,,
La Lorraine Sade Baget Ekmek 1/3,16.5,Temel Gıda,01,,,,
La Lorraine Sokak Simidi,20.0,Temel Gıda,01,,,,
La Lorraine Tam Buğday Ekmeği,75.0,Temel Gıda,01,,,,
La Lorraine Tereyağlı Kruvasan,32.5,Temel Gıda,01,,,,
La Lorraine Zeytin Kekikli Bağet Ekmek,49.95,Temel Gıda,01,,,,
La Lorraine Zeytinli Kekikli Rustik Baget,27.95,Temel Gıda,01,,,,
Lahmacun 5'Li 700Gr,429.9,Temel Gıda,01,,,,
Mantilla Mantı Kg (Don - 500 Gr._1kg,,Bilinmiyor,,,,,
Milka Glutensiz Çikolatalı Ve Fındıklı Pasta 400 Gr,559.95,Temel Gıda,01,,,,
Milka Lava Cake 2*90 Gr,359.95,Temel Gıda,01,,,,
Mister No Gurme Hindi Füme 145 Gr,239.0,Temel Gıda,01,,,,
Mister No Gurme Mozzerella Jambon 145 Gr,239.0,Temel Gıda,01,,,,
Mister No Gurme Tavuklu Teriyaki 220 Gr,249.0,Temel Gıda,01,,,,
Mister No Gurme Ton Balıklık Çavdar 165 Gr,239.0,Temel Gıda,01,,,,
Mister No Gurne Klasik Kaşar Salamlı 145 Gr,159.0,Temel Gıda,01,,,,
Mr No Snd. Gurme Mega Jambon Cheddar 230 Gr,295.0,Temel Gıda,01,,,,
Mr No Snd. Klasik Tavuklu 145 Gr,159.0,Temel Gıda,01,,,,
Mutlu Burgu Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Mutlu Çarliston Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Mutlu Fiyonk Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Mutlu Penne Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Mutlu Spagetti Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Mutlu Tel Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Nestle Kakao 100 Gr,112.5,Temel Gıda,01,,,,
Olin Ayçiçek Yağı 1 Lt,149.9,Temel Gıda,01,,,,
Olin Ayçiçek Yağı 2 Lt,249.9,Temel Gıda,01,,,,
"Olin Ayçiçek Yağı Pet 4,5 Lt",455.9,Temel Gıda,01,,,,
Öncü %100 Nar Ekşisi,219.9,Temel Gıda,01,,,,
Öncü Acı Biber Salçası (Cam) 700 Gr,144.95,Temel Gıda,01,,,,
Öncü Acı Biber Salçası 360 Gr,72.9,Temel Gıda,01,,,,
Öncü Az Acılı Domates&Biber Karışık Salça 700 Gr,132.9,Temel Gıda,01,,,,
Öncü Biber Salçası 360 Gr,72.9,Temel Gıda,01,,,,
Öncü Biber Salçası Tatlı 900 gr,169.9,Temel Gıda,01,,,,
Öncü Domates Salçası 1650 Gr,199.95,Temel Gıda,01,,,,
Öncü Domates Salçası 370 Gr,49.95,Temel Gıda,01,,,,
Öncü Domates Salçası 830 Gr,69.95,Temel Gıda,01,,,,
Öncü Domates&Biber Karışık Salça 370 Gr,59.9,Temel Gıda,01,,,,
Öncü Közlenmiş Biber 680 Gr,109.9,Temel Gıda,01,,,,
Öncü Közlenmiş Patlıcan 650 Gr,74.9,Temel Gıda,01,,,,
Öncü Tatlı Biber Salçası (Cam) 700 Gr,144.95,Temel Gıda,01,,,,
Oreo Cheesecake 2*80 Gr,379.95,Temel Gıda,01,,,,
Orkide Ayçiçek Yağı 1 Lt,109.9,Temel Gıda,01,,,,
Orkide Ayçiçek Yağı 2 Lt,255.9,Temel Gıda,01,,,,
Orkide Mısır Özü Yağı 1 Lt,149.9,Temel Gıda,01,,,,
Orkide Mısır Özü Yağı 5 Lt,479.9,Temel Gıda,01,,,,
Orkide Yumuşak Lezzet Sızma Zeytin Yağı 1 Lt,359.9,Temel Gıda,01,,,,
Pakmaya Aşure 230 Gr,58.95,Temel Gıda,01,,,,
Pakmaya Beyaz Pul Çikolata 100 Gr,140.95,Temel Gıda,01,,,,
Pakmaya Bitter Pul Çikolata 100 Gr,140.95,Temel Gıda,01,,,,
Pakmaya Çift Renkli Damla Çikolata 70 Gr,126.45,Temel Gıda,01,,,,
Pakmaya Çikolatalı Sos 125 Gr,56.95,Temel Gıda,01,,,,
Pakmaya Hamur Kabartma Tozu 10'lu,27.95,Temel Gıda,01,,,,
Pakmaya Instant Kuru Maya 3'lü 10 Gr,23.95,Temel Gıda,01,,,,
Pakmaya Kakao 2*25 Gr,62.45,Temel Gıda,01,,,,
Pakmaya Kuru Maya 100 Gr,40.95,Temel Gıda,01,,,,
Pakmaya Magnolia Puding 125 Gr,41.95,Temel Gıda,01,,,,
Pakmaya Pastacı Kreması 147 Gr,32.95,Temel Gıda,01,,,,
Pakmaya Portakallı Bitter Çikolata 70 Gr,126.45,Temel Gıda,01,,,,
Pakmaya Pudra Şekeri 200 Gr,42.95,Temel Gıda,01,,,,
Pakmaya Sade Krem Şanti 2*75 Gr,72.95,Temel Gıda,01,,,,
Pakmaya Şeker İlavesiz Kakaolu Puding 54GR,36.45,Temel Gıda,01,,,,
Pakmaya Şeker İlavesiz Pasta Kreması 45GR,29.95,Temel Gıda,01,,,,
Pakmaya Şekerli Vanilin 10'lu,20.75,Temel Gıda,01,,,,
Pakmaya Yaş Maya 42 Gr,10.5,Temel Gıda,01,,,,
Pastavilla Arpa Şehriye 500 Gr,28.95,Temel Gıda,01,,,,
Pastavilla Farfalle (Kelebek) Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Pastavilla Fiyonk Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Pastavilla Lazanya 500 Gr,119.9,Temel Gıda,01,,,,
Pastavilla Linguine Makarna 500 Gr,28.95,Temel Gıda,01,,,,
Pastavilla Mac&Chesee Makarna 210 Gr,72.95,Temel Gıda,01,,,,
Pastavilla Sos Pesto 190Gr,119.9,Temel Gıda,01,,,,
Pastavilla Tel Şehriye 500 Gr,28.95,Temel Gıda,01,,,,
Pastavilla Veggi Glutensiz Makarna 350 Gr,89.9,Temel Gıda,01,,,,
Pek Food Karışık Pizza 545Gr 28Cm,179.95,Temel Gıda,01,,,,
Pek Food Klasik Lahmacun 400Gr,199.95,Temel Gıda,01,,,,
Pınar Acılı Ketçap 420 Gr,79.95,Temel Gıda,01,,,,
Pınar Balık Fish Finger 240 Gr,199.95,Temel Gıda,01,,,,
Pınar Bohça Mantı 400 Gr,124.95,Temel Gıda,01,,,,
Pınar Büfe Mayonez 500 Gr,145.9,Temel Gıda,01,,,,
Pınar Burger Köfte 545 Gr,629.95,Temel Gıda,01,,,,
Pınar Çıtır Balık 400 Gr,309.95,Temel Gıda,01,,,,
Pınar Gurme Burger Köfte 450 Gr,569.95,Temel Gıda,01,,,,
Pınar Hardal Sosu 175 Gr,116.95,Temel Gıda,01,,,,
Pınar Ketçap 420 Gr + Mayonez 350 Gr,149.9,Temel Gıda,01,,,,
Pınar Kido Muzlu Puding 219 Gr,32.95,Temel Gıda,01,,,,
Pınar Kıymalı&Patatesli Rulo Börek 500 Gr,199.95,Temel Gıda,01,,,,
Pınar Köfte Burger 225 Gr,274.95,Temel Gıda,01,,,,
Pınar Krema 200 Ml %18 Yağlı,56.95,Temel Gıda,01,,,,
Pınar Labneli&Ispanaklı Rulo Börek 500 Gr,169.95,Temel Gıda,01,,,,
Pınar Mayonez (Cam) 460 Gr,219.9,Temel Gıda,01,,,,
Pınar Mayonez 350 Gr,109.9,Temel Gıda,01,,,,
Pınar Milföy Hamuru 1000 Gr,139.95,Temel Gıda,01,,,,
Pınar Misket Köfte 470 Gr,329.95,Temel Gıda,01,,,,
Pınar Tahinli Tepsi Böreği 800 Gr,329.95,Temel Gıda,01,,,,
Pınar Tatlı Ketçap 420 Gr,79.95,Temel Gıda,01,,,,
Pınar Ton Balığı 2*80 Gr,89.95,Temel Gıda,01,,,,
Pizza-Karışık Küçük Boy 4'Lü,349.9,Temel Gıda,01,,,,
Ramazan Pidesi 300 Gr,30.0,Temel Gıda,01,,,,
Salina İyotlu Rafine Tuzu 500 Gr,42.95,Temel Gıda,01,,,,
Salina İyotlu Tuz 750 Gr,18.95,Temel Gıda,01,,,,
Sauchef Barbekü Sos 500Gr,153.9,Temel Gıda,01,,,,
Sauchef Ranch Sos 500Gr,153.9,Temel Gıda,01,,,,
Seven Days Fındık Kremalı Kruvasan 72 Gr,35.0,Temel Gıda,01,,,,
Seven Days Kakao Kremalı Kruvasan 300 Gr,115.9,Temel Gıda,01,,,,
Seven Days Kakao Kremalı Kruvasan 72 Gr,35.0,Temel Gıda,01,,,,
Şifa Çiçeği Salamura Tokat Bağ Yaprağı Vakumlu 400 Gr,193.9,Temel Gıda,01,,,,
Şifa Çiçeği Tokat Salamura Asma Yaprağı Pet 1500 Gr,387.9,Temel Gıda,01,,,,
Şık Bazlama 2' Li 300 Gr,69.95,Temel Gıda,01,,,,
Şık Bazlama 300 Gr,69.95,Temel Gıda,01,,,,
Şık Geleneksel Ev Eriştesi 475 Gr,159.95,Temel Gıda,01,,,,
Şık Katmer 300 Gr (2 Adet),79.95,Temel Gıda,01,,,,
Sinangil Glutensiz Plus Un 500 Gr,92.5,Temel Gıda,01,,,,
Sinangil Glutensiz Un 500 Gr,75.5,Temel Gıda,01,,,,
Sinangil Karabuğdaylı Glutensiz Un 500 Gr,87.5,Temel Gıda,01,,,,
Sinangil Sade Kek Unu 340 Gr,34.95,Bilinmiyor,,,,,
Sinangil Yulaf Unu 1 Kg,159.95,Temel Gıda,01,,,,
Sırma Ayçiçek Yağı (Pet) 4 Lt,395.9,Temel Gıda,01,,,,
Sırma Mısır Özü Yağı 1 Lt,135.0,Temel Gıda,01,,,,
Sırma Mısır Özü Yağı 2 Lt,259.9,Temel Gıda,01,,,,
Söke Çok Tahıllı Un Karışımı 500 Gr,45.95,Temel Gıda,01,,,,
Söke Glutensiz Un 250 Gr,44.95,Temel Gıda,01,,,,
Söke Kepekli Un 1 Kg,59.95,Temel Gıda,01,,,,
Söke Organik Un 1 Kg,63.95,Temel Gıda,01,,,,
Söke Tam Buğday Un Karışımı 500 Gr,45.95,Temel Gıda,01,,,,
Söke Tam Buğday Unu 1 Kg,63.95,Temel Gıda,01,,,,
Söke Tam Çavdar Unu 1 Kg,63.95,Temel Gıda,01,,,,
Söke Un 1 Kg,39.95,Temel Gıda,01,,,,
Söke Un 2 Kg,91.95,Temel Gıda,01,,,,
Söke Un 5 Kg,199.95,Temel Gıda,01,,,,
Sosero Izgara Grill Mantar Cam Kavanoz 290 Gr,229.9,Temel Gıda,01,,,,
Sosero Peynir Dolgulu Mantar Cam Kavanoz 290 Gr,249.9,Temel Gıda,01,,,,
Super Fresh Bamya Sivri 450Gr*16 Domatessiz,199.95,Temel Gıda,01,,,,
Super Fresh Dana Tekirdağ Köfte 300Gr*8,575.0,Temel Gıda,01,,,,
Super Fresh Pizza King XL Karışık 475Gr,225.0,Temel Gıda,01,,,,
Super Fresh Taze Fasulye 450Gr*16 Domatessiz,134.95,Temel Gıda,01,,,,
Superfresh 7/24 Fırından Simit 400 Gr,164.95,Temel Gıda,01,,,,
SuperFresh Çıtır Çubuk Patates 1 Kg,229.95,Temel Gıda,01,,,,
Superfresh Doğranmuş Ispanak 450 Gr,73.46,Temel Gıda,01,,,,
SuperFresh Dondurulmuş Böğürtlen 300 Gr,202.46,Temel Gıda,01,,,,
SuperFresh Dondurulmuş Frambuaz 300 Gr,404.96,Temel Gıda,01,,,,
SuperFresh Dondurulmuş Orman Meyveleri 300 Gr,277.46,Temel Gıda,01,,,,
SuperFresh Dondurulmuş Vişne 350Gr,382.46,Temel Gıda,01,,,,
Superfresh Elma Dilim Patates 1000 Gr,229.95,Temel Gıda,01,,,,
Superfresh İkramlık Ispanaklı Mini Börek 500 Gr,146.21,Temel Gıda,01,,,,
Superfresh İkramlık Patatesli Mini Börek 500 Gr,146.21,Temel Gıda,01,,,,
Superfresh İkramlık Peynirli Mini Börek 500 Gr,146.21,Temel Gıda,01,,,,
Superfresh Ispanak&Peynir Dolgulu Patates Kroket 360 Gr,164.95,Temel Gıda,01,,,,
Superfresh Jumbo Patates 1 Kg,229.95,Temel Gıda,01,,,,
Superfresh Kat Kat Peynirli Börek 400 Gr,144.95,Temel Gıda,01,,,,
Superfresh Kayseri Mantı 400 Gr,145.0,Temel Gıda,01,,,,
Superfresh Kıymalı Pelmeni Mantı 400 Gr,259.95,Temel Gıda,01,,,,
Superfresh Klasik Ton Balığı 2*160,299.95,Temel Gıda,01,,,,
Superfresh Klasik Ton Balığı 3*75 Gr,254.95,Temel Gıda,01,,,,
SuperFresh Kumpir Kroket 300 Gr,194.95,Temel Gıda,01,,,,
SuperFresh Mac&Cheese Topları 300 Gr,209.95,Temel Gıda,01,,,,
SuperFresh Margarita Pizza King XL 460 Gr,225.0,Temel Gıda,01,,,,
Superfresh Milföy Hamuru 1 Kg,184.95,Temel Gıda,01,,,,
Superfresh Milföy Hamuru 500 Gr,85.12,Temel Gıda,01,,,,
Superfresh Mısır 3'lü 600 Gr,99.95,Temel Gıda,01,,,,
Superfresh Mısır 450 Gr,119.95,Temel Gıda,01,,,,
SuperFresh Mozeralla Çucukları 280 Gr,289.95,Temel Gıda,01,,,,
Superfresh Patates 1 Kg,219.95,Temel Gıda,01,,,,
Superfresh Patates Kroket 450 Gr,107.95,Temel Gıda,01,,,,
Superfresh Patatesli Garnitür 450 Gr,73.5,Temel Gıda,01,,,,
Superfresh Pizza King 4'lü 780 Gr,224.96,Temel Gıda,01,,,,
Superfresh Soğan Kroket 450 Gr,149.95,Temel Gıda,01,,,,
SuperFresh Tereyağlı Kruvasan 360 Gr,192.95,Temel Gıda,01,,,,
SuperFresh Tuna Fish Ton Balığı 4*75 Gr,219.95,Temel Gıda,01,,,,
Superfresh Zeytinyağlı Ton Balığı 3*75 Gr,319.95,Temel Gıda,01,,,,
Sütaş Kakaolu Pudıng 200 Gr,23.95,Temel Gıda,01,,,,
Sütaş Krema 200 Ml,64.9,Temel Gıda,01,,,,
Sütaş Muzlu Puding 200 Gr,23.95,Temel Gıda,01,,,,
Sütaş Tatlım Çikolatalı Çilekli Puding 4*60 Gr,49.95,Temel Gıda,01,,,,
Sütaş Tatlım Çikolatalı Sütlü 4*60 Gr,49.95,Temel Gıda,01,,,,
Sütaş Tatlımmm Çikolatalı 8*65 GR,64.5,Temel Gıda,01,,,,
Sütaş Tatlımmm Çikolatalı Puding 4'lü 100 Gr,49.95,Temel Gıda,01,,,,
Sütaş Tatlımmm Muzlu Puding 4*65 Gr,49.95,Temel Gıda,01,,,,
Tada Klasik Ton Balığı 3*75 Gr,129.95,Temel Gıda,01,,,,
Takita Kahverengi Küp Şeker 500 Gr,191.9,Temel Gıda,01,,,,
Takita Kahverengi Toz Şeker 500 Gr,146.75,Temel Gıda,01,,,,
Takita Tablet Tatlandırıcı 300'lü,130.9,Temel Gıda,01,,,,
Tat Acı Biber Turşusu 330 Gr,109.95,Temel Gıda,01,,,,
Tat Acılı Ketçap 650 Gr,99.95,Temel Gıda,01,,,,
Tat Barbekü Sos 250 Gr,71.96,Temel Gıda,01,,,,
Tat Barbunya Pilaki 400 Gr,69.9,Temel Gıda,01,,,,
Tat Bezelye Cam 680 Gr,59.95,Temel Gıda,01,,,,
Tat Biber Salçası Ekstra Kalite 550 Gr,94.95,Temel Gıda,01,,,,
Tat Biberiye Turşusu 330 Gr,109.95,Temel Gıda,01,,,,
Tat Büfe Ketçap 650 Gr,99.95,Temel Gıda,01,,,,
Tat Domates Salçası (Cam) 710 Gr,89.95,Temel Gıda,01,,,,
Tat Domates Salçası 830 Gr,79.95,Temel Gıda,01,,,,
Tat Domates Salçası Cam Kavanoz 1500 Gr,159.95,Temel Gıda,01,,,,
