id,shown_price,category,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Hero Baby Karışık Meyveli Tahıllı Kavanoz Maması 125 Gr,39.5,Bebek Ürünleri,12,,,,
Hero Baby Mama Kavanoz Organik Muz Armut Tahıl Bebek Ek Gıda 120 gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Meyveli 8 Tahıllı Kaşık Maması 200 Gr,127.95,Bebek Ürünleri,12,,,,
Hero Baby Muzlu Mandalinalı Armutlu Kavanoz Maması 125 Gr,39.5,Bebek Ürünleri,12,,,,
Hero Baby Organik Elma Püresi Kavanoz Mama 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Organik Elmalı Şeftalili Kavanoz Maması 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Organik Karışık Meyveli Kavanoz Maması 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Organik Kayısılı Bebek Ek Gıdası 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Organik Kayısılı Muzlu Kavanoz Maması 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Prebiyotikli Muzlu Yoğurtlu Kavanoz Maması 120 Gr,69.95,Bebek Ürünleri,12,,,,
Hero Baby Sütlü Elmalı 8 Tahıllı Kaşık Maması 200 Gr,127.95,Bebek Ürünleri,12,,,,
Hero Baby Sütlü Peynirli Pekmezli 8 Tahıllı Kaşık Maması 200 Gr,127.95,Bilinmiyor,,,,,
Huggies Drynites Gece Külodu (4-7 yaş) 10'lu,229.9,Bebek Ürünleri,12,,,,
Huggies Drynites Gece Külodu (8-15 yaş) 9'lu,229.9,Bebek Ürünleri,12,,,,
Huggies Little Swimmers Mayo Bebek Bezi 12-18 Kg 11'li,199.9,Bebek Ürünleri,12,,,,
Johnson's Baby Aloe Veralı Bebek Yağı 300 Ml,189.9,Bebek Ürünleri,12,,,,
Johnson's Baby Bebek Şampuanı 200 Ml,60.83,Bebek Ürünleri,12,,,,
Johnson's Baby Bedtime Bebek Yağı 300 Ml,189.9,Bebek Ürünleri,12,,,,
Johnson's Baby Gold Pompalı Bebek Şampuan 750 Ml,167.93,Bebek Ürünleri,12,,,,
Johnson's Baby Hafif Parfümlü Bebek Vazelini 100 Ml,136.9,Bebek Ürünleri,12,,,,
Johnson's Baby Işıldayan Parlaklık Şampuan 750 Ml,199.43,Bebek Ürünleri,12,,,,
Johnson's Baby Işıldayan Parlaklık Serisi Kolay Tarama Spreyi 200 Ml,189.9,Bebek Ürünleri,12,,,,
Johnson's Baby Kremli Şampuan 500 Ml,149.73,Bebek Ürünleri,12,,,,
Johnson's Baby Kulak Temizleme Çubuğu 100'lü,75.9,Bebek Ürünleri,12,,,,
Johnson's Baby Kulak Temizleme Çubuğu 200'lü,119.9,Bebek Ürünleri,12,,,,
Johnson's Baby Parfümsüz Bebek Vazelini 100 Ml,136.9,Bebek Ürünleri,12,,,,
Johnson's Baby Sabun 100 Gr,59.9,Bebek Ürünleri,12,,,,
Johnson's Baby Şampuan 750 Ml+200 Ml,167.9,Bebek Ürünleri,12,,,,
Johnson's Bebek Yağı 200 Ml,178.9,Bebek Ürünleri,12,,,,
Johnson's Kral Şakir Bebek Şampuanı 500 Ml,125.93,Bebek Ürünleri,12,,,,
Johnson's Kral Şakir Işıldayan Parlaklık Şampuan 500 Ml,149.73,Bebek Ürünleri,12,,,,
Johnson's Morning Dew Bebek Kolonyası 100 Ml,80.9,Bebek Ürünleri,12,,,,
Lux Göğüs Pedi 20'li,55.95,Bebek Ürünleri,12,,,,
Milupa Aptamil Bebek Sütü Prosyneo 1 Numara 400 Gr,699.9,Bebek Ürünleri,12,,,,
Milupa Aptamil Bebek Sütü Prosyneo 2 Numara 400 Gr,699.9,Bebek Ürünleri,12,,,,
Milupa Aptamil Bebek Sütü Prosyneo 3 Numara 400 Gr,699.9,Bebek Ürünleri,12,,,,
Milupa Aptamil Prosyneo Bebek Sütü 1 800 Gr,1299.9,Bebek Ürünleri,12,,,,
Milupa Aptamil Prosyneo Bebek Sütü 2 800 Gr,1299.9,Bebek Ürünleri,12,,,,
Milupa Organik Kavanoz Sütlaç 125 Gr,74.9,Bebek Ürünleri,12,,,,
Milupa Organik Kayısı Muz Kavanoz Maması 125 Gr,74.9,Bebek Ürünleri,12,,,,
Milupa Organik Şeftali Elma Kavanoz Maması 125 Gr,74.9,Bebek Ürünleri,12,,,,
Molfix 3D Ultra Fırsat Paketi Maxi 4 7-14 Kg Bebek Bezi 100'lü,459.9,Bebek Ürünleri,12,,,,
Molfix 4 Beden Maxi 7-14 Kg 60 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix 5 Numara Junior 48'li Bebek Bezi,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bakım Örtüsü 60*60 Cm 10 Adet,159.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi 1 Beden Yenidoğan Fırsat Paketi 88 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi 2 Beden Mini Fırsat Paketi 80 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi 5+ Beden Junior Plus Fırsat Paketi 44 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi 6 Beden Ekstra Large Fırsat Paketi 39 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi Beden 4+ (9-16Kg) Maxi Plus 52 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Bebek Bezi Beden:3 (4-9Kg) Midi 68 Adet,279.9,Bebek Ürünleri,12,,,,
Molfix Junior 5 Kilot Bez 44 Adet,289.9,Bebek Ürünleri,12,,,,
Molfix Maxi 4 Külot bez 56 Adet,289.9,Bebek Ürünleri,12,,,,
Molfıx Premıum Junıor 66'Lı Ultra Fırsat Pkt.,459.9,Bebek Ürünleri,12,,,,
Molfıx Premıum Maxı 86'Lı Ultra Fırsat Pkt.,459.9,Bebek Ürünleri,12,,,,
Molfıx Premıum E.Large 34'Lu Fırsat Pkt.,310.0,Bebek Ürünleri,12,,,,
Molfıx Premıum Junıor 42'Li Fırsat Pkt.,310.0,Bebek Ürünleri,12,,,,
Molfıx Premıum Maxı 54'Lu Fırsat Pkt.,310.0,Bebek Ürünleri,12,,,,
Molfıx Premıum Mıdı 60'LI Fırsat Pkt.,310.0,Bebek Ürünleri,12,,,,
Molfıx Premıum Mını 70'Lı Fırsat Pkt.,310.0,Bebek Ürünleri,12,,,,
Molfix Ultra Fırsat Paketi Extra 4 14Kg Bebek Bezi 62'li,459.9,Bebek Ürünleri,12,,,,
Molfix Ultra Fırsat Paketi Junior 5 11-18 Kg Bebek Bezi 78'li,459.9,Bebek Ürünleri,12,,,,
Pınar Devam Sütü 500 Ml,49.95,Bebek Ürünleri,12,,,,
Prima Aktif 4 Beden 9-15 Kg 25 Adet Bebek Külot Bez,375.9,Bebek Ürünleri,12,,,,
Prima Aktif Bebek Fırsat Paketi Bebek Bezi Beden:6 40'lı,699.9,Bebek Ürünleri,12,,,,
Prima Aktif Bebek Fırsat Paketi Bebek Bezi Beden:8,699.9,Bebek Ürünleri,12,,,,
Prima Aktif Bebek Fırsat Paketi Junior Bebek Bezi Beden: 5 46'lı,699.9,Bebek Ürünleri,12,,,,
Prima Harmonie 6 Beden 18'li Külot Bez,375.9,Bebek Ürünleri,12,,,,
Prima Pampers Aktif Bebek Bezi Beden:7 34'lü,699.9,Bebek Ürünleri,12,,,,
Prima Pampers Aktif Bebek Fırsat Paketi Bebek Bezi Beden:3 62'li,699.9,Bebek Ürünleri,12,,,,
Prima Pampers Aktif Bebek Fırsat Paketi Bebek Bezi Beden:4 54'lü,699.9,Bebek Ürünleri,12,,,,
Prima Premium Care 1 Beden Bebek Bezi 33'lü,199.9,Bilinmiyor,,,,,
Prima Premium Care 2 Beden Bebek Bezi 30'lu,199.9,Bebek Ürünleri,12,,,,
Prima Premium Care 3 Beden Bebek Bezi 26'lı,199.9,Bebek Ürünleri,12,,,,
Sebamed Bebek Losyonu 200 Ml,376.49,Bebek Ürünleri,12,,,,
Sebamed Bebek Şampuanı 500 Ml,356.99,Bebek Ürünleri,12,,,,
Sleepy Bio Natural 2'li Fırsat Paketi 4 Beden Maxi Bebek Bezi 82 Adet,199.9,Bilinmiyor,,,,,
Sleepy Bio Natural 2'li Fırsat Paketi 5 Beden Junior Bebek Bezi 58 Adet,199.9,Bebek Ürünleri,12,,,,
Sma Optipro 2 6-12 Ay Bebek Sütü 400 Gr,589.95,Bebek Ürünleri,12,,,,
Sma Optipro 2 6-12 Ay Bebek Sütü 800 Gr,1059.95,Bebek Ürünleri,12,,,,
Sma Optipro 3 1-3 Yaş Devam Sütü 400 Gr,589.95,Bebek Ürünleri,12,,,,
Sma Optipro 3 1-3 Yaş Devam Sütü 800 Gr,1059.95,Bebek Ürünleri,12,,,,
Ülker Bebe Bisküvisi 400 Gr,82.5,Bebek Ürünleri,12,,,,
Ülker Bebe Sütlü Bisküvi 172 Gr,40.0,Bebek Ürünleri,12,,,,
Ülker Bebe Sütlü Bisküvi 800 Gr,158.0,Bebek Ürünleri,12,,,,
Unı Baby Bebek Şampuanı 700 Ml,159.9,Bebek Ürünleri,12,,,,
Uni Baby Bebek Temizleme Pamuğu 60lı,125.9,Bebek Ürünleri,12,,,,
Uni Baby Çamaşır Deterjanı 1500 Ml,299.9,Bebek Ürünleri,12,,,,
Uni Baby Çamaşır Yumuşatıcı 1500 Ml,159.9,Bebek Ürünleri,12,,,,
Uni Baby Kolay Tarama Spreyi 200 Ml,199.95,Bebek Ürünleri,12,,,,
Unı Baby Papatya Özlü Bebek Şampuanı 700 ml,159.9,Bebek Ürünleri,12,,,,
Uni Baby Saç ve Vücut Şampuanı 200 Ml,69.9,Bebek Ürünleri,12,,,,
Unı Baby Saç Ve Vücut Şampuanı 700 Ml,159.9,Bebek Ürünleri,12,,,,
Uni Baby Saç ve Vücut Şampuanı 900 Ml,179.9,Bebek Ürünleri,12,,,,
Uni Baby Sensitive Çamaşır Deterjanı 1500 Ml,359.9,Bebek Ürünleri,12,,,,
Uni Baby Vücut Temizleme Havlusu XXL 50 Yaprak,89.9,Bebek Ürünleri,12,,,,
Uni Baby Yenidoğan Sıvı Çamaşır Sabunu 1500 Ml,299.9,Bebek Ürünleri,12,,,,
ABC Bahar Tutkusu Yüzey Temizleyicisi 2500 Ml,109.9,Deterjan ve Temizlik,05,,,,
ABC Beyaz İnci Yüzey Temizleyici 2500 Ml,109.9,Deterjan ve Temizlik,05,,,,
ABC Cam Temizleyici 750 Ml,59.9,Deterjan ve Temizlik,05,,,,
ABC Dağ Rüzgarı Ultra Çamaşır Suyu 3250 Ml,169.9,Deterjan ve Temizlik,05,,,,
ABC Dağ Rüzgarı Ultra Çamaşır Suyu 750 Ml,64.9,Deterjan ve Temizlik,05,,,,
ABC İpeksi Yumuşaklık Aşk Çamaşır Yumuşatıcısı 5 Lt,199.9,Deterjan ve Temizlik,05,,,,
ABC İpeksi Yumuşaklık Huzur Çamaşır Yumuşatıcısı 5 Lt,199.9,Deterjan ve Temizlik,05,,,,
ABC İpeksi Yumuşaklık Tutku Çamaşır Yumuşatıcısı 5 Lt,199.9,Deterjan ve Temizlik,05,,,,
ABC Jel Power Beyazlar İçin Sıvı Çamaşır Deterjanı 2145 Ml,199.9,Deterjan ve Temizlik,05,,,,
ABC Jel Power Renkliler İçin Sıvı Çamaşır Deterjanı 2145 Ml,199.9,Deterjan ve Temizlik,05,,,,
ABC Karbonatlı Ultra Çamaşır Suyu 3250 Ml,169.9,Deterjan ve Temizlik,05,,,,
ABC Karbonatlı Ultra Çamaşır Suyu 750 Ml,64.9,Deterjan ve Temizlik,05,,,,
ABC Leke Karşıtı Sıvı Çamaşır Deterjanı 2700 Ml,189.9,Deterjan ve Temizlik,05,,,,
ABC Matik Gül Tutkusu Çamaşır Deterjanı 6 Kg,299.9,Deterjan ve Temizlik,05,,,,
ABC Matik Lavanta Tazeliği Çamaşır Deterjanı 6 Kg,299.9,Deterjan ve Temizlik,05,,,,
ABC Misket Limonlu Bulaşık Deterjanı 4 Lt,199.9,Deterjan ve Temizlik,05,,,,
ABC Parfumia Büyüleyici Yasemin Konsantre Yumuşatıcı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
ABC Parfumia Gizemli Lotus Konsantre Yumuşatıcı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
ABC Parfumia Romantik Gül Konsantre Yumuşatıcı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
ABC Parfumia Tutkulu Dahlia Konsantre Yumuşatıcı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
ABC Pembe Tutku Yüzey Tezmizleyicisi 2500 Ml,109.9,Deterjan ve Temizlik,05,,,,
ABC Renkliler İçin Sıvı Çamaşır Deterjanı 3000 Ml,189.9,Deterjan ve Temizlik,05,,,,
ABC Sıvı Sık Yıkanan Çamaşırlara Özel Çamaşır Deterjanı 2700 Ml,189.9,Deterjan ve Temizlik,05,,,,
ABC Siyahlar İçin Sıvı Çamaşır Deterjanı 2700 Ml,189.9,Deterjan ve Temizlik,05,,,,
ABC Ultra Çamaşır Suyu Bembeyaz 750 Ml,64.9,Deterjan ve Temizlik,05,,,,
Ace Bahar Çamaşır Suyu 1 Lt,74.9,Deterjan ve Temizlik,05,,,,
Ace Bahar Çamaşır Suyu 4 Lt,214.95,Deterjan ve Temizlik,05,,,,
Ace Klasik Çamaşır Suyu 1 Lt,74.9,Deterjan ve Temizlik,05,,,,
Ace Klasik Çamaşır Suyu 2 Lt,119.9,Deterjan ve Temizlik,05,,,,
Ace Klasik Çamaşır Suyu 4 Lt,214.95,Deterjan ve Temizlik,05,,,,
Ace Lavanta Kokulu Çamaşır Suyu 1 Lt,74.9,Deterjan ve Temizlik,05,,,,
Ace Lavanta Kokulu Çamaşır Suyu 4 Lt,214.95,Deterjan ve Temizlik,05,,,,
Ace Platinum Anadolu Ferahlığı 1 Lt,89.9,Deterjan ve Temizlik,05,,,,
Ace Platinum Anadolu Ferahlığı 4 Lt,279.9,Deterjan ve Temizlik,05,,,,
Ace Platinum Bahar Çiçeği 4 Lt,279.9,Deterjan ve Temizlik,05,,,,
Ace Ultra Banyo Kireç Çözücü Sprey 700 Ml,134.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Genel Kullanım Temizleyici Sprey,134.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Kıvamlı Dağ Ferahlığı Çamaşır Suyu 810 Gr,77.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Köpük Çiçek Kokulu Çamaşır Suyu 700 Ml,134.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Mutfak Yağ Çözücü Sprey 700 Ml,134.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Power Jel Çiçek Kokulu Çamaşır Suyu &Yağ Çözücü 810 Gr,77.95,Deterjan ve Temizlik,05,,,,
Ace Ultra Power Jel Çiçek Kokulu Çamaşır Suyu 810 Gr,77.95,Deterjan ve Temizlik,05,,,,
Air Wick Deco Sphere Mango&Turunç Kokulu Oda Kokusu 2'li,499.9,Deterjan ve Temizlik,05,,,,
Air Wick Deco Sphere Mango&Turunç Oda Kokusu,299.9,Deterjan ve Temizlik,05,,,,
Air Wick Elektirikli Kit Oda Kokusu Lavanta 19 Ml,249.9,Deterjan ve Temizlik,05,,,,
Air Wick Elektirikli Kit Oda Kokusu Temizlik Esintisi 19 Ml,249.9,Deterjan ve Temizlik,05,,,,
Air Wick Elektirikli Kit Oda Kokusu Yedek Bahar Çiçekleri 19 Ml,149.9,Deterjan ve Temizlik,05,,,,
Air Wick Elektirikli Kit Oda Kokusu Yedek Lavanta 19 Ml,149.9,Deterjan ve Temizlik,05,,,,
Air Wick Eliktirikli Kit Oda Kokusu Yedek Temizlik Esintisi 19 Ml,149.9,Deterjan ve Temizlik,05,,,,
Air Wick Freshmatic Bahar Çiçekleri Kokulu Oda Kokusu Yedek Sprey 250 Ml,199.9,Deterjan ve Temizlik,05,,,,
Air Wick Freshmatic Bahar Çiçekleri Yedekli Oda Kokusu,599.9,Deterjan ve Temizlik,05,,,,
Air Wick Freshmatic Lavanta Kokulu Oda Kokusu Yedek Sprey 250 Ml,199.9,Deterjan ve Temizlik,05,,,,
Air Wick Freshmatic Makine + Lavanta Kokulu Yedek Oda Kokusu Spreyi,599.9,Deterjan ve Temizlik,05,,,,
Air Wick Freshmatic Temizliğin Esintisi Yedek Oda Kokusu Spreyi 250 Ml,199.9,Deterjan ve Temizlik,05,,,,
Air Wick Lavanta Esintisi Oda Kokusu 300 Ml,179.9,Deterjan ve Temizlik,05,,,,
Air Wick Manolya ve Kiraz Çiçekleri Kokulu Oda Kokusu 300 Ml,179.9,Deterjan ve Temizlik,05,,,,
Air Wick Okyanus Ferahlığı Oda Kokusu 300 Ml,179.9,Deterjan ve Temizlik,05,,,,
Air Wick Stick Ups Lavanta Kokulu Oda Kokusu,179.9,Deterjan ve Temizlik,05,,,,
Airwick Pembe Çiçek Kokulu Bambu Çubuk 25 Ml,199.9,Deterjan ve Temizlik,05,,,,
Alo Kar Çiçeği Beyaz&Renkli Toz Çamaşır Deterjanı 4 Kg,291.95,Deterjan ve Temizlik,05,,,,
"Alo Kar Çiçeği Ferahlığı Beyaz&Renkliler için Toz Çamaşır Deterjanı 1,5 Kg",139.95,Deterjan ve Temizlik,05,,,,
Ariel 18 Yıkama Canlı Parlak Renkliler Sıvı Çamaşır Deterjanı,149.9,Deterjan ve Temizlik,05,,,,
Ariel Beyazlar Dağ Esintisi 4 Kg,299.9,Deterjan ve Temizlik,05,,,,
Ariel Beyazlar ve Renkliler İçin Toz Deterjan 7 KG,399.9,Deterjan ve Temizlik,05,,,,
Ariel Dağ Esintisi Beyazlar İçin Toz Deterjan 7 Kg,399.9,Deterjan ve Temizlik,05,,,,
"Ariel Dağ Esintisi Toz Çamaşır Deterjanı 1,5 Kg",149.9,Deterjan ve Temizlik,05,,,,
Ariel Hepsi1Arada Pods Dağ Esintisi 12 Yıkama,239.9,Deterjan ve Temizlik,05,,,,
Ariel Hepsi1Arada Pods Dağ Esintisi 25 Yıkama,379.9,Deterjan ve Temizlik,05,,,,
Ariel Oxi 24 Yıkama Sıvı Çamaşır Deterjanı,199.9,Deterjan ve Temizlik,05,,,,
Ariel Oxi Ekstra Leke Çıkarma 20 Yıkama,379.9,Deterjan ve Temizlik,05,,,,
"Ariel Oxi Extra Hijyen 5,5 kg",459.9,Deterjan ve Temizlik,05,,,,
"Ariel Oxi Extra Hijyen Renkliler Toz Deterjan 5,5 kg",459.9,Deterjan ve Temizlik,05,,,,
"Ariel Oxi Leke Çıkarıcı Etkili Toz Çamaşır Deterjanı 8 Yıkama 1,2 Kg",149.9,Deterjan ve Temizlik,05,,,,
"Ariel Parlak Renkler Renkliler İçin Toz Çamaşır Deterjanı 1,5 Kg",149.9,Deterjan ve Temizlik,05,,,,
Ariel Parlak Renkler Renkliler İçin Toz Çamaşır Deterjanı 7 Kg,399.9,Deterjan ve Temizlik,05,,,,
Ariel Parlak Renkler Renkliler için Toz Deterjan 26 Yıkama 4 Kg,299.9,Deterjan ve Temizlik,05,,,,
Ariel Sıvı Canlı Parlak Siyahlar 29 Yıkama,199.9,Deterjan ve Temizlik,05,,,,
Bingo Amonyaklı Krem Banyo Temizleyici 750 Ml,79.9,Deterjan ve Temizlik,05,,,,
Bingo Arındırıcı Ekili Giysi Şampuanı 3 litre,179.9,Deterjan ve Temizlik,05,,,,
Bingo Bulaşık Makinesi Parlatıcısı 400 Ml,89.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Lavanta Çiçekleri Yüzey Temizleyici 1 Lt,49.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Lovely Yüzey Temizleyici 1 Lt,49.9,Deterjan ve Temizlik,05,,,,
"Bingo Fresh Lovely Yüzey Temizleyici 2,5 Lt",109.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Manolya Bahçesi Yüzey Temizleyici 1 Lt,49.9,Deterjan ve Temizlik,05,,,,
"Bingo Fresh Manolya Bahçesi Yüzey Temizleyici 2,5 Lt",109.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Mutlu Yuvam Yüzey Temizleyici 1 Lt,49.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Pembe Düşler Yüzey Temizleyici 1 Lt,49.9,Deterjan ve Temizlik,05,,,,
"Bingo Fresh Pembe Düşler Yüzey Temizleyicisi 2,5 Lt",109.9,Deterjan ve Temizlik,05,,,,
Bingo Fresh Toz Al Lovely Sprey Yüzey Temizleyici 750 Ml,99.9,Deterjan ve Temizlik,05,,,,
Bingo Hepsi Bir Arada Bulaşık Tableti 36 Adet,299.9,Deterjan ve Temizlik,05,,,,
Bingo Hepsi Bir Arada Bulaşık Tableti 40 Adet,199.9,Deterjan ve Temizlik,05,,,,
Bingo Hepsi Bir Arada Bulaşık Tableti 50 Adet,249.9,Deterjan ve Temizlik,05,,,,
Bingo Krem Limon Kokulu Mutfak Temizleyicisi 750 Ml,79.9,Deterjan ve Temizlik,05,,,,
Bingo Limon Kokulu Sıvı Bulaşık Deterjanı 650 Gr,59.9,Deterjan ve Temizlik,05,,,,
Bingo Lovely Renkliler İçin Parfümlü Toz Deterjan 26 Yıkama 4 Kg,239.9,Deterjan ve Temizlik,05,,,,
Bingo Mandalina Kokulu Sıvı Bulaşık Deterjanı 650 Ml,59.9,Deterjan ve Temizlik,05,,,,
Bingo Matik Konstre Renkli&Beyazlar İçin Toz Deterejan 6 Kg,299.9,Deterjan ve Temizlik,05,,,,
Bingo Matik Premium Beyazlar İçin Çamaşır Deterjanı 7 Kg,399.9,Deterjan ve Temizlik,05,,,,
"Bingo Matik Renkliler için Toz Çamaşır Deterjanı 1,5 Kg",119.9,Deterjan ve Temizlik,05,,,,
Bingo Matik Renkliler İçin Toz Deterjan 6 Kg,299.9,Deterjan ve Temizlik,05,,,,
Bingo Okaliptus Derinlemesine Hijyen Çamaşır Suyu 4000 Ml,219.9,Deterjan ve Temizlik,05,,,,
Bingo Oksijen Çam Kokulu Hijyen Çamaşır Suyu 4000 Ml,219.9,Deterjan ve Temizlik,05,,,,
Bingo Oksijen Okaliptus Çamaşır Suyu 750 Ml,64.95,Deterjan ve Temizlik,05,,,,
Bingo Oksijen Okaliptus Kokulu Oksijenli Çamaşır Suyu 1850 Ml,109.9,Deterjan ve Temizlik,05,,,,
Bingo Onaran Koruma Sıvı Çamaşır Deterjanı 3 Lt,179.9,Deterjan ve Temizlik,05,,,,
Bingo Ov Limon Kokulu Yüzey Temizleyici 500 Gr,54.9,Deterjan ve Temizlik,05,,,,
Bingo Pro Max Akıllı Bulaşık Kapsülü 60'Lı,349.9,Deterjan ve Temizlik,05,,,,
Bingo Renkli&Beyaz Çamaşırlar İçin Toz Deterjan 30 Yıkama 4 Kg,239.9,Deterjan ve Temizlik,05,,,,
Bingo Sıvı Deterjan Amber 1755Ml,189.9,Deterjan ve Temizlik,05,,,,
Bingo Sıvı Deterjan Amber 2600Ml,239.9,Deterjan ve Temizlik,05,,,,
Bingo Sıvı Deterjan Beyaz Sabun 1755Ml,189.9,Deterjan ve Temizlik,05,,,,
Bingo Sıvı Deterjan Beyaz Sabun 2600Ml,239.9,Deterjan ve Temizlik,05,,,,
Bingo Siyah Sıvı Çamaşır Deterjanı 3 Lt,179.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Konsantre Mutlu Yuvam Yumuşatıcı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Konsantre Yumuşatıcı Begonvil 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Konsantre Yumuşatıcı Lavanta 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Konsantre Yumuşatıcı Lilyum 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Konsantre Yumuşatıcı Nergis 1440 Ml,149.9,Bilinmiyor,,,,,
Bingo Soft Kuzumun Kokusu Yumuşatıcı 3000 Ml,115.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Kuzumun Kokusu Yumuşatıcı 5000 Ml,199.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Lovely Konsantre Çamaşır Yumuşatıcısı 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Lovely Yumuşatıcı 3 Lt,115.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Lovely Yumuşatıcı 5 Lt,199.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Sensitive Konsantre Yumuşatıcı 60 Yıkama 1440 Ml,149.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Sensitive Yumuşatıcı 3 Lt,115.9,Deterjan ve Temizlik,05,,,,
Bingo Soft Sensitive Yumuşatıcı 5 Lt,199.9,Deterjan ve Temizlik,05,,,,
Bingo Tüm Renkler için Sıvı Deterjan 67 Yıkama 4 Lt,299.9,Deterjan ve Temizlik,05,,,,
"Bingo Ultra Beyaz Beyazlar için Toz Deterjan 10 Yıkama 1,5 Kg",119.9,Deterjan ve Temizlik,05,,,,
Bref Deluxe Manolya Kokulu Tuvalet Bloğu 2'li,179.9,Deterjan ve Temizlik,05,,,,
"Bref Dixi Çam Kokulu Yüzey Temizleyici 2,5 lt",139.9,Deterjan ve Temizlik,05,,,,
Bref Dixi Çam Kokulu Yüzey Temizleyici 900 ml,69.9,Deterjan ve Temizlik,05,,,,
Bref Dixi Yaban Gülü Kokulu Yüzey Temizleyici 900 ml,69.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktif Okyanus Ferahlığı Tuvalet Bloğu,79.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktif Okyanus Tuvalet Bloğu 42 Gr,179.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktiv Çam Kokulu Tuvalet Bloğu,79.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktıv Çam Kokulu Tuvalet Bloğu 2'li,89.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktıv Lavander Field Tuvalet Bloğu 2'li,89.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktıv Limon Kokulu Tuvalet Bloğu 2'li,89.9,Deterjan ve Temizlik,05,,,,
Bref Power Aktıv Ocean Breeze Tuvalet Bloğu 2'li,89.9,Deterjan ve Temizlik,05,,,,
Calgon Kireç Önleyici 4ü1 Arada Ultra Konsantre Toz 250 Gr,175.9,Deterjan ve Temizlik,05,,,,
Camsil Beyaz Sirkeli Cam Temizleyici 500 Ml,74.9,Deterjan ve Temizlik,05,,,,
Camsil Original + Yedek Cam Temizleyici 1 Lt,149.9,Deterjan ve Temizlik,05,,,,
Camsil Original Cam Temizleyici 500 Ml,69.9,Deterjan ve Temizlik,05,,,,
Canped Vücut Temizleme Havlusu 48'li,72.95,Deterjan ve Temizlik,05,,,,
Cif Kırmızı Her Yer Leke Uzmanı Sprey 750 Ml,95.9,Deterjan ve Temizlik,05,,,,
Cif Krem Amonyaklı 1500ML,199.9,Deterjan ve Temizlik,05,,,,
Cif Krem Amonyaklı Mutfak ve Banyo Temizleyici 500 Ml,59.9,Deterjan ve Temizlik,05,,,,
Cif Krem Amonyaklı Mutfak ve Banyo Temizleyici 750 Ml,104.9,Deterjan ve Temizlik,05,,,,
Cif Krem Amonyaklı Mutfak ve Banyo Temizleyici 750 Ml + Cif Krem Limon Kokulu Mutfak ve Banyo Temizleyici 750 Ml,175.9,Deterjan ve Temizlik,05,,,,
Cif Krem Gold 16X500ML,59.9,Deterjan ve Temizlik,05,,,,
Cif Krem Gold 16X750ML,104.9,Deterjan ve Temizlik,05,,,,
