category,id,shown_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Temel Gıda,Ankara Burgu Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara Fırın Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara Fiyonk Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara İnce Uzun Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara Kepekli Burgu Makarna 350 Gr,37.95,01,0.0,,0.0,0.0
Temel Gıda,Ankara Kepekli Çubuk Makarna 350 Gr,37.95,01,0.0,,0.0,0.0
Temel Gıda,Ankara Kuskus Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara Linguine Makarna 500 Gr,24.75,01,0.0,,,-20.032310177705977
Temel Gıda,Ankara Mantı Makarna 500 Gr,24.75,01,0.0,,-20.032310177705977,-20.032310177705977
Temel Gıda,Ankara Sebzeli Burgu Makarna 350 Gr,36.95,01,0.0,,0.0,0.0
Temel Gıda,Ankara Tam Buğday Penne Makarna 500 Gr,38.75,01,0.0,,0.0,0.0
Temel Gıda,Ankara Tam Buğday Spaghetti Makarna 500 Gr,38.75,01,0.0,,0.0,0.0
Temel Gıda,Ankara Vakumlu İrmik 500 Gr,34.95,01,0.0,,0.0,0.0
Temel Gıda,Aoç Kakoulu Dondurma 100Ml,65.0,01,0.0,,0.0,0.0
Temel Gıda,Arslanoğlu Peynir Tatlısı,124.95,01,0.0,,25.012506253126567,25.012506253126567
Temel Gıda,Arslanoğlu Şekerpare 240 Gr,99.95,01,0.0,,25.00000000000001,25.00000000000001
Temel Gıda,Asi Künefe Cevizli Baklava 370 Gr,195.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Fıstıklı Baklava 370 Gr,345.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Fıstıklı Soğuk Baklava 370 Gr,335.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Katmer 150 Gr,125.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Kızartılmış Kadayıf 200 Gr,52.5,01,0.0,,0.0,
Temel Gıda,Asi Künefe Şerbetli Künefe 2'li Kutulu 270 Gr,185.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Sufle 2'li Kutulu 280 Gr,260.0,01,0.0,,0.0,0.0
Temel Gıda,Asi Künefe Tekli Künefe 135 Gr,85.0,01,0.0,,0.0,0.0
Temel Gıda,Aytad Ayçekirdekli Galeta 150 Gr.,79.9,01,0.0,,0.0,
Temel Gıda,Aytad Beze 80 Gr.,79.9,01,0.0,,0.0,0.0
Temel Gıda,Azmanlı Acılı Ev Tarhanası 500 Gr,169.95,01,0.0,,41.74311926605503,0.0
Temel Gıda,Azmanlı Tatlı Ev Tarhanası 500 Gr,169.95,01,0.0,,41.74311926605503,0.0
Temel Gıda,Bağdat Acı Bıber Quadro 75 Gr,74.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Biberiye 35 Gr,46.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Cam Değirmenli Tane Karabiber 50 Gr,159.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Çiğ Köfte Harcı 70 Gr,59.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Defne Yaprağı 6 Gr,29.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Fesleğen 30 Gr,34.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Hindistan Cevizi 160 Gr,159.95,01,,,,0.0
Temel Gıda,Bağdat Baharat İsot Biber 80 Gr,74.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Karabiber 40 Gr,75.95,01,0.0,,33.33918539325843,0.0
Temel Gıda,Bağdat Baharat Karanfil 15 Gr,49.95,01,,,0.0,
Temel Gıda,Bağdat Baharat Karışık Tane Biber 45 Gr,159.95,01,0.0,,,0.0
Temel Gıda,Bağdat Baharat Kekik 60 Gr,173.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Kekik Cam 13 Gr,45.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Mahlep 30 Gr,159.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Mavi Haşhaş 80 Gr,64.95,01,0.0,,,0.0
Temel Gıda,Bağdat Baharat Nane Cam 16 Gr,59.95,01,0.0,,0.0,
Temel Gıda,Bağdat Baharat Pul Biber 210 Gr,159.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Rende Antep Fıstığı 30 Gr,215.0,01,0.0,,,
Temel Gıda,Bağdat Baharat Sarımsak Toz Tuzluklu Kapak 48 Gr,89.95,01,0.0,,0.0,
Temel Gıda,Bağdat Baharat Sofrada Öğütme Tuzu 110 Gr,99.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Soğan Tozu Tuzluklu Kapak 38 Gr,79.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Tatlı Biber 75 Gr,73.95,01,0.0,,,
Temel Gıda,Bağdat Baharat Tavuk Harcı 65 Gr,55.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Toz Karabiber 185 Gr,259.95,01,0.0,,0.0,
Temel Gıda,Bağdat Baharat Yeni Bahar 40 Gr,84.95,01,,,0.0,0.0
Temel Gıda,Bağdat Baharat Zencefil 60 Gr,64.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Baharat Zerdeçal 55 Gr,87.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Cajun Patates Çeşnili Baharat 80 GR,79.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Cam Tuzluklu Kimyon 48 Gr,89.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Cam Tuzluklu Toz Karabiber 55 Gr,132.95,01,,,0.0,0.0
Temel Gıda,Bağdat Çörek Otu 75 Gr,69.95,01,0.0,,,0.0
Temel Gıda,Bağdat Dolmalık Fıstık 23 Gr,179.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Ekstra Acı Pul Biber 80 Gr,74.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Galeta Unu 250 Gr,34.95,01,,,0.0,
Temel Gıda,Bağdat Hindistan Cevizi 50 Gr,59.95,01,0.0,,33.34074733096086,0.0
Temel Gıda,Bağdat Kabuk Tarçın 45 Gr,68.95,01,0.0,,,0.0
Temel Gıda,Bağdat Karbonat 150 Gr,32.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Kekik 25 Gr,79.95,01,0.0,,33.33889259506338,0.0
Temel Gıda,Bağdat Kimyon 75 Gr,76.95,01,0.0,,33.33910933980246,0.0
Temel Gıda,Bağdat Köfte Harcı 90 Gr,46.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Kolay Etsiz Çiğ Köfte Karışımı 120 Gr,44.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Köri 70 Gr,64.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Kuş Üzümü 40 Gr,79.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Limon Tuzu 60 Gr,46.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Mısır Unu 250 Gr,29.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Nane 30 Gr,36.95,01,0.0,,33.34536268495128,0.0
Temel Gıda,Bağdat Pul Biber 80 Gr,73.95,01,0.0,,33.33934367111432,0.0
Temel Gıda,Bağdat Sarımsak Granül Baharat 40 GR,49.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Sebzeli Çeşni Baharat 250 GR,69.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Sumak 80 Gr,94.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Susam 75 Gr,49.95,01,0.0,,,0.0
Temel Gıda,Bağdat Tane Karabiber 40 Gr,75.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Toz Tarçın 45 Gr,54.95,01,0.0,,0.0,0.0
Temel Gıda,Bağdat Zerdeçal 70 Gr.,59.95,01,0.0,,0.0,0.0
Temel Gıda,Balocco Savoıardı Kedi Dili 200 Gr,152.9,01,0.0,,0.0,0.0
Temel Gıda,Barilla Arrabbiata Makarna Sosu 400 Gr,144.95,01,0.0,,33.336399595253425,0.0
Temel Gıda,Barilla Basilico Makarna Sosu 400 Gr,144.95,01,0.0,,33.336399595253425,0.0
Temel Gıda,Barilla Conchiglie Rigate (Mini Midye) Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Farfalle (Mini Kelebek) Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Farfalle Tonde (Fiyonk) Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Fusulli (Burgu) Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Lazanya 500 Gr,145.95,01,,,0.0,0.0
Temel Gıda,Barilla Linguine (Yassı) Spagetti Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Napoliten (Napoletana) Makarna Sosu 400 Gr,144.95,01,0.0,,33.336399595253425,0.0
Temel Gıda,Barilla Penne Rigate (Kalem) 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Risoni(Arpa Şehriye) 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Spaghetti Çubuk Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Tagliatelle All'Uovo (Özel Koleksiyon) Makarna 450 Gr,145.95,01,,,,
Temel Gıda,Barilla Tam Buğday Fusilli (Burgu)Makarna 400 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Tam Buğday Pennette Rigate(Kalem) Makarna 400 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Tam Buğday Spagetti Makarna 400 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Barilla Tortiglioni (Kalın Kesme) Makarna 500 Gr,52.95,01,0.0,,0.0,0.0
Temel Gıda,Billur İyotlu Tuz 750 Gr,32.95,01,0.0,,32.064128256513044,0.0
Temel Gıda,Bizim Domates Çorbası 65 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mercimek Çorbası 72 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak Çıtır Tavuk Pane Harcı 88 Gr,43.95,01,0.0,,0.0,0.0
Temel Gıda,Bizim Mutfak Et Suyu Bulyon 12'li,54.95,01,0.0,,0.0,22.246941045606228
Temel Gıda,Bizim Mutfak Et Suyu Bulyon 24'lü,92.95,01,0.0,,0.0,0.0
Temel Gıda,Bizim Mutfak Ezogelin Çorbası 80 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak İşkembe Çorbası 65 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak Kemik Suyu Bulyon 12'li 120 Gr,49.9,01,0.0,,0.0,0.0
Temel Gıda,Bizim Mutfak Kemik Suyuna Mercimek Çorbası 72 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak Köfte Harcı,43.95,01,0.0,,0.0,0.0
Temel Gıda,Bizim Mutfak Kremalı Mantar Çorbası,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak Kremalı Tavuk Çorbası 62 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Mutfak Tavuk Suyu Bulyon 12'li,54.95,01,0.0,,0.0,22.246941045606228
Temel Gıda,Bizim Mutfak Tavuk Suyu Bulyon 24'lü,92.95,01,0.0,,0.0,0.0
Temel Gıda,Bizim Mutfak Yayla Çorbası,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Şehriyeli Tavuk Çorbası 51 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bizim Tarhana Çorbası 65 Gr,37.95,01,0.0,,0.0,35.778175313059045
Temel Gıda,Bünsa Galeta Unu 400 Gr,41.96,01,0.0,,-25.004468275245756,-20.680529300567105
Temel Gıda,Bünsa Mısır Unu 400 Gr,35.96,01,0.0,,-25.005213764337853,-19.910913140311802
Temel Gıda,Burcu Bamya Konservesi 550 Gr,139.95,01,0.0,,0.0,
Temel Gıda,Burcu Bezelye Konservesi 570 Gr,59.9,01,0.0,,25.052192066805844,0.0
Temel Gıda,Burcu Bütün Mantar Konservesi 310 Gr,89.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Domates Rendesi 685 Gr,46.95,01,0.0,,17.521902377972467,0.0
Temel Gıda,Burcu Domates Salçası 600 Gr,69.95,01,0.0,,0.0,
Temel Gıda,Burcu Domates Salçası 830 Gr,52.95,01,0.0,,-11.602671118530877,6.112224448897805
Temel Gıda,Burcu Domates&Biber Karışık Salça 600 Gr,99.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Enginar Konservesi 540 Gr,199.9,01,,,0.0,0.0
Temel Gıda,Burcu Ev Tipi Acı Biber Salçası 600 Gr,109.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Ev Tipi Domates Salçası 1500 Gr,159.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Ev Tipi Tatlı Biber Salçası 1500 Gr,249.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Ev Tipi Tatlı Biber Salçası 600 Gr,109.9,01,0.0,,0.0,0.0
Temel Gıda,Burcu Garnitür Konserve 570 Gr,59.9,01,0.0,,25.052192066805844,0.0
Temel Gıda,Burcu Haşlama Nohut 600 Gr,59.9,01,0.0,,0.0,24.999999999999993
Temel Gıda,Burcu İkili Set Ketçap 650 Gr+Mayonez 550 Gr,79.95,01,0.0,,,-20.01000500250125
Temel Gıda,Burcu Kapari Kavanoz 310 Gr,99.95,01,0.0,,0.0,0.0
Temel Gıda,Burcu Közlenmiş Biber 560 Gr,119.9,01,0.0,,0.0,24.947894956231778
Temel Gıda,Burcu Közlenmiş Patlıcan 540 Gr,59.95,01,0.0,,0.0,25.000000000000007
Temel Gıda,Burcu Kuru Patlıcan Dolma 200 Gr,79.92,01,0.0,,-20.000000000000004,14.285714285714276
Temel Gıda,Burcu Maş Fasulyeli Tavuk Salatası 150 Gr,66.36,01,0.0,,-20.000000000000004,14.295556321047187
Temel Gıda,Burcu Meksika Fasulyeli Tavuk Salatası 150 Gr,66.36,01,0.0,,-20.000000000000004,14.295556321047187
Temel Gıda,Burcu Meksika Usulü Pilav 250 Gr,59.9,01,0.0,,0.0,61.76073453956251
Temel Gıda,Burcu Mısır Haşlama 320 Gr,59.95,01,0.0,,20.02002002002002,0.0
Temel Gıda,Burcu Nohutlu Pilav 250 Gr,59.9,01,0.0,,0.0,61.76073453956251
Temel Gıda,Burcu Organik Domates Salçası 580 Gr,109.95,01,0.0,,0.0,0.0
Temel Gıda,Burcu Özbek Pilavı 200 GR,95.92,01,0.0,,-20.0,14.28571428571428
Temel Gıda,Burcu Patlıcan Salatası Kavanoz 560 Gr,79.95,01,0.0,,0.0,25.07822277847309
Temel Gıda,Burcu Pilaf Sade Pilav 250 Gr,47.92,01,0.0,,-19.999999999999996,29.40858763165001
Temel Gıda,Burcu Tahıllı Tavuk Salatası 150 Gr,66.36,01,0.0,,-20.000000000000004,14.295556321047187
Temel Gıda,Burcu Zerdeçallı Pilav 250 Gr,47.92,01,0.0,,-19.999999999999996,29.40858763165001
Temel Gıda,Burcu Zeytinyağlı Enginar 200 Gr,55.92,01,0.0,,-20.000000000000004,14.28571428571429
Temel Gıda,Burcu Zeytinyağlı Yaprak Sarma 200 Gr,79.92,01,0.0,,-20.000000000000004,
Temel Gıda,Calve Acı Peri Peri Sos 245 Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,Calve Acı Sos 265 Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,Calve Acılı Ketçap 610 Gr,99.95,01,0.0,,0.0,0.0
Temel Gıda,Calve Barbekü Sos 290 Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,Calve Burger Sos 245Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,Calve Cheddar Jalapeno Gurme Mayonez 240 Gr,99.95,01,0.0,,0.0,0.0
Temel Gıda,Calve Cheddar Sos 240 Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,Calve Hardal Sos 250 Gr,129.95,01,0.0,,33.33675353991381,0.0
Temel Gıda,Calve Ketçap 610 Gr,99.95,01,0.0,,0.0,0.0
Temel Gıda,Calve Ketçap 610 Gr + Mayonez 550 Gr Set,199.95,01,0.0,,53.86687187379762,0.0
Temel Gıda,Calve Ranch Sos 245 Gr,99.95,01,0.0,,33.337780149413035,0.0
Temel Gıda,CALVE SRIRACHA MAYONEZ 240G,149.95,01,0.0,,0.0,0.0
Temel Gıda,Calve Trüflü Mayonez 235 Gr,149.95,01,0.0,,0.0,
Temel Gıda,Calve Yağı Azaltılmış Mayonez 380 Gr,129.95,01,0.0,,0.0,0.0
Temel Gıda,Can Baharat Kuş Üzümü 110 Gr,155.0,01,0.0,,0.0,
Temel Gıda,Can Baharat Pul Biber 110 GR,105.0,01,0.0,,0.0,
Temel Gıda,Can Baharat Susam 130 GR,66.0,01,0.0,,0.0,
Temel Gıda,Cep Sodası 45 Gr,10.95,01,0.0,,0.0,0.0
Temel Gıda,Cep Sodası 90 Gr,20.95,01,0.0,,0.0,0.0
Temel Gıda,Cevher İri Salamura Tuzu 3 Kg,42.9,01,0.0,,0.0,0.0
Temel Gıda,Cevher İyotlu Sofra Tuzu 750 Gr,11.9,01,0.0,,0.0,0.0
Temel Gıda,Coolcook Etli Mini İçli Köfte 150 Gr,109.95,01,0.0,,0.0,0.0
Temel Gıda,Danette Topper Selection Antep Fıstık&Baklava Parçalı Puding 110 Gr,59.5,01,0.0,,-14.93924231593996,
Temel Gıda,Danette Topper Selection Fındık&Brownie Puding 110 Gr,59.5,01,0.0,,-14.93924231593996,
Temel Gıda,Danette Topper Selection Wafer Mix Puding 110 Gr,59.5,01,0.0,,-14.93924231593996,
Temel Gıda,Dankek Rulo Muzlu Pasta 28 Gr,10.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Aç Ye 4 Tahıllı Ton Balığı 160 Gr,169.95,01,0.0,,33.335948532873054,
Temel Gıda,Dardanel Aç Ye Fasulyeli Ton Balığı 160 Gr,169.95,01,0.0,,33.335948532873054,0.0
Temel Gıda,Dardanel Aç Ye Mısırlı Ton Balığı 160 Gr,169.95,01,0.0,,33.335948532873054,0.0
Temel Gıda,Dardanel California Onigiri 125 Gr,115.0,01,0.0,,0.0,
Temel Gıda,Dardanel California Roll Sushı 250 Gr,309.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Çimçim Karides 250 Gr,295.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Haşlanmış Norveç Karidesi 200 Gr,325.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Kalamar Tava 300 Gr,479.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Kolay Pişir Petso Soslu Lınguıne 400 Gr,269.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Kyoto Mix Sushı 210 Gr,329.0,01,0.0,,0.0,
Temel Gıda,Dardanel Mezgit Pane 300 Gr,269.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Onigiri Sushı 125 Gr,115.0,01,0.0,,0.0,
Temel Gıda,Dardanel Somon Teriyaki Onigiri 125 Gr,115.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Sushida California Maki 140 gr,199.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Sushida Somon Maki 140 gr,199.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Sushida Ton Maki 140 gr,199.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Tokyo Mix Sushı 190 Gr,329.0,01,0.0,,0.0,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,0.0,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,60.383478699632384,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,10.84644194756554,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,-16.865168539325843
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,20.286525206108937,,33.33453470770562,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,-16.865168539325843,,33.33333333333333,0.0
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,-16.865168539325843,,33.33333333333333,20.286525206108937
Temel Gıda,Dardanel Ton Balığı 4*75 Gr,445.0,01,-16.865168539325843,,33.33333333333333,-16.865168539325843
