date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d,basket_inflation_1d,basket_inflation_7d,basket_inflation_15d,basket_inflation_30d
2026-04-17,0.0423811955642473,0.0071460783592483,1.026765253700134,0.1198322798297884,2.6865284977177395,1.8280923821714263,4.53782442235691,1.9777877608098449,0.0051140122761797,0.1661717791609053,2.046002617491604,3.903248910004673
2026-04-18,0.092978057296718,0.1078526788678966,1.0069328853013848,0.0925329955652508,1.7087130096592582,1.114761162052802,4.374186260623682,1.3931968398596852,0.0276900734052523,0.3933393818632579,0.9511343127523022,4.345929432100004
2026-04-19,-0.007235119948112,-0.011750815349583,1.1664363074007382,0.1430525548896616,1.855954767658752,1.2461146319325365,4.765230479496152,2.2790228255092218,0.0009823833329683,0.3069713382058119,0.9423170808359438,4.291735331782643
2026-04-20,0.229900278693368,0.2482934738946686,0.7948553627112942,-0.2434760974293714,2.056097431400713,1.5336968094882328,4.937437858362564,2.4714459176943384,0.1379049473732918,0.3303780222367678,1.029396285458703,4.429864037847756
2026-04-21,0.1394274876270355,0.097291652132838,0.9174222121234528,0.0005566488445903,1.6733827834002484,0.9428458133298656,4.819204221881679,1.812137656609327,0.1422240130248948,0.0823958252439728,0.8658846888593924,4.617132782683823
2026-04-22,-0.0567185621070668,-0.0417489992432058,0.3586147099035962,0.2362665884891532,1.6283464384739834,1.008861315276152,4.5040966198964165,2.204098722195348,-0.0299906361030264,0.3492034514656003,0.482229112679362,3.916334893524847
2026-04-23,-1.866251477260446,-1.508321446470858,-1.372159785668539,-1.0789386434568211,-0.640944931384714,-0.8831979063401092,2.260236024653668,-0.2138254291713147,-2.2614021174851144,-1.7949731762042207,-2.045427215357224,1.6441122963533086
2026-04-24,-0.0528477392015557,-0.0604226532608409,-1.269727594863377,-1.1273964650527737,0.0716447490678938,-0.4797595243035676,2.3233520743491702,-0.0138817177895426,-0.009731818974428,-1.624141313515387,-1.2517385220291588,1.5569104485867968
2026-04-25,-0.0027906633196447,-0.0019743417906095,-1.5230042922628062,-1.218924705307313,-0.3313189080126836,-1.0236015944404708,2.2948288278094724,-0.0207723982566521,-0.0063528844027038,-1.808592518063221,-1.5343760282109165,1.4821840907098691
2026-04-26,0.0016072840371058,0.0005865453260473,-1.3437260720255917,-1.181037854307176,-0.3305381543417533,-0.9741947815250817,2.8248014328454416,0.5389015267304601,-0.0016151674594949,-1.71445226042156,-1.4210454975106652,1.8930844221460783
2026-04-27,3.0711230091317434,2.7490514806237174,0.3210486895035714,0.2863211161051915,1.7848465345327202,0.8044466030035401,4.59441421120554,2.3308833181561672,2.0451708044856662,0.2129407046616459,0.7323805628809127,3.788995253206901
2026-04-28,0.044665097389808,0.0422908985962923,0.2039805111794297,0.2459784896269455,1.1748956235977326,0.1190254790810637,4.765179623859538,2.178690565262846,-0.0078675066992845,0.0873037810825748,0.6135871736347757,3.843573206093213
2026-04-29,-0.0461825645682447,-0.0300705503386778,0.4110190889278151,0.4109096467692087,1.2859187280186883,0.4511395130718892,4.311631890952325,2.200322592294115,-0.0016486434640652,0.2333666616805196,0.2965792397170732,3.211148051489359
2026-05-01,,,3.849502750696847,6.023117841506499,2.271490996944225,4.619179092325239,3.1138948129774984,4.309501489399111,,1.0883392613591591,-0.3967141197358441,1.5308941919017591
