id,shown_price,product-id,category,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Arko Mavi Cool Tıraş Kolonyası 225 Ml,179.9,677,Kişisel Bakım,12,0.0,0.0,5.854663136216544,41.17554735933454
Arko Men Anti-Irritation Tıraş Jeli 200 Ml,259.9,7344,Kişisel Bakım,12,0.0,0.0,18.136363636363626,57.515151515151494
Arko Men Anti-Irritation Tıraş Köpüğü 200 Ml,169.95,943,Kişisel Bakım,12,0.0,0.0,0.0,33.36733893117788
Arko Men Black Tıraş Jeli 200 Ml,259.9,4960,Kişisel Bakım,12,0.0,0.0,18.136363636363626,57.515151515151494
Arko Men Cool Tıraş Jeli 200 Ml,259.9,7529,Kişisel Bakım,12,0.0,0.0,18.136363636363626,57.515151515151494
Arko Men Cool Tıraş Köpüğü 200 Ml,169.95,8409,Kişisel Bakım,12,0.0,0.0,0.0,33.36733893117788
Arko Men Cool Tıraş Kremi 90 Gr,99.9,1152,Kişisel Bakım,12,0.0,0.0,25.03128911138923,66.69447688970467
Arko Men Extra Sensitive Tıraş Jeli 200 Ml,259.9,1995,Kişisel Bakım,12,0.0,0.0,18.136363636363626,57.515151515151494
Arko Men Sensitive Tıraş Köpüğü 200 Ml,169.95,1940,Kişisel Bakım,12,0.0,0.0,,
Arko Men Sensitive Tıraş Krem 90 Gr,99.9,2072,Kişisel Bakım,12,0.0,0.0,25.03128911138923,66.69447688970467
Arko Nem  Klasik Nemlendirici Krem 250 ml,159.9,10875,Kişisel Bakım,12,0.0,0.0,6.671114076050701,
Arko Nem Değerli Yağlar Avokado Yağlı Nemlendirici 250 Ml,169.9,3070,Kişisel Bakım,12,0.0,0.0,0.0,0.0
Arko Nem Değerli Yağlar Avokado Yağlı Nemlendirici 60 Ml,99.9,3073,Kişisel Bakım,12,0.0,,11.123470522803114,11.123470522803114
370 Cc Kavanoz Kapağı,1.75,3556,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Bölmeli Saklama Kabı,255.0,3566,Ev ve Yaşam,05,0.0,0.0,0.0,
Borcam Dikdörtgen Tepsi 270*400 mm,325.0,6956,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Borcam Set,395.0,7675,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Borcam Yuvarlak Tepsi 260 mm,289.0,3337,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Büyük Boy Borcam Tepsi,330.0,3367,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Alkalin 9 Volt Tekli Pil,319.95,8305,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Alkalin AA Kalem Pil 4'lü,259.95,8747,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Alkalin AAA İnce Kalem Pil 4'lü,259.95,6755,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Basic AAA İnce Kalem Pil 6'lı,374.95,9498,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Basic Kalem Pil AA 6'lı,374.95,9499,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell C Beden Alkalin Orta Boy Pil 2'li,339.95,7664,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell D Beden Alkalin Büyük Boy Pil 2'li,399.95,7665,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Düğme Pil 2016 2'li,199.95,4439,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Düğme Pil 2025 2'li,199.95,4407,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Düğme Pil 2032 2'li,199.95,10114,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Optimum 4' lü AAA İnce Kalem Pil,334.95,6092,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Optimum 4' lü AAA Kalın Kalem Pil,334.95,6093,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Duracell Optimum 6' lı AAA İnce Kalem Pil,489.95,6094,Ev ve Yaşam,05,0.0,0.0,0.0,
Duracell Optimum 6'lı AA Kalın Kalem Pil,489.95,6095,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Glade Flora Buket Hava Tazeleyici Oto Kokusu 70 Gr,94.95,1426,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Glade Lavanta Ferahlığı Hava Tazeleyici Oto Kokusu 70 Gr,94.95,7261,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Glade Mini Jel Temiz Çarşaf Ferahlığı 70 gr,94.95,2639,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Glade Sport Lavanta Ferahlığı Oto Kokusu 7 Ml,249.95,10779,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
Koroplast Airfryr Pişirime Kağıdı Doğal,152.95,11604,Ev ve Yaşam,05,0.0,0.0,0.0,0.0
 Wıskas Kuzulu-Tavşan Yaş Mama 85 Gr,38.95,10961,Petshop,09,0.0,0.0,0.0,
Dreamies İç Dolgulu Tavuklu Kedi Ödül Bisküvisi 60 Gr,79.95,8462,Petshop,09,0.0,0.0,0.0,33.33889259506338
Dreamies Mix İç Dolgulu Biftekli ve Peynirli Kedi Ödül Bisküvisi 60 Gr,79.95,4214,Petshop,09,0.0,0.0,0.0,33.33889259506338
Dreamies Mix İç Dolgulu Somonlu ve Peynirli Kedi Ödül Bisküvisi 60 Gr,79.95,4213,Petshop,09,0.0,0.0,0.0,33.33889259506338
Felix Çifte Lezzet Sığır&Tavuk Yaş Kedi Maması 85 Gr,29.21,11136,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Kuzu Etli Yaş Kedi Maması 85 Gr,29.21,11129,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Sensation Tavuk&havuç Yaş Kedi Maması 85 Gr,29.21,11137,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Sığır Etli Avantajlı Paket Kedi Maması 4*85 Gr,93.71,11131,Petshop,09,0.0,0.0,-25.002000800320133,0.0
Felix Sığır Etli Yaş Kedi Maması 85 Gr,29.21,11135,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Tavuk Etki Yaş Kedi Maması 85 Gr,29.21,11132,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Tonlu Yaş Kedi Maması 85 Gr,29.21,11134,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Felix Yaş Kedi Maması Somonlu 85 Gr,29.21,11695,Petshop,09,0.0,0.0,-25.006418485237486,0.0
Friskies Kümes Hayvanlı Yetişkin Kedi Maması 300 Gr,72.67,11828,Petshop,09,0.0,0.0,-25.005159958720334,0.0
Gourmet Gold Kıyılmış Hindili Yaş Kedi Maması 85 Gr,48.71,11123,Petshop,09,0.0,0.0,-25.00384911470362,0.0
Gourmet Gold Kıyılmış Sığır Etli Yaş Kedi Maması 85 Gr,48.71,11126,Petshop,09,0.0,0.0,-25.00384911470362,0.0
Gourmet Gold Kıyılmış Tavuk Etli Yaş Kedi Maması 85 Gr,48.71,11125,Petshop,09,0.0,0.0,-25.00384911470362,0.0
Gourmet Gold Kıyılmış Tonlu Yaş Kedi Maması 85 Gr,48.71,11124,Petshop,09,0.0,0.0,-25.00384911470362,0.0
"Jungle Balkabaklı Lolipop Kedi Ödül Maması 1,5 Gr",33.0,12952,Bilinmiyor,,0.0,0.0,,
Jungle Bentonit İnce Naturel Kedi Kumu 5 Lt,101.58,4668,Petshop,09,0.0,0.0,-25.00553709856035,
Jungle Biftekli Konserve Kedi Maması 415 Gr,66.75,4656,Petshop,09,0.0,0.0,-25.0,0.0
Jungle Biftekli-Sebzeli Konserve Köpek Maması 400 Gr,66.75,3602,Petshop,09,0.0,0.0,-25.0,0.0
Jungle Crunch Güçlü Kemikler Kedi Ödül Maması 60 gr,44.96,3850,Petshop,09,0.0,0.0,-25.00417014178482,0.0
Jungle Gurme Muhabbet Kuşu Yemi 400 Gr,70.12,4635,Petshop,09,0.0,0.0,-25.005347593582883,0.0
Jungle Junior Mix Köpek Bisküvisi 150 Gr,71.21,12956,Bilinmiyor,,0.0,0.0,,
Jungle Lower Mix Köpek Bisküvisi 150 Gr,71.21,12957,Bilinmiyor,,0.0,,,
