District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Almus,2+1,18000.0,04,,0.0,0.0,
Almus / Ormandibi,2+2,21000.0,04,,-12.5,-12.5,
Erbaa,1+1,18000.0,04,,0.0,20.0,9.090909090909092
Erbaa,2+0,21500.0,04,,7.5,13.157894736842104,2.380952380952381
Erbaa,2+1,17750.0,04,,2.898550724637681,1.4285714285714286,2.898550724637681
Erbaa,2.5+1,20000.0,04,,0.0,0.0,0.0
Erbaa,3+1,18500.0,04,,-2.631578947368421,2.7777777777777777,-2.631578947368421
Erbaa,3+2,25000.0,04,,0.0,0.0,
Erbaa,4+1,18900.0,04,,,,-17.82608695652174
Erbaa,4.5+1,50000.0,04,,0.0,0.0,0.0
Erbaa,Stüdyo (1+0),111111.0,04,,0.0,0.0,0.0
Erbaa / Köyler,2+1,30000.0,04,,33.33333333333333,,
Merkez,1+1,16875.0,04,,0.7462686567164178,1.5037593984962405,3.0534351145038165
Merkez,10 Üzeri,250000.0,04,,0.0,0.0,0.0
Merkez,2+0,18000.0,04,,0.5586592178770949,5.88235294117647,4.3478260869565215
Merkez,2+1,16500.0,04,,1.5384615384615385,1.5384615384615385,4.761904761904762
Merkez,2.5+1,17000.0,04,,-1.4492753623188406,-2.857142857142857,-5.555555555555555
Merkez,3+1,20500.0,04,,-0.6060606060606061,-5.747126436781609,-2.380952380952381
Merkez,3+2,22500.0,04,,0.0,0.0,
Merkez,3.5+1,36000.0,04,,0.0,0.0,1.4084507042253522
Merkez,4+0,42000.0,04,,0.0,0.0,0.0
Merkez,4+1,34500.0,04,,-0.7194244604316548,-0.7194244604316548,-1.4285714285714286
Merkez,5+1,41000.0,04,,0.0,2.5,2.5
Merkez,5+2,60000.0,04,,26.31578947368421,71.42857142857143,41.17647058823529
Merkez,6+1,42500.0,04,,0.0,-5.555555555555555,0.0
Merkez,Stüdyo (1+0),14500.0,04,,16.0,16.0,17.88617886178862
Merkez / Karşıyaka,1+1,16000.0,04,,5.263157894736842,0.0,-3.0303030303030303
Merkez / Karşıyaka,2+0,18000.0,04,,0.0,5.109489051094891,10.76923076923077
Merkez / Karşıyaka,2+1,15750.0,04,,-4.545454545454546,-18.181818181818183,-24.096385542168676
Merkez / Karşıyaka,2.5+1,25000.0,04,,0.0,,
Merkez / Karşıyaka,3+1,22500.0,04,,-6.25,-2.1739130434782608,0.0
Merkez / Karşıyaka,4+1,30000.0,04,,8.108108108108109,-14.529914529914532,6.1946902654867255
Merkez / Karşıyaka,4.5+1,38000.0,04,,0.0,0.0,0.0
Merkez / Karşıyaka,5+1,30000.0,04,,0.0,-3.225806451612903,
Merkez / Karşıyaka,Stüdyo (1+0),12000.0,04,,-7.6923076923076925,-7.6923076923076925,-7.6923076923076925
Merkez / Köyler,1+1,17250.0,04,,-4.166666666666666,-2.8169014084507045,-1.4285714285714286
Merkez / Köyler,2+0,18000.0,04,,4.3478260869565215,2.857142857142857,-22.994652406417114
Merkez / Köyler,2+1,15250.0,04,,-3.1746031746031744,3.389830508474576,-10.294117647058822
Merkez / Köyler,3+0,12500.0,04,,0.0,0.0,0.0
Merkez / Köyler,3+1,25250.0,04,,0.0,0.0,0.0
Merkez / Köyler,4+1,27500.0,04,,0.0,0.0,-14.728682170542637
Merkez / Köyler,Stüdyo (1+0),15000.0,04,,0.0,,
Merkez / Perakende,1+1,16500.0,04,,0.0,0.0,
Merkez / Perakende,2+0,14250.0,04,,0.0,1.7857142857142856,5.555555555555555
Merkez / Perakende,2.5+1,25000.0,04,,0.0,0.0,
Merkez / Perakende,3+1,20000.0,04,,-4.761904761904762,-4.761904761904762,-11.11111111111111
Merkez / Perakende,4+1,27750.0,04,,-0.8928571428571428,-7.5,-13.28125
Niksar,1+1,13750.0,04,,0.0,0.0,0.0
Niksar,2+0,19000.0,04,,0.0,18.75,
Niksar,2+1,13750.0,04,,0.0,-1.7857142857142856,14.583333333333334
Niksar,3+0,13000.0,04,,0.0,,
Niksar,3+1,18000.0,04,,-1.36986301369863,5.88235294117647,-2.7027027027027026
Niksar,4+1,26000.0,04,,0.0,0.0,4.0
Niksar / Merkez,2+1,10000.0,04,,0.0,0.0,0.0
Pazar,3+1,19500.0,04,,0.0,0.0,-1.2658227848101267
Reşadiye,1+1,17000.0,04,,0.0,0.0,6.25
Turhal,1+1,18000.0,04,,0.0,50.0,20.0
Turhal,2+0,18000.0,04,,0.0,,
Turhal,2+1,18000.0,04,,2.857142857142857,1.4084507042253522,-4.0
Turhal,2.5+1,16000.0,04,,0.0,6.666666666666667,3.225806451612903
Turhal,3+1,18000.0,04,,-1.36986301369863,-2.7027027027027026,-2.7027027027027026
Turhal,4+1,24000.0,04,,6.666666666666667,-5.88235294117647,-7.6923076923076925
Turhal,4.5+1,25500.0,04,,8.51063829787234,8.51063829787234,8.51063829787234
Zile,1+1,18000.0,04,,0.0,2.857142857142857,10.76923076923077
Zile,2+0,22500.0,04,,0.0,50.0,50.0
Zile,2+1,15750.0,04,,0.0,3.278688524590164,5.0
Zile,3+1,17750.0,04,,-4.054054054054054,1.4285714285714286,7.575757575757576
Zile,4+1,20500.0,04,,0.0,0.0,
