name,price,url,id
Sun Kolçaksız Teklı Koltuk Natural,29950,https://www.chakra.com.tr/sun-kolcaksiz-tekli-koltuk-natural-8682313382619/,8682313382619
Bled Tekli Koltuk 88x92x69 cm Bej,66850,https://www.chakra.com.tr/bled-tekli-koltuk-88x92x69-cm-bej-8682313223325/,8682313223325
Kıddy Sandalye Natural,16450,https://www.chakra.com.tr/kiddy-sandalye-natural-8682313384125/,8682313384125
Tavla 78x45 cm Natural,29450,https://www.chakra.com.tr/tavla-78x45-cm-natural-8699137984653/,8699137984653
Bled Yan Sehpa (Iroko) Natural,27440,https://www.chakra.com.tr/bled-yan-sehpa-ıroko-natural-8682313171275/,8682313171275
Obelisk Masa Lambası Gövde XL Natural,9950,https://www.chakra.com.tr/obelisk-masa-lambasi-govde-xl-natural-8682313394575/,8682313394575
Ronıtta Salıncak Bej,11450,https://www.chakra.com.tr/ronitta-salincak-bej-8682313324473/,8682313324473
Kasia Macrame Bench NATURAL/SIYAH,11450,https://www.chakra.com.tr/kasia-macrame-bench-naturalsıyah-8682313384323/,8682313384323
Mosaıc Stand Natural,3450,https://www.chakra.com.tr/mosaic-stand-natural-8682313324589/,8682313324589
Dolce Vita Yan Sehpa Natural,10000,https://www.chakra.com.tr/dolce-vita-yan-sehpa-natural-8682313390782/,8682313390782
Satya Yuvarlak Balkon Masası Natural,10450,https://www.chakra.com.tr/satya-yuvarlak-balkon-masasi-natural-8682313382176/,8682313382176
Graphic Koltuk Natural,14450,https://www.chakra.com.tr/graphic-koltuk-natural-8682313282391/,8682313282391
Mosaıc Stand 60 Natural,2950,https://www.chakra.com.tr/mosaic-stand-60-natural-8682313324541/,8682313324541
Phuket 4 lü Cibinlik Seti Natural,499999,https://www.chakra.com.tr/phuket-4-lu-cibinlik-seti-natural-8682313114661/,8682313114661
Malmo Bar Masası Natural,23450,https://www.chakra.com.tr/malmo-bar-masasi-natural-8682313324503/,8682313324503
Candu Orta Sehpa Natural,17450,https://www.chakra.com.tr/candu-orta-sehpa-natural-8682313382374/,8682313382374
Poloko Sarkıt Naturel-Prinç,7950,https://www.chakra.com.tr/poloko-sarkit-naturel-princ-8682313370364/,8682313370364
Palmodo Masa Lambası Gövde XL Natural,7950,https://www.chakra.com.tr/palmodo-masa-lambasi-govde-xl-natural-8682313394704/,8682313394704
