name,price,url,id
İsimsiz Ürün,4899999,https://www.chakra.com.tr/bled-tekli-koltuk-88x92x69-cm-bej-8682313223325/,8682313223325
İsimsiz Ürün,2499999,https://www.chakra.com.tr/bled-yan-sehpa-iroko-natural-8682313171275/,8682313171275
İsimsiz Ürün,979999,https://www.chakra.com.tr/dolce-vita-yan-sehpa-natural-8682313390782/,8682313390782
İsimsiz Ürün,944999,https://www.chakra.com.tr/satya-yuvarlak-balkon-masasi-natural-8682313382176/,8682313382176
İsimsiz Ürün,1499999,https://www.chakra.com.tr/graphic-koltuk-natural-8682313282391/,8682313282391
İsimsiz Ürün,499999,https://www.chakra.com.tr/phuket-4-lu-cibinlik-seti-natural-8682313114661/,8682313114661
İsimsiz Ürün,2099999,https://www.chakra.com.tr/malmo-bar-masasi-natural-8682313324503/,8682313324503
İsimsiz Ürün,1799999,https://www.chakra.com.tr/candu-orta-sehpa-natural-8682313382374/,8682313382374
İsimsiz Ürün,7950,https://www.chakra.com.tr/palmodo-masa-lambasi-govde-xl-natural-8682313394704/,8682313394704
İsimsiz Ürün,26999999,https://www.chakra.com.tr/braga-6-kisilik-yemek-odasi-takimi-natural-8682313390119/,8682313390119
İsimsiz Ürün,3499999,https://www.chakra.com.tr/new-spark-yemek-sandalyesi-siyah-siyah-8682313389229/,8682313389229
İsimsiz Ürün,1499999,https://www.chakra.com.tr/elvie-low-sandalye-natural-8682313384071/,8682313384071
İsimsiz Ürün,249000,https://www.chakra.com.tr/dolce-vita-koltuk-seti-siyah-1-kanepe-2-tekli-koltuk-1-orta-sehpa-1-yan-sehpa-8682313392823/,8682313392823
İsimsiz Ürün,5599999,https://www.chakra.com.tr/dolce-vita-tekli-koltuk-syh-siyah-8682313390720/,8682313390720
İsimsiz Ürün,4199999,https://www.chakra.com.tr/skak-yemek-sandalyesi-natural-8682313389038/,8682313389038
İsimsiz Ürün,1294999,https://www.chakra.com.tr/kite-sehpa-natural-8682313282360/,8682313282360
İsimsiz Ürün,4899999,https://www.chakra.com.tr/sao-paulo-tekli-koltuk-93x106x103-cm-bej-8682313223677/,8682313223677
İsimsiz Ürün,1154999,https://www.chakra.com.tr/tonka-salincak-beyaz-8682313324138/,8682313324138
İsimsiz Ürün,1364999,https://www.chakra.com.tr/mindi-salincak-beyaz-8682313324145/,8682313324145
İsimsiz Ürün,317400,https://www.chakra.com.tr/new-mischa-koltuk-seti-1-kanepe-tekli-koltuk-1-orta-sehpa-1-yan-sehpa-8682313392847/,8682313392847
İsimsiz Ürün,1889999,https://www.chakra.com.tr/milano-mutfak-rafi-natural-8682313388802/,8682313388802
İsimsiz Ürün,8399999,https://www.chakra.com.tr/milano-tezgah-dolap-natural-8682313390133/,8682313390133
İsimsiz Ürün,5950,https://www.chakra.com.tr/palmira-masa-lambasi-govde-m-natural-8682313394636/,8682313394636
İsimsiz Ürün,7950,https://www.chakra.com.tr/palmira-masa-lambasi-govde-xl-natural-8682313394698/,8682313394698
İsimsiz Ürün,999999,https://www.chakra.com.tr/anna-alt-acma-unitesi-natural-8682313385955/,8682313385955
İsimsiz Ürün,2499999,https://www.chakra.com.tr/basket-sandalye-natural-8682313433793/,8682313433793
İsimsiz Ürün,8189999,https://www.chakra.com.tr/milano-mutfak-adasi-natural-8682313388789/,8682313388789
İsimsiz Ürün,370300,https://www.chakra.com.tr/new-mischa-koltuk-seti-siyah-1-kanepe-2-tekli-koltuk-1-orta-sehpa-1-yan-sehpa-8682313392854/,8682313392854
İsimsiz Ürün,4199999,https://www.chakra.com.tr/milano-cekmeceli-dolap-natural-8682313389403/,8682313389403
İsimsiz Ürün,8399999,https://www.chakra.com.tr/milano-kose-modul-dolap-natural-8682313389380/,8682313389380
İsimsiz Ürün,8399999,https://www.chakra.com.tr/milano-servis-masasi-natural-8682313388857/,8682313388857
İsimsiz Ürün,1049999,https://www.chakra.com.tr/milano-bar-masasi-natural-8682313389373/,8682313389373
İsimsiz Ürün,1749999,https://www.chakra.com.tr/rio-orta-sehpa-130x130x30-cm-natural-8682313224100/,8682313224100
İsimsiz Ürün,20999999,https://www.chakra.com.tr/rio-kose-takimi-iroko-bej-8682313222960/,8682313222960
İsimsiz Ürün,6649999,https://www.chakra.com.tr/new-mischa-koltuk-natural-8682313389359/,8682313389359
İsimsiz Ürün,10499999,https://www.chakra.com.tr/dolce-vita-uclu-kanepe-syh-siyah-8682313390751/,8682313390751
İsimsiz Ürün,5999999,https://www.chakra.com.tr/skak-bar-sandalyesi-natural-8682313389069/,8682313389069
İsimsiz Ürün,227400,https://www.chakra.com.tr/kawa-koltuk-seti-1-kanepe-2-tekli-koltuk-1orta-sehpa-natural-8682313392861/,8682313392861
İsimsiz Ürün,4689999,https://www.chakra.com.tr/rey-puf-syh-siyah-8682313390089/,8682313390089
İsimsiz Ürün,1679999,https://www.chakra.com.tr/nina-yan-sehpa-syh-siyah-8682313390690/,8682313390690
İsimsiz Ürün,3989999,https://www.chakra.com.tr/shuka-masa-natural-8682313327559/,8682313327559
İsimsiz Ürün,3149999,https://www.chakra.com.tr/modena-masa-natural-8682313323797/,8682313323797
İsimsiz Ürün,6999999,https://www.chakra.com.tr/grado-yemek-masasi-natural-natural-8682313254428/,8682313254428
İsimsiz Ürün,12575,https://www.chakra.com.tr/maldives-cibinlik-8-li-set-natural-8682313114678/,8682313114678
İsimsiz Ürün,4549999,https://www.chakra.com.tr/belissa-montessori-yatak-natural-8699137984806/,8699137984806
İsimsiz Ürün,4899999,https://www.chakra.com.tr/cape-town-tekli-koltuk-104x80x76-cm-bej-8682313223691/,8682313223691
İsimsiz Ürün,6999999,https://www.chakra.com.tr/cape-town-ikili-kanepe-104x180x76-cm-bej-8682313223738/,8682313223738
İsimsiz Ürün,7699999,https://www.chakra.com.tr/bled-ikili-kanepe-88x187x69-cm-bej-8682313223424/,8682313223424
İsimsiz Ürün,3999999,https://www.chakra.com.tr/bled-orta-sehpa-natural-8682313171268/,8682313171268
İsimsiz Ürün,719999,https://www.chakra.com.tr/lunha-bambu-cift-kisilik-nevresim-seti-200x220-cm-beyaz-8682313378315/,8682313378315
İsimsiz Ürün,799999,https://www.chakra.com.tr/lunha-bambu-king-size-nevresim-seti-230x220-cm-beyaz-8682313381476/,8682313381476
İsimsiz Ürün,879999,https://www.chakra.com.tr/lunha-bambu-extra-king-size-nevresim-seti-260x220-cm-beyaz-8682313381483/,8682313381483
İsimsiz Ürün,299999,https://www.chakra.com.tr/marta-bambu-nevresim-takimi-200x220-cm-beyaz-8682313415072/,8682313415072
İsimsiz Ürün,399999,https://www.chakra.com.tr/lillia-cift-kisilik-pike-210x240-cm-marin-mavi-8682313164741/,8682313164741
İsimsiz Ürün,1899999,https://www.chakra.com.tr/bianca-premium-kaz-tuyu-yorgan-195x215cm-beyaz-8682313468726/,8682313468726
İsimsiz Ürün,399999,https://www.chakra.com.tr/lillia-cift-kisilik-pike-210x240-cm-beyaz-8682313164703/,8682313164703
