product-name,product-price,shown_price,id,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,-4.257130693912304,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,8.89284126278346,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,8.89284126278346,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,8.89284126278346,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.257130693912304,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.257130693912304,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.257130693912304,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.44642063139173,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.44642063139173,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,4.44642063139173,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,-4.083299305839118,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,-4.083299305839118,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,-4.083299305839118,0.0,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,-4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,4.257130693912304,
Nascita Taşli Takma Tırnak 24'lü,244.9,244.9,Nascita Taşli Takma Tırnak 24'lü,12,0.0,0.0,0.0,
Golden Rose Contour Crayon No: 23,319.9,319.9,Golden Rose Contour Crayon No: 23,12,0.0,0.0,0.0,
Deborah Milano 24Ore Extra Cover Fondöten No: 02 Beige,1299.9,1299.9,Deborah Milano 24Ore Extra Cover Fondöten No: 02 Beige,12,0.0,,,
Golden Rose Nude Look Natural Shine Lipgloss No: 04,474.9,474.9,Golden Rose Nude Look Natural Shine Lipgloss No: 04,12,0.0,0.0,,
Flormar Brow Up Kaş Altı Aydınlatıcı Asansörlü Kalem Rose Gold 002,749.9,749.9,Flormar Brow Up Kaş Altı Aydınlatıcı Asansörlü Kalem Rose Gold 002,12,0.0,0.0,,
Max Factor Lasting Performance Makyaj Sabitleyici Sprey,814.9,814.9,Max Factor Lasting Performance Makyaj Sabitleyici Sprey,12,0.0,,,
Golden Rose Silky Touch Compact Pudra No: 04,479.9,479.9,Golden Rose Silky Touch Compact Pudra No: 04,12,0.0,0.0,,
Show By Pastel Show Your Joy Liquid Blush Likit Allık 56,589.9,589.9,Show By Pastel Show Your Joy Liquid Blush Likit Allık 56,12,0.0,0.0,0.0,
Pastel Profashion Krem Allık 55,559.9,559.9,Pastel Profashion Krem Allık 55,12,0.0,0.0,0.0,
Flormar Smoky Eyes Sünger Başlıklı Mat Bitişli Göz Kalemi No: 005,149.0,149.0,Flormar Smoky Eyes Sünger Başlıklı Mat Bitişli Göz Kalemi No: 005,12,0.0,,,
Flormar Dewy Lip Booster Dolgunlaştırıcı Dudak Parlatıcısı No: 002,849.9,849.9,Flormar Dewy Lip Booster Dolgunlaştırıcı Dudak Parlatıcısı No: 002,12,0.0,0.0,0.0,
Essence Chili Bomb Parlak Lip Gloss 01,114.9,114.9,Essence Chili Bomb Parlak Lip Gloss 01,12,0.0,,,
Watsons Asetonsuz Oje Çıkarıcı 150 ml,109.9,109.9,Watsons Asetonsuz Oje Çıkarıcı 150 ml,12,0.0,0.0,0.0,
Golden Rose Mood Defining Dudak Kalemi No: 04 Rosewood,249.9,249.9,Golden Rose Mood Defining Dudak Kalemi No: 04 Rosewood,12,0.0,0.0,,
Miine Çilek Makyaj Süngeri 3'lü,299.9,299.9,Miine Çilek Makyaj Süngeri 3'lü,12,0.0,,0.0,
Flormar Pearly Oje No: 372 Tender Beige,149.9,149.9,Flormar Pearly Oje No: 372 Tender Beige,12,0.0,,,
Flormar Pearly Oje No: 398 Blue Black,149.9,149.9,Flormar Pearly Oje No: 398 Blue Black,12,0.0,0.0,0.0,
Lovely Mineral Loose Pudra,587.9,587.9,Lovely Mineral Loose Pudra,12,0.0,,0.0,
Revolution Shimmer Bomb Gloss Berry Lustre,624.9,624.9,Revolution Shimmer Bomb Gloss Berry Lustre,12,0.0,0.0,0.0,
Essence All Eyes On Me Maskara Soft Black,154.9,154.9,Essence All Eyes On Me Maskara Soft Black,12,0.0,,,
Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 313 Black Minimalizm,99.95,99.95,Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 313 Black Minimalizm,12,0.0,0.0,0.0,
Revolution Pout Tint Mad About Mauve,814.9,814.9,Revolution Pout Tint Mad About Mauve,12,0.0,0.0,0.0,
Deborah Milano 2in1 Gel Kajal Kalem Eyeliner No: 01,689.9,689.9,Deborah Milano 2in1 Gel Kajal Kalem Eyeliner No: 01,12,0.0,,,
Nascita Takma Tırnak Luxe 24'lü Sedefli Lacivert S223,354.9,354.9,Nascita Takma Tırnak Luxe 24'lü Sedefli Lacivert S223,12,0.0,,0.0,
Golden Rose 3D Mega Shine Lipgloss No: 114,624.9,624.9,Golden Rose 3D Mega Shine Lipgloss No: 114,12,0.0,,,
Deborah Milano 24Ore Instant Max Volume Ceramıde Maskara,809.9,809.9,Deborah Milano 24Ore Instant Max Volume Ceramıde Maskara,12,0.0,,,
Deborah Milano Love My Lashes Şeffaf Kaş Maskarası,524.9,524.9,Deborah Milano Love My Lashes Şeffaf Kaş Maskarası,12,0.0,,,
Pastel Cream Blush Krem Allık 49 Heavenly,559.9,559.9,Pastel Cream Blush Krem Allık 49 Heavenly,12,0.0,0.0,0.0,
Lovely Lashmania Maskara,514.9,514.9,Lovely Lashmania Maskara,12,0.0,0.0,0.0,
Max Factor Miracle Pure Göz Altı Kapatıcı 04 Honey,1249.9,1249.9,Max Factor Miracle Pure Göz Altı Kapatıcı 04 Honey,12,0.0,0.0,,
Lovely H2O Lip Gloss No: 6,399.9,399.9,Lovely H2O Lip Gloss No: 6,12,0.0,,,
Unfilter Beauty Oje Sıcak Çikolata 72,79.95,79.95,Unfilter Beauty Oje Sıcak Çikolata 72,12,0.0,,0.0,
Flormar Shine Kiss Me More Ekstra Kalıcı Likit Parlak Ruj No: 04,999.9,999.9,Flormar Shine Kiss Me More Ekstra Kalıcı Likit Parlak Ruj No: 04,12,0.0,0.0,0.0,
Essence Likit Ink Eyeliner,189.9,189.9,Essence Likit Ink Eyeliner,12,0.0,0.0,0.0,
Watsons Fondöten Fırçası,209.9,209.9,Watsons Fondöten Fırçası,12,0.0,,0.0,
Maybelline New York Super Stay Lumi Matte Fondöten No: 140,399.0,399.0,Maybelline New York Super Stay Lumi Matte Fondöten No: 140,12,0.0,0.0,0.0,
Miine New Year Takma Tırnak Cookie 24'lü,79.95,79.95,Miine New Year Takma Tırnak Cookie 24'lü,12,0.0,0.0,,
Golden Rose Glow Kiss Tinted Lip Balm No: 06,519.9,519.9,Golden Rose Glow Kiss Tinted Lip Balm No: 06,12,0.0,0.0,0.0,
Note Lipstick Deep Impact 04,399.9,399.9,Note Lipstick Deep Impact 04,12,0.0,0.0,0.0,
Show By Pastel Show Your Joy Liquid Blush Likit Allık 51,589.9,589.9,Show By Pastel Show Your Joy Liquid Blush Likit Allık 51,12,0.0,,,
Golden Rose Dream Eyes Eyeliner No: 407,179.9,179.9,Golden Rose Dream Eyes Eyeliner No: 407,12,0.0,0.0,,
Flormar Jelly Look Parlak Jel Dokulu Oje Erik Moru,149.9,149.9,Flormar Jelly Look Parlak Jel Dokulu Oje Erik Moru,12,0.0,0.0,,
Flormar Latte Parlak Bitişli Kahve Tonlu Oje No: 004 Dusty Cappucino,99.95,99.95,Flormar Latte Parlak Bitişli Kahve Tonlu Oje No: 004 Dusty Cappucino,12,0.0,0.0,0.0,
Golden Rose Waterproof Emily Göz Kalemi No: 124,114.9,114.9,Golden Rose Waterproof Emily Göz Kalemi No: 124,12,0.0,,0.0,
Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 202 Satiny Pink,149.9,149.9,Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 202 Satiny Pink,12,0.0,0.0,0.0,
Revolution Air Blur Mat Likit Ruj Chauffeur,749.9,749.9,Revolution Air Blur Mat Likit Ruj Chauffeur,12,0.0,0.0,0.0,
Deborah Milano Super Gloss Red No: 06,399.9,399.9,Deborah Milano Super Gloss Red No: 06,12,0.0,,,
Lovely Eyeliner Mat Siyah,359.9,359.9,Lovely Eyeliner Mat Siyah,12,0.0,,,
Flormar Star Shine Yoğun Pigmentli Metalik Oje No: 022,199.9,199.9,Flormar Star Shine Yoğun Pigmentli Metalik Oje No: 022,12,0.0,0.0,,
Flormar Suya Dayanıklı Mat Dudak Kalemi No: 246 Rosebush,399.9,399.9,Flormar Suya Dayanıklı Mat Dudak Kalemi No: 246 Rosebush,12,0.0,0.0,0.0,
Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 103 Pink Pearl,149.9,149.9,Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 103 Pink Pearl,12,0.0,0.0,0.0,
Essence 8h Mat Dudak Kalemi 19c,134.9,134.9,Essence 8h Mat Dudak Kalemi 19c,12,0.0,,,
Lovely Likit Camouflage Kapatıcı No: 3,514.9,514.9,Lovely Likit Camouflage Kapatıcı No: 3,12,0.0,,,
Nascita Magical Takma Kirpik S139,149.9,149.9,Nascita Magical Takma Kirpik S139,12,0.0,,0.0,
Essence Kaş Kaldırıcı & Sabitleyici Jel 01,294.9,294.9,Essence Kaş Kaldırıcı & Sabitleyici Jel 01,12,0.0,,,
Revolution Superdewy Likit Allık Watermelon Pop,1064.9,1064.9,Revolution Superdewy Likit Allık Watermelon Pop,12,,,0.0,
Golden Rose Eyeful Lashes Volume Hacim Veren Maskara,484.9,484.9,Golden Rose Eyeful Lashes Volume Hacim Veren Maskara,12,0.0,,,
Flormar Gentle Cuticle Remover Yumuşatıcı Tırnak Bakım Jeli,199.9,199.9,Flormar Gentle Cuticle Remover Yumuşatıcı Tırnak Bakım Jeli,12,0.0,0.0,0.0,
Note Flawless Far Paleti Romantic Date 02,699.9,699.9,Note Flawless Far Paleti Romantic Date 02,12,0.0,,0.0,
Flormar Baked Powder Parlak Bitişli Fırınlanmış Pudra No: 020,1249.9,1249.9,Flormar Baked Powder Parlak Bitişli Fırınlanmış Pudra No: 020,12,0.0,,,
Pastel Oje No: 411,119.9,119.9,Pastel Oje No: 411,12,0.0,0.0,0.0,
Show By Pastel Show Your Joy Liquid Blush Likit Allık 54,589.9,589.9,Show By Pastel Show Your Joy Liquid Blush Likit Allık 54,12,0.0,0.0,0.0,
Solingen Cımbız 4335,249.9,249.9,Solingen Cımbız 4335,12,0.0,,0.0,
Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 464 Lavender Love,99.95,99.95,Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 464 Lavender Love,12,0.0,,,
Unfilter Beauty Oje Aura 114,79.95,79.95,Unfilter Beauty Oje Aura 114,12,0.0,,0.0,
Lovely Best Ever Maskara,537.9,537.9,Lovely Best Ever Maskara,12,0.0,0.0,0.0,
Deborah Milano Color Lovers Tekli Far Warm Taupe 04,799.9,799.9,Deborah Milano Color Lovers Tekli Far Warm Taupe 04,12,0.0,,,
Deborah Milano Color Lovers Tekli Far Deep Brown 08,799.9,799.9,Deborah Milano Color Lovers Tekli Far Deep Brown 08,12,0.0,,,
Golden Rose Smart Liner Matte&Int. Black Eyeliner,619.9,619.9,Golden Rose Smart Liner Matte&Int. Black Eyeliner,12,0.0,0.0,0.0,
Flormar Pearly Oje No:418 Chrome Purple,149.9,149.9,Flormar Pearly Oje No:418 Chrome Purple,12,0.0,0.0,0.0,
Lionesse Kaş Usturası,119.9,119.9,Lionesse Kaş Usturası,12,0.0,0.0,0.0,
Note Iconic Mat Ruj 111,699.9,699.9,Note Iconic Mat Ruj 111,12,0.0,,0.0,
Note Iconic Mat Ruj 106,699.9,699.9,Note Iconic Mat Ruj 106,12,0.0,0.0,0.0,
Flormar Pearly Parlak Bitişli Yarı Transparan Sedefli Oje 450 Salmon Dust,149.9,149.9,Flormar Pearly Parlak Bitişli Yarı Transparan Sedefli Oje 450 Salmon Dust,12,0.0,0.0,0.0,
Flormar Suya Dayanıklı Mat Dudak Kalemi No: 245 Natural,399.9,399.9,Flormar Suya Dayanıklı Mat Dudak Kalemi No: 245 Natural,12,0.0,0.0,0.0,
Note Blush Silk Compact 10,649.9,649.9,Note Blush Silk Compact 10,12,0.0,0.0,0.0,
Max Factor Lipfinity Velvet Mat Ruj 45 Posh Pink,789.9,789.9,Max Factor Lipfinity Velvet Mat Ruj 45 Posh Pink,12,0.0,0.0,,
Kalyon Tırnak Güçlendirici Cila,397.9,397.9,Kalyon Tırnak Güçlendirici Cila,12,0.0,0.0,0.0,
Unfilter Beauty Oje Defne 24,79.95,79.95,Unfilter Beauty Oje Defne 24,12,0.0,,0.0,
Lovely Chocolate Bronzer Pudra Dark,624.9,624.9,Lovely Chocolate Bronzer Pudra Dark,12,0.0,0.0,0.0,
Nascita Pro Açılı Eyeliner Fırçası,229.9,229.9,Nascita Pro Açılı Eyeliner Fırçası,12,0.0,0.0,0.0,
Solingen Color Et Makası 6022,149.0,149.0,Solingen Color Et Makası 6022,12,0.0,0.0,0.0,
Lovely HD Loose Pudra,587.9,587.9,Lovely HD Loose Pudra,12,0.0,,,
Miine Cherry Pop Üçgen Makyaj Süngeri,249.9,249.9,Miine Cherry Pop Üçgen Makyaj Süngeri,12,0.0,,,
Flormar Star Shine Yoğun Pigmentli Metalik Oje No: 004,199.9,199.9,Flormar Star Shine Yoğun Pigmentli Metalik Oje No: 004,12,0.0,0.0,0.0,
Flormar Kapağı Fırçalı Kaş Kalemi No: 403,499.9,499.9,Flormar Kapağı Fırçalı Kaş Kalemi No: 403,12,0.0,0.0,0.0,
Golden Rose Essential Waterproof Maskara,469.9,469.9,Golden Rose Essential Waterproof Maskara,12,0.0,0.0,,
Pastel Pure Oje No: 612,119.9,119.9,Pastel Pure Oje No: 612,12,0.0,0.0,,
Flormar Dewy Lip Glaze Dudak Parlatıcısı No: 016 Cherry Blossom,849.9,849.9,Flormar Dewy Lip Glaze Dudak Parlatıcısı No: 016 Cherry Blossom,12,0.0,0.0,0.0,
Note Velvet Blur Tint Kadife Bitişli Nemlendirici Mat Ruj 03 Burnt Peach,599.9,599.9,Note Velvet Blur Tint Kadife Bitişli Nemlendirici Mat Ruj 03 Burnt Peach,12,0.0,0.0,0.0,
Essence Waterproof Dipliner No: 01,204.9,204.9,Essence Waterproof Dipliner No: 01,12,0.0,0.0,0.0,
Pastel Full Bloom Ruj & Allık No: 78 Sienna,569.9,569.9,Pastel Full Bloom Ruj & Allık No: 78 Sienna,12,0.0,0.0,,
Lovely Daydreaming Likit Far 02,454.9,454.9,Lovely Daydreaming Likit Far 02,12,0.0,,,
Essence Jelly Grip Far Bazı,229.9,229.9,Essence Jelly Grip Far Bazı,12,0.0,0.0,,
Pastel Profashion Glassy Glow Skin Serum,899.9,899.9,Pastel Profashion Glassy Glow Skin Serum,12,0.0,0.0,0.0,
Pastel x Arzu Sabancı Likit Far No: 300,679.9,679.9,Pastel x Arzu Sabancı Likit Far No: 300,12,0.0,0.0,,
Watsons Kaş Usturası 2'li,129.9,129.9,Watsons Kaş Usturası 2'li,12,0.0,,0.0,
Pastel Oje No: 422,119.9,119.9,Pastel Oje No: 422,12,0.0,,0.0,
Unfilter Beauty Oje Base Coat No: 01,79.95,79.95,Unfilter Beauty Oje Base Coat No: 01,12,0.0,,0.0,
Show By Pastel Baby Balmy Serum Gloss 39 Haunted,559.9,559.9,Show By Pastel Baby Balmy Serum Gloss 39 Haunted,12,0.0,0.0,0.0,
Note Glimmer Gloss 40 Rosy Wood,649.9,649.9,Note Glimmer Gloss 40 Rosy Wood,12,0.0,0.0,0.0,
Lovely Eyeliner Pump Up Ultra Siyah,569.9,569.9,Lovely Eyeliner Pump Up Ultra Siyah,12,0.0,0.0,,
Golden Rose Essential Ekstra Hacim ve Uzunluk Veren Siyah Maskara,469.9,469.9,Golden Rose Essential Ekstra Hacim ve Uzunluk Veren Siyah Maskara,12,0.0,0.0,0.0,
Note Glimmer Gloss 50 Rose Sorbet,649.9,649.9,Note Glimmer Gloss 50 Rose Sorbet,12,0.0,0.0,0.0,
Watsons Eğimli Cımbız,109.9,109.9,Watsons Eğimli Cımbız,12,0.0,0.0,0.0,
Essence Jelly Grip Undereye Primer Stick,249.9,249.9,Essence Jelly Grip Undereye Primer Stick,12,0.0,0.0,0.0,
Essence Aura Point Colour Changing Lipstick,249.9,249.9,Essence Aura Point Colour Changing Lipstick,12,0.0,,,
Show By Pastel Multi-Matte Eye Paint Waterproof Mat Likit Far ve Eyeliner 80 Real One,459.9,459.9,Show By Pastel Multi-Matte Eye Paint Waterproof Mat Likit Far ve Eyeliner 80 Real One,12,0.0,0.0,0.0,
La Faé Black Coffee Peptide Lip Balm,449.9,449.9,La Faé Black Coffee Peptide Lip Balm,12,0.0,0.0,0.0,
Flormar Jelly Look Yoğun Pigmentli Parlak Oje No: JL65,149.9,149.9,Flormar Jelly Look Yoğun Pigmentli Parlak Oje No: JL65,12,0.0,0.0,,
Deborah Milano 24Ore Dudak Kalemi No: 10 Red,399.9,399.9,Deborah Milano 24Ore Dudak Kalemi No: 10 Red,12,0.0,,,
Unfilter Beauty Oje İnci Tozu 106,79.95,79.95,Unfilter Beauty Oje İnci Tozu 106,12,0.0,,0.0,
SKIN SENSUAL SPF 50+ BB KREM DARK 50ML,799.9,799.9,SKIN SENSUAL SPF 50+ BB KREM DARK 50ML,12,0.0,,,
Revolution x Alice In Wonderland Mad Hatter Ruj Fuchia Pnk,149.0,149.0,Revolution x Alice In Wonderland Mad Hatter Ruj Fuchia Pnk,12,0.0,,0.0,
I Heart Revolution Choc Glaze Lip Gloss Gloss Berry,699.9,699.9,I Heart Revolution Choc Glaze Lip Gloss Gloss Berry,12,0.0,0.0,0.0,
Lovely Cucumber Serum Primer 2'si 1 Arada,449.9,449.9,Lovely Cucumber Serum Primer 2'si 1 Arada,12,0.0,0.0,,
Flormar Mood Booster Yoğun Pigmentli Likit Allık No: 004,749.9,749.9,Flormar Mood Booster Yoğun Pigmentli Likit Allık No: 004,12,0.0,,,
Note Iconic Sheer Ruj 207,699.9,699.9,Note Iconic Sheer Ruj 207,12,0.0,0.0,0.0,
Golden Rose So Glow Aydınlatıcı Far Paleti No: 101,859.9,859.9,Golden Rose So Glow Aydınlatıcı Far Paleti No: 101,12,0.0,0.0,0.0,
Pastel Eyebrow Mascara Kaş Maskarası 22 Light Brown,449.9,449.9,Pastel Eyebrow Mascara Kaş Maskarası 22 Light Brown,12,0.0,,0.0,
Nascita Almond Takma Tırnak 36'lı,254.9,254.9,Nascita Almond Takma Tırnak 36'lı,12,0.0,,,
Lovely Lash Extension Maskara,499.9,499.9,Lovely Lash Extension Maskara,12,0.0,0.0,0.0,
Pastel Nude Lipstick Nude Ruj 546,569.9,569.9,Pastel Nude Lipstick Nude Ruj 546,12,0.0,,0.0,
Watsons Eğimli Kontür Fırçası,249.9,249.9,Watsons Eğimli Kontür Fırçası,12,0.0,0.0,0.0,
Nascita Funfair Küçük Kapatıcı Fırçası,159.9,159.9,Nascita Funfair Küçük Kapatıcı Fırçası,12,0.0,,,
Watsons Cushion Sünger 2'li,129.9,129.9,Watsons Cushion Sünger 2'li,12,0.0,0.0,0.0,
Rimmel London Lasting Finish Fondöten 302 Warm Olive,649.9,649.9,Rimmel London Lasting Finish Fondöten 302 Warm Olive,12,0.0,0.0,0.0,
Rimmel London Provocalips Likit Ruj Make You 730,729.9,729.9,Rimmel London Provocalips Likit Ruj Make You 730,12,0.0,0.0,,
Nascita Beyaz Ustura 2'li,259.9,259.9,Nascita Beyaz Ustura 2'li,12,0.0,,0.0,
Unfilter Beauty Kalsiyum Jel 12 ml,149.9,149.9,Unfilter Beauty Kalsiyum Jel 12 ml,12,0.0,0.0,,
Revolution Smiley Jolly Lip & Cheek Blush Balm,849.9,849.9,Revolution Smiley Jolly Lip & Cheek Blush Balm,12,0.0,0.0,0.0,
Golden Rose Sparkle Glow Far No: 51 Moonlit,574.9,574.9,Golden Rose Sparkle Glow Far No: 51 Moonlit,12,0.0,,,
Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 305 Beige Latte,99.95,99.95,Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 305 Beige Latte,12,0.0,,,
Flormar Bronzlaştırıcı Pudra 005 Kissed Bronze,149.0,149.0,Flormar Bronzlaştırıcı Pudra 005 Kissed Bronze,12,0.0,0.0,0.0,
Lionesse Tırnak Eti Makası,229.9,229.9,Lionesse Tırnak Eti Makası,12,0.0,0.0,0.0,
Golden Rose Sweet Kiss Lip Oil Gloss No: 07,519.9,519.9,Golden Rose Sweet Kiss Lip Oil Gloss No: 07,12,0.0,,,
Revolution Pout Balm Pink Shine,499.9,499.9,Revolution Pout Balm Pink Shine,12,0.0,0.0,0.0,
Watsons 3'lü Pudra Pufu Seti,119.9,119.9,Watsons 3'lü Pudra Pufu Seti,12,0.0,,,
Golden Rose Keratin Oje No: 36,99.95,99.95,Golden Rose Keratin Oje No: 36,12,0.0,0.0,0.0,
Golden Rose Chubby Contour Stick No: 03,559.9,559.9,Golden Rose Chubby Contour Stick No: 03,12,0.0,,,
Flormar Pearly Parlak Bitişli Yarı Transparan Sedefli Oje No: 433 Deep Blue,139.9,139.9,Flormar Pearly Parlak Bitişli Yarı Transparan Sedefli Oje No: 433 Deep Blue,12,0.0,,,
Deborah Milano Fluid Velvet Mat Ruj No: 13,824.9,824.9,Deborah Milano Fluid Velvet Mat Ruj No: 13,12,0.0,,,
Nascita Green Doğal Takma Kirpik,399.9,399.9,Nascita Green Doğal Takma Kirpik,12,0.0,0.0,0.0,
Nascita Funfair Açılı Allık Fırçası,229.9,229.9,Nascita Funfair Açılı Allık Fırçası,12,0.0,0.0,0.0,
Show By Pastel Glow Up Girl Look Maskara,689.9,689.9,Show By Pastel Glow Up Girl Look Maskara,12,0.0,,,
Avon Asansörlü Göz Kalemi Majestic Plum,299.9,299.9,Avon Asansörlü Göz Kalemi Majestic Plum,12,0.0,,,
Golden Rose Emily Dudak Kalemi 227,114.9,114.9,Golden Rose Emily Dudak Kalemi 227,12,0.0,0.0,,
Golden Rose Mood Gleamy Dudak Parlatıcısı No: 201 Nude Kiss,539.9,539.9,Golden Rose Mood Gleamy Dudak Parlatıcısı No: 201 Nude Kiss,12,0.0,,,
Superdrug Studio London Kirpik Kıvırıcı,399.9,399.9,Superdrug Studio London Kirpik Kıvırıcı,12,0.0,,,
Golden Rose Sparkle Glow Far No: 54 Mercury,574.9,574.9,Golden Rose Sparkle Glow Far No: 54 Mercury,12,0.0,,0.0,
Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 454 Army Glam,99.95,99.95,Flormar Nail Enamel Yoğun Pigmentli Parlak Oje No: 454 Army Glam,12,0.0,,,
Avon True Dudak Bakım Yağı Shimmering Petal,349.9,349.9,Avon True Dudak Bakım Yağı Shimmering Petal,12,0.0,,0.0,
Essence Without Limits Tubing Extra Uzunluk & Hacim Veren Maskara,299.9,299.9,Essence Without Limits Tubing Extra Uzunluk & Hacim Veren Maskara,12,0.0,0.0,0.0,
Unfilter Beauty Oje Mor No: 33,79.95,79.95,Unfilter Beauty Oje Mor No: 33,12,0.0,,,
Golden Rose Mood Gleamy Dudak Parlatıcısı No: 203 Rose Chic,539.9,539.9,Golden Rose Mood Gleamy Dudak Parlatıcısı No: 203 Rose Chic,12,0.0,,,
Essence Lash Princess Takma Kirpik Efektli Maskara Black Brown,299.9,299.9,Essence Lash Princess Takma Kirpik Efektli Maskara Black Brown,12,0.0,0.0,0.0,
Essence Poutline Soft Glide Dudak Kalemi 02,78.95,78.95,Essence Poutline Soft Glide Dudak Kalemi 02,12,0.0,,,
Nascita Takma Tırnak Luxe Edition S275,419.9,419.9,Nascita Takma Tırnak Luxe Edition S275,12,0.0,0.0,0.0,
Revolution Felt And Kohl Eyeliner Yeşil,499.9,499.9,Revolution Felt And Kohl Eyeliner Yeşil,12,0.0,0.0,0.0,
Essence 8H Matte Comfort Dudak Kalemi No: 07,105.9,105.9,Essence 8H Matte Comfort Dudak Kalemi No: 07,12,0.0,,,
Revolution Bright Light Aydınlatıcı Strobe,649.9,649.9,Revolution Bright Light Aydınlatıcı Strobe,12,0.0,0.0,0.0,
Golden Rose My Mat Lip Ink Likit Ruj No: 06,149.0,149.0,Golden Rose My Mat Lip Ink Likit Ruj No: 06,12,0.0,,,
Miine New Year Takma Tırnak Green 24'lü,79.95,79.95,Miine New Year Takma Tırnak Green 24'lü,12,0.0,0.0,,
Golden Rose Keratin Oje No: 05,99.95,99.95,Golden Rose Keratin Oje No: 05,12,0.0,0.0,0.0,
Golden Rose Sparkle Glow Far No: 53 Stellar,574.9,574.9,Golden Rose Sparkle Glow Far No: 53 Stellar,12,0.0,,0.0,
Essence Kajal Göz Kalemi No: 29,79.95,79.95,Essence Kajal Göz Kalemi No: 29,12,0.0,0.0,0.0,
Golden Rose Keratin Oje No: 39,99.95,99.95,Golden Rose Keratin Oje No: 39,12,0.0,0.0,0.0,
Pastel Dark Matte Lipstick Koyu Mat Ruj 571 Fever,699.9,699.9,Pastel Dark Matte Lipstick Koyu Mat Ruj 571 Fever,12,0.0,0.0,0.0,
Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 454 Miss,149.9,149.9,Flormar Pearly Yarı Transparan & Parlak Bitişli Sedefli Oje No: 454 Miss,12,0.0,0.0,0.0,
Kalyon Oje Çözücü,119.9,119.9,Kalyon Oje Çözücü,12,0.0,,,
Unfilter Beauty Oje Koyu Nude No: 13,79.95,79.95,Unfilter Beauty Oje Koyu Nude No: 13,12,0.0,,,
Nascita Kıl Alma Yayı,149.9,149.9,Nascita Kıl Alma Yayı,12,0.0,0.0,0.0,
Nascita Magical Takma Kirpik S137,149.9,149.9,Nascita Magical Takma Kirpik S137,12,0.0,,,
Flormar Latte Parlak Bitişli Kahve Tonlu Oje No: 007 Velvet Mocha,99.95,99.95,Flormar Latte Parlak Bitişli Kahve Tonlu Oje No: 007 Velvet Mocha,12,0.0,0.0,,
