name,price,shown_price,id,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Pure Beauty Yüz Güneş Koruyucu Serum SPF50+ 40 ml,1299.9,1299.9,Pure Beauty Yüz Güneş Koruyucu Serum SPF50+ 40 ml,12,0.0,,,
Ziaja Keçi Sütü Vücut Losyonu 400 ml,624.9,624.9,Ziaja Keçi Sütü Vücut Losyonu 400 ml,12,0.0,0.0,,
Bepanthol Tattoo Dövme Bakım Merhemi 50 g,424.9,424.9,Bepanthol Tattoo Dövme Bakım Merhemi 50 g,12,0.0,0.0,,
Nivea Derma Skin Clear Sivilce Karşıtı Tonik 200 ml,439.9,439.9,Nivea Derma Skin Clear Sivilce Karşıtı Tonik 200 ml,12,0.0,0.0,,
L'Oreal Paris Revitalift Hyaluronik SPF30 Krem 40 ml,1449.9,1449.9,L'Oreal Paris Revitalift Hyaluronik SPF30 Krem 40 ml,12,0.0,0.0,,
Haruharu Black Bamboo Yüz Stick Güneş Koruyucu SPF50+ 20 g,1874.9,1874.9,Haruharu Black Bamboo Yüz Stick Güneş Koruyucu SPF50+ 20 g,12,0.0,,,
Frudia Green Grape Gözenek Kontrol Soyulabilir Burun Maskesi 60 g,689.9,689.9,Frudia Green Grape Gözenek Kontrol Soyulabilir Burun Maskesi 60 g,12,0.0,0.0,,
Maruderm Calm & Restore Tonik Ped 100 Adet,1499.9,1499.9,Maruderm Calm & Restore Tonik Ped 100 Adet,12,0.0,0.0,,
Neutrogena Visibly Clear Siyah Nokta Temizleyici Tonik 200 ml,343.9,343.9,Neutrogena Visibly Clear Siyah Nokta Temizleyici Tonik 200 ml,12,0.0,0.0,,
Collagen By Watsons Youth Secret Retinol Serum 35 ml,1249.9,1249.9,Collagen By Watsons Youth Secret Retinol Serum 35 ml,12,0.0,0.0,,
Bio-Oil Cilt Bakım Yağı 125 ml,1081.9,1081.9,Bio-Oil Cilt Bakım Yağı 125 ml,12,0.0,0.0,,
Watsons 2'li Yüz Temizleme Sünger Seti,279.9,279.9,Watsons 2'li Yüz Temizleme Sünger Seti,12,0.0,0.0,,
Neutrogena Hydro Boost Ultra Nemlendirici Serum 30 ml,792.9,792.9,Neutrogena Hydro Boost Ultra Nemlendirici Serum 30 ml,12,0.0,0.0,,
Skin401 Moisture Boost Ultra Nemlendirici Göz Kremi 20 ml,659.9,659.9,Skin401 Moisture Boost Ultra Nemlendirici Göz Kremi 20 ml,12,0.0,0.0,,
L'Oreal Paris Revitalift Laser Yaşlanma Karşıtı Göz Kremi T15,1759.9,1759.9,L'Oreal Paris Revitalift Laser Yaşlanma Karşıtı Göz Kremi T15,12,0.0,0.0,,
Nivea Yatıştırıcı Yüz Temizleme Köpüğü Kuru ve Hassas Cilt 150 ml,374.9,374.9,Nivea Yatıştırıcı Yüz Temizleme Köpüğü Kuru ve Hassas Cilt 150 ml,12,0.0,0.0,,
The Purest Solutions Mat Serum Fondöten Light 30 ml,1099.9,1099.9,The Purest Solutions Mat Serum Fondöten Light 30 ml,12,0.0,0.0,,
Neutrogena Collagen Bank Nemlendirici Gündüz Kremi SPF30 50 ml,988.9,988.9,Neutrogena Collagen Bank Nemlendirici Gündüz Kremi SPF30 50 ml,12,0.0,0.0,,
Banila Co Clean It Zero Yağ Bazlı Yüz Temizleyici Balm Gözenek Kontrol Snoopy 100 ml Charm Hediyeli,2699.9,2699.9,Banila Co Clean It Zero Yağ Bazlı Yüz Temizleyici Balm Gözenek Kontrol Snoopy 100 ml Charm Hediyeli,12,0.0,0.0,,
Garnier C Vitamini Parlak Günlük Nemlendirici Jel 50 ml,649.9,649.9,Garnier C Vitamini Parlak Günlük Nemlendirici Jel 50 ml,12,0.0,0.0,,
"L'Oreal Paris Bright Reveal Koyu Leke Karşıtı Serum 10%Niasinamid 30 ml Sivilce, Güneş, Yaşlanma Lekelerinde Etkili",1299.9,1299.9,"L'Oreal Paris Bright Reveal Koyu Leke Karşıtı Serum 10%Niasinamid 30 ml Sivilce, Güneş, Yaşlanma Lekelerinde Etkili",12,0.0,0.0,,
Luvum Pore Reset Çamur Maske 16 g,479.9,479.9,Luvum Pore Reset Çamur Maske 16 g,12,0.0,0.0,,
Nivea Besleyici Makyaj Temizleme Mendilleri Kuru Cilt 25 Adet,359.9,359.9,Nivea Besleyici Makyaj Temizleme Mendilleri Kuru Cilt 25 Adet,12,0.0,0.0,,
Pure Korean Collagen Maske,74.95,74.95,Pure Korean Collagen Maske,12,0.0,0.0,,
Frudia Blueberry Nemlendirici Tonik 195 ml,1189.9,1189.9,Frudia Blueberry Nemlendirici Tonik 195 ml,12,0.0,0.0,,
Solait Çocuk Sprey Vücut Güneş Kremi SPF50+ 250 ml,1699.9,1699.9,Solait Çocuk Sprey Vücut Güneş Kremi SPF50+ 250 ml,12,0.0,,,
L'Oreal Paris Bright Reveal Renkli Yüz Güneş Kremi SPF50+ 50 ml Light Koyu Leke Karşıtı,1359.9,1359.9,L'Oreal Paris Bright Reveal Renkli Yüz Güneş Kremi SPF50+ 50 ml Light Koyu Leke Karşıtı,12,0.0,,,
Nyx Professional Makeup Soft Matte Smushy Dudak Balmı Sassy Stuff 10,699.9,699.9,Nyx Professional Makeup Soft Matte Smushy Dudak Balmı Sassy Stuff 10,12,0.0,0.0,,
Watsons Çift Fazlı Micellar Su 390 ml,249.9,249.9,Watsons Çift Fazlı Micellar Su 390 ml,12,0.0,0.0,,
Ice Queen Hyaluronic Matrix Masaj Uçlu Krem 80 ml,959.9,959.9,Ice Queen Hyaluronic Matrix Masaj Uçlu Krem 80 ml,12,0.0,0.0,,
L'Oreal Paris Bright Reveal SPF50+ Ultra Kremi Ultra Pratik Yüz Stick Güneş Koruyucu 9 ml,1049.9,1049.9,L'Oreal Paris Bright Reveal SPF50+ Ultra Kremi Ultra Pratik Yüz Stick Güneş Koruyucu 9 ml,12,0.0,,,
Neutrogena Yoğun Nemlendirici Bakım Kremi 300 ml,324.9,324.9,Neutrogena Yoğun Nemlendirici Bakım Kremi 300 ml,12,0.0,0.0,,
Eda Taşpınar Yoğun Bronzlaştırıcı Yağ 50 ml,219.9,219.9,Eda Taşpınar Yoğun Bronzlaştırıcı Yağ 50 ml,12,0.0,0.0,,
Neutrogena Collagen Bank Nemlendirici Gece Kremi 50 ml,988.9,988.9,Neutrogena Collagen Bank Nemlendirici Gece Kremi 50 ml,12,0.0,0.0,,
Neutrogena Skin Detox 3 Etkili Micellar Water 400 ml,351.9,351.9,Neutrogena Skin Detox 3 Etkili Micellar Water 400 ml,12,0.0,0.0,,
Bepanthol Derma Gece Kremi Yoğun Nemlendirici 50 ml,899.9,899.9,Bepanthol Derma Gece Kremi Yoğun Nemlendirici 50 ml,12,0.0,0.0,,
Neutrogena Ultra Sheer SPF30 Vücut Güneş Koruyucu Losyon 200 ml,1149.9,1149.9,Neutrogena Ultra Sheer SPF30 Vücut Güneş Koruyucu Losyon 200 ml,12,0.0,,,
Mia Klinika Bentonitli Pembe Kil Maskesi 15 ml,185.9,185.9,Mia Klinika Bentonitli Pembe Kil Maskesi 15 ml,12,0.0,0.0,,
Nivea Yenileyici Micellar Makyaj Temizleme Suyu 400 ml,679.9,679.9,Nivea Yenileyici Micellar Makyaj Temizleme Suyu 400 ml,12,0.0,0.0,,
Ziaja Multivitaminli Nemlendirici Yüz Kremi 50 ml,694.9,694.9,Ziaja Multivitaminli Nemlendirici Yüz Kremi 50 ml,12,0.0,0.0,,
"Nivea Dudak Bakım Kremi ve Parlatıcısı Kiraz 4,8 g 24 Saat Nem",359.9,359.9,"Nivea Dudak Bakım Kremi ve Parlatıcısı Kiraz 4,8 g 24 Saat Nem",12,0.0,0.0,,
Collagen By Watsons Youth Secret Göz Kremi 20 ml,1199.9,1199.9,Collagen By Watsons Youth Secret Göz Kremi 20 ml,12,0.0,0.0,,
Watsons Nolja Aloe Vera Yatıştırıcı Yüz Maskesi 1 Adet,99.95,99.95,Watsons Nolja Aloe Vera Yatıştırıcı Yüz Maskesi 1 Adet,12,0.0,0.0,,
Golden Rose Glow Kiss Tinted Lip Balm No: 01,519.9,519.9,Golden Rose Glow Kiss Tinted Lip Balm No: 01,12,0.0,0.0,,
Nivea Aqua Rose Micellar Gül Suyu İçeren Çift Fazlı Makyaj Temizleme Suyu 400 ml,639.9,639.9,Nivea Aqua Rose Micellar Gül Suyu İçeren Çift Fazlı Makyaj Temizleme Suyu 400 ml,12,0.0,0.0,,
Mia Klinika Retinol ve Kolajen İçeren Yaşlanma Karşıtı Krem 50 ml,759.9,759.9,Mia Klinika Retinol ve Kolajen İçeren Yaşlanma Karşıtı Krem 50 ml,12,0.0,0.0,,
Bepanthol Onarıcı Bakım Merhemi 50 gr,424.9,424.9,Bepanthol Onarıcı Bakım Merhemi 50 gr,12,0.0,0.0,,
Nivea Cellular Epigenetics Rejuvenating Yaşlanma Karşıtı Cilt Serumu 30 ml,1349.9,1349.9,Nivea Cellular Epigenetics Rejuvenating Yaşlanma Karşıtı Cilt Serumu 30 ml,12,0.0,0.0,,
Haruharu Centella Sunflower Temizleyici Balm 100 g,1749.9,1749.9,Haruharu Centella Sunflower Temizleyici Balm 100 g,12,0.0,0.0,,
RoC Kırışıklık Karşıtı Maksimum Nemlendirici Krem 50 ml,3199.9,3199.9,RoC Kırışıklık Karşıtı Maksimum Nemlendirici Krem 50 ml,12,0.0,0.0,,
Ph Lab Collagen Nemlendirici Jel Krem 50 ml,899.9,899.9,Ph Lab Collagen Nemlendirici Jel Krem 50 ml,12,0.0,0.0,,
Mia Klinika Leke Karşıtı Mikro İğneli Akne Bandı 6 Adet,574.9,574.9,Mia Klinika Leke Karşıtı Mikro İğneli Akne Bandı 6 Adet,12,0.0,0.0,,
Frudia My Orchard El Kremi Shea Yağı 30g,224.9,224.9,Frudia My Orchard El Kremi Shea Yağı 30g,12,0.0,0.0,,
Vaseline Gluta-Hya Serum Etkili Vücut Losyonu Güneş Koruyucu 150 ml,749.9,749.9,Vaseline Gluta-Hya Serum Etkili Vücut Losyonu Güneş Koruyucu 150 ml,12,0.0,0.0,,
Maruderm SPF+ 50 Pembe Ton Eşitleyici Yüz Güneş Kremi 50 ml,799.9,799.9,Maruderm SPF+ 50 Pembe Ton Eşitleyici Yüz Güneş Kremi 50 ml,12,0.0,,,
Bebak Acı Badem Makyaj Temizleme ve Nemlendirici Bakım Sütü 215 ml,375.9,375.9,Bebak Acı Badem Makyaj Temizleme ve Nemlendirici Bakım Sütü 215 ml,12,0.0,0.0,,
Celenes Herbal Yüz Güneş Kremi Kuru ve Hassas Ciltler SPF50+ PA++++ 50 ml,829.9,829.9,Celenes Herbal Yüz Güneş Kremi Kuru ve Hassas Ciltler SPF50+ PA++++ 50 ml,12,0.0,,,
Skin401 %10 Vitamin C Aydınlatıcı Renk Tonu Eşitleyici Serum 30 ml,722.9,722.9,Skin401 %10 Vitamin C Aydınlatıcı Renk Tonu Eşitleyici Serum 30 ml,12,0.0,0.0,,
Neutrogena Lip Moisturizer Dudak Balmı,187.9,187.9,Neutrogena Lip Moisturizer Dudak Balmı,12,0.0,0.0,,
Banila Co Clean It Zero Yağ Bazlı Yüz Temizleyici Balm Pore Kontrol Mini 50 ml,1249.9,1249.9,Banila Co Clean It Zero Yağ Bazlı Yüz Temizleyici Balm Pore Kontrol Mini 50 ml,12,0.0,0.0,,
Vaseline Gluta Hya Serum Etkili UV Losyon Leke Karşıtı ve Aydınlatıcı 200 ml,619.9,619.9,Vaseline Gluta Hya Serum Etkili UV Losyon Leke Karşıtı ve Aydınlatıcı 200 ml,12,0.0,0.0,,
Nivea Smooth Sensation El ve Vücut Bakım Kremi 400 ml 48 Saat Nemlendirici,499.9,499.9,Nivea Smooth Sensation El ve Vücut Bakım Kremi 400 ml 48 Saat Nemlendirici,12,0.0,0.0,,
The Purest Solutions Refill Gözenek Sıkılaştırıcı Tonik 400 ml,999.9,999.9,The Purest Solutions Refill Gözenek Sıkılaştırıcı Tonik 400 ml,12,0.0,0.0,,
"Nivea Dudak Bakım Kremi Hydro Care 4,8 g 24 Saat Nem SPF 15",359.9,359.9,"Nivea Dudak Bakım Kremi Hydro Care 4,8 g 24 Saat Nem SPF 15",12,0.0,0.0,,
Haruharu Centella %5 Niacinamide Aydınlatıcı Krem 90 g,1999.9,1999.9,Haruharu Centella %5 Niacinamide Aydınlatıcı Krem 90 g,12,0.0,0.0,,
Vaseline Gluta Hya Serum Etkili Losyon Canlandırıcı Parlaklık 200 ml,619.9,619.9,Vaseline Gluta Hya Serum Etkili Losyon Canlandırıcı Parlaklık 200 ml,12,0.0,0.0,,
Celenes Somon DNA PDRN Gözenek Sıkılaştırıcı & Cilt Tonu Eşitleyici Tonik 200 ml,599.9,599.9,Celenes Somon DNA PDRN Gözenek Sıkılaştırıcı & Cilt Tonu Eşitleyici Tonik 200 ml,12,0.0,0.0,,
Maruderm SPF+50 Mineral Filtre Yüz Güneş Kremi 50 ml,799.9,799.9,Maruderm SPF+50 Mineral Filtre Yüz Güneş Kremi 50 ml,12,0.0,,,
Banobagi Milk Thistle Yenileyici Serum 30 ml,1729.9,1729.9,Banobagi Milk Thistle Yenileyici Serum 30 ml,12,0.0,0.0,,
Medicube Zero Pore Soğutucu Maske 1 Adet,499.9,499.9,Medicube Zero Pore Soğutucu Maske 1 Adet,12,0.0,0.0,,
L'Oreal Paris Revitalift %5 Saf Glikolik Asit Peeling Etkili Tonik,1099.9,1099.9,L'Oreal Paris Revitalift %5 Saf Glikolik Asit Peeling Etkili Tonik,12,0.0,0.0,,
Ph Lab Zore Pore Toner Pad 200 ml,959.9,959.9,Ph Lab Zore Pore Toner Pad 200 ml,12,0.0,0.0,,
Maruderm Yağ Bazlı Temizleyici 200 ml,649.9,649.9,Maruderm Yağ Bazlı Temizleyici 200 ml,12,0.0,0.0,,
Pure Beauty Cushion Krem Ivory Refill 12 g,999.9,999.9,Pure Beauty Cushion Krem Ivory Refill 12 g,12,0.0,0.0,,
She Vec Rice Rice Baby Aydınlatıcı Tonik 200 ml,859.9,859.9,She Vec Rice Rice Baby Aydınlatıcı Tonik 200 ml,12,0.0,0.0,,
L'Oreal Paris Collagen Expert Yaşlanma Karşıtı Serum 30 ml,879.9,879.9,L'Oreal Paris Collagen Expert Yaşlanma Karşıtı Serum 30 ml,12,0.0,0.0,,
Garnier Micellar Gül Suyu Kusursuz Makyaj Temizleme & Işıltı 400 ml,559.9,559.9,Garnier Micellar Gül Suyu Kusursuz Makyaj Temizleme & Işıltı 400 ml,12,0.0,0.0,,
Celenes Thermal Micellar Temizleme Suyu Yağlı ve Karma Ciltler 400 ml,429.9,429.9,Celenes Thermal Micellar Temizleme Suyu Yağlı ve Karma Ciltler 400 ml,12,0.0,0.0,,
Skin401 Pirinç Özü Nemlendirici İpeksi Krem 50 ml,659.9,659.9,Skin401 Pirinç Özü Nemlendirici İpeksi Krem 50 ml,12,0.0,0.0,,
Banila Co Clean It Zero Mini Balm 4'lü Set 4x7 ml,799.9,799.9,Banila Co Clean It Zero Mini Balm 4'lü Set 4x7 ml,12,0.0,0.0,,
Pink By Pure Beauty Glow On Milky Tonik 100 ml,999.9,999.9,Pink By Pure Beauty Glow On Milky Tonik 100 ml,12,0.0,0.0,,
Vaseline Nemlendirici Jel Baby 100 ml,342.9,342.9,Vaseline Nemlendirici Jel Baby 100 ml,12,0.0,0.0,,
Neutrogena Ultra Sheer Yağlanma Karşıtı SPF50+ Yüz Güneş Kremi 50 ml,899.9,899.9,Neutrogena Ultra Sheer Yağlanma Karşıtı SPF50+ Yüz Güneş Kremi 50 ml,12,0.0,,,
Haruharu Black Rice Nemlendirici Temizleme Jeli 100 ml,1599.9,1599.9,Haruharu Black Rice Nemlendirici Temizleme Jeli 100 ml,12,0.0,0.0,,
Neutrogena Yoğun Nemlendirici Vücut Losyonu 250 ml,359.9,359.9,Neutrogena Yoğun Nemlendirici Vücut Losyonu 250 ml,12,0.0,0.0,,
Neutrogena Ultra Sheer Yaşlanma Karşıtı SPF50 Yüz Güneş Kremi 50 ml,899.9,899.9,Neutrogena Ultra Sheer Yaşlanma Karşıtı SPF50 Yüz Güneş Kremi 50 ml,12,0.0,,,
SNP Prep Peptaronic Nemlendirici Serum 220 ml,1524.9,1524.9,SNP Prep Peptaronic Nemlendirici Serum 220 ml,12,0.0,0.0,,
Sinoz Cica Ton Eşitleyici Onarıcı Bakım Krem 15 ml,799.9,799.9,Sinoz Cica Ton Eşitleyici Onarıcı Bakım Krem 15 ml,12,0.0,0.0,,
The Purest Solutions Meyve Asitli Toz Temizleyici 55 gr,819.9,819.9,The Purest Solutions Meyve Asitli Toz Temizleyici 55 gr,12,0.0,0.0,,
Garnier Ambre Solaire Yüz ve Vücut Seyahat Boy Güneş Koruyucu Süt SPF30 50 ml,599.9,599.9,Garnier Ambre Solaire Yüz ve Vücut Seyahat Boy Güneş Koruyucu Süt SPF30 50 ml,12,0.0,,,
Neutrogena Hızlı Emilen El Kremi 75 ml,148.9,148.9,Neutrogena Hızlı Emilen El Kremi 75 ml,12,0.0,0.0,,
Neutrogena Hydro Boost Gece Kremi 50 ml,792.9,792.9,Neutrogena Hydro Boost Gece Kremi 50 ml,12,0.0,0.0,,
Maruderm Bakuchiol Krem 50 ml,799.9,799.9,Maruderm Bakuchiol Krem 50 ml,12,0.0,0.0,,
Banobagi Silk Pearl Booster Maske 1 Adet,299.9,299.9,Banobagi Silk Pearl Booster Maske 1 Adet,12,0.0,0.0,,
Roc Kırışıklık Karşıtı Yüz Güneş Koruyucu SPF50 + 50 ml,2199.9,2199.9,Roc Kırışıklık Karşıtı Yüz Güneş Koruyucu SPF50 + 50 ml,12,0.0,,,
Duaderm Natural Q10 Onarıcı Serum Antiaging 30 ml,199.0,199.0,Duaderm Natural Q10 Onarıcı Serum Antiaging 30 ml,12,0.0,0.0,,
Maruderm SPF+50 Cica Yüz Güneş Kremi 50 ml,799.9,799.9,Maruderm SPF+50 Cica Yüz Güneş Kremi 50 ml,12,0.0,,,
Nivea Q10 7 Günde Sıkılaştırıcı Bronzlaştırıcı Vücut Bakım Losyonu 400 ml Nemlendirici,839.9,839.9,Nivea Q10 7 Günde Sıkılaştırıcı Bronzlaştırıcı Vücut Bakım Losyonu 400 ml Nemlendirici,12,0.0,0.0,,
Watsons Glow Whiten Tonik Ped 30 Adet,369.9,369.9,Watsons Glow Whiten Tonik Ped 30 Adet,12,0.0,0.0,,
Good Sense Panda Collagen Yüz Maskesi,56.95,56.95,Good Sense Panda Collagen Yüz Maskesi,12,0.0,0.0,,
Sinoz Yağlı ve Karma Ciltler Yüz Temizleme Jeli 400 ml,899.9,899.9,Sinoz Yağlı ve Karma Ciltler Yüz Temizleme Jeli 400 ml,12,0.0,0.0,,
Skin401 Pirinç Özü Yüz Temizleme Jeli 200 ml,582.9,582.9,Skin401 Pirinç Özü Yüz Temizleme Jeli 200 ml,12,0.0,0.0,,
Bebak Bacak ve Vücut Fondöteni 2 Numara Medium 75 ml,549.9,549.9,Bebak Bacak ve Vücut Fondöteni 2 Numara Medium 75 ml,12,0.0,0.0,,
Neutrogena Sivilce Karşıtı SOS Sivilce Jeli 15 ml,343.9,343.9,Neutrogena Sivilce Karşıtı SOS Sivilce Jeli 15 ml,12,0.0,0.0,,
L'Oreal Paris Revitalift C Vitamini Gözenek Görünümü Karşıtı Peeling Etkili Tonik 180 ml,849.9,849.9,L'Oreal Paris Revitalift C Vitamini Gözenek Görünümü Karşıtı Peeling Etkili Tonik 180 ml,12,0.0,0.0,,
Bepanthol Onarıcı Bakım Merhemi 30 gr,324.9,324.9,Bepanthol Onarıcı Bakım Merhemi 30 gr,12,0.0,0.0,,
Pink By Pure Beauty Glow On Işıltı Veren Nemlendirici Güneş Koruyucu Losyon SPF50+ PA++++ 50 ml,1129.9,1129.9,Pink By Pure Beauty Glow On Işıltı Veren Nemlendirici Güneş Koruyucu Losyon SPF50+ PA++++ 50 ml,12,0.0,,,
The Purest Solutions Refill Temizleme Jeli Nemlendirici 400 ml,999.9,999.9,The Purest Solutions Refill Temizleme Jeli Nemlendirici 400 ml,12,0.0,0.0,,
Matsu Marine Algae Yüz Mist 100 ml,519.9,519.9,Matsu Marine Algae Yüz Mist 100 ml,12,0.0,0.0,,
Carmex Orijinal Dudak Balmı 10 gr,499.9,499.9,Carmex Orijinal Dudak Balmı 10 gr,12,0.0,0.0,,
Haruharu Black Rice 10 Hyaluronic Krem 90 ml,2674.9,2674.9,Haruharu Black Rice 10 Hyaluronic Krem 90 ml,12,0.0,0.0,,
Skin401 -%5 Glikolik Asit Aydınlatıcı Etkili & Leke Karşıtı Tonik Tonik 200 ml,659.9,659.9,Skin401 -%5 Glikolik Asit Aydınlatıcı Etkili & Leke Karşıtı Tonik Tonik 200 ml,12,0.0,0.0,,
Watsons Yüz Temizleme Süngeri,189.9,189.9,Watsons Yüz Temizleme Süngeri,12,0.0,0.0,,
Watsons Yağ Kontrol Burun Bandı AHA&BHA 10'lu,449.9,449.9,Watsons Yağ Kontrol Burun Bandı AHA&BHA 10'lu,12,0.0,0.0,,
Nivea Derma Skin Micellar Makyaj Temizleme Suyu 400 ml,679.9,679.9,Nivea Derma Skin Micellar Makyaj Temizleme Suyu 400 ml,12,0.0,0.0,,
Skin401 Kalendula Özlü Yüz Temizleme Yağı 200 ml,658.9,658.9,Skin401 Kalendula Özlü Yüz Temizleme Yağı 200 ml,12,0.0,0.0,,
D'Feys Aydınlatıcı ve Canlandırıcı C Vitamin Serum 30 ml,663.9,663.9,D'Feys Aydınlatıcı ve Canlandırıcı C Vitamin Serum 30 ml,12,0.0,0.0,,
Mia Klinika Kedili Akne Bandı 1 Adet,541.9,541.9,Mia Klinika Kedili Akne Bandı 1 Adet,12,0.0,0.0,,
Gülbirlik Güllsuyu Sprey 125 ml,239.9,239.9,Gülbirlik Güllsuyu Sprey 125 ml,12,0.0,0.0,,
Nivea Q10 Cilt Sıkılaştırıcı Kırışıklık Karşıtı Yüz Gece Kremi 50 ml,1019.9,1019.9,Nivea Q10 Cilt Sıkılaştırıcı Kırışıklık Karşıtı Yüz Gece Kremi 50 ml,12,0.0,0.0,,
Watsons Aloe Vera Jel 150 ml,339.9,339.9,Watsons Aloe Vera Jel 150 ml,12,0.0,0.0,,
Celenes Aqua Thermal Nemlendirici Sprey 150 ml,439.9,439.9,Celenes Aqua Thermal Nemlendirici Sprey 150 ml,12,0.0,0.0,,
Celenes Cloudberry Yatıştırıcı Yüz Bakım Kremi Kuru ve Hassas Ciltler 50 ml,699.9,699.9,Celenes Cloudberry Yatıştırıcı Yüz Bakım Kremi Kuru ve Hassas Ciltler 50 ml,12,0.0,0.0,,
Frudia My Orchard Temizleme Köpüğü Açai Üzüm 120 ml,289.9,289.9,Frudia My Orchard Temizleme Köpüğü Açai Üzüm 120 ml,12,0.0,0.0,,
Frudia My Orchard El Kremi Çarkıfelek 30 g,224.9,224.9,Frudia My Orchard El Kremi Çarkıfelek 30 g,12,0.0,0.0,,
Nivea Aloe Vera Nemlendirici Vücut Losyonu 400 ml,534.9,534.9,Nivea Aloe Vera Nemlendirici Vücut Losyonu 400 ml,12,0.0,0.0,,
Ice Queen Niacinamide Kafein Göz Kremi 15 ml,499.9,499.9,Ice Queen Niacinamide Kafein Göz Kremi 15 ml,12,0.0,0.0,,
Mjcare 8'li Yüz Maskesi ve Burun Bandı Seti,349.9,349.9,Mjcare 8'li Yüz Maskesi ve Burun Bandı Seti,12,0.0,0.0,,
Sebamed Compact Sabun 100 gr,556.9,556.9,Sebamed Compact Sabun 100 gr,12,0.0,0.0,,
Frudia Blueberry Nemlendirici Mini Krem 10 g,564.9,564.9,Frudia Blueberry Nemlendirici Mini Krem 10 g,12,0.0,0.0,,
Revolution Pout Balm Fuchsia Shine,499.9,499.9,Revolution Pout Balm Fuchsia Shine,12,0.0,0.0,,
Naturals By Watsons Sakura Vücut Losyonu 490 ml,749.9,749.9,Naturals By Watsons Sakura Vücut Losyonu 490 ml,12,0.0,0.0,,
Collagen By Watsons White Regeneration Arındırıcı Peeling Jel 100 g,629.9,629.9,Collagen By Watsons White Regeneration Arındırıcı Peeling Jel 100 g,12,0.0,0.0,,
Mia Klinika SPF50+ Pink Tone Up Ton Eşitleyici Pembe Yüz Güneş Kremi 50 ml,787.9,787.9,Mia Klinika SPF50+ Pink Tone Up Ton Eşitleyici Pembe Yüz Güneş Kremi 50 ml,12,0.0,,,
Garnier Nem Bombası Dinlendirici Kağıt Yüz Maskesi Papatya Özü,224.9,224.9,Garnier Nem Bombası Dinlendirici Kağıt Yüz Maskesi Papatya Özü,12,0.0,0.0,,
Neutrogena Visibly Spf 20 Renew El Kremi 75 ml,270.9,270.9,Neutrogena Visibly Spf 20 Renew El Kremi 75 ml,12,0.0,0.0,,
Arko Nem Soft Touch Nemlendirici Bakım Kremi 60 ml,149.9,149.9,Arko Nem Soft Touch Nemlendirici Bakım Kremi 60 ml,12,0.0,0.0,,
Nivea Kırmızı Renkli Nemlendirici Allık Etkili Dudak Bakım Kremi 4.8 g,439.9,439.9,Nivea Kırmızı Renkli Nemlendirici Allık Etkili Dudak Bakım Kremi 4.8 g,12,0.0,0.0,,
Watsons Vazelin Orijinal 100 ml,109.9,109.9,Watsons Vazelin Orijinal 100 ml,12,0.0,0.0,,
Celenes Sea BuckThorn Yüz Bakım Kremi Dengeleyici Yağlı ve Karma Ciltler 50 ml,699.9,699.9,Celenes Sea BuckThorn Yüz Bakım Kremi Dengeleyici Yağlı ve Karma Ciltler 50 ml,12,0.0,0.0,,
Watsons Organik Micellar Temizleme Suyu 390 ml,259.9,259.9,Watsons Organik Micellar Temizleme Suyu 390 ml,12,0.0,0.0,,
Neutrogena El Kremi Parfümlü 75 ml,186.9,186.9,Neutrogena El Kremi Parfümlü 75 ml,12,0.0,0.0,,
Vaseline Vücut Losyonu Kakao Işıltısı Parlaklığını Kaybetmiş ve Kuru Ciltler İçin 200 ml,399.9,399.9,Vaseline Vücut Losyonu Kakao Işıltısı Parlaklığını Kaybetmiş ve Kuru Ciltler İçin 200 ml,12,0.0,0.0,,
SNP Prep Peptaronic Nemlendirici Göz Kremi 50 ml,1062.9,1062.9,SNP Prep Peptaronic Nemlendirici Göz Kremi 50 ml,12,0.0,0.0,,
Nivea Soft Nemlendirici Bakım Kremi Yüz Vücut El 300 ml Jojoba Yağı ve E Vitamini Tüm Ciltler,329.9,329.9,Nivea Soft Nemlendirici Bakım Kremi Yüz Vücut El 300 ml Jojoba Yağı ve E Vitamini Tüm Ciltler,12,0.0,0.0,,
Naturals By Watsons Argan Vücut Losyonu 490 ml,749.9,749.9,Naturals By Watsons Argan Vücut Losyonu 490 ml,12,0.0,0.0,,
Good Sense Tiger Niacinamide Kağıt Yüz Maskesi,56.95,56.95,Good Sense Tiger Niacinamide Kağıt Yüz Maskesi,12,0.0,0.0,,
Derminix Yüz Vücut Güneş Kremi Sprey SPF50+ 75 ml,599.9,599.9,Derminix Yüz Vücut Güneş Kremi Sprey SPF50+ 75 ml,12,0.0,,,
Revolution Juicy Peptide Lip Balm Pink Strawberry,1124.9,1124.9,Revolution Juicy Peptide Lip Balm Pink Strawberry,12,0.0,0.0,,
Mia Klinika XL Yüz ve Vücut Akne Bandı 6 Adet,574.9,574.9,Mia Klinika XL Yüz ve Vücut Akne Bandı 6 Adet,12,0.0,0.0,,
Neutrogena Hızlı Emilen Vücut Spreyi 200 ml,469.9,469.9,Neutrogena Hızlı Emilen Vücut Spreyi 200 ml,12,0.0,0.0,,
"Bepanthol Dudak Bakım Kremi 7,5 ml",299.9,299.9,"Bepanthol Dudak Bakım Kremi 7,5 ml",12,0.0,0.0,,
