District,Rooms,Price
Merkez,1+1,14000.0
Merkez / Karşıyaka,2+0,13500.0
Merkez,1+1,16500.0
Merkez,2+1,15500.0
Merkez / Karşıyaka,1+1,16500.0
Merkez,1+1,12000.0
Merkez,1+1,11000.0
Merkez,2+1,9000.0
Merkez / Karşıyaka,2+0,14000.0
Merkez,2+0,15000.0
Merkez,3+1,17500.0
Merkez,1+1,19000.0
Merkez,3+1,18000.0
Zile,2+1,15000.0
Turhal,3+1,12500.0
Merkez,2+1,15000.0
Merkez,1+1,15500.0
Merkez,2+1,16500.0
Erbaa,3+1,15500.0
Merkez,1+1,16000.0
Merkez,1+1,17000.0
Merkez,3+1,16000.0
Merkez / Köyler,1+1,14000.0
Merkez,2+1,16000.0
Merkez,1+1,13000.0
Merkez,Stüdyo (1+0),15000.0
Pazar,1+1,11500.0
Erbaa,3+1,13000.0
Merkez,2+1,17000.0
Merkez,2+0,15000.0
Merkez,3+1,18000.0
Merkez,2+1,19000.0
Merkez,1+1,15500.0
Merkez,1+1,15500.0
Zile,2+1,15000.0
Niksar,3+1,14000.0
Merkez,2+1,13000.0
Turhal,2+1,15000.0
Merkez,1+1,15500.0
Merkez / Perakende,Stüdyo (1+0),7000.0
Merkez,2.5+1,16000.0
Merkez,2+1,15500.0
Merkez,2+0,18000.0
Merkez,2+1,13000.0
Turhal,2+1,15500.0
Merkez,1+1,16500.0
Turhal,2.5+1,15000.0
Turhal,1+1,11000.0
Turhal,1+1,12000.0
Merkez,3+1,18750.0
